"","MYC","ESR1","STAT5A","PRKCB","FOS","NCOR1","LAMA5","P4HB","PLCG1","KIT","NOS3","RAC1","MKL1","FGA","ACTN1","TEX264","AHSG","COL4A2","PRKCD","ITGB6","ITGAM","LAMB3","LAMC2","TLN1","PAK2","PTK2B","ANGPT1","LAMA2","COL4A1","MAPK13","PAK6","COL18A1","IL2RG","VAV2","LPAR3","DVL3","SNW1","KAT2B","PARD3","GNAO1","NR3C1","BAX","VTN","CD247","XYLT2","UBQLN2","NCAM1","FLNB","TNS1","WASL","EFNB3","NCOA6","EPHA2","ROCK2","MARK3","CTBP1","MOV10","SHC2","DOK1","ADCY5","ADAM10","COL6A3","PGR","PABPC1","COL5A2","NOTCH2","MTOR","COL7A1","TNXB","PML","HLA-A","ELMO1","MYH11","MUSK","FBN1","TCF7L2","GNG12","LTB4R","HRH1","FFAR1","PDGFC","MCHR2","CASR","BCL2L11","DYNC1H1","NOTCH3","PLK1","LRP1","CTNND1","ALOX15B","MED12","RAB5C","GAK","MED13","LDLRAP1","SCARB2","REPS1","BMP1","MFGE8","GRIP1","TRRAP","HS3ST1","NDST2","HTT","RARA","ACTL6A","FAT1","SHMT1","KIF2B","KIF18A","PTCH1","CD109","SELP","HDAC9","INCENP","NRG1","PSMD1","CHST6","SNX2","MED25","PKN1","MAP2K7","UBA1","LIMK2","ITK","CHST12","UGT1A6","ACVR2A","ARID1A","LPA","CABIN1","INPPL1","KIF5B","CPSF6","KIF5A","CCR2","DIAPH1","PTPN12","GSPT1","AP1S1","VDR","CBX4","KIF3A","POFUT2","ADAMTS13","ADAMTSL2","THSD7A","STAG1","DSCAM","CENPJ","RAB8A","DST","ATM","GNS","CACNA1D","ATP2B1","PLD1","TGFB1I1","ADAMTS7","PPP1R12A","SSTR2","OPRD1","ITPR1","RPS6KA1","NF1","CTSD","LMO7","PHF20","SOCS3","IGFALS","CCNA1","PAX5","ARHGAP35","MCM4","CACNA1S","CHSY1","PLXNB3","RIPK2","AXL","OBSCN","SEMA4D","VCP","APC2","GCK","MRPL11","ASH1L","CACNA1G","DHH","TRIM8","CTSF","RNF111","SMG1","SMG9","PRODH2","ATP6V1A","KAT8","KANSL1","MGA","CHD4","HERC2","CHD3","MTMR4","IMP3","CDON","MUC16","PRPF19","CACNA1F","CASP9","DTX4","CEP192","PLK4","CEP290","MAPK8IP3","CACNA2D2","GATA4","CD101","SAFB","ARHGEF2","APBB2","HEYL","HTRA1","CDK13","BRPF1","MYL2","MYO5C","SETD1B","SETD1A","PANK4","KDM4B","MRPS9","EIF3J","LRP5","ROBO1","RFC5","COG2","COG4","CACNA2D3","CACNG5","CD19","TEP1","USP34","PCK1","PAX6","SQSTM1","APOA5","BCL9L","BCL9","NOC2L","STAB1","C4BPA","PLXNA2","ADAM9","NID2","SEMA3A","ZNF225","MAP3K11","FZD2","DTNB","MVK","SIK1","SRGAP1","MAP4K2","TTN","BRIP1","TOP3A","KIF21A","RPN1","ITPA","TTBK2","UBE3B","RNF220","CCNF","TRIP12","DERL2","EHD2","TRAF5","POLD3","POLE2","POLE","WNT8A","CUX1","AP1G2","PKN3","DGKA","DDX23"
"Collagen biosynthesis and modifying enzymes",0.957983035313148,0.958296860638704,0.948512430080239,0.948524882181603,0.948620110544952,0.948490011813133,0.948972728757786,0.958887771027472,0.948230135090643,0.948649739591306,0.948689313403987,0.947998937239757,0.948529517749397,0.94864594268658,0.948575277506745,0.948905826645351,0.948858006127629,0.958981243153365,0.948798804958722,0.958383801507733,0.948912133097172,0.958539960905551,0.958533236195941,0.947747345024374,0.948515946664535,0.948484089265148,0.949111969185077,0.949017586033886,0.958981243153365,0.948701797814075,0.949075551443166,0.940043799467614,0.948598940999961,0.947712133566922,0.948178905384482,0.948701797814075,0.948352053858414,0.948501381806903,0.937769731463595,0.948575277506745,0.948987241576151,0.949228588431936,0.948401253490303,0.949033474474553,0.949208273178128,0.938165809030207,0.958309652940729,0.948294779312278,0.948579111029477,0.947685426691936,0.948887363666799,0.94852874963271,0.948759670224105,0.947880475182705,0.948957672155691,0.948972728757786,0.948994657820774,0.948956813878988,0.948339865753675,0.94793915700001,0.958848174967191,0.959108463231508,0.949306993421147,0.948537036417575,0.926178727822988,0.948994657820774,0.937317362632601,0.9161829852341,0.94848200679192,0.948620110544952,0.948546339495088,0.948207337871449,0.948144506470584,0.948648556117358,0.949597800752691,0.948869547073285,0.947975542496709,0.94858193034518,0.94858193034518,0.948578593392222,0.949398548713149,0.948206401057118,0.948204744713113,0.949251123941961,0.948332858009205,0.949033474474553,0.948191672089518,0.949022603041182,0.948809072469,0.938450317931607,0,0.948592070402751,0.94858193034518,0,0.938060252400741,0.938060252400741,0.938055727570256,0.958930125434589,0.949949005783112,0.949471685390765,0.948783778510908,0.949478908435527,0.949478908435527,0.949694441337249,0.948846720328521,0.948798804958722,0.949842306298932,0.949216771303297,0.948457295306284,0.948454657770914,0.938771418611776,0.94882868360265,0.949470375122255,0.94803503007285,0.948649739591306,0.949193956179131,0.94847888067851,0.94906254782579,0.948972728757786,0,0,0,0,0.948499916813421,0.949193956179131,0.949410857050467,0.948808036788169,0.949278929027248,0.949075551443166,0.939670571088743,0.949253112142563,0,0.948701797814075,0.949063892242787,0.948718925367142,0,0,0,0.958296860638704,0.948769178570376,0.949558068802135,0.948858006127629,0.948598940999961,0.958860913067377,0.958860913067377,0.958860913067377,0.958860913067377,0.948592070402751,0.949663813407952,0.948677122049857,0.948588668565473,0.959534068029465,0.948421508618398,0.949433725933079,0.948451861203747,0.950062090250511,0,0.949298780950236,0.958860913067377,0.94882462220789,0,0,0,0,0.948841169543015,0.959177428061645,0,0.949292367742242,0.948213077262384,0.949635067091873,0.948533971511977,0.950351482387057,0,0.949049883053999,0.948515902852946,0.94951708953672,0.949351482805092,0,0,0,0,0.948736215371352,0,0.938336674735571,0.937195667871986,0.95878901900376,0.948786246433704,0.948938173371313,0.949172150720951,0.949694441337249,0.948264099045385,0.948681154144032,0.948732153304132,0.959657153075139,0,0.949320410624503,0.94938187869812,0.949350170677229,0.948814284302363,0.947962374358493,0.948824869649873,0.949433725933079,0.948605902855943,0.938684853658889,0,0.937666928253811,0.948520467661596,0,0,0.948773999360573,0.948769178570376,0.948769178570376,0,0.948686872251063,0.949335062609961,0.949996356945448,0.949974493114095,0,0,0,0,0.949172150720951,0.949452329910091,0,0,0.959289504161877,0.95925887623258,0.949419187793611,0.949066586390447,0.948147613548341,0,0,0,0.948565453569172,0.948783778510908,0.948773999360573,0.948877351179014,0.948800206513384,0,0.94904475773572,0,0.94870386864539,0.948749890187771,0,0.938810946166595,0.948969527855781,0.94895711270916,0.949205231567016,0.93983526305836,0,0,0.960385161546217,0.949800673823502,0,0.950289341463992,0,0,0.948401050519431,0.949996356945448,0.949694441337249,0,0,0,0.948881355294929,0.948764402472303,0.948931536811866,0,0,0.948830245481528,0,0,0,0,0.949118452624542,0.938563450878951,0,0,0,0,0,0,0.949193956179131,0,0,0.937875807637498
"Assembly of collagen fibrils and other multimeric structures",0.946160709858192,0.946578275247691,0.932525909385719,0.932542477731651,0.932669185378852,0.932496080395916,0.934703823457339,0.946809287055294,0.932150297197392,0.932708608788226,0.93254213079018,0.93184267313778,0.932570826221292,0.932703556754907,0.932609532050912,0.933049349581782,0.932985721214399,0.947804636950025,0.93290695013654,0.947727488528974,0.945824607584123,0.947874993564317,0.947866805646218,0.934548754820387,0.934597653822927,0.933092389043946,0.933323635889749,0.932696443646605,0.946771104255625,0.932777875702962,0.934650593551543,0.923460615761183,0.932641017896563,0.932703556754907,0.9320821326789,0.932777875702962,0.932312518196164,0.932511208925995,0.933463082052155,0.932609532050912,0.933157677541708,0.933478805524804,0.933620476473571,0.93300005989844,0.933609968839247,0.917616914404912,0.947628828947544,0.932763576253542,0.933165476205783,0.932518896810717,0.946825182910204,0.932547623631604,0.932854878779092,0.932927546428906,0.933118333468537,0.933138367275265,0.933167545346575,0.933336325052467,0.932698019836661,0.931982265145751,0.933511435946717,0.947835009446417,0.933583128558009,0.932558649747943,0.905159992601902,0.933167545346575,0.932861175348875,0.891682111663854,0.933350596408371,0.932669185378852,0.93257102810899,0.932670807385598,0.931921423792181,0.933257877496593,0.933585011568724,0.933001077207289,0.931811544882036,0.932618384093262,0.932618384093262,0.932613944056247,0.933704948940408,0.932118717493187,0.932116513617741,0.93372792409203,0.932286976846888,0.933219193476391,0.932099119625864,0.933582055997617,0.945687478589615,0.93313012907762,0.93284710386007,0.932631876111733,0.932618384093262,0.91798494031035,0.917577594836949,0.917577594836949,0.917571574250176,0.947528323636759,0.9339180701277,0.933802262135961,0.932886956452081,0.933292574458416,0.933292574458416,0.934098653682411,0.932970704710897,0.932405340929818,0.934295397811359,0.932961472845433,0.93245254891578,0.93244903950021,0.905274783257336,0.932854304361216,0.933800518736891,0.917854749173275,0.932708608788226,0.933213591439788,0.932481269683758,0.933998763197116,0.933138367275265,0,0.933298965039717,0.919723082532206,0.932207866898125,0.933751754562342,0.932828536027193,0.93387952010446,0.932919233697313,0.933545787022399,0.933275179671122,0.934753756756312,0.933511435946717,0.918049921104831,0.932777875702962,0.932758057125765,0.932800665047177,0.91874969642358,0.933381847458137,0.933970066981319,0.945544742553294,0.932867530263822,0.933917200988493,0.932985721214399,0.932641017896563,0.933151057149372,0.933151057149372,0.933151057149372,0.933151057149372,0.932631876111733,0.934057901193097,0.93274504296367,0.932627349741831,0.935041317820524,0.932404932356346,0.933751754562342,0.932445318482295,0.934587834921667,0.917836539829164,0.933451774733539,0.933151057149372,0.932941301697191,0.918826241384539,0.918826241384539,0.917803175798233,0.918125015218819,0.93296331902299,0.947749928549696,0.916916651580833,0.933563668123139,0.91677381032067,0.934019652314843,0.932554571687967,0.934972890334263,0.932872016614764,0.933241026178566,0.932530530139909,0.934020869466309,0.918766992530506,0.933403711410816,0.933225549480118,0.918499094778006,0.918633790892203,0.904590663914838,0.933667317098588,0,0.904259539239025,0.931968625197556,0.933983610416687,0.931628289223763,0.93279952242027,0.933494464691865,0.932195488489605,0.932750407932134,0.932818265693816,0.933123735101484,0,0.933600981036089,0.933181159174146,0.933138969551399,0.932927546428906,0.90366962635618,0.932941630935145,0.933751754562342,0.932650281107234,0.933661327980893,0,0.90373155593669,0.932536603920279,0.919938288926476,0.905274783257336,0.932873944644602,0.932867530263822,0.932867530263822,0.933497549050895,0.932758016252416,0.933620476473571,0.933896183413292,0.93447128112754,0.918475264307694,0,0,0.935054889223047,0.933403711410816,0.933776508386443,0.917977360637456,0.918078934711754,0.933328325975145,0.933287573485831,0.933732410604493,0.905138853629014,0.918575590994777,0.91739535277026,0.933447727668418,0.933511435946717,0.932596460651044,0.932886956452081,0.932873944644602,0.933011461087057,0.932908814997884,0.918351158634423,0.919146582097853,0.905026659703924,0,0,0.933511435946717,0,0.933511435946717,0.933494916771518,0.933447727668418,0,0.934295397811359,0.918242256987182,0.933928142640695,0.934771926531938,0.918452289156071,0.934512880035051,0.918452289156071,0.917733061430063,0.93235840502175,0.934500372403838,0.934098653682411,0.918499094778006,0.919042738027023,0.918311008338803,0.933016788828591,0.932861175348875,0.933083558661868,0.91730189228317,0,0.93294878383536,0.903779697554113,0.903779697554113,0.903768716757711,0.903765997643721,0.905099255906982,0,0.920443093818359,0.904232711084398,0.904052846558859,0.904048792053718,0,0.918448471829976,0.933432725017739,0.91910366767602,0,0.903906130527448
"Collagen chain trimerization",0.936923206736242,0.937610249719939,0.916550209741466,0.915723765232295,0.91642539714272,0.916140578125243,0.916059355823613,0.937990345976851,0.915571642273757,0.916490262616452,0.916576899698059,0.915065491723238,0.91651394947636,0.916121397870612,0.915966693925317,0.916690349564147,0.916585658360149,0.937927521745558,0.914772260132032,0.937800585263946,0.915020364080431,0.916515601472821,0.916500879383243,0.914514692752422,0.916197356072202,0.916127612170276,0.917141647703676,0.9152512272211,0.937927521745558,0.916604231228239,0.915378128157704,0.93805692041725,0.916379051656331,0.914437605969367,0.915459487494303,0.916604231228239,0.91583855328175,0.91616546991634,0,0.91632724628672,0.917229139793622,0.91775750908189,0.915946263715347,0.917330355297522,0.917713033854896,0,0.937638255303415,0.915713164819242,0.916335638837226,0.914379137867589,0.914966137534763,0.91658593736798,0.916370376204567,0.914806148328985,0.917164404856049,0.917197367564872,0.91724537582819,0.917162525871344,0.915811870438896,0.915295170025291,0.915482173214125,0.937977495261247,0.918289709788208,0.916243526873836,0.867761975394188,0,0,0.937547468876177,0.916123053109856,0.91642539714272,0.916263893662657,0.915521733397004,0.915437370613475,0.916487671692754,0.916882016300608,0.916971476769547,0.915014274715695,0.916341811032124,0.916341811032124,0.9163345055984,0.917769042747986,0.915519682473575,0.915516056317766,0.918167397372504,0.915796528714448,0,0.914994284093517,0.91612841134255,0,0,0,0,0,0,0,0,0,0.93943424825203,0.917911178251579,0.918289709788208,0.916783707701202,0.916882016300608,0.916882016300608,0,0.916921503253858,0.91681660439468,0.919101092662156,0.917731638399514,0.916068953419868,0.916063179188084,0,0.916882016300608,0.918286841279159,0,0.915997109670471,0,0.916116209257212,0.917509381899302,0.915989993110918,0,0,0,0,0.916162262675202,0.917681690324252,0.918156541171758,0.917197367564872,0.917867717372896,0.917422472420351,0,0,0,0.916604231228239,0.917396947482869,0.916641727772348,0,0,0,0.937610249719939,0.916751744740001,0.918478824916455,0.916946210721551,0.916379051656331,0.916575515404863,0.916575515404863,0.916575515404863,0.916575515404863,0.915870857235928,0.918710326594536,0.916057056795485,0.915863409754023,0.917268446753413,0,0,0.916057056795485,0.919582255301259,0,0.917911178251579,0.916575515404863,0.916873124880615,0,0,0,0,0.916909351180953,0.918532015955402,0,0.917897138117798,0,0,0.916236817020567,0.920215807856647,0,0.917366277826596,0.916197260157558,0.918389110943465,0,0,0,0,0,0,0,0,0,0.91535266585347,0.91678911060818,0.914792692616285,0.917633952663111,0.918777378875582,0.915645997957968,0.91655903701507,0.916670687070905,0.917253230830477,0,0.917958531077291,0.918093100231725,0.918023683357095,0,0,0,0.91820660693785,0,0,0,0,0.916207253677836,0,0,0.916269145722627,0.91625859179402,0.91625859179402,0,0.916571555397098,0.917990607977995,0.919438348476791,0.919751035383417,0,0,0,0,0,0,0,0,0.9164483544048,0.916381302123754,0.918174779274801,0,0,0,0,0,0,0.916783707701202,0.916762298668608,0.916988561930142,0.916819672752198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918847025439755,0,0,0.920079765664654,0,0,0.915993991739507,0.919438348476791,0,0,0,0,0,0,0,0,0,0.916392282702389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Activation of Matrix Metalloproteinases",0.948118203436985,0.942480488189454,0.929335553466485,0.929028279147881,0.948586740778291,0.928957898315094,0.949298450019233,0.949102040171034,0.928433374458497,0.929280285904911,0.929360159964614,0.927966734787112,0.931327048323968,0.948638879247719,0.948496251726875,0.94916341770971,0.949066898859774,0.94905544656919,0.929581152949302,0.929560835617077,0.949176146377361,0.949242277793339,0.949228704932387,0.929343691669733,0.929010244089456,0.929862448082469,0.949579486832446,0.930022731141438,0.94905544656919,0.929385357954122,0.93013972599859,0.912187005886296,0.929177756240897,0.929272622397801,0.928329974651118,0.929385357954122,0.928679449988656,0.92898084701525,0.949791014862741,0.929129994876957,0.929961485209732,0.930448609190521,0.930663512033494,0.930054799677988,0.930979979938831,0.929345456146951,0.929411177379304,0.930448609190521,0.931022491943193,0.928992508885927,0.949126152838038,0.929368492140323,0.929502165105637,0.929612395782237,0.930024053161472,0.929932193169315,0.929976453834834,0.930232478368783,0.930313400181159,0.928178484052789,0.930498106779812,0.949114025801976,0.930939265503061,0.928645187498388,0.94932774205965,0.929976453834834,0.929511716469266,0.948693734728097,0.930826500979912,0.929220483928373,0.929071587654751,0.930272121195251,0.930194343898471,0.930590282711913,0.931526218353651,0.92972393575185,0.927919515856807,0.92914342267626,0.92914342267626,0.929136687515765,0.930459242521163,0.928385470719072,0.928382127626482,0.930254126808239,0.906961597836949,0.929073271576922,0.928355742412452,0.9306052314221,0.948968133294718,0.929679729446414,0.929822778308882,0.928831481829177,0.928811015578671,0.929903720308054,0.929132405244023,0.929132405244023,0.929123272523271,0.931066972396207,0.932475042362853,0.930939265503061,0.929550824221578,0.931526218353651,0.931526218353651,0.931056459304737,0.92967786324454,0.929581152949302,0.931687310600075,0.930424758012824,0.907212756656957,0.907207433170457,0.930567792146393,0.911506827602769,0.930696653840094,0.930038638465739,0.928707911733238,0.930378708960022,0.928935431717837,0.930949062894771,0.929359818997642,0.930022731141438,0.929330110613746,0.930122159298309,0.92818829572614,0.93053024268957,0.930378708960022,0.930627967675211,0.929359818997642,0.930217807357702,0.93013972599859,0.932142635265264,0.930498106779812,0.930002290675475,0.929385357954122,0.930523816806362,0.907740819375341,0.928728765295738,0.930301532006688,0.931193811256062,0.929385357954122,0.907842248251749,0.931113618017759,0.929700642009856,0.907498648155073,0.929762918079248,0.929762918079248,0.929762918079248,0.929762918079248,0.907484780840942,0.931327048323968,0,0,0.931882483459607,0.92848722735321,0,0,0.932130912954282,0,0,0.929762918079248,0,0.928844877525298,0.928844877525298,0,0.930448609190521,0.929666659780864,0.950528913733503,0.928283216689726,0.930577338572255,0.928398945680969,0.950635284861684,0.929046624656382,0.932715009436936,0.930577338572255,0.930087918039996,0,0.930842382698038,0,0.930334697773064,0.930541243846086,0.93053024268957,0,0,0.930494598224534,0.930022731141438,0,0.930378708960022,0.93088194840406,0.929862448082469,0.929762323601391,0.909709758316501,0.906975498018391,0,0,0.932130912954282,0.928313067908316,0.930633939104277,0.930758003586553,0.93069400549837,0.929612395782237,0.908253359405384,0.929633760786559,0,0.908023508312515,0.930725480313793,0.929738816140541,0.92855925396588,0,0.908769501104697,0.910552414292999,0,0,0,0.931526218353651,0,0.930663512033494,0.910319131628824,0.932286517807411,0.930826500979912,0.932715009436938,0.931687310600075,0.932551116720807,0.930002290675475,0.930900199243982,0.929738816140541,0.930046301862432,0.931388866402326,0.931327048323968,0,0.910482052871853,0,0.928122665777867,0.930401466711778,0.930498106779812,0.929110166669285,0,0,0,0,0.909265221811843,0,0,0.929797160859792,0.930054799677988,0.930498106779812,0.910768027312314,0.930165699682223,0.930140641491078,0.930069059614189,0.932715009436938,0.931687310600075,0.930473048588667,0.933600293540684,0.931603281425153,0.930791649618752,0.932257179807057,0.930791649618752,0,0.930969971975352,0.931998239714648,0.931056459304737,0,0,0.930244931474665,0.92941536185447,0.929179309371677,0,0,0.92885739103556,0,0.907105852919499,0.907105852919499,0.907089195980406,0.907085071314538,0,0,0.909535247415825,0.929319463923886,0.929046624656382,0.929040474315121,0.909809819552663,0.930939265503061,0,0.911567783096032,0.909965615230176,0
"Collagen degradation",0.925738379252514,0.926806387199734,0.894068566423566,0.893550464868533,0.893874545306203,0.893431794297309,0.89507457291065,0.927397246625889,0.892547383823344,0.893975378650098,0.894110055946681,0.891760573065834,0.895657428268041,0.893962457052978,0.893721969853542,0.8948468921534,0.894684149733308,0.92731868419451,0.894482676768161,0.92710226370013,0.927522198626141,0.927633704168191,0.927610818687891,0.894082288415619,0.893520055585202,0.894956974283746,0.895548434867641,0.895227230849521,0.92731868419451,0.894152542795589,0.895424498286958,0.864959663108077,0.893802501272634,0.893962457052978,0.892373039279236,0.894152542795589,0.892962296841164,0.89347048857313,0.895905096634646,0.893721969853542,0.895123962823087,0.895945312596432,0.896307664704577,0.895281302269254,0.896280789304349,0.859819794598171,0.926849921864127,0.894676447512394,0.896912948121313,0.893490151893383,0.927437903490177,0.894124104999694,0.894349493738687,0.894535355952028,0.894824846510452,0.89507457291065,0.895149201730058,0.895580889968008,0.895717333901944,0.856203145964364,0.93128383369805,0.927417455844991,0.896772618307067,0.892904526150894,0.927777807227233,0.893582086814748,0.894365598489554,0.926708794412002,0.895617391847491,0.893314066855067,0.893623488233641,0.895647732553916,0.894233623642628,0.897149283113148,0.896797199717748,0.894723425791276,0.855766494357253,0.857830148844401,0.857830148844401,0.857818792551622,0.895240753115448,0.856552150444007,0.85654651358676,0.896582483722892,0.855699540766133,0.893714187353945,0.85818040198382,0.896209396565773,0.92717146348474,0.894331013495079,0.893924994386343,0.857864657410758,0.857830148844401,0.860805604913598,0.858372050576205,0.858372050576205,0.858356651707711,0.896022855653542,0.898397031414885,0.896212139855932,0.894431538875911,0.896797199717748,0.896797199717748,0.896970221188961,0.860380273049307,0.894482676768161,0.898033912546552,0.895905096634646,0.859084368883144,0.859075392842953,0.862485788563849,0.896797199717748,0.897328637662436,0.860068001321683,0.893010286774697,0.895827452378619,0.893393912905112,0.897275209518475,0.860809103971838,0.861006271530066,0.895485334178355,0.861158793863605,0.892694629977955,0.896643434971053,0.895827452378619,0.896970221188961,0.89507457291065,0.861895672005845,0.895424498286958,0.899766736714551,0.8954682930497,0.860889296591962,0.893592064344454,0.895384819785421,0.857013402245314,0.857130986497774,0.89497483416991,0.896479324583308,0.891717556854552,0.860116383531169,0.896506119220688,0,0.856605072364785,0.896072121705942,0.896072121705942,0.896072121705942,0.896072121705942,0.859543034460435,0.897426466905412,0,0.857165778383635,0.931016841927545,0.892638186297889,0,0.893103474548166,0,0.860624617322933,0.898397031414885,0.896072121705942,0,0.857326765718655,0.857326765718655,0.860539282065074,0,0.859800904207401,0.929720442075968,0.858028730779025,0.896162365857366,0.858223863813893,0.897328637662436,0.893020919156995,0.899766736714551,0.896162365857366,0.860511196431358,0.893321420598812,0.897331750773515,0,0.895753244210148,0.897066597671823,0,0.862722478590131,0.860691505344934,0.896022855653542,0.861006271530066,0,0.893392466437582,0.897236453217481,0.892521988342709,0.894788152334747,0.863294614791765,0.857837022304358,0.859256341025672,0.859429900977188,0.896346893668219,0,0.896257801179751,0.896466988857665,0.89635908036353,0.893974877500893,0.857775287033471,0.894010901474562,0,0.892107939006353,0.89585167224671,0,0.857933684462513,0,0.8617092277481,0.862397928739385,0,0,0,0.897762291593149,0,0,0.861360747620467,0.89848376970471,0,0.866018396021768,0.862847861351697,0.899976465459046,0.895192765759013,0.896146269432168,0,0,0.89628291926844,0.896178686533755,0,0.861533132973583,0.892266547141857,0.859312319269904,0.895305346241276,0.8954682930497,0.893128058653209,0,0,0,0,0,0.864292707589505,0.861246174315995,0,0,0.896028771500835,0,0.896028771500835,0.895986520368826,0.895305346241276,0,0.898033912546552,0,0.932981059569832,0.89789222922465,0,0.899555259200543,0,0,0.894389407181173,0,0.896970221188961,0,0,0,0.89420313298971,0.893805120038418,0,0.859073275169332,0,0,0.858056816386979,0.858056816386979,0.858028730779025,0.858021776094984,0.86199233224094,0.861512005007404,0.86300036836915,0.859215490124578,0.858755450218184,0.858745080001155,0.861233684282976,0,0,0,0.861496374582489,0
"Phase II - Conjugation of compounds",0.833077458794245,0.833645824056046,0.833601134077106,0.83362368592769,0.835207458085744,0.83326226098427,0.833921179378721,0.832331819432394,0.832576276945208,0.833551542036707,0.815663249495439,0.814561337054643,0.815255016101057,0,0,0,0,0.833703130371889,0.813679180063578,0,0,0,0,0,0,0,0,0,0.833703130371889,0.816196307685514,0,0,0,0.815733120815303,0.812565717090483,0.813512721262671,0.833012406996506,0.833282853042844,0.814489755662264,0.813274352191458,0.834162787810562,0.834984377275376,0,0.814113416861828,0,0.833840799415868,0,0,0,0,0,0.851306464408932,0,0,0,0.834136503820274,0.834176219281747,0,0,0.815227183304374,0,0,0.835040158159923,0.833347426678171,0,0.834176219281747,0.835536275513001,0,0,0.833497881228236,0.813231172576267,0,0,0,0,0.833949632716034,0,0,0,0,0,0,0,0.814805870826682,0.832910149567483,0.834246519655203,0.814246361478879,0,0,0.834807692235651,0.834038324960484,0,0,0.834110954886221,0,0,0,0,0,0.835040158159923,0.833794298307241,0,0,0.835443588767752,0.833908291473926,0.83382151252563,0.835711385216331,0.816830698320626,0.814727428482857,0.814722651674363,0,0,0,0.834232018065701,0.815075962006228,0,0.812337642388597,0,0.816733308950356,0.834217744291956,0.83435509997966,0.81340250286797,0.776992147653014,0,0,0,0.851433650605994,0.814602328766374,0.834322724745533,0,0.834644302786501,0,0,0,0,0,0,0,0.817301224526443,0,0.835196606114311,0.816364622225902,0,0,0,0,0,0.814971518034432,0,0,0,0,0.815574086851899,0.833624861048351,0,0.818361645269818,0.813895992498432,0,0,0.834276237035522,0,0,0.833411823679554,0.814466785396611,0,0,0.77707732101921,0,0.776882893961148,0,0.815777767041951,0.818885759877714,0.816903853436534,0.816528449025305,0,0,0,0.834430182474307,0,0.817159865550917,0,0.835783497834141,0.835154750612051,0.834922696038789,0.833623213691521,0,0,0,0,0.817628308699477,0.776975298896924,0.812844449828282,0.799680426801151,0.835362400830553,0,0,0,0,0.81376081630961,0.776942445037089,0.812654560542523,0,0.79945177613725,0,0,-0.0140678345285362,0,0.834599888189986,0,0,0,0,0,0,0,0,0,0.817127428927005,0,0.835711385216331,0,0,0,0,0,0,0,0.835671190996896,0,0.79945177613725,0,0,0,0,0,0,0,0,0,0,0.851977383095551,0.834747103037803,0.834246519655203,0.81683275809345,0.835076691560094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81854086811357,0,0.817159865550917,0.814806926084311,0,0,0,0.834360173223553,0,0.833877910043611,0,0.777092267428512,0.777092267428512,0.77707732101921,0.777073619922391,0,0,0.814382539560294,0.816250993985513,0.816006173052751,0.816000654300637,0,0,0,0,0.816879400726642,-0.0140678345285362
"Glucuronidation",0.798012267186951,0.799072958884881,0.798989557782053,0.760121592119688,0.792873605984107,0.798357147780281,0.79998867275277,0,0.759125382550506,0.798897008379285,0.760677349792065,0,0.763971042109621,0,0,0,0,0.799581746455841,0,0,0,0,0,0,0,0,0,0,0.799581746455841,0.76071954559035,0,0,0,0,0.758952232330982,0.76071954559035,0.797890866555288,0.798395576986007,0,0,0.800037724326048,0.800853447549784,0,0.761840572644308,0,0,0,0,0,0,0,0.831474869395964,0,0,0,0.79998867275277,0.800062790337174,0,0,0,0,0,0.80167508591044,0.798516085263868,0,0.800062790337174,0,0,0,0.798796865781075,0.760194115247747,0,0,0,0,0.799639931120986,0,0,0,0,0,0,0,0.76313284052393,0,0.800193985938839,0,0,0,0.797454796119419,0.799805449905616,0,0,0.799940992952364,0,0,0,0,0,0.80167508591044,0.799350043738905,0,0,0.802427974106068,0.7995627794806,0.799400831317687,0.802927739818073,0,0,0,0,0,0,0.800166922857004,0,0,0,0,0,0.800140284928321,0.80039662015393,0,0,0,0,0,0.831712226167006,0,0.80033620101088,0,0.800936334729838,0,0,0,0,0,0,0,0,0,0.801967051407861,0,0,0,0,0,0,0,0,0,0,0,0,0.798477198441861,0,0,0,0,0,0,0,0,0,0.762500034255254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801888940047537,0.803917724621506,0.799030763086595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802927739818073,0,0,0,0,0,0,0,0.803254570441163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799762551692883,0.800193985938839,0,0.801743265084755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
