"","AGRN","CTNNB1","PIK3CA","LAMA5","CTNNA1","TBXA2R","KALRN","CDH1","GAB1","KDR","F2R","A2M","EP300","PRKCI","CAMK2B","SMAD2","STAT5B","HCK","IFNG","HDAC1","PRKAR2A","CD28","APOB","GNB4","PLK1","GNA11","SHC1","NUP133","CCKBR","AVPR1A","EFNA5","CASR","PTEN","IRF3","FLT1","EPHA6","FLT4","SKP1","TYK2","SELE","LRP2","NCKAP1L","ITGAM","PSMD1","PSMD4","DSCAM","MARK3","VWF","CCT4","GPC3","EXOC4","KLC2","HMGB1","GAS6","ITGA2","SEC24D","MAML1","GOSR2","REPS1","IGF2R","DYNC1H1","PSME4","CAV2","PLA2G4E","LDLR","TYROBP","SMG5","NCOA6","CTNNA2","DLG1","CD8B","TLR2","PPARGC1A","CACNA1D","PRKAA2","MYH9","RBL1","SIN3B","RPS6KA1","BUB1","COL18A1","RYR2","RHOBTB2","GAPVD1","KIAA0319","CACNA1G","CTSC","ANK1","ATM","EPS8","PIP4K2A","BTRC","SMC1A","PLXNA4","PLD1","ITPR3","FLNB","TUBGCP6","CEP192","CEP164","CACNG5","WWTR1","TRIP6","COG4","CACNA2D1","TMED10","ABL2","EGR1","ATP1B2","ULK1","ABCA1","MTA1","COPS7A","TAS2R60","TAS2R13","PTGDR2","CNR1","HCAR3","GALR1","HTR1B","ITCH","AP4B1","CDK12","OBSCN","ITGA11","ITGA8","THPO","TCF7","TCF7L1","FURIN","MAP3K9","IGSF5","NUP214","NOS1","PLCZ1","TRIM10","GBP1","CDC16","MYO10","GMIP","ARHGEF17","ARHGEF19","ARHGAP33","ABR","ARHGAP11A","DLC1","ARHGAP39","SRGAP1","CHD3","KIF26A","ARFGEF2","DOCK3","DOCK6","DOCK5","GOLGB1","OR10R2","OR56B1","OR4S1","OR4K2","OR2AG2","OR2B11","NKX2-5","CACNA1B","STK3","PDS5A","TH","PIK3C2B","TEC","MADCAM1","DDB1","MAGI3","NRXN1","ZBTB17","COL6A2","COL6A6","ADM2","LHB","HTR7","GRIN3B","ALOX12B","DGKD","MYL1","NRXN2","LEO1","PYGO1","BCL9L","BCL9","ME1","NUP210","RAE1","LMO7","CPLX1","POLR3E","CACNA1E","KCNS3","RIN2","PKD1L1","CATSPER4","PDE6A","DUSP7","MCMBP","PAXIP1","GRIK3","LRP1","SF1","DHX15","RBM17","DNAJC8","RBMX","SNRNP200","RNF111","RYR1","NFASC","IQSEC1","ITM2B","LTF","SYNGAP1","UBR4","RIMS1","EEF2K","TJP2","XPO6","COL7A1","RPL27","RPL22","RARB","SMG6","SCRIB","NAALADL2","POLD1","HOXB3","RNF34","ACVR2A","RAB3GAP2","NR2F1","RYR3","TUBA1B","MED23","DDX54","PRCP","HUWE1","KRIT1","USP34","DIAPH3","ATP6V0D1","TRAPPC6A","ARID1A","COMP","TNXB","ELK4","CNGA4","TUBAL3","MYOF","BLM","ECSIT","AP1G2","SOX7","PLEKHA7","LAMA4","LAMA1","APBB2","KIF21B","KIF19","KIF21A","KIF1A","NAA25","GREB1","EIF4B","EIF3B","ETV3","GORASP2","SUPT7L","CHRNB3","BPTF","ETV6","MEIS1","KLRC1","MYH8","GAB4","USP11","AMPD3","MYH6","MIB2","EBF1","EFCAB6","CIB3","LONP2","PPFIA3","MAP3K6","WRN","DSPP","FBN3","PDLIM7","LY6G6F","COL20A1","CRTC1","STAB2","RIF1","ZC3H8","TTN","DNAJA4","FKBP9","MYH7","RALGAPA2","ZC3H13","HERC1","MGRN1","UBR2","LONRF1","ASB15","FBXL4","RNF213","CFH","BCOR","TAOK2","EVC2","PDSS2","RAD17","DST","SCAF4","USP28","MLH1","DRAP1","CHST8","LSP1","SYCP2","MASTL","CPN1","KDM6B","ADAMTS14","SLC8A2","ADAMTS4","STAB1","NOG","TLL2","CHST3","CHST15","MYCT1","IPO8","CBX3","BAZ2A","STX19","NMNAT3","PDHA2","HIST1H1D","MYO3A","EIF2AK4","MCM6","FANCL","YIPF5","THSD7A","ADAMTS19","NOP14","MPHOSPH10","ADAMTS8","THSD4"
"Interaction between L1 and Ankyrins",0.916140901566116,0.916142669153465,0.915219073097495,0.917428610625283,0.917069852294698,0.893416174833227,0.893409424615856,0.917187834934088,0.916247934420092,0.915813504330277,0.893318707393749,0.915990803710585,0.915719493068809,0.916341393022297,0.938824380809488,0.916189829304916,0.916162450895495,0.916195539607081,0.917256631382494,0.916356442636553,0.917069518553884,0.918229909132058,0,0.91520882134998,0.916031706733727,0.915586742042197,0.916682624601882,0.916508585324587,0.893544692233774,0.893514912673081,0.917584723831378,0.914883240951347,0.917541859104476,0.916978470871036,0.916130274115848,0.917955545538526,0.916416683662902,0,0,0.919064270670451,0,0.916837076731699,0.916486437222477,0.916682624601882,0.916615859797291,0.893300854424694,0.917100167115568,0.915808400066573,0.917277052175187,0,0.916487942610151,0.938972512373208,0.891767499534597,0.891254321677835,0.917266797283354,0.91729783543212,0,0.93895294343813,0.915739570116844,0.915336987441057,0.938097545010727,0.916807480226851,0.918333722759228,0.894470835862144,0,0.917444947473893,0.916207442556889,0,0.892428568113713,0.917399430477812,0.91818355804492,0.892625369534606,0,0.916277517625572,0.917679002740985,0.913992093125457,0.918015169776662,0.891802686535614,0.91720363872607,0.917287397671905,0.917650237581453,0.916824609581175,0.917178327727254,0,0,0.918063475110417,0.917708506057463,0.898908261573074,0.916552598897599,0.918413657701154,0.891755768934822,0,0.916901094453887,0.917379505708846,0.916151775574475,0.939381980406938,0.917527338611222,0.917650237581453,0.917351469583347,0.917178327727254,0.917066993271568,0.892108204838256,0.917950359640376,0.939097329832605,0.916839266546764,0.938519202073246,0.893061199149659,0,0.917528480998715,0.916166432540065,0.917903559079076,0,0,0.893228553291902,0.893228553291902,0.893228553291902,0.893222776125821,0.893222776125821,0.893222776125821,0.893217026473621,0,0.916376297348967,0.91763612015768,0.892779393527027,0.91638992198949,0.916350906583751,0.91677988196996,0,0,0,0.894378217461965,0,0.890979709460359,0.916814583750543,0.917412513242888,0.918253823637623,0.917921386431379,0,0.917030371587299,0.893061199149659,0.893061199149659,0.893061199149659,0.893061199149659,0.893061199149659,0.893008822008564,0.892911140467134,0.892821556824087,0.892779393527027,0.917466759938624,0.939097329832605,0.917910294687486,0.894589906724788,0.895232610621775,0.894378217461965,0.939614480438065,0.918649165086319,0.918649165086319,0.918649165086319,0.918649165086319,0.918649165086319,0.918649165086319,0,0.916211560327872,0.89211630450924,0.917373632652044,0,0,0.91780030095785,0.894203492866682,0,0.893432181960915,0.893215740114888,0.892799718995283,0.917235142654025,0.917168607920931,0.893892714174361,0.893882635693653,0.893872643103851,0.917949276247719,0,0,0.891776975621676,0.893239154990436,0,0,0,0,0,0,0,0.889983065661497,0.915294345351786,0,0.916487942610151,0.918562632991023,0.920121771112491,0.915891342353215,0.915865788272573,0.894359629677818,0,0,0,0.893815302376581,0,0,0,0,0,0,0,0.890228648395131,0.918064523579607,0.868548463517847,0.919129933093957,0,0,0.918005424092495,0,0,0,0.914115918025242,0,0.91559561575325,0,0,0,0,0.895131016970871,0.918918243831134,0,0,0.916337521481944,0.892528617802908,0.917278829351692,0,0.918151055674903,0.918278260160531,0,0,0,0,0,0,0,0.916507667795679,0.916487942610151,0,0.917588829796805,0.917627963473239,0,0.917451166836303,0.918437311311661,0,0.917287397671905,0.891360975704966,0.916776015474919,0,0,0.917955545538526,0.917905008976986,0,0.91772354688595,0.91772354688595,0.917708506057463,0.917708506057463,0,0,0,0,0,0,0,0,0,0,0,0,0.891580931401349,0,0,0,0.891636266138632,0,0,0,0,0,0,0,0.917679002740985,0.895232610621775,0.893524497210438,0.891256431587843,0,0,0,0.919748519928947,0,0,0.892185823576607,0,0,0.892155366619362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917868620188807,0,0,0,0.918557598753809,0.894154567266007,0,0,0,0,0.920393448033786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919302958478441,0,0,0.916030233210678,0,0.893388123756931,0,0,0,0,0,0
"Phase 0 - rapid depolarisation",0.913479972395334,0.912068743124334,0.91140849830171,0.91405926473238,0.913181078133337,0.912833454821746,0.912825356634057,0.913322621065269,0.913429654353804,0.912908471670064,0.911945476542593,0.913299901067396,0.935537451154689,0.914139354285235,0.875231535111582,0.911038365956275,0.913505824972265,0.913545521263821,0.937381545038576,0.938413559265929,0.912603455145735,0.91457279005652,0.912030285086707,0.935372588717534,0.910910612913036,0.911865379282179,0.912716523828993,0.910933610055374,0.911962626844717,0.911926900517912,0.914246552633535,0.911200118629352,0.913747341340308,0.912046439103529,0.91346722271896,0.914691424793754,0.913810826212092,0.910649554622361,0.912145745208731,0.914996545048761,0.912329471391231,0.91431516878172,0.913894509060569,0.912716523828993,0.912636426568578,0.915938279081977,0.913605787054043,0.912056063328305,0.913429654353804,0,0.91431516878172,0.9133691897714,0.913073714757544,0.912576200973053,0.913417351633132,0.91188530238245,0.9145171829875,0.912574665773004,0.912646304346733,0.912163328778711,0.911548450373766,0.912866312232759,0.916110684358386,0.913073714757544,0.91255157377887,0.915044426980474,0.911673379214618,0.912274891680527,0.914891803409125,0.940689833735394,0.913746135701101,0.915127904671697,0.912286205950094,0.93934388287941,0.913911871583975,0.911799907331335,0.91431516878172,0.914020908839508,0.913729921208,0.911734368433135,0.913877362227015,0.940000225200897,0.913311215336963,0.912696175432561,0.912671018486113,0.915015422893035,0.912377981005932,0.939688619372203,0.912560532917907,0.916206581738734,0.913177783674798,0.911738552575213,0.91127092321462,0.914965916961175,0.913911871583975,0.913089378367893,0.940843284211791,0.912852352840146,0.912493923001333,0.912286205950094,0.940291011187447,0.912679739631205,0.915650766355894,0.912747885101803,0.940017809058095,0.912054309347658,0.915650766355894,0.913057284645615,0.912648402813954,0.912904446054304,0.914390886075145,0.914202657570525,0.91288426319359,0.911837319308893,0.911837319308893,0.911837319308893,0.911830388483904,0.911830388483904,0.911830388483904,0.911823490667122,0,0.913410181470872,0.913860425654292,0.915312686158091,0.913778720423159,0.913731913918851,0.913221543246666,0.914202657570525,0.914202657570525,0,0.917230783842329,0.914078772840057,0.913033589105463,0.939410974682191,0.913014943430535,0.883329980103423,0.882931157555477,0.910511638716541,0.914965916961175,0.915650766355894,0.915650766355894,0.915650766355894,0.915650766355894,0.915650766355894,0.915587929872873,0.915470742023532,0.91536326916519,0.915312686158091,0.913657245406064,0.911123258871651,0.914996545048761,0.917484745942799,0.918255793229197,0.917230783842329,0.913368306998836,0.91528538429011,0.91528538429011,0.91528538429011,0.91528538429011,0.91528538429011,0.91528538429011,0.914192032191342,0.940071948543623,0.912809485648122,0.911837823924443,0.914913269695108,0.913456799554715,0.914445732636663,0,0.912065753083225,0.915188964438927,0.91377365211074,0.914192032191342,0.882555662570539,0.882475841325259,0.912380146287425,0.912368055205922,0.912356067167127,0.911124538977325,0.913605787054043,0.913366854879433,0.913203225185935,0.913801742770121,0.913762942158966,0.914821608973794,0.914821608973794,0.914787852995205,0.913465207851097,0.913110342280045,0.879590799799304,0.911051084187066,0.913801742770121,0.912592537346548,0.940403522398642,0.914793231905784,0.917021167990157,0.912642213303291,0.911263499003773,0.912940301490475,0,0.914237818490903,0.912575256368412,0.914238980584159,0,0,0,0,0,0,0,0.881111020715442,0.914971956499695,0.941132780597396,0,0,0,0.914691817399937,0,0.914400669601935,0,0.913408259140845,0.914291287844756,0.911675365112073,0.911008826489615,0.91100135850701,0.913221543246666,0.911685367253414,0.915273157899618,0,0.911944652033245,0.913387399526968,0.912302506074622,0.883881776345871,0.914492942684629,0.88872770483316,0.91489704384403,0,0.91313512172102,0,0,0,0,0,0,0.913567785659869,0.912745883285089,0.9133138235594,0,0,0,0.914057392190582,0,0,0.913442065772512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916548095889821,0,0,0,0.913529662134369,0,0.913244032873753,0,0.913177648183656,0,0.91428599962009,0.913387399526968,0.913034417021583,0,0.913362427583714,0.916238720946823,0.915915460446169,0,0.914644848175615,0.917021167990159,0.913911871583975,0,0,0.885362090766697,0,0,0.915085674971517,0,0.91193945108914,0,0.913693717164708,0,0,0.913657178170086,0,0,0,0,0,0,0,0,0,0,0.915523086502952,0.917230783842329,0,0,0.914139354285235,0,0,0,0.914965916961175,0.885832416332994,0,0,0.88100308420235,0.914840398550443,0.918229528528048,0,0,0.886311353692275,0,0,0.914625756969025,0,0,0,0,0,0.915044426980474,0.9145171829875,0.9167136986564,0,0,0.915860119712647,0.915273157899619,0.914189350884399,0,0.883365911189728,0.916472057284471,0,0,0,0,0,0
"GABA receptor activation",0.873762559774548,0.872017138330467,0.893791483127962,0.8742258875155,0.873523499123581,0.917638622022847,0.894924710219697,0.873197519572631,0.873554660280522,0.873305463895562,0.917545098650872,0.872304553503875,-0.0168918448177024,0.873134758158809,0.894230065746527,-0.0168918448177024,-0.0168918448177024,0.895976396306307,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.874636613694908,0.894772020496714,-0.0168918448177024,0.87252736262935,-0.0168918448177024,-0.0168918448177024,0.870901399848068,-0.0168918448177024,-0.0168918448177024,0.872074227323491,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.872430043549298,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.8950113147282,0.873116581674207,-0.0168918448177024,0.896320749160219,0.896447477835131,0.875561100472925,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.873275377546074,0.872359971773109,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.87101310511457,-0.0168918448177024,0.870926025205133,0.89526472304753,0.894878431076179,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.895188955948261,0.872762638301775,-0.0168918448177024,-0.0168918448177024,0.872808221685218,-0.0168918448177024,-0.0168918448177024,0.872829405161305,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.874927819723446,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.87164869717369,-0.0168918448177024,-0.0168918448177024,0.895313308170754,0.89530461077961,0.895284489831305,-0.0168918448177024,0.871407157752651,0.89781290734589,-0.0168918448177024,0.873859803476229,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.874783388916933,0.871974198078026,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,0.871064568933695,-0.0168918448177024,0.870509835396245,0.874235072721222,-0.0168918448177024,-0.0168918448177024,0.894130183741579,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.873914412826111,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.874678977521162,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.873585198181718,0.874184815046702,0.874184815046702,0.874184815046702,0.874184815046702,0.874184815046702,0.874134557372181,0.874040828561993,0.87395486996478,0.873914412826111,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0.87488210067466,0.875498797244816,0.874678977521162,0.871560792787535,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,0.872612125627195,0.875063476070578,-0.0168918448177024,0,0,0,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,0,0,0,0,0,0,0,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,0,-0.0168918448177024,-0.0168918448177024,0,0,0,0,0,0,0,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,0,0,0,-0.0168918448177024,-0.0168918448177024,0,0,-0.0168918448177024,0,0,0,0,0,0,0,0,0,0,-0.0168918448177024,0,0,-0.0168918448177024,0,-0.0168918448177024,0,-0.0168918448177024,0,0,0,0,0,0,0,0,0,0
"Glucagon-type ligand receptors",0.906522496558466,0.905192566346621,0.929155795292171,0.907068416627133,0.906240821201141,0.93049866194432,0.930491030282555,0.905856732869903,0.90647507727302,0.905983919237086,0.930388467192015,0.904025730300564,0.904714131865524,0.904816823724416,0.903923552768141,0.903884776022196,0.906546859802499,0.904257200641052,0.904124921328221,0.90543425440311,0.90433536565739,0.907552358433865,0.905882952093881,0.929101561397141,0.905067114437514,0.930312984229252,0.90538103887934,0.874450752680794,0.930643961166257,0.930610292986074,0.904917846517093,0.929686048366223,0.90444739412881,0.903810438575565,0.904183412772211,0.905337090178235,0.904507221720765,0.904821095371048,0.903904023786871,0.90659059280375,0.903837834067608,0.904982509779375,0.904586083710585,0.905803029258268,0.905727546295506,0.908839183435455,0.905279954544929,0.90381950836143,0.931060515206767,0.904507221720765,0.904982509779375,0.904091027373612,0.90477853423248,0.904507221720765,0.904136414693937,0.875343063185438,0.87634444358952,0.874512900991542,0.904136414693937,0.903681262712119,0.903101806642045,0.905944188549424,0.880821601267416,0.90477853423248,0.904047141429291,0.905669756374022,0.904102229374321,0.905930808523578,0.905525925245552,0.905252327097203,0.87634444358952,0.876497992023123,0.906363461371908,0.93089642123257,0.906929514603832,0.906929514603832,0.876154067156002,0.875876759141404,0.905396937493809,0.875331262460933,0.906896993285465,0.904602446001891,0.906363461371908,0.904183412772211,0.904159705084306,0.906369051441854,0.875807359242474,0.90430879137448,0.903328956176126,0.877936518304303,0.905074148035585,0.904881397640043,0,0.907922837815446,0.904602446001891,0.93146647034013,0.907724006095751,0.904569924683523,0.90423214351553,0.904036392769967,0.904876480190836,0.906860206133696,0.906054062675756,0,0.90461901687624,0.874022521614345,0.876990732334509,0.904960590796729,0.905595769213505,0.903026779456769,0.906019825045711,0.879328131278251,0.875241534750095,0.930286540754062,0.930286540754062,0.930286540754062,0.93028000920477,0.93028000920477,0.93028000920477,0.930273508762125,0.904624589504085,0.904728399758242,0.902961726384971,0.905922561493819,0.878623978702376,0.878579868659119,0.907244915119034,0.907203548792778,0.907203548792778,0.905373256615773,0.878901717473989,0.906369051441854,0,0.904047141429291,0.904723148644195,0.905124440992161,0.904748594085794,0.902561596176005,0.876767326590132,0.906241165336813,0.906241165336813,0.906241165336813,0.906241165336813,0.906241165336813,0.906181948780797,0.906071511969074,0.905970230480518,0.905922561493819,0.873941808459803,0.875403700892157,0.90659059280375,0.87914104915242,0.879867677420423,0.878901717473989,0,0.933775298932609,0.933775298932609,0.933775298932609,0.933775298932609,0.933775298932609,0.933775298932609,0.878861852193465,0.931582543993018,0.931567915587254,0,0.906512114833514,0.905337090178235,0.876515509836552,0.907532619938289,0,0,0.905011714777366,0,0,0,0.931037427863909,0.931026033333683,0.931014735910009,0.906071511969074,0.905279954544929,0.905124440992161,0.876269681271409,0.905038187170867,0.906789164806799,0.907786843221109,0.907786843221109,0.907755031879975,0,0,0,0,0,0.904456985648779,0.904982509779375,0.906764960927676,0.879445687041493,0.905337090178235,0.903715961822448,0.931565313263657,0.906969467325415,0.876517113509901,0.906213869597493,0.932789177165629,0,0,0,0,0,0,0,0,0.906764960927676,0.905669756374022,0,0.908146243559825,0.907841605670751,0.908630488715269,0,0,0.906674588069076,0,0.907086800898428,0,0.90538103887934,0.905374001117374,0.906822924740106,0,0.907364191432782,0.907730160097362,0,0,0,0,0,0,0,0.905279954544929,0.907163472223629,0.905427963278034,0.908579666292089,0,0,0.876663970841128,0.878388796393885,0,0,0,0,0,0.90686279239692,0.906071511969074,0.905459774619167,0.879445687041494,0,0,0,0,0,0,0,0.908568233938754,0.875096804595447,0.875096804595447,0.875079799733325,0.875079799733325,0.909173782873395,0.883849647772899,0.878250529577817,0.878360822643924,0.878258358275055,0.907364191432782,0,0.877118585936553,0,0.908274129664867,0,0.877683672210141,0,0.87954922993653,0.906438458122484,0.906979226258599,0,0,0.907377683295025,0.879445687041494,0.87914104915242,0.90659059280375,0,0.877976617805767,0,0,0,0,0,0,0,0,0,0,0,0.907451518548955,0.907086800898428,0,0.908274129664867,0,0,0,0,0,0,0,0,0.907364191432782,0.878258358275055,0.87817415796484,0.906841581220373,0.877661236884736,0,0,0,0.881854078227891,0,0,0.907959282180709,0.907730160097362,0,0,0,0,0,0,0,0,0.879270590658093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT ligand biogenesis and trafficking",0.89822109593681,0.932384904848898,0.89652734513878,0.898984874262245,0.898730842336943,0.897368683297906,0.897358006097748,0.899051054474349,0.898154753216492,0.898505011809324,0.859974887030428,0.897983677679195,0.896728495194576,0.900127890971536,0.899468538236889,0.899414287001619,0.86089967049789,0.860952008782296,0.860766941264462,0.897735994309252,0.861622999407865,0.899661940895199,0.898954144573405,0.89358402977513,0.897812733669554,0.860975780348142,0.898842327234105,0.898567039477157,0.86143883899942,0.861391734985927,0.899231807339674,0.860098655561744,0.861218102065774,0.898719891508154,0.860848774667751,0.899818356982808,0.861301804828543,0.897468536704842,0.860457890976868,0.864216578928913,0.898758219615579,0.899322275525436,0.861412137974331,0.898842327234105,0.89873672157092,0.901462294282541,0.901366234139922,0.86033964830029,0.862021625685191,0.934681785402023,0.900359696733713,0.898075032608186,0,0.861301804828543,0.862754248639601,0.860832116037508,0.862233113531557,0.861283681766616,0.899175953683026,0.898539165921513,0.861017986603476,0.899039818429624,0.903317418789114,0.862903772697312,0.899051054474349,0.900283779018982,0.899128126157223,0,0.901119970954417,0.900737189027937,0.862233113531557,0.900393841671525,0.862644475973956,0.899552988572203,0.861996662495169,0.898790541133926,0.863649214827745,0.861578792019827,0.862546576109637,0.89979893096458,0,0.900418354825403,0.897998595179929,0.899241707106618,0.89920853848138,0.902299560332611,0,0,0.89804626574886,0.901816042711068,0.862094972283325,0.897552903572222,0.899187893341102,0.900180266082187,0.898790541133926,0.862589583798032,0,0.863071980958363,0.862599402737373,0.862325534482238,0.900801746801551,0.898793828451727,0,0.860916952204475,0.900441538575897,0,0.901083217995103,0,0,0,0,0.861818421879483,0.900100907402737,0.860938784175333,0.860938784175333,0.860938784175333,0.860929646105372,0.860929646105372,0.860929646105372,0.86092055155567,0.897193611984863,0.861906053396413,0,0.90063747012166,0,0,0,0.900211354318351,0.900211354318351,0.898241046848856,0.903166420262373,0.865589078426642,0.860705082947593,0.860658122035482,0.861603900892527,0,0,0.896972678296159,0.900180266082187,0.901083217995103,0.901083217995103,0.901083217995103,0.901083217995103,0.901083217995103,0.901000370112076,0.900845861699644,0.900704162190563,0.90063747012166,0,0,0.865438962628202,0.903501261128403,0.904517862190724,0.903166420262373,0,0.865819787883379,0.865819787883379,0.865819787883379,0.865819787883379,0.865819787883379,0.865819787883379,0.865127081982371,0.86275197852451,0.863915564064456,0.899935333704364,0,0.901446170674286,0,0,0.898745356369548,0.903139581911649,0.86226939303317,0.863155854586929,0.863294571207317,0.863189329461216,0.861989324963751,0.861973383261449,0.861957577417644,0,0,0,0,0.862306429664609,0.899631603682565,0.901027421847786,0.901027421847786,0.900982915675079,0,0.8608062795411,0.860872418336499,0.897683919808936,0.862306429664609,0,0,0,0.867162350960134,0,0,0.896971320737291,0.864746649472782,0.863608478832649,0,0.864440138233022,0.898290587695015,0.860767688560668,0.860506572313601,0.860506572313601,0.860506572313601,0.860451950076436,0.86030688945675,0.897481979409301,0,0,0.866145749897813,0,0,0,0.897676593937312,0.863096095440257,0.864334093867046,0.862634489408919,0,0,0.898251934750905,0.898242088455893,0,0.899143932001027,0.900764727479985,0,0.898585688527861,0,0.897706065650089,0.898192871358968,0.863217754533733,0.865093298476452,0,0,0.863763744130097,0,0,0.897669295740792,0.90420384147065,0.901073085753665,0,0.89875364407365,0,0,0.865127081982371,0.865188981929176,0,0,0,0.866571958476935,0.89920853848138,0,0.862422425419233,0.906537255297121,0.90420384147065,0,0,0,0,0,0,0,0,0,0.898837310514988,0.898991617817784,0,0,0.862634489408919,0,0.864865093611987,0,0,0,0,0,0,0,0,0.897669295740792,0.864063439603467,0,0,0,0.863418037040699,0,0.899827962342203,0,0,0,0,0,0,0.865298894636567,0,0,0,0,0,0,0,0,0.897713504410785,0.897713504410785,0.897713504410785,0.897713504410785,0.897713504410785,0.897713504410785,0.897713504410785,0,0,0,0,0,0.861126858436404,0,0,0.866571958476935,0,0,0,0,0,0.866593257443843,0,0,0,0,0,0.867162350960134,0,0,0,0,0.867162350960134,0,0,0,0,0,0,0,0.902448809707042,0,0.900359696733713,0.900454980017717,0.90379387737607,0,0,0.899081500526338,0.898991617817784,0,0
