"","CTNNB1","ACTA1","PIK3CA","AKT1","SHC1","SYK","JAK1","KIT","NOTCH1","MAPK13","RB1","JAK3","VWF","TP53","ADCY5","TLN1","CDH1","CASP3","CXCR4","COL1A2","AGRN","IL2RG","F8","NCAM1","DVL2","MTOR","GTPBP2","GAS6","MMP1","MCHR2","PAK2","GSK3B","HSPA2","ROCK2","BRAF","LAMA5","ITGA5","EFNB1","ARHGEF6","HTR2B","CCKAR","FOXO4","FLNA","S1PR4","DMD","ITGA11","OFD1","PCM1","CDK5RAP2","PCNT","CNKSR2","KSR2","SYT1","PRKCI","RASA1","SPTBN5","SEC24C","HLA-A","FOSL1","HDAC9","LEF1","FCHO2","KALRN","GRIA2","UBQLN2","CSF2RB","MOV10","LAMC3","EPN2","PACSIN1","PLCG2","GIT1","PTGER3","P2RY14","PTGDR2","HTR1A","KIF2A","DCTN1","PSMC4","BMPR2","RANGAP1","BMP2","GRIN2A","SCLT1","FGF12","ZAP70","GLI3","WNT1","MYO1C","RASGRF2","RGL1","CACNA1S","GRIN1","RBBP4","FZD7","CENPK","CENPO","LCP2","MUSK","LAT","ARAP2","PLA2G2C","CDK12","UBE2M","ANK2","CPSF6","POLR3C","ANK3","MKL1","CACNA2D2","CHRNB1","TBC1D8B","CACNA1H","EFNA4","RPS6KA4","ARHGEF12","EPHA4","CACNA1A","EHMT1","KIF4A","PIK3C3","KLC2","BTK","ULK1","NSL1","NDC80","MITF","UBTF","PLXNB3","SF3B1","TCF3","PPP1R1A","BLNK","EPHA6","HERC5","GUCY2D","TCF4","PLXNB1","AQR","PRKCH","AKAP13","COG5","SLIT2","DAPK3","MYL4","SHMT2","GUCY1A2","DAB2IP","PDE3A","OR6K2","OR2T4","OR4A15","OR5D14","OR6S1","OR9Q2","OR8K1","OR4C3","OR4N2","OR5M9","OR2T8","TRIM68","APBA3","RYR1","PTCH1","COL4A1","SEC23IP","NTRK3","MYO9A","BRPF3","PTPRF","ARHGAP39","ATP2B3","MED16","ARFGEF1","SLC8A1","USP21","FGD1","FBXO43","KCNQ5","COL7A1","TRRAP","PRKD2","MTMR8","MTMR2","PIP5KL1","PIK3C2B","TRAPPC10","DRD5","RAMP1","RASAL1","SLC2A14","F7","LPIN2","LPIN3","KCNG2","PCK2","TNFAIP3","THBS4","FLOT2","PARD6G","PTPN12","ASH1L","RAPGEF2","INTS1","COL6A1","COL6A3","DTX4","ITPKB","RDX","PDE10A","ZNF217","SCN10A","PDS5B","CTSA","ZFP36L1","TRPC6","NUP153","SCN11A","UGT1A6","GRIK2","DOCK3","NOD2","ARHGEF11","STARD13","ARHGAP31","RYR3","APPL1","ARG2","RING1","SYNE1","CWC22","SNRPA","SRRM2","RNF34","ZNF541","ACVR2B","CUL3","RGS10","RGS22","BLZF1","ILKAP","TICAM1","PPP1R3F","PRMT5","EFCAB6","CABP5","CETN3","ATP6AP2","LRP5","FBN2","DHX16","CPSF7","INTS5","TNK2","PAX3","SEPT7","ZBTB16","CADM1","ZMIZ1","TRPV4","H2AFY2","RIMS1","BCL9","GCFC2","KIF5C","LRP12","CCDC129","KIF21B","KIF19","KIF20B","DSPP","BBS9","BOC","XYLT2","TTN","UBE3C","PLOD1","COL23A1","FBXL15","GAPDHS","INTS7","NCAPD3","CRTC1","ADAM8","USP33","ROBO2","RNF43","MYH1","SFTPC","DPYSL2","KLHL22","ASB16","SPSB4","TRIM36","FBXO31","TRIP12","H6PD","TALDO1","ALDOB","CNGA3","SPI1","CDX2","EVC2","SLC18A2","STX18","NDST4","MGAT3","BRD7","SH2D3C","CA9","PPP1R12C","HDLBP","COL27A1","INSC","COL5A3","COL20A1","MYSM1","SPOPL","DAXX","CYP7A1","XK","YLPM1","TNFRSF21","HSPA12A","PNPT1","ARSH","GEMIN4","GEMIN5","SLC8A2","KCMF1","PAFAH2","MMP10","PTPRB","GPN2","NR1H2","ME2","MDH2","LPA","CYC1","NDUFA12","PAPPA","ENPP2","PTDSS1","CLSPN","GLUD2","TLR8"
"Interaction between L1 and Ankyrins",0.939332800837716,0.939547431599159,0.938704206825918,0.939452735167569,0.93970029132159,0.939526534552793,0.93904182205171,0.939963836198524,0.939709803651117,0.94004413448492,0.939838847120305,0.938983464164382,0.939105299274678,0.953816307563378,0.938540320946805,0.939311880771549,0.94004413448492,0.937199585633786,0.92352965458155,0.939879368437747,0.939331597828224,0.939083677699837,0.938825000719541,0.954863970076208,0.92362366475162,0.939338897182694,0.922422076889954,0.922393938782593,0,0.92337865563969,0.938955661364264,0.939679324031686,0.938190063586697,0.9399636090565,0.939703586310848,0.940208004995944,0.939331597828224,0.94025064131278,0.9397056697449,0.923937503286875,0.923952751433378,0.940519259737336,0.940256971103727,0.923706648204981,0.939519293491799,0.939501079655194,0.940063866236736,0.940155503259161,0.940140700339624,0.940133400985154,0.940219123758461,0.940219123758461,0,0.939468051127215,0.939407799346412,0.913054433017286,0.940097875792698,0.93980434457361,0,0.939961890364295,0,0.939146541908785,0.923860689092852,0.940706519886936,0,0.939447655875278,0.940495862481786,0.940277196032664,0,0,0.939498889027037,0.940343683364913,0.923718115064175,0.923737589139784,0.923737589139784,0.923729744055454,0.954467100355577,0.954718238100372,0.939671085122937,0,0.939929319036067,0,0.940095316900873,0.940233969192916,0.956062882233811,0.940451081760123,0.940148067331245,0.922802166749054,0.940276329157789,0.939703586310848,0.940460975237409,0.939523360281343,0.940277196032664,0.939497992896388,0.924852020185828,0.940012292227516,0.940006072840152,0.940408736870143,0.940600580829362,0.940581045789204,0.940266481231321,0,0.940349234756089,0.921742687226505,0.887471555911386,0,0,0.956055470532425,0.923786796863038,0.939787075578652,0.940563104289005,0.939622956910711,0.939805410527421,0.940408346137919,0,0.940339986203419,0.940515607542864,0.939667098112321,0.940706519886936,0.954904959050884,0.939858783049389,0.954870657074173,0.940353181136944,0.939348974058055,0.940201644242071,0.940155503259161,0,0,0.923742456511052,0.938170646939656,0,0.940418440917206,0.940722355089839,0.940566633780607,0,0,0,0.923009322643319,0,0.940937315440493,0.940392727906468,0.954970691152073,0.94024242751045,0.92429973554578,0.922987010996656,0.922733538588366,0,0.940527456716633,0.93992597797176,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.941038707141456,0.940769640090271,0,0.940640803590664,0,0.940022296610382,0.93950396351975,0,0.923460589751538,0.941201808296849,0,0.923460589751538,0.941560850861984,0,0.941102924017439,0.941340542635123,0,0.925393923135435,0.940902180126293,0.939357377705086,0.938960479529839,0,0,0,0,0,0,0.939554596976211,0.92416920940127,0.924182753752935,0.940600580829362,0,0,0,0,0.940979813909312,0,0,0.940371309049373,0.925661110567458,0.923834039548393,0,0,0.940878422208349,0,0.940067064101322,0.940067064101322,0.940947775749442,0,0.923742456511052,0,0,0.956751599818428,0.940178238233175,0.941873968710411,0,0,0.922131219254882,0.883602702933906,0,0.925032394664921,0.924664118232587,0,0.92332706584294,0.923623688900624,0.923623688900624,0.940699696822808,0.924211272162899,0,0,0,0,0,0,0.939465416179753,0,0.923347801596662,0,0.926503992944467,0.926503992944467,0,0,0,0.94032548567132,0.940543385294364,0,0,0,0,0,0.92388460357138,0,0,0,0,0,0.941093139362435,0,0.924847506155303,0,0,0,0,0,0,0.942142345792054,0,0.942261262317951,0.940408736870143,0.940408736870143,0.940408736870143,0.925101538702709,0,0,0,0.923027913464233,0,0,0.922839827243894,0,0,0,0.937813790867481,0,0.923939006819969,0,0,0,0.923093769049255,0,0.940343683364913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940330364386649,0,0,0.941118852373173,0,0,0,0,0,0,0,0,0,0,0.923854890089621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase 0 - rapid depolarisation",0.938724740679822,0.939793579744624,0.938330867632029,0.938850858565737,0.939111178182554,0.939195592807631,0.954593400568994,0.939388310866443,0.939388310866443,0.93947274915976,0.93925687762021,0.939200535362033,0.938717176470705,0.953954985857477,0.954066043145875,0.939439265184059,0.93947274915976,0.938962818184377,0.938828001112943,0,0.939566618048729,0.939305915691811,0.938547248441307,0.955056663595892,0.93892685824516,0.938962818184377,0.939057056580609,0.939027467732959,0.939735366584091,0.938209244061799,0.939171299109346,0.939089129864284,0.955082679942173,0.939655201932579,0.955289283969844,0.939912198400952,0.939566618048729,0.939689903035458,0.93995997630878,0.939905307128667,0.93866143637051,0.939972370848172,0.955871200092284,0.938554147218227,0.939763990896974,0.939744837994133,0.938882022680418,0.938978384310603,0.938962818184377,0.938955142490891,0.939888427348976,0.939888427348976,0.938862937710314,0.93995997630878,0.939646748353281,0.955176932366447,0.938593094486173,0.938760623267776,0.939677841756485,0.955560905624661,0.939754358970799,0.939161917837983,0.939176103051575,0.955732451085915,0.939247840148627,0.938970565002239,0.939947767280454,0.939984956778692,0.938972752209813,0.939091501833165,0.95472968729567,0.940630884538641,0.938566205284015,0.938586683401073,0.938586683401073,0.93857843384107,0.938057429577823,0.938880279706574,0.939080466175122,0.939496495979432,0.939352014073338,0.939715726526771,0.955701211346458,0.939060895779119,0.956317389085418,0.939900677761108,0.939582040560077,0.939997740267025,0.939716915290499,0.955289283969844,0.940142748169944,0.955099765873933,0.955548122136328,0.938898449685703,0.9402185450433,0.938420527993365,0.938413987947767,0.939856149659686,0.940901027083757,0.939300819291954,0.940549702029106,0,0.939793579744624,0,0.955209913710918,0.939776165080828,0.939057056580609,0.955253068393094,0,0.903684090836085,0.940861618333593,0.939662895772615,0.954620100816101,0.940122868701263,0.939964362914458,0.940050984275587,0.940235660273522,0.955732451085915,0.940169285728278,0.938107446970293,0.955452482318388,0.939500530003452,0.940064859511501,0.939223284324238,0.938619642590484,0.938571122677747,0.940212657291232,0.939972370848172,0.940986509346539,0.938311780511494,0.93991293259229,0.939866354026542,0.93971654411528,0.940289317314323,0.938203727290888,0.939336291722616,0.940754223727782,0.940453067279295,0.938356024033315,0.941255123007104,0.940575838472295,0.939145748694581,0.940524408150128,0.924893527283843,0.93965111747465,0,0.939336291722616,0.940824132849069,0.955523141666416,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.940643647449266,0.939775687344874,0.941112547560913,0.940456670202578,0,0.939256942361851,0.939061573499431,0.94034629104427,0.940690110143215,0.940690110143215,0,0.940690110143215,0.940421660233858,0.939244674101849,0.94106766417069,0.940189993388715,0.921931432488695,0.940788387343327,0.956549674704176,0.924011116937497,0.938490068644064,0.93960572162323,0.940331097713596,0.940110029121486,0.940110029121486,0.939694128785471,0.939552794150308,0.939114817507993,0.938889054445614,0.938903297114916,0.940289551525919,0.941192711776866,0,0,0,0.940350050963613,0,0.921931432488695,0,0.940785450144011,0.941082814208285,0,0.939124515056039,0.940581717808756,0.938477957617636,0.939304017968326,0.939304017968326,0,0.939923411379953,0,0.939328336347486,0.940408854390942,0.957276137703225,0.938595029818117,0,0,0.939135442890522,0.939220596196424,0.880374698290211,0.939300722843115,0.940636353721967,0.941955689963894,0.940659934543968,0.940549702029106,0.940861618333593,0.940861618333593,0.940411980604123,0,0.940386483999485,0,0.938350720934295,0,0,0,0.938864193383632,0.939468213373898,0.922000683446023,0,0.941495717035245,0.941495717035245,0,0,0.921953847818504,0.941278380996907,0.939997740267025,0.941212366205834,0.941212366205834,0.940636353721967,0,0,0,0,0,0.938477957617636,0,0,0,0,0.942148532973428,0,0,0.940788387343327,0.940115865543647,0.940346842141928,0,0.941219166799879,0,0,0,0,0,0,0,0,0,0.939694128785471,0,0,0,0,0,0,0.938719408563696,0.940524509645695,0,0,0,0,0.939763379742799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940170911609992,0,0,0,0.940602877190557,0,0.94106766417069,0.940292111198568,0,0,0,0,0,0.939399252227662,0,0.941033135791695,0.939735366584091,0,0.940219357637189,0.940421660233858,0.938256905081252,0,0,0,0,0.923359014011195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Potassium Channels",0.953327502646916,0.954026623074182,0.963249634490911,0.963589757055402,0.953580268812485,0.953635483849711,0.953527324560661,0.953761539432872,0.953761539432872,0.963996531500801,0.953675569832499,0.953638716741228,0.95372251698916,0.952146203810297,0.963362145174572,0.953794868308542,0.953816769951334,0.952919651587107,0.963574806149611,0.95387816895884,0.95387816895884,0.953707645304569,0.952729623015769,0.953830341783709,0.953459706383933,0.953883189578208,0.953010133003955,0.952990779138165,0.953424970287627,0.963470946525447,0.953619593505426,0.953565847156132,0.952719001827161,0.953936111080125,0.953807769322848,0.95410421073768,0.95387816895884,0.953958808837598,0.95413546194512,0.963855331381967,0.963865819314833,0.953180031138684,0.942299410470152,0.963696545355082,0.954007269208392,0.953994741423753,0.953348586947015,0.953411616439748,0.953401434741514,0.953396414122147,0.954313896413887,0.954313896413887,0.953718761584938,0.95413546194512,0.953930581650891,0.953734280896426,0.953853734131077,0.953651838397774,0.954350881676765,0.954160163095642,0.943380899708751,0.953914322471028,0.963802497281122,0.954272369825464,0.95397052367522,0.95388825671955,0.953163938110892,0.954151801502097,0.953790590508803,0.953868263836949,0.953616468789874,0.954574298495694,0.96370443245463,0.963717827052956,0.963717827052956,0.963712431071368,0.953557368082575,0.95373010486779,0.943300212499778,0.94102485500162,0.953737797945178,0.941168252224807,0.954077208243098,0.953465586635096,0.954354108635925,0.954096675164818,0.95388825671955,0.953985435216268,0.953976477371531,0.964162258751689,0.954480245948511,0.964038296242691,0.953977073622723,0.953441124536693,0.95412986213199,0.953794868308542,0.953790590508803,0.954067549633841,0.954750996913429,0.954186066620473,0.954521197563457,0.953188263510996,0.95288559190879,0.953384599502282,0.953568946154043,0.953451656309321,0.953063085083081,0.95359717334075,0.953873870337649,0.964219684081092,0.954550492036227,0.954242008760989,0.953240527349904,0.954067280881616,0.954538293234762,0.964374751192193,0.954315784968078,0.964452131374931,0.953255879755237,0.953858534693224,0.953125706150787,0.953834941213923,0.954204065341005,0.952912527559103,0.953925107824291,0.953893371276441,0.953737162921762,0.953180031138684,0.954632182405908,0.943386752223114,0.954504653007723,0.953592441087008,0.954457989425018,0.954350881676765,0.952423135350691,0.954127476101993,0.953691435836784,0.954457989425018,0.943415691612493,0.954982608669938,0.954538293234762,0.943187621417634,0.954504653007723,0.954226678232542,0.954415194300422,0.953149421495772,0.953952748222619,0.954525973033489,0.953171923954019,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.965162370219405,0.954315784968078,0.954033629933568,0.954641235717587,0.954613037564408,0,0,0.941662493021338,0.954613037564408,0.953649499573307,0.954904681435727,0.954613037564408,0.954859993108697,0,0.954296417158032,0.95470846138695,0.94123591808407,0.954677320018516,0.944546942489606,0.93725974337497,0,0,0.953814634003626,0.953670034527745,0.953670034527745,0.953479789717791,0.953387343685664,0,0.96401470276339,0.964024018797371,0.954576269034056,0.954378209954289,0.953966118599711,0.95331935395869,0.95331935395869,0.965637429479183,0.954477306802766,0.94123591808407,0,0.952977143454248,0.95486990264616,0.941734691284724,0.953588992371528,0.954767373030173,0,0,0,0.941405627939586,0.953629761917252,0.954806910285281,0.953240527349904,0.954429070072785,0.954220332371498,0,0.955075360856681,0.953814634003626,0.954325155448588,0,0.954273433303735,0,0.955190216223643,0.955440844793867,0.953629761917252,0.954521197563457,0.954725219915601,0.954725219915601,0.954681743477978,0.954165831622725,0.955026778122534,0.953288398131371,0.95327713887328,0.953716361280483,0.9435845694907,0.943545870787982,0.943158749924755,0.953813803124376,0,0.943022483719808,0.95442435472364,0.95442435472364,0.954603444115352,0.954296417158032,0.954457989425018,0.944056913863961,0,0.955566982106453,0.955566982106453,0.955190216223643,0.953925610839319,0.953387343685664,0,0.943571370412486,0.94352747930162,0,0.955566982106453,0,0.954538293234762,0.943158749924755,0.955392254227079,0.955741709985828,0.954296417158032,0.954677320018516,0,0,0.943648163583047,0,0,0.95534174794539,0.940860140009019,0.940860140009019,0.940860140009019,0,0.954677320018516,0.955075360856681,0,0,0.94315002771026,0,0,0.94315002771026,0.953649499573307,0,0.953393514464833,0,0,0.95411182286558,0.942840967290653,0.9537616819245,0,0.953737162921762,0.954574298495694,0.943160951441405,0.943160951441405,0.943160951441405,0.943160951441405,0.94315002771026,0.94315002771026,0,0,0,0.954477306802766,0,0.954226678232542,0.955026778122534,0,0,0,0,0,0.956032326604851,0,0.954243465078907,0.954342778931511,0,0.95442435472364,0,0,0,0.943972296830767,0,0,0.954778171994727,0,0,0,0,0,0,0,0.954959089957173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitric oxide stimulates guanylate cyclase",0.876065549200415,0.878211805171082,0.875274642123428,0.907570028168176,0.876841525514193,0.908262263275708,0.876678989973592,0.877398014977436,0.877398014977436,0.908818800265378,0.87713409368305,0.877020956998591,0.877278218516711,0.875397037029058,0.906871273934749,0.877500332540496,0.877567569213571,0.877771473312476,0.876272898771007,0.877756060325137,0.843152967046962,0.877232563375477,0.877188097487761,0.87760923388983,0.876471406401624,0.877771473312476,0.878211805171082,0.878152390013998,0.879322770107399,0.875954056222886,0.87696224986114,0.876797251931491,0.877155491103257,0.877933939012285,0.878076341504937,0.843846901165512,0.877219656667448,0.878003619707625,0.843942840417097,0.87713409368305,0.877166290980763,0.87857082224496,0.878708440190907,0.876646630515091,0.877615986356308,0.877577526841278,0.87760923388983,0.877802730489026,0.877771473312476,0.877756060325137,0.879630120008174,0.879630120008174,0.87726668966071,0.878545933695272,0.877916964010492,0.877850736633684,0.877023267381383,0.877061239663218,0.910458489845318,0.878621764681926,0.878133048861767,0.87786704934558,0.876971896299066,0.878966232322174,0.878039583526175,0.877787029119367,0.877597780341069,0.843993001834717,0.877487199962941,0.877725652220654,0.939455119283507,0.879893134449367,0.876670843417241,0.876711963996056,0.876711963996056,0.876695398670184,0.876234818048481,0.877301512829364,0.842176761745584,0.878843111870392,0.876788726437932,0.879283332373811,0.878367098474749,0.877968415612056,0.880140802671675,0.87842686070647,0.875907182488894,0.878621764681926,0.878057861001354,0.878076341504937,0.8455377093935,0.908947015409935,0.878596095112892,0.876414361293186,0.878528742619314,0.876963928882807,0.876950796305252,0.878337447148634,0.84583249425836,0.878701286882482,0.845005961951841,0.878596095112892,0.875651464432456,0.876240832974079,0.909168195062298,0.878868290866677,0.878211805171082,0.878003619707625,0,0.878252633673342,0.845753360487785,0.878873025753802,0.87875654182841,0.878873025753802,0.879246196893316,0.878728680002522,0.879099514093697,0.878966232322174,0.844363139043999,0,0.878404047931003,0,0.910007772880216,0.875734155193664,0.877363756047613,0.877266326831337,0.880281181961606,0.843967728966785,0,0.876464173141131,0.879679327158723,0.879300491325862,0.910787303931171,0.844604165515337,0.876247199531622,0.909772648708318,0.879604399013986,0,0.876553015255906,0.846543527859863,0.879246196893316,0.877834581295235,0.879679327158723,0.847059807380916,0.910655925576173,0.878210994792201,0.935780066549903,0.845557026003743,0.878545933695272,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0.881146621138038,0,0.881783963338779,0.880485861190348,0,0,0,0.880264217038896,0.877064486570197,0.880012060966577,0.880907389404591,0,0.913500387295643,0.878337447148634,0.88199805747676,0.913035194390585,0.879491062328179,0.880209404078807,0.880070834432166,0.879088423651135,0,0.84323148801706,0.880519013335887,0.880075101991917,0.880075101991917,0.879491062328179,0.879207258793511,0,0.87762335385282,0.877651953494275,0.845711431578673,0,0,0.878462130927845,0.878462130927845,0.881022264848037,0.882553377368586,0.879491062328179,0,0.880773584996919,0.880264217038896,0,0,0.846298108890174,0.878273432234975,0,0,0,0.879951467597392,0,0.912377247515871,0.844394246543856,0.879730117909704,0.877314332975995,0,0.880519013335887,0.911858469141661,0,0.879893134449367,0.877913590785998,0.880860326023336,0,0.879951467597392,0,0,0,0.880610217480349,0.881597168053556,0.912533449645818,0.877979864816996,0,0.842275692466266,0.84242295662723,0.842304154031104,0.876345573769159,0,0,0.875927245045578,0.882016973710897,0.882016973710897,0.848216455068478,0.847273901518897,0.879536072879365,0.879820050108271,0.878621764681926,0.914191842078146,0.914191842078146,0.913035194390585,0,0,0,0.842382436282926,0.842247693318651,0.878273432234975,0,0.882016973710897,0,0.876345573769159,0,0.88347701468403,0.88199805747676,0,0.879782600551005,0.844598614149536,0.842618186511919,0.88199805747676,0,0,0,0,0,0,0,0,0,0.878954658670489,0.87631879711637,0,0,0.87631879711637,0,0.87842686070647,0,0.880370985746902,0,0,0,0,0.876682545611793,0,0.879235354898062,0.876352332287534,0.876352332287534,0.876352332287534,0.876352332287534,0.87631879711637,0.87631879711637,0.84479878912858,0.844558755644721,0.844451010944906,0.882553377368586,0.879285766763364,0,0.880358581278568,0.879893134449367,0,0,0,0.879836894983552,0,0.88199805747676,0.909077763466595,0,0,0,0,0,0.878647843948663,0,0,0.844719676829224,0,0.881206768315913,0.846097771896994,0.878741915016344,0.876793646113126,0,0,0,0.913804608420392,0,0,0,0,0.846995365338806,0.881282218594011,0.845870510187097,0.878847243551724,0,0,0.877121648588448,0,0,0,0.844071253286697,0.878042595006731,0
"Defective B3GALTL causes PpS",0.898154632818246,0.899827930022921,0.897538013636207,0.897933874568716,0.898759611448234,0.898891764885385,0.898632892981535,0.899193470352299,0,0.898907461544398,0.898987707959469,0.898481303293067,0.923464639863625,0.89763343704155,0.897807300307176,0.899273240749958,0.899325660842736,0.899066432404996,0.898316289890657,0.899472615192263,0.899054415893926,0.8986462791225,0.923394378316128,0.898939944802346,0.89847105347336,0.899484631703333,0.924192497099869,0.924146174938103,0.90069407765295,0.898067708942348,0.898435533128496,0,0,0.899193096421339,0.899722317748805,0.89959543152145,0.923837182269212,0.899665621258814,0.899670229161475,0.898987707959469,0.899012810113638,0,0.900633323580366,0.89860766440107,0.899781607861154,0.924116190537419,0,0,0,0,0.90093369852616,0.90093369852616,0.899091084482028,0,0.89959806140679,0.899128228898808,0.899414132093503,0,0.900604020939642,0,0.899766528813546,0.899559146165361,0.89886125313165,0.90041610816211,0.899693659926089,0,0,0.899709336780059,0.899263002127159,0.899448907956535,0,0.901138753904108,0.89862654163754,0.898658600697842,0.898658600697842,0.89864568578282,0,0,0,0.900320119095279,0,0.900663330598418,0.900367201483426,0,0,0,0,0.899729349685648,0,0.899722317748805,0,0,0.900127536078397,0,0.900075025687852,0,0,0,0.901143470253685,0,0,0,0,0,0,0,0,0,0.901350290100551,0,0.901081774762137,0,0,0,0,0.900230903956335,0,0,0,0,0,0,0,0,0,0,0,0,0.926060061482565,0,0,0,0,0,0,0,0,0.900860376052097,0,0,0,0,0,0,0.900757948831309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902277600329385,0,0.90123147323094,0.89928971039504,0.900147548983986,0,0,0,0,0,0,0.899507685662252,0,0,0,0,0,0,0.899252842279828,0,0,0,0,0,0,0.900230903956335,0,0,0,0,0.902116016542356,0,0,0,0,0,0.900766033194934,0,0,0.902019063972259,0,0,0,0.899363408562817,0.899363408562817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90093369852616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901511303707741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901143470253685,0,0,0,0,0.903514674627104,0,0,0.9009136455277,0.900825284231498,0,0.871409715885786,0.899791348010973,0,0,0,0,0,0.901600864673921,0,0,0,0.90093369852616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899264312400555,0.901600864673921,0,0,0,0,0,0,0.896641948945195,0,0.896622544949963,0.871724175613344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902508742298788,0,0.901846262338099,0,0,0,0,0,0.875911311277662,0,0.899396204621078,0.902779826481624,0,0,0,0,0
"Collagen chain trimerization",0.897485477092759,0.897339814392839,0.895019830871422,0.897713899068912,0.898847138987425,0.896256753438629,0.895957261351217,0.896935049093822,0.866001280414688,0.896758733004791,0.898449271963135,0.896265705285829,0.896826996302186,0.896882499292577,0.86439760325179,0.896698087555149,0.898668915509902,0.896803379179352,0.895590979343948,0.930127825964422,0.898838928803116,0.896456567850651,0.896745709854288,0.930009168586446,0,0,0.897669063285037,0.897615472606734,0.900252053737126,0.864698873202556,0.896212753219865,0.898145450870465,0,0.897089187504719,0.899299151057655,0.898770848201449,0.930141601599281,0.897152037388673,0.897641188236318,0.865763231373357,0.86579227236405,0.867059117169965,0.898271584098702,0,0.897286223714536,0.930464389694118,0.898877834088012,0.899052362179983,0.899024169150202,0.899010267100848,0.89861909156546,0.89861909156546,0,0.899722709039161,0.897403125457674,0.897343390362801,0.899604361966781,0.899045314517991,0.898237683513484,0,0.866664258792083,0,0.865616934228771,0,0,0,0.867014555722413,0.897686432320938,0,0,0,0.898856322652586,0,0,0,0,0.898783727074639,0.899262033661445,0.898129759384799,0.86730471419331,0.898621581041028,0.867701779799773,0,0.899201805159914,0.868167281572202,0.90027706347908,0,0.897709585497396,0,0,0,0.898955899997976,0,0.865114054482112,0.898109502313119,0.898779608357993,0.898767763169432,0.900196415148771,0.8993455989638,0.900524587606559,0,0,0,0.864957537176058,0.897073876565476,0.867217947495527,0.866911203959975,0.86681973270213,0.899380860734955,0.899458161272352,0.899274222691316,0,0.898160399307608,0.867023785058877,0,0.89780601988944,0,0,0.897638276729112,0.899617654679694,0,0.899552324550149,0,0,0.899140240392259,0.899052362179983,0,0.867059117169965,0,0,0,0.900887117154796,0,0,0,0,0,0,0,0,0,0.866667265156412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900883776530979,0,0,0,0.930397330968749,0.897327577315025,0,0,0,0,0,0,0.866255322576426,0,0,0,0,0.901581943384634,0,0.929887343615612,0.86639505005602,0,0,0,0,0,0.897424011707069,0,0,0,0,0,0,0,0,0,0,0.900318238115842,0,0,0,0.897822551329097,0,0.898883623646312,0.930430485556089,0.930464389694118,0,0,0,0,0,0,0.899095662273446,0.902987035256356,0.868816326729754,0,0.865697519246495,0,0.866950134140284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868014571778525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899771150007912,0,0,0.898883623646312,0,0,0.90149989989718,0,0,0,0,0,0,0,0,0,0.8993455989638,0.903724658681562,0,0,0,0.90208887444836,0,0,0.900989894418597,0,0,0.930705771797861,0.930994167423276,0,0,0.866929268207584,0,0.869166630220977,0.899874764190498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899874764190498,0,0,0,0,0,0,0.930876492258177,0,0.857469735663274,0.931069574121761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869528848723912,0,0.90158503036111,0,0,0,0,0.898045146400234,0,0,0,0,0,0,0.867152492981746,0,0
