"","CREBBP","MYB","PRKACG","PXN","NCOA1","CDH2","PGR","UBC","PPP2R1A","UBB","CDKN1B","MED1","IQGAP1","PIK3CD","IRS1","PTEN","FN1","ALOX15B","DYNC1H1","NFATC3","LAMA3","LAMA5","HNF1A","F2R","BRAF","HCK","ZAP70","TLN1","ADCY5","RET","SGK1","PKN1","ANGPT1","GYS1","ITGB4","PRKCI","CAPNS1","HDAC4","RPS6KA4","AGRN","ITPR3","EPHB1","FGFR3","PPP2R2C","PIK3C2A","TIAM1","NRG3","NRG2","SNX2","PTP4A3","MAML3","APC","MAP2K7","APAF1","STUB1","GRM1","CACNA1S","TACR3","XCR1","P2RY11","VAV3","NMUR2","THBS1","PICALM","HLA-DQA2","HLA-DPB1","ARHGEF25","RYR2","ISLR","DCC","DAPK1","BAG4","MAPT","SEC24A","SPTB","SPTBN1","KIF2C","CLIP1","IGF2R","EPHA3","LRP2","CACNB2","VLDLR","CSF2RB","OPTN","AHI1","MARK4","CCP110","CEP152","TUBB","KDM6A","GPSM1","CENPQ","ITSN2","TAOK1","SH3BP2","ARPC1A","BDNF","RHOT2","MYH9","BMPR2","WWP1","PLB1","ITGAE","HBP1","NDEL1","ITGA11","TRIM26","TRIM17","TRIM35","EPHA10","GBF1","RAPGEF1","MYO5A","CNR1","EXOC1","NGEF","CACNA1B","PPP1R14A","FES","ARHGAP1","LDHA","RALGDS","FAT1","RYR1","SLC18A3","GAD1","SYT8","SYT2","STON2","PREX1","KCNJ9","PDGFD","SNAP23","KCNMB2","CBX8","CDRT1","FBXW5","KIF26A","KIF15","KIFAP3","HSPA6","ARCN1","PTGIR","PDE4B","MAPK8IP3","OR9Q2","OR4X1","OR5D18","OR2Y1","ATF6","GORASP1","PKD1L1","PKD2L1","AKAP6","CATSPERG","PAQR5","CBX6","PIK3C2B","PFKL","USP8","SYT5","ETV7","FARP2","MEN1","PDS5B","KCNG2","DYRK1A","RFC1","AGAP2","PDE1C","FOXM1","KHSRP","LRRK2","SCFD1","AMPD2","BAMBI","SLIT2","PLXNB3","RASAL1","IGFALS","SPRED2","ITPKB","PPM1B","MECOM","UPP1","GSPT2","UPF1","POLE2","POLE","KDM6B","OPN1LW","INTS5","EIF3A","TMEM115","TRAF5","NRXN1","GPR20","PTH1R","ADCYAP1","PGM2L1","ARHGAP44","ARHGAP40","ARHGAP22","ARHGEF3","ARHGEF17","ABR","MCF2L","ARHGEF4","INPP4A","UGT1A4","SLC25A3","NEFM","COL7A1","SCN2A","LPCAT4","POLA1","C2","GMPS","CORO1C","CYP26B1","TAF6","GRIK2","GFPT1","DOCK3","KTN1","ERCC6","NUP205","ZFYVE16","CNDP1","MYH6","EML4","ALK","MAP3K10","DTX4","TAS1R2","LEPR","UBE2J2","TRIM71","FBXL18","RNF213","FBXW12","ASB1","HACE1","UBE4A","FBXL7","FBXL15","SNRPB2","SRRM2","SF3B4","EXOSC10","YEATS2","SCRIB","PFDN1","PREX2","DBT","PTCRA","PTCH1","TWIST1","PPFIA2","DNMT1","PYGO2","MEP1B","XRCC5","ACVR2B","PKD1","PRDM15","PRODH","SEC16A","KIF26B","KIF1A","KIF13B","HIC1","GAB4","TTN","ARSB","MIB1","COL5A1","HSPA13","SREBF1","G3BP1","COL11A1","APLP2","BOC","NDUFB10","FBN3","BAZ1B","ARHGEF10L","TAOK2","SYCE1","PPFIA3","CH25H","GLB1","THRAP3","TRAF1","DYNLT1","HDLBP","PCDH7","EP400","OCA2","FTSJ3","LDHD","RNF43","HACL1","PNMT","MCRS1","COL12A1","COL5A3","LDB1","SREBF2","CLSPN","CSF3R","OSMR","HCN4","DST","SETD1B","YLPM1","FBXO11","TNKS1BP1","GTF3C1","LDB3","MYO5C","ACAD9","LCT","BAG3","DIABLO","LILRB1","ABCA7","IGF2BP1","CHMP4B","SUCLG1","LRFN2","KDM4B","AHR","ABCG2","CUBN","DBN1","L3MBTL1","PRDM1","USP24","ATP2A2","MGA","LPA","DTNA","COX5B","KRT1","SMC2","TIA1","PCDHGB6","ZCRB1","PLAA","LTBR","FOXK1","GPLD1","ADAMTS2","CHST15","MMP15","DNAL4","SLC7A7","USP30","AMY2A","TAX1BP1","MYCT1","SLC10A1","NFIB","INO80E","MUC16","TSSK1B","CDC42BPB","SVIL","WDR11"
"Interaction between L1 and Ankyrins",0.920280963216938,0.921917727382737,0.943832055017287,0.921019006099018,0.894383066159736,0.923248776096906,0.923340263356014,0.918695022213387,0.920729611584593,0.918703604912399,0.897407265491799,0,0.922684109945169,0.921625174076052,0.921534065835414,0.921690135228796,0.921795686121693,0.922353727789786,0.944981265596643,0,0.922594935419676,0.922831282088645,0,0.89699376434346,0.922037030089651,0.921509854374568,0.923214028032762,0.921420254944721,0.920205365506139,0.921965929886858,0.922515725214058,0.922421566967624,0.922306949818319,0.922749839881116,0.921250811733075,0.921666159033598,0.919189364208512,0,0,0.921451301200819,0.94635773824456,0.922833797505859,0.922808860216942,0,0.920456827163823,0.94643531101423,0.922745094102398,0.922561488711417,0.921594617028191,0.897307032817237,0,0.897865806071505,0.922197361357998,0.899558044793664,0.893751269587953,0.921089747279805,0.921753248206793,0.897244046957341,0.896928558468726,0.896670006414628,0.921373668622563,0.896331977517019,0.921077837607226,0.92062930446372,0.9453975663827,0.945376687387534,0.897293787952552,0.922184000863773,0.894840888375281,0.922533461494509,0.923605494519538,0.922306949818319,0.924233808366111,0.922952645478727,0.945827192321554,0.945705441848139,0.945270713322843,0.92262547025563,0.92058978196234,0.923341817147526,0,0.921821289525587,0.922745094102398,0.921634044898854,0.923214028032762,0.922885221611248,0.922833797505859,0.922748613443284,0.922748613443284,0.922583524939992,0,0.920292374678587,0.922513321983006,0.920988808397777,0.92271381145075,0.925063761010686,0.894371628627524,0.922745094102398,0.922583524939992,0.919148518162524,0,0.920016488709129,0,0.922962494475752,0,0.922691136093799,0.921718165382979,0.923715626403306,0.923715626403306,0.923715626403306,0.923641171972446,0.946076441985523,0.922848789567286,0.921666159033598,0.896890959043348,0.922028243739457,0.922377815623095,0.921527023072997,0.896839024989019,0.922745094102398,0.922962494475752,0,0.923449427588925,0,0.923512761897335,0,0,0,0,0,0.898757894251348,0.923293253594095,0.922474637959364,0.920213454176838,0.923737077829415,0,0,0,0.946052690804308,0.945995213454823,0.945705441848139,0,0.940045746447281,0.921522610239822,0.92280001101423,0.925092826801178,0.924139296361582,0.924139296361582,0.924139296361582,0.924139296361582,0,0.945961951242536,0.921183859621735,0.921183859621735,0.921183859621735,0.921183859621735,0.925028665795531,0,0,0,0,0.924509758868301,0,0.923647245415769,0.896054203928244,0.922784411678145,0.924046563739379,0.924501369233515,0.894539768313742,0,0.921703564457878,0,0,0,0.921594617028191,0,0.896084357304268,0.922885483393562,0.89690481428507,0.923449427588925,0,0.921986265846975,0,0,0,0,0,0,0,0,0,0.899312851574777,0,0.894466240926962,0.940947202851617,0,0.896883418861392,0.897608902041753,0.897608902041753,0.897555803432454,0,0.896717804138964,0.896717804138964,0.896717804138964,0.896717804138964,0.896717804138964,0.896717804138964,0.896661673871684,0.896608149025549,0,0,0,0,0.920866942494324,0.946920315400741,0,0,0.92280646151397,0,0,0,0.897796157002102,0.898935936421424,0,0.898356052485309,0.925343271549421,0,0,0.896715367855718,0,0.895190766406603,0,0,0,0.923996116812505,0.90125309855237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898935936421424,0,0.89971010560471,0,0,0,0.925178132910342,0,0,0,0,0.898301907585486,0.896283395087232,0.923075275981003,0,0,0.921955960450051,0.923147352244359,0.923131233653206,0.923115323475101,0.901356870668123,0,0.895779702824943,0,0,0.89533140343714,0,0.897214300195034,0,0.89533140343714,0,0,0,0.897214300195034,0,0.89971010560471,0,0,0,0,0,0,0,0.92258834286783,0,0,0.898632778965656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923368589768191,0,0,0,0.9018724892598,0.899735676021748,0,0.896775788297983,0.895540685038204,0,0,0,0.897214300195034,0,0,0,0,0,0.898935936421424,0,0,0,0,0.922630894861162,0.902937781814789,0.9018724892598,0.901583728695387,0,0,0,0,0,0,0.895563696993504,0,0,0,0,0,0,0.923817827993634,0,0,0,0,0,0,0,0,0,0,0,0,0.921761916651669,0,0,0.896559527277798,0
"Ethanol oxidation",0.902829217436011,0.904172597120313,0,0,0.904376351309992,0.904601013016697,0,0.898487868461426,0.90075882610959,0,0.904229540171085,0.904262454446959,0,0,0,0,0,0.906519640888069,0,0,0,0,0,0,0,0.9030975119217,0.903771129446987,0,0,0.903549614718935,0,0,0,0,0,0,0,0.905307163830226,0,0,0,0.903191208308447,0.90315317437914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90457609955178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905880251351386,0,0,0,0,0,0,0,0.905032670443941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905137189246729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908190783602963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941612911684525,0,0,0,0,0,0,0,0,0,0.939782171848474,0,0,0.867694225766215,0,0,0,0,0,0.906658612831148,0,0,0,0.908904756013372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942062623683008,0,0,0,0,0,0,0,0,0,0,0,0.868812611488527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866308704125462,0,0,0,0,0,0,0,0,0.906315073919177,0,0.908713242996341,0.908327851692177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904860129159719,0.867694225766215,0,0,0,0,0,0,0.942991104287935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906615785485492,0,0,0,0,0,0,0,0,0.868551024781119,0,0,0,0,0,0,0,0.910529522116186,0.910529522116186,0,0
"Phase 0 - rapid depolarisation",0.939419866046781,0.91102964511676,0.938690056788619,0.910873820114611,0.909971645060233,0.91210389515166,0.913407581153033,0.907759537616694,0.934791601223163,0.907768906034734,0.909866574891669,0.910889568154586,0.911924150837243,0.910768272728831,0.911610297655125,0.910781217618874,0.910954394614513,0,0.909636622451743,0.911479782308494,0.911826812665167,0.912084796126324,0.913356267795662,0.910023743471387,0.941336695303656,0.911583869711393,0.912065966011828,0.911311802026736,0.935218799159927,0.911907431788954,0.912968828874871,0.91240478100754,0.911454499638845,0.910584608056519,0.911301112533003,0.912162887576707,0.91316949443271,0.911637248417932,0.912170057342302,0.911519956179245,0.911139106829652,0.911650926579303,0.91162370636023,0.937344923939288,0.910091034261893,0.911975592067928,0.912932191740782,0.912731777855285,0.911332985200144,0.914279763110384,0.912585509839179,0.911366530505776,0.912334315790995,0.886520733410467,0.905402591335961,0.936184143295934,0.936908385640333,0.910049312505035,0.909704942040229,0.909422720360963,0.911435216583276,0.909301372148034,0.909908479799222,0.910279301314662,0.910091034261893,0.910068243860565,0.911103044221898,0.937378572344613,0.910703608416741,0.912701184835058,0.913207789383868,0.912453936729253,0.939616033259398,0.910250520301865,0.937034511785143,0.93687270873361,0.909039286028046,0.91142352762631,0.910236160652921,0.912642069059792,0.910398158280823,0.876165970555754,0,0.910545726686542,0.91106652892142,0.910707621308959,0.910651489488895,0.910558507094033,0.910558507094033,0.910378305258897,0.91106652892142,0.909911526670261,0.909636019430413,0.910671716700129,0.911519956179245,0.912881212838243,0.911075631924364,0.911728368368569,0.911377742349305,0.911941080194279,0.911405343917132,0.908575702047062,0,0.91316949443271,0,0.909830111862284,0.911811250935683,0.911861673205145,0.911861673205145,0.911861673205145,0.912968828874871,0.910832058785213,0.913045380198461,0.912162887576707,0.909911526670261,0.912558119995496,0.91253129007497,0.941567054752075,0.913768910641429,0.912932191740782,0.91316949443271,0.913280326019976,0.913701004736774,0.887128858254501,0.912974717736852,0.910538694357538,0.911515600576546,0.910731184338067,0.910695195086024,0.910581622132563,0.912701184835058,0.912356830705254,0.912293569272281,0.911472800623083,0.911662224525573,0.911721461516374,0,0,0.9092220387775,0.909159299557933,0.908843000274498,0.90928612870571,0.91042709475526,0.910424090535901,0.938050976281659,0.914178541109064,0.913280326019976,0.913280326019976,0.913280326019976,0.913280326019976,0.913179104018656,0.910707086775771,0.936491257607775,0.936491257607775,0.936491257607775,0.936491257607775,0.914673006294637,0.912380872910395,0.911497361462846,0,0,0.94347297275619,0,0.913916932161815,0.882558829363632,0.909931926532218,0.912800452027278,0.912415286626709,0.910259727178191,0.913973367684377,0.911204280259208,0.912085996138404,0,0,0.911332985200144,0.91142969285152,0,0.913085433228812,0.913840722740056,0.912701567646366,0,0.911104458061252,0.912103123379089,0.910806031887283,0.914646493739582,0,0.909746844296777,0.909701437403185,0.909922168736887,0.909914090291023,0,0.912307509660894,0.909740575793964,0,0.911411076650527,0.883532532693402,0.911806309069316,0.910447568921796,0.910447568921796,0.910389609302271,0.886489190821945,0.913636592404841,0.913636592404841,0.913636592404841,0.913636592404841,0.913636592404841,0.913636592404841,0.913575323588606,0.913516898711607,0.911828684043755,0,0,0,0.909760370876301,0.940358657511924,0,0,0,0.911586072748771,0.912530334588563,0,0.88459755034798,0.913268404657794,0,0.915424817220817,0.91439013505753,0.910954394614513,0.908233655809195,0.911338400497124,0,0.911085516678435,0,0,0.91574001290425,0,0.914425380130409,0.911085359035916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881577262057507,0.913268404657794,0,0.916902829633079,0,0,0,0.884398903948025,0.912604456869482,0.912311637165114,0.912828121134164,0,0.885149600802309,0.882809002250434,0.885678660514312,0,0,0.910949084991485,0,0,0,0.888484236120851,0,0.911728368368569,0,0,0,0.909403621482524,0.913179104018656,0,0,0,0,0,0,0.911505559986078,0,0.915177191056589,0.909616560600388,0.912655770226853,0,0,0,0.913213688346205,0,0,0,0.912203717349616,0.915237736530488,0,0,0,0,0,0,0,0,0.913768910641429,0,0,0.911267974412318,0.911204280259208,0.914591487854144,0,0,0.912586837997702,0.889047057968512,0.886714626217295,0,0.912815642325353,0.884929838197116,0,0,0.91097262147311,0,0,0,0,0,0,0.913594715692998,0,0,0,0,0.914031512928413,0.890209874697341,0.889047057968512,0.88873186228508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88662414951712,0,0,0,0,0,0,0,0,0,0
"RA biosynthesis pathway",0.856591984969023,0.858604137786287,0,0,0.858168253149759,0,0,0,0,0,0,0.858052211478056,0,0,0,0,0,0.858929124957218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857235880546395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858277694981624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896225979285845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860340777041811,0,0,0,0,0,0.860070764250961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896106020698853,0,0,0,0,0,0,0,0,0,0.935665941547333,0,0,0,0,0,0,0,0,0.897776053022754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860351903330807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861792425977471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863035547530527,0,0,0,0,0,0,0,0,0,0,0,0.864335649652818,0.863085721701516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861297868291299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glucuronidation",0.858587435870049,0.834795202486714,0.834418221822698,0.832620381427608,0.8597194332623,0.834871687061796,0.836204502800208,0.830752497070741,0,0.830762074817986,0.833606144462583,0.859636097906448,0,0,0.831905544683322,0.834541224091081,0,0.832820235390043,0,0.835255397604982,0.8345884134066,0.834852161285244,0.836152042890212,0,0,0,0,0,0,0.834670833895036,0.835755946981565,0.835179295952096,0,0.861551498612941,0,0,0,0.834394613510085,0.835961096237877,0.808689886933623,0,0,0,0,0,0,0,0,0,0,0.83536406301329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834832910428113,0,0,0,0,0,0,0,0,0,0,0,0.832352410788482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837096172909645,0,0.837209011022566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834042966807895,0,0,0,0,0.835718491222378,0,0,0,0,0,0,0,0,0,0.863338994516274,0,0,0,0,0,0,0,0,0,0.860349992268328,0.83490107386443,0,0,0,0,0,0,0,0,0.912168166529993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833997560599133,0,0,0,0,0.832820235390043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836053077583807,0,0,0,0,0,0,0,0,0,0,0.835552137235288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837471097817819,0,0,0,0,0,0,0,0,0,0
"Nitric oxide stimulates guanylate cyclase",0.758395305358093,0.758630328905638,0.796649353466529,0.756841676693312,0.75943363625353,0.758070162961154,0.760088614761449,0.753183943932436,0.754488760818644,0.753198448729019,0.713221457288151,0.759307430961831,0.798835574613433,0.756678261338218,0.757981939314804,0.758245697230661,0.756966427395716,0.759367171384387,0.756090169250971,0.715566562576338,0.71470903164767,0.715108458489003,0.71707703395679,0.756689535293261,0.758245697230661,0.757941021846527,0.758687434820589,0.757519788890647,0.879447345022659,0.758441981784174,0.760085306063672,0.761653382446817,0.759288116420471,0.759090796663754,0.757503238718407,0.758837495116482,0.716787859239642,0.714214443915198,0.759719993353567,0.714233936397902,0.797800400139441,0.758044843668355,0.758002699547659,0.757765985553612,0.75679371928933,0.758547511979067,0.760028582060206,0.759718288195304,0.758716588833491,0.718354281929098,0.758327823730733,0.713996392751273,0.759102911472403,0.716655191156427,0.755924525327508,0.756644785391134,0.79715009114276,0.757112513938735,0.756579337097132,0.757126103910897,0.757710867366267,0.756554833685512,0.71340168940473,0.757085206634592,0.756117723058768,0.756082437471178,0.757196576424948,0.757818082212036,0.714632759453658,0.759670922083611,0.760251142096757,0.759288116420471,0.718197563416683,0,0.757961381416672,0.757710867366267,0.75590334086657,0.757692769759782,0.757018413444925,0.75957939517998,0.757269228751171,0.757881094791256,0.760028582060206,0.757881094791256,0.758011438590027,0.757455754387122,0.757368847437793,0.757224886022156,0.757224886022156,0.756945885773504,0.75752343205011,0.756515793913806,0.756827242487845,0.757692769759782,0.757166070511827,0.761813491150909,0.757154134915834,0.760028582060206,0.757621882004066,0.758494078442598,0.75921201032216,0.755861586104929,0.714849462965338,0.716787859239642,0.760610025088392,0.757127749065442,0.757617072075801,0,0,0,0,0.757941021846527,0.760203827821788,0.758837495116482,0.757499514760979,0.759449419756618,0.715799749577131,0.758602354771577,0.76132404490139,0.716219359729691,0.716635291459844,0.760950977282906,0.717458210421144,0.758061721224691,0.761282265310406,0.757486815882391,0.758999325884339,0.757784841440177,0.757729120530004,0.757553279466943,0.759670922083611,0.760685164301278,0.760203827821788,0.758933060201476,0.673064908533209,0.756990047693504,0.755997535253933,0.755807940551737,0,0,0,0.715258576612346,0.757314030090496,0.758676490606955,0.799284047934155,0.718350131196481,0.762114980053384,0.762114980053384,0.762114980053384,0.762114980053384,0.761282265310406,0.757747532020618,0.757301868073602,0.757301868073602,0.754751225813816,0.754751225813816,0.763887827601188,0.758010991474441,0.759670922083611,0.716586767253614,0.716875941970763,0.800937207945057,0.720615136016819,0.71794509114083,0.759816493821715,0.75728538518611,0.761958261540968,0.760357830684128,0.756274288905683,0,0.800072868472256,0.716456618208396,0.760054905774952,0.716649736999775,0.758716588833491,0.835993381797636,0,0.760265840538911,0,0.717458210421144,0,0.71498546106743,0.760608802239649,0,0.718922078237372,0.759085261037385,0,0,0.754546607644171,0.754534100066747,0.715744455485159,0.760608802239649,0.758494078442598,0.710954165500196,0.758837495116482,0.76132404490139,0.759449419756618,0.758712841377177,0.758712841377177,0.758623104509363,0,0,0,0,0,0,0,0,0,0,0,0,0.762828440372747,0,0.760143687142416,0.715059638280091,0.756468441106473,0,0.880671626607538,0.761999481638316,0,0.757486815882391,0.718146049748657,0,0,0,0.755802424625237,0,0.760257867344261,0.715913031186314,0.758357280863643,0,0,0,0,0.763211831370626,0.715108458489003,0.756073035438167,0.756073035438167,0.756073035438167,0.756073035438167,0.756073035438167,0.756073035438167,0.756064518097019,0.756064518097019,0.756039161227534,0.756030773143768,0.755726715535912,0.75566558486216,0.755641606910964,0,0,0,0,0,0,0,0,0.71839864978661,0.760685164301278,0.759067798942862,0.716106755026761,0,0.713569403330677,0,0,0.72124260804115,0,0,0,0,0,0,0.720732479589193,0.759352585829644,0,0.760453306575976,0,0.715312954488903,0.718149039210453,0.718866255538363,0,0,0,0,0,0.758203168613909,0,0,0,0.760764610992011,0,0.716334464811901,0,0.716856283142454,0,0,0,0,0,0,0.758652491051236,0,0,0,0.715059638280091,0,0,0,0.716420451715719,0.715391195539852,0.715391195539852,0.715292580092667,0,0,0,0.762190779807799,0.719737653076159,0,0.759165846198872,0,0.758757346618826,0,0,0,0,0.761813491150909,0.757892542676546,0,0,0,0.719157484739336,0,0.72056661181059,0.71960370102614,0,0,0,0,0,0.759444799469171,0,0,0,0.71707703395679,0,0,0.759600608221532,0.757228764517925,0.758010991474441,0.715350885434419,0,0.716875941970763,0,0,0,0,0,0,0,0,0,0.721443700027178,0,0.760054905774952,0.716007271491199,0,0,0,0,0
"Phase II - Conjugation of compounds",0.849169825124712,0.839039485219312,0.835859848403777,0.836227560684338,0.848474760434271,0.836964553441349,0.837571057510691,0.835524207249911,0.835685291069218,0.835528565648834,0.837598847757365,0.848436838288705,0.824794673770035,0.822107237568669,0.835817919641354,0.83681417471252,0,0.837412748020627,0.836120519866706,0.838349348155441,0.836689012306548,0.836809032019002,0.837547185381955,0,0,0,0,0,0.824078404960219,0.836873154263301,0.83736694007608,0.837104532313414,0,0.849438763756689,0,0.822756043783901,0,0.836747458878201,0.837460294209881,0.825253525410521,0.836469750051536,0,0,0.836873154263301,0,0.82477518703365,0,0,0.825104077792633,0,0.837188611433479,0.824738379479354,0.822835796047449,0.837480854213092,0.798063870861926,0,0,0,0,0,0.82452379219619,0,0,0,0,0,0,0.837091931496409,0,0,0,0.822891446400184,0,0.836519127178209,0,0,0.823731581540963,0.824066145606718,0,0,0,0,0,0,0,0,0,0,0,0,0.836946907951844,0,0.824009195350168,0,0.82411100633982,0,0,0,0.824497053888999,0,0.824972311594261,0.798044958894541,0.870067971423001,0,0,0.824099491517829,0,0,0,0,0,0,0,0,0,0,0.825033710253384,0,0,0,0.825330617284397,0.837976816187077,0,0.838028163700984,0.838132848671543,0,0.849077842024791,0,0,0,0.825112749119525,0,0,0,0,0,0.798085808872768,0.798028839487425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824146857993782,0,0,0,0,0.825408488008191,0,0,0,0,0.825513355019399,0.823621037177045,0,0,0,0,0,0,0,0,0.837910688003446,0.825511953086737,0.813453611681151,0.824608897634432,0.824605139359598,0.837349895656726,0,0.82500567292559,0,0,0.823503201859684,0,0,0,0,0.850252172173215,0.825547921773806,0.825547921773806,0.825547921773806,0.825547921773806,0.825547921773806,0.825547921773806,0.825519418141543,0.825492237573819,0.837154843542347,0.848761699275173,0.837149457926545,0,0,0,0.823284477386109,0.825186369841256,0,0.837420200326269,0,0.859316599269819,0.824703010834985,0,0.837337064367362,0,0,0,0,0,0.837038455655182,0,0,0,0,0,0,0,0.798108495155872,0.798108495155872,0.798108495155872,0.798108495155872,0.798108495155872,0.798108495155872,0.798105935866587,0.798105935866587,0.798098316638559,0.798095796188511,-0.0095802071528848,-0.0095802071528848,-0.0095802071528848,0.836566778083927,0,0,0.837478277973735,0,0.881816228938543,0.826423262559675,0,0,0,0.837565029206198,0,0,0,0.823722110983513,0,0,0.837709432710359,0,0,0,0,0.826433146976165,0,0,0.825433746243413,0,0,0,0,0,0,0,0,0.836984626872746,0,0,0,0,0,0,0.826043118682731,0.811974868891026,0.83750215075389,0.82534863349394,0,0.799726239821129,0,0,0,0,0,0,0.826222283286811,0.837009395899928,0,0,0,0,0.825466760323547,0,0,0,0,0,0,0,0,0,0,0,0,0.837004864433752,0,0,0.82579750471475,0,0,0,0.836389246983225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837547185381955,0,0,0,0,0,0,0.822794634759784,0,0,0,0,0,0,0,0.837634142367513,0.838350550767269,0.825844595467924,0,0,0,0,0,0,0,0,0.837938601859694
