"","CTNNB1","TP53","ESR1","RB1","LYN","MAPK8","B2M","PTK2","PELP1","DYNC1H1","PIK3CD","PIK3R5","CREBBP","NOTCH2","HSPG2","FN1","ARRB1","PTPN1","MTOR","ITPR3","HDAC5","CUL1","COL4A4","DCTN1","KRAS","WNT5A","ARPC2","PPARA","INSRR","PDGFRB","SPTBN4","ERBB2","RARA","FLT4","FGFR1","TIMP3","ITGB4","BCR","HGS","PLG","SRGN","PROS1","LGALS3BP","VWF","THBS1","NCOR1","NCAM1","PML","IGF2R","SMURF2","FGF18","FGF22","ROBO1","CABIN1","APC","RAB1A","TNRC6A","NCOR2","ETS2","RAB3IP","PSMD1","NEDD4L","SP1","LAMA3","LAMA5","FNBP1","LRPPRC","SP100","IRS4","GNAQ","ERBB4","MAML1","COG5","GNA15","TLE4","NTRK1","SLC2A4","PSMA5","KIF15","COL2A1","COL6A3","TIAM1","IL4R","PAX8","TCF7L2","CLASP2","ADCY7","PLXNB3","PLXNB2","PLXNB1","RPS6KA2","ADCY5","AKAP9","RPS6KA1","RASGRF2","EPHB4","GNG11","GNB5","GNB3","CENPI","PYGB","INPPL1","CSNK1E","RAB3GAP2","TLE3","STAG1","SMC1A","MED12","SLC2A1","INTS1","ACVR1B","ERN1","GATA3","FZD7","ITGB2","ARAF","ZAP70","RELN","POLE","P2RY1","GPR68","P2RY6","GCG","GABBR2","NUP93","AGTR2","ABCB1","MUC16","SMARCC1","TBP","ITGA4","INTS4","INTS9","TNC","DAG1","SOX9","LAMB2","LAMA2","MAP4K2","ARHGEF18","DSCAM","PLD1","CRTC2","ITGA3","PPFIA4","OBSCN","FGD1","CPT1A","MYLK","NPHP4","ARID1A","CEP192","CEP250","PLXNA4","MYL10","BIRC3","S1PR4","RNPS1","NCKAP1","CNKSR1","KSR2","ARHGAP6","SOCS3","PKN3","B3GNT4","CXCR5","UGT1A6","CACNA1F","CACNA1D","PNOC","CACNA1A","PTGS2","TGM2","ACAN","OMD","RPS10","RAB6B","LMO7","GP1BA","RANBP10","TRIM3","ARAP3","ARHGEF3","ARHGEF17","ARHGEF19","ARHGAP31","FAM13A","DLC1","ARHGEF11","ITGAE","CDH5","HIF3A","PTK6","ENPP1","PLA2G12B","ASAP2","MYO18A","RPS6KB2","MED13L","TRADD","SEC16A","CACNA1H","SHMT1","UPF2","ATP6V0D1","HOXA1","FZD8","HCLS1","SLC12A2","SCN1A","RYR3","TTN","OR2C3","OR52K1","OR2M5","OR7G2","OR8H2","OR5F1","OR13F1","KCNJ5","MAPK8IP3","SLA2","XRCC1","PTPN13","MADD","ENTPD8","MCM6","CALD1","PIAS3","PRKCH","SNRPB","MYL4","CIT","SPAG9","STRN3","LRRK2","KCNJ4","OPN1SW","RPTOR","VIPR2","GRHL1","MYBPC2","DES","MYBPC3","RIN2","MICU1","CRTC1","AHCYL1","MTA2","CHD4","CHD3","GATA2","ELL","ATP2B2","GTF2E2","AQP2","KCNB1","KCNG2","ATP2B4","RFC1","PDE4DIP","TAS1R2","FNTA","HSD17B12","KCNU1","DGKG","FUT2","DPYSL2","SCO2","COL8A1","ORC3","USP10","SRXN1","PYGO1","BCL9L","BCL9","GBA","GLA","LRP1","SYN3","UNC13B","THBS3","CUL7","SCN11A","MOS","DPYSL4","ARID1B","SMARCD2","TG","TICAM1","RAPGEF2","DNAH1","DNAH5","GEMIN5","MUC5B","BRPF3","BRD1","PARP2","POLK","HSPA12A","LRP5","GALNTL6","BCL6","JAG1","SMARCA5","MADCAM1","COL21A1","CUL3","FBXO6","PARVG","ALDH6A1","HKDC1","TOMM22","B4GALT7","BATF","LRP10","TNFSF11","ERCC4","XAB2","FPGS","GTF2H4","LAMA1","GATAD2B","GBA2","VARS","MYO3A","SYNE2","SMC1B","FBN3","FBN2","BMP1","PLEC","TANC2","CNST","ALOX5","FBXO40","KLHL5","MGRN1","DZIP3","FBXW8","RNF14","HACE1","RNF123","FBXO31","TUBA3C","MYO5C","PISD","PHC2","KIAA0753","APBB1","GSTA4","XPC","MUC4","HSD17B1","CES2","TAF2","PTGDS","HSD11B2","KDM6B","COL27A1","APEX1","MAGED1","GUCY2C","PIK3C2B","BAZ1B","MYBBP1A","PPARGC1B","SUPT5H","NR2E1","RRP36","DHX37","NOC4L","HEATR1","GAPDH","DAAM2","PDE2A","ADAMTS9","ADD1","FASN","VANGL1","TP63","PTPRR","F12","TESC","TRPC3","IFNA8","CBX6","TGFBRAP1","REL","DAPK2","FKBP8","KDM5B","MYSM1","ASXL1","GABRA5","GPX5","ALDH4A1","MUC6","HDLBP","CHPF2","DSE","ACSF3","DPYD","TEAD4","MAFK","TNKS1BP1","CNOT10","LRIG1","ARSA","TNFRSF10D","RABGGTA","MLH1","PKD1","RAB11FIP3","IFIH1","TPO","LTF","TAX1BP1","PPT2","CHRNA3","INPP5A","PHF21B","CLPB","ATAD2B","DHX15","RBMX","ATP2A3","EFTUD2","REST","KIF1B","KIF1A","MKNK2","SOCS6","TBC1D7","BGLAP","AMBRA1","NID2","KDM4B","DDX41","MFN1","NOTUM","PRDM15","EME1","BRCA2","EIF5","RPN1","GABRD","MAN2A1","USP46","ADAM11"
"Activation of Matrix Metalloproteinases",0.887609640343505,0.853085876736225,0.852697168514295,0.85496464289282,0.854590889788987,0.854446101272137,0.854778780010292,0.854216792416813,0.854874856990853,0.816296382871318,0.85463853123952,0.854697351807629,0.853436723939336,0.85646514509209,0.889405174970265,0.85388685755303,0.852549930593795,0.856152217786226,0.817816592927687,0,0.855722276454087,0.853322235977521,0.855383607774697,0.817308292954524,0.854687418805868,0.819086506628851,0.818417658917179,0.855775210413462,0.856704302530491,0.855223440738288,0.85573974974896,0.855620830929226,0.855944002816685,0.855067024213737,0.855885966553407,0.855088190021946,0.854766392070538,0.816757287583324,0.855846449591755,0.891841619756619,0.855153229914854,0.854945014945312,0.855131286473729,0.855120525465322,0.854096682560431,0.854687418805868,0.855478545152763,0.855145720133644,0.816779349979392,0.81699708147148,0.819873959577451,0.819776874171621,0.857375607148014,0.857375607148014,0.85443449359075,0.818787829076683,0.856518580118831,0.855197167458721,0.857772451404723,0,0.816810779762757,0.852766863646736,0.854778780010292,0.889845807128045,0.85538890728489,0.817453349229331,0.819039395101755,0.85477622254209,0.856056768494012,0.854201431641035,0.855453287277115,0.856981185335755,0,0.854619328794011,0.857289216996586,0.855709691892665,0.855944002816685,0.850093952123458,0.817767033740095,0.854886978682034,0.855067024213737,0.856242787488838,0.856152217786226,0,0.856024415033526,0.817867542855367,0.853322235977521,0,0,0,0.857331872070033,0.853327075461688,0.817171116049346,0.857289216996586,0.817832647830374,0.856087177893318,0.852937562003741,0.852906076020298,0.852894397965812,0.81752333242585,0,0.81893929108677,0.853127455505762,0,0.857562576133805,0.817209515401336,0.81715035874063,0.856196928959794,0.859304513309547,0.856196928959794,0.821088070391056,0.816676295593884,0.85862570511087,0.820157324050539,0.855924448956844,0.818508576403202,0.85636287416316,0.857206937315179,0.854831542050025,0.85498778591975,0.855011222002834,0.855011222002834,0.854068517718071,0.85378914578864,0.817372830002361,0.854186194560249,0.859791815951569,0.818479438287955,0.855034846733988,0.854590889788987,0.85496025173812,0.85636287416316,0.856387895156262,0.856665307778791,0.855150499731332,0.859827045182771,0.855546926882078,0.855546926882078,0,0.856613692945225,0.819305254044233,0,0.857167217287426,0.855687827251393,0.82017443167443,0.819860747163667,0,0.857053231225149,0.817464046912737,0,0.855422083196651,0,0,0.857562576133805,0.817611247303668,0.855108056082455,0.85385724876352,0,0,0.819513183960279,0.819513183960279,0,0.817287579152038,0.82159943199614,0.855731405249697,0.853707340049906,0.85538890728489,0,0,0.853918932417981,0,0.856813083197863,0.820476711618391,0.890746961896974,0.856180687969442,0,0,0.81651908508961,0.891518231183024,0.858739731472389,0.856091414905281,0,0,0,0,0,0,0,0,0.857829215592614,0.857664295650163,0.858077395444472,0.856981185335755,0.855150014451647,0,0,0.818330126693668,0,0.856545914753451,0.818314790607105,0.820972352074905,0,0.820931844991568,0,0,0.856813083197863,0,0.820033722961995,0,0,0,0.819362781921066,0,0,0,0,0,0,0,0,0.859170012003284,0.821954388772449,0.856289855490684,0.85862570511087,0.820379212749936,0,0,0.818431628450163,0.819290958547565,0.820292471278206,0,0.819269368210898,0,0.858449883891851,0,0.855102799625965,0,0,0,0,0.82080933830728,0.819513183960279,0.819461569126713,0.81893929108677,0,0,0.892846479044386,0,0.855867029006893,0.855829739797761,0.855867029006893,0.859993850041408,0.855197167458721,0,0.855905105061106,0,0,0,0,0.855290815846342,0,0,0,0,0,0.82157658789593,0,0.85794876687318,0.821817951932585,0.855720462879514,0,0.82016277675276,0.857738442525416,0.856376619276642,0.856376619276642,0.856332884198661,0,0,0.856563588262433,0,0,0.857012870982178,0.816400264359049,0,0,0.858535473414599,0.819816161432644,0.819407425740811,0,0.819725148954685,0,0,0,0,0,0.858077395444472,0.85801185885355,0.818791926071295,0.855687827251393,0,0.857206937315179,0,0.822787375416904,0.822777022974876,0.855722276454087,0,0.855690328079121,0.853659339251165,0.81645525627054,0.818312077169597,0,0,0,0.857217652057684,0.860664693729479,0.857536485543226,0.855519592247459,0.855210257181482,0.854224519837933,0,0.854747826039797,0.856129397855313,0.85660188527178,0,0.859451172838824,0,0.819040177065179,0.818865345952146,0.857456911173611,0.857332664163663,0.856768860500974,0.855047229228008,0,0,0,0.816548157121425,0.816548157121425,0.816548157121425,0.816548157121425,0.816548157121425,0.816548157121425,0.816540847241484,0.816540847241484,0.816511886142874,0,0.819016105597542,0.817996755187933,0.818052957925139,0,0.823509228736294,0,0.855885966553407,0,0,0,0.819541474218785,0,0,0.856514905739578,0.855519592247459,0.857420479900782,0.859226422159654,0,0,0.856946247845925,0.856813083197863,0,0,0,0,0,0,0,0.821572195801527,0,0,0.855544436263906,0,0.854307161403656,0,0.820612456712731,0,0.892426419161919,0,0,0,0.818768260546316,0,0.820123276166613,0,0.821208337814216,0.822812978894173,0.85660188527178,0.819077348616683,0,0,0,0,0.819166978932156,0.857976485880375,0.858123145409653,0,0,0.822555265664214,0.85961248615611,0.891234852056545,0.891234852056545,0.823093745637614,0,0.823821592519478,0.82349255296168,0.819549521973835,0,0,0,0.820095347733092,0.859226422159654,0.821467086130427,0.82150828847157,0,0,0,0,0,0,0,0.824480035160684,0,0.820132525211959,0,0,0,0.819769440678942,0,0.858280749211736,0,0.857704902415057,0.819704462972004,0,0,0,0.822307882502498,0.819274489371263,0.817970705360288,0,0,0,0,0,0
"Glucuronidation",0.873864657650178,0.873023723149155,0.875754077924648,0.875208800598994,0.829109890974433,0.828941496349027,0.829328414543307,0,0.875104376134558,0,0,0,0.912743305126578,0.876953942487755,0.797128691886582,0,0,0,0,0,0.876089957630781,0.873298618056328,0.876370825528627,0,0,0,0,0.915463055023834,0,0,0,0,0.87634783393606,0,0,0,0,0,0,0,0,0,0,0,0,0.874886378301347,0,0.875419400408989,0,0,0,0,0,0.878012844949006,0,0,0.8770160894833,0.875479235630891,0.832810169754427,0,0,0,0.874992634903254,0.876465405804932,0.876864097835089,0,0,0.876151521865667,0.874887779480875,0,0,0.877554117179897,0,0,0.877912369873324,0,0.87634783393606,0,0,0,0,0,0,0.880426807842009,0.876441356443423,0,0,0,0,0,0.832297759007769,0,0,0.832248149513377,0,0,0,0,0,0,0.917851942210813,0,0,0,0.878230297085472,0,0,0.876641996788549,0.880256237157039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876834997455774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877770479509567,0,0,0,0,0.877637909325991,0,0,0.877285368386371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916146530613941,0,0,0,0,0.873637680317094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878829051785481,0,0.916865650338064,0.873326953119276,0,0,0,0.877047880716869,0,0,0,0,0,0,0.877358607914687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874393504858588,0,0,0,0,0,0,0,0,0,0.87969551203598,0,0,0,0,0,0.834291082532894,0,0,0,0,0.835393741984045,0,0,0,0,0,0,0,0,0,0,0,0.917036850065982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878540409052646,0.87806503368992,0,0,0,0,0,0.87747364627118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874819481455053,0.877554117179897,0.874410413868049,0,0.836848711672967,0,0.831351869123353,0,0,0.880499841807597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873916981728397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876318881015869,0,0,0.91799098495775,0.917851942210813,0,0.876705880244416,0.877606347938902,0.832509457075167,0,0,0,0,0,0,0,0.878348600803379,0,0.884309968789608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874567643165056,0.873413618041225,0,0,0,0,0.877102061313299,0.875446656737281,0,0.834950201087258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase II - Conjugation of compounds",0.8852225740297,0.884744670578707,0.886296332412127,0.885986451065409,0.859856016734795,0.859760317994272,0.859980203776189,0.862270970400597,0.885927106595821,0.862216122764055,0.858895839042881,0.858934716810313,0.909985413702712,0.88697821597706,0.841996952769541,0,0,0.861107802463249,0.888726723404238,0.862875410112852,0.886487212998527,0.884900893476732,0.886370006218085,0,0,0,0,0.909246423977526,0,0,0,0,0.886633764217525,0,0,0,0,0.841775152367204,0.864008387329001,0,0,0,0,0,0,0.885803218330238,0,0.886106135031108,0,0.838985431488865,0,0,0,0.887579990716807,0.841575965195855,0,0.887013534142272,0.88614013941433,0.86526162160645,0,0.858902234249832,0.839154614433996,0.886247066221089,0.88642375623118,0.886650333089263,0,0.888469319394406,0.886522199980598,0.886187476837911,0.859586736507981,0,0.887319295521572,0,0.859862947854556,0.887522890686604,0,0.886633764217525,0.85885814748303,0,0,0,0.841645451614675,0,0.888951846902671,0.88668691310006,0.840436285133987,0.862613870024799,0,0,0,0.861667683556157,0.862617068707606,0.838196856913875,0.861639490458426,0.841474245700749,0,0,0,0,0.840208777419313,0.910604029628503,0,0,0,0.887703568862687,0.840001358387376,0.839962258477754,0.886800937097443,0.88885491150653,0.842080569881171,0,0.86037629229088,0.862613228537267,0,0,0,0,0,0.863611453903302,0,0,0,0,0,0.862005230115913,0,0.844456629564073,0,0.886910619462477,0.863158751529834,0,0.842190252246204,0.842206790004713,0,0,0,0,0,0.862076780112386,0.861910331019132,0,0.860905671077354,0.887442254329765,0,0,0.842814728745079,0.842999121400721,0.887366914635469,0,0,0.887166565462667,0,0,0,0,0.860288219697173,0,0.819126524262365,0,0,0,0.842732823508511,0.791411736335822,0,0,0,0.909634843459406,0,0,0,0,0.910042792389156,0,0,0,0.819488617113591,0,0.791661694497297,0,0,0,0.842950079886421,0.843104243724546,0.843104243724546,0.843104243724546,0.843104243724546,0.843104243724546,0.842950079886421,0.84265649111807,0,0,0.888043841425038,0,0.910043519518501,0.887525444204213,0,0,0,0.887031601114451,0.861107802463249,0,0,0.864405793484385,0.820322296194164,0,0.887208187519188,0,0,0,0,0.840920219607218,0,0,0,0,0,0,0,0,0,0,0,0.864281691949289,0,0.861260809017654,0.8641372862466,0,0,0,0,0.88552311813348,0,0,0,0,0,0,0,0.886960948288722,0,0.888536251170812,0,0,0,0,0,0.862800490202148,0.887304494188501,0.860756533168208,0.860731886667044,0.859309668687624,0.863427132058719,0.841419772198058,0,0.863242183177027,0,0,0,0,0,0,0,0,0.910140812400029,0,0.887774945586921,0,0,0.888536251170812,0,0,0,0.887409616512326,0,0,0,0,0,0,0,0,0,0.791583159303277,0,0,0,0.887879805631575,0.887609649601483,0,0,0,0,0,0.887273563868353,0,0,0,0,0,0,0,0,0,0,0.841106559433807,0,0,0.79137702505266,0.791619506499747,0,0.887322805935918,0.887702757738295,0.885856550628095,0,0.864253991980128,0,0.861130133914095,0,-0.0180858060072917,0.887672801382167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887860757725232,0.791680909811395,0.791680909811395,0.791680909811395,0.791680909811395,0.791680909811395,0.791680909811395,0.791676078307358,0.791676078307358,0.791656936315151,0.865185064702241,0,0.861776125870113,0,0,0,0.909792819123246,0,0,0.910631735382231,0.910604029628503,0,0.911624758598395,0.889847045310713,0.861787991662025,0,0,0,0.864781571674385,0,0,0,0.887770800918196,0.863361703054478,0.891158648996486,0,0,0,0,0,0,0.865242739420002,0,0,0.843323474208765,0.865619116416761,0,0,0,0,0,0,0,0,0,0,0.865838856289013,0,0,0,0,0.910460909816276,0.910275307781262,0,0.794734937320223,0,0,0.887329644218103,0.885708487016618,0,0.863175067569781,0,0,0,0.888184917322239,0,0,0,0,0,0.860398497078068,0.865585422910256,0,0.861979844716245,0.81799796498147,0,0,0.867086495818976,0.86644597633817,0.865837282884012,-0.0180858060072917,-0.0180858060072917,0,-0.0180858060072917,0,0,0,0,0,0,0,0,0,0,0,0.843421768098907,0,0,0,0,0,0,0,0,0,0
"Collagen chain trimerization",0.868030615083928,0.867134737129565,0.871026688939284,0.869462579207046,0.868999489003597,0.823646973148653,0.870215496134683,0.911399177125643,0.824178213079436,0.86941636091182,0.869322885726879,0.869395766001513,0.868552652368127,0,0.870000764121285,0.869629314690327,0.866470685364935,0.868330567908889,0,0,0,0.867427592621644,0.916905375504068,0.870670144871065,0.869119091066048,0.82383805619358,0.866816779038745,0.825293775319259,0.871283486085345,0.870047604414179,0.867819508855907,0.870539981607794,0.871659238704156,0.913690410305065,0.870868491816497,0.871117798108218,0.912798984347936,0,0,0.870253359289629,0.871198384294473,0.870940400316234,0.871171195777481,0.869920089607727,0.869889293549017,0.823945972099151,0.912962522888398,0.870670144871065,0,0.822486974906379,0.872098143835168,0.871977852391762,0,0,0.870043482873709,0.865508514928721,0.826214830487945,0.824577564465709,0.827768410920931,0.870118240268766,0.869070506506116,0.822804125306699,0.866139657805945,0.870546719281256,0.869940363069843,0,0,0.871450100351731,0,0.823343820858859,0,0.826788010862435,0.822242268218924,0.823861606733031,0,0,0,0.868987861439681,0.8712385371106,0.801361242287907,0.913638870433201,0.867953602664566,0.871198384294473,0,0.825602546583023,0.870379864557022,0.822254473654747,0,0,0,0,0.822260469906508,0.869734579489093,0,0,0.867760798167402,0.821777852198088,0.821738840213094,0.821724370787764,0.869953378526003,0.871726198069637,0,0.868424027338796,0,0,0.869564550745745,0.869491254043294,0,0.829666677054179,0.870107919876767,0.826318047825357,0,0.82882561533829,0.868957764371543,0.86755917261426,0.871562786051075,0.872178231630419,0.869148210373926,0,0.824318135076397,0.824347173017144,0.824347173017144,0.823179136913774,0,0,0.823324941703692,0.830270458206285,0,0.872178231630419,0.869982695069172,0.913039181718822,0.870313530471569,0.870242821186391,0.869714889719797,0.868582189751366,0,0.868329185543212,0.868329185543212,0,0,0.82906931629207,0,0,0.913221829068438,0.87422136825705,0,0,0.826877277667808,0.86886849756617,0.870557439562535,0.872658028080103,0.870358624185157,0.870358624185157,0,0.869050882831429,0.824467153060582,0,0.867895727860575,0.868363585516738,0.869714889719797,0.869714889719797,0,0,0,0.869818886625434,0,0.82605290828507,0.870235229132272,0.869935779464655,0,0,0.826579727767423,0.872601270611152,0.871663274410841,0.870375560065626,0.868574507229444,0,0,0.871587800656124,0,0.873079659257864,0,0,0,0,0,0,0,0,0.869919229988598,0,0,0,0.914824334712613,0,0,0,0.873998734305187,0,0,0.868215198001883,0.869033384892384,0.827118091672011,0.870137322287062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876426783238757,0,0,0.825332852022119,0,0,0.870067357258371,0.872407882772245,0,0,0,0,0,0.869590529666967,0,0,0,0,0,0,0,0,0,0,0,0.829346080892789,0,0,0,0,0.830520783907417,0.824577564465709,0,0.825454718300569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914462700650941,0,0,0.873163759644283,0,0,0,0,0,0.870078040043352,0,0,0.872239407098808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87288817970061,0.914462700650941,0,0,0.869919229988598,0,0,0,0.873237324558397,0.832070815767195,0.870794302530114,0,0,0,0,0,0.869050882831429,0,0,0,0,0,0,0.871580513001993,0.871426567596524,0.916543219658437,0.868741143894352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827448050821995,0,0,0.828607768093007,0,0,0,0,0,0,0,0,0.827448050821995,0.914251154338123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827911503643234,0,0,0.870913839238232,0,0.828146244833105,0,0,0,0.916861939188468,0,0,0,0,0.830520783907417,0,0,0,0.831551881165801,0,0,0,0,0,0,0,0.874585229097335,0.874766944220378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832789654155116,0,0,0,0,0,0,0,0
"Phase 0 - rapid depolarisation",0.803830809490256,0.851826214653781,0.80774968719765,0.809362401380549,0.806191137889196,0.810286924358247,0.806878777931958,0.805987675983781,0.754608440709914,0.806020813874357,0.805764337228496,0.806332757795827,0.804925249661295,0.756985643992967,0.807977130703403,0.804355880073031,0.803913875985836,0.808705778134216,0.806428749102382,0.808533063864658,0.814976051553025,0.803326919408691,0.808455099405533,0.807366895916863,0.814037144951972,0.806641385512281,0.807080550758145,0.854352657353774,0.811876077212462,0.807470282879777,0.856970806628024,0.807998906725676,0.805763482079905,0.808591103966857,0.808351600417005,0.809948151961013,0.756287519601608,0.75668915067362,0.757229783288733,0.756344648994134,0.75735924260044,0.757082266971744,0.757330052583918,0.755986845458037,0.755953782328378,0.754640661459534,0.854101545970017,0.811217584504542,0.807080550758145,0.753074259284125,0.755808577077046,0.755679430304477,0.757935035567716,0.811662070531022,0.809986068630679,0.806810526164369,0.810522019934559,0.755318748889619,0.758764472382433,0.806215640750029,0.808941466004732,0.803917034007677,0.808207670347058,0.756165134142654,0.756621142765053,0.807977130703403,0.758259844206781,0.812054956891336,0,0.806110766737065,0.755571729679364,0.757672100741186,0.808133853497702,0.80666666973929,0.758081856404313,0.755025672193232,0.80842880250552,0.808852736970508,0.805177103373421,0.805681707872867,0.808591103966857,0.806160937040021,0.756609174777714,0.859242565154705,0.756419185700788,0.806496524672421,0.812077601548151,0.759724898612703,0.759477934664256,0.758183748964742,0.807753203846223,0.804804139979857,0.805660212291231,0.807696462413025,0.861909976702655,0.756221116997707,0.857857806610703,0.857815922734254,0.85780038813321,0.806038642607891,0.804056573429573,0.75945600916372,0.808247395872819,0.811095617413977,0.758445489331657,0.805621191029593,0.805542498544961,0.754902057717421,0.814227976325234,0.806204560615977,0.803726663144387,0.804094493910421,0.758132909960609,0.758874421495664,0.756004648654502,0.807766527665438,0.756587858869518,0.753256427465471,0.754812561862446,0.806719104517089,0.806750280103842,0.806750280103842,0.805496258298769,0.806334084225911,0.803433783783876,0.806090497781189,0.814876205201079,0,0.755932667938113,0.807957731486819,0.805226614358989,0.806425307362153,0.806349392769121,0.758319060210884,0.757102975832225,0.861071457541007,0.756831346562476,0.756831346562476,0.760696033556382,0.758250400157245,0.75985960551707,0.756367112123342,0.758759218763186,0.75674149229829,0.811179544813468,0.758781402265262,0.811112952320469,0.756041144204928,0.855956891972594,0.806687171972027,0.755637921426304,0.806473720677416,0.806473720677416,0.758183748964742,0.807482518419502,0.756819014700112,0.806424677444666,0.803829516713388,0.758768642424627,0.756854005804962,0.756854005804962,0.758616559772473,0.751596317393616,0.760910618788033,0,0.806225263059178,0.755156088359132,0.854103938026,0.853782444185502,0.806506731434407,0.856053941021507,0,0.81337836518623,0,0,0.804558264846207,0,0.754616044651475,0.756924803084415,0,0.809953788198671,0.75905380999492,0.759364080161264,0.759364080161264,0.759364080161264,0.759364080161264,0.759364080161264,0.75905380999492,0.758462933190729,0.758538443115224,0.758319060210884,0.757403527174608,0,0.757965469800569,0,0.760003129770105,0.807160582996193,0.810381799760086,0.755366292156554,0.758207999099265,0.756014595037981,0.852840287033575,0,0.806236127502929,0.809501118380431,0.755721689984204,0.758598006173548,0.760156744315411,0.859964455418869,0.858398596414063,0.808880122092859,0.757042732141648,0.812317858474576,0.812317858474576,0.812317858474576,0.812317858474576,0.812317858474576,0.812317858474576,0.812317858474576,0.810685498693177,0.76032202250732,0,0.755025672193232,0.761498327879785,0,0.802299553908349,0,0.758480828170681,0.75786791241079,0.760500941361928,0,0.75989509055722,0.758324774570343,0.759364080161264,0.80808784864988,0,0.810919723851225,0.810741843630945,0.755224096267699,0.807433394742023,0.758394551111149,0.757242802767983,0.757174142714344,0.756479388207564,0.76228106332675,0.853488760569957,0.75869168990949,0.759707620381085,0.809655301373186,0.80960569782083,0.809655301373186,0.759952869414625,0.753572136190085,0.860633756358483,0,0.859242565154705,0.858868554105643,0.858868554105643,0.859695701836095,0.755423505680555,0.812640253579455,0.814485367308367,0.814047666125844,0,0.809457720735294,0.755982890619431,0,0,0.813586640480376,0,0,0.811384862255471,0,0.758196775934631,0.758196775934631,0.758138597837511,0,0,0,0.811653924648959,0.811179544813468,0,0,0.750707376265587,0.758856968101398,0,0,0,0,0.758465307258355,0.758856968101398,0,0,0,0,0.812595616543836,0.812508437228568,0.756849599236433,0.755951625650776,0.805565925121057,0,0,0.814876205201079,0,0.755735710949496,0,0,0,0,0,0,0,0,0,0,0,0,0.755316343419859,0.752278282597994,0,0.754701199578476,0,0.81063283568024,0,0,0.763049533751026,0.80588537934178,0.805652812213899,0,0,0,0,0.813730164733411,0.81278377783249,0,0,0,0,0,0,0,0,0,0,0,0.758709434306594,0,0.756192961418651,0.813691266850419,0,0,0.756215198235714,0,0,0,0.810558381525782,0,0,0,0,0.75825646741088,0,0.757460910143232,0.756137909382702,0.755898830764227,0.755721689984204,0,0,0,0,0,0,0,0,0,0.75548943584632,0,0.808043899177072,0,0,0.81309111512457,0,0,0.764982425749651,0.810105134631383,0.755366292156554,0.757144484710398,0.761699482114159,0.756970708967233,0.763626317413706,0,0,0.755440746311012,0.757555645650465,0,0,0,0,0,0,0,0,0,0,0,0.812686317448848,0.812686317448848,0,0,0.81625196090599,0.815814259723467,0.811910783928048,0.760033044090555,0.759919189587562,0,0,0,0,0,0.758394551111149,0.760954173508174,0,0,0,0,0,0,0,0.758959282485542,0,0,0.759445564382112,0.759230979150461,0,0.761679664187461,0.758259844206781,0,0,0,0,0,0,0,0,0,0,0,0,0.757692889830334,0.76448298455302
