"","PLCG1","ESR2","SDC1","PPP2R5A","PPP2R1A","PPP2R2A","NCOR2","PTK2B","CHRM5","TACR1","ADCY8","ADCY9","PROKR2","PIK3CG","PTGER3","GRM2","OPRL1","CCR1","GRM6","TNRC6B","STAT5B","NFKBIA","B2M","LAMA5","SNW1","RHO","CDKN1B","TGFB3","ADCY6","CD14","CREM","PPP2R2C","NCOA3","ATM","FYN","ADCY5","SPTB","MAP3K11","GRIN1","KRAS","NPHS1","BRAF","NRG1","DCC","NGEF","SH3BP2","KITLG","PIP5K1C","SPTBN2","TGFBR1","PRKCZ","ARPC2","OR51A2","VWF","OR10Q1","OR6C2","GRIA1","OR5J2","OR2M4","OR9K2","OR6F1","CACNA1D","CACNA1C","WWP1","SOCS3","FBXW11","PTPRJ","LAMB2","LAMA2","CACNA1S","NOX3","OAS2","MAP3K5","EHMT2","ARHGAP10","KLC2","CLASP1","CKAP5","MAD1L1","BRD1","RANGAP1","NFATC3","PPP2R2B","VCAN","RYR2","MED12","STAG1","KCNJ4","EPB41L1","NR2C2","GPR32","DRD5","ITGAL","KHDRBS1","MNAT1","CSF2RA","RAPGEF3","STON2","ITGA10","DGKB","CCNK","NCAPD2","UBQLN2","SOS2","HIP1","CTSC","SEC24A","SSRP1","TAF1L","SUPT16H","OSBPL1A","INPP5B","KIF20A","CPSF6","STAT6","GTF2A1","ARAP1","OBSCN","TLE2","PKN2","PPARD","RAB3IP","NUP188","SRSF4","RGS12","PHKG1","RARB","SYNGAP1","PHC3","TRIM28","GP6","NRXN1","APBA1","RGL2","RASSF1","MYO10","FLNB","CDK5RAP2","PCNT","NEDD1","MYH9","ITPKB","CHD3","MTA3","MAGI1","DOCK9","PREX2","CIT","ARHGAP22","ARHGAP20","MCF2","ARHGEF3","FGD2","FAM13A","SRGAP1","SRGAP3","LRRK2","ADAM10","EGLN2","PPFIA3","PPFIA2","TBL1Y","LPIN3","RPS7","FRAT1","PTGS1","KCNQ3","KCNB1","KCNJ11","APBA2","C6","SHANK1","CNGA1","SCN8A","RYR1","CUL4A","NFASC","SCN3A","GGA1","RAN","GALE","SF1","PRPF38A","SF3B3","PI4K2A","CANT1","PLEKHA7","ACP1","MOCS1","ENTPD2","C9orf3","RYR3","LRCH1","PROCR","TES","F13B","SCRIB","GREB1","NCOA7","GABRA5","FCGR3B","STRN4","RTKN","RHPN1","ASH1L","COL4A5","AMPD2","CHD8","PTPRB","HIF3A","TP73","TEAD2","CRTC1","MED13","DLAT","PKD1","CHP2","USP26","WLS","DYRK2","KIF16B","KIF26B","DNMBP","ZNRF3","RNF43","DGCR8","SLC2A2","USP24","COL9A2","NOC2L","COL6A3","COL6A6","RXRB","SMARCC2","PHLPP1","CHRNB2","HERC2","TUBB2B","KEL","NBAS","HEYL","SCAF11","INHA","TJP2","GTF3C1","RTF1","LDB3","HMG20B","STAB2","MIB2","TRIM4","HERC1","FBXO41","RNF130","FBXW12","UNKL","KDM6B","DNAJC3","DBT","ACLY","ACAT1","NEB","TTN","MYH8","GABRG1","WNK4","MYO1A","NR5A1","PER2"
"Interaction between L1 and Ankyrins",0.913303985783383,0.888072920041455,0.914745106816683,0.913632799875251,0.912514772320303,0.882417306407514,0.882954421798914,0.91421297959072,0.885945219680128,0.885223144106975,0.911922093054939,0.911922093054939,0.88595432443288,0.913644688143121,0.88553664121703,0.885523001325701,0.885564308299502,0.88539938174703,0.885523001325701,0.915487807786554,0.913356776689881,0.913137877015084,0.914088766721201,0.91489078729032,0.882178291369079,0.913824107035549,0.914080679685869,0.883209757244672,0.911922093054939,0.88384220551312,0.915050839133164,0,0,0.913829458893306,0.939733255083556,0.911922093054939,0.940888500470015,0.915084900167019,0.915013956323421,0.93609800113492,0.916713032504657,0.913992856508146,0.914523130331982,0.914554090273028,0.914378126952522,0.917414685936084,0.914082479938063,0.913935465684842,0.866030673035672,0.910268496063833,0.9144557307717,0.882625322072181,0.916369545015426,0.9129278278678,0.916369545015426,0.916369545015426,0.914770976259366,0.916369545015426,0.916369545015426,0.916369545015426,0.916369545015426,0.913496185312304,0.913463477146714,0.911708560964005,0.911829834655781,0.911512172865726,0.916826254834683,0.915013956323421,0.915013956323421,0.913672030764724,0.885579972154365,0.914981763152727,0.914639276302372,0.915285294228906,0.914758497712673,0.940992212630761,0.913877765168853,0.913856866942357,0.914770976259366,0.916608803489728,0.91439469008114,0,0,0.915674412812604,0.914159012315536,0,0.914297787153278,0.913429706464482,0.915387059846495,0.88627022400823,0.886375968980156,0.886339647733067,0.914618223513355,0.885929857235622,0.912589439585845,0.913511159086955,0.914901027328912,0,0.91383926702574,0,0.914404749800077,0.915466209131373,0,0.914174116840353,0,0.915229893447209,0.915027993018378,0.915304263372644,0.915211906412001,0.915125297763861,0.942020520142693,0.883863187611403,0.941078454474297,0,0,0,0.914952063837538,0.885027129939935,0,0.885743001857235,0,0.914646105300672,0,0,0.890495865722397,0.915466209131373,0,0.915589623268406,0,0.913163319342561,0.914793348636086,0.885555783849467,0,0.916726361003579,0.917164157456148,0.91440830242573,0.915010400774645,0.914770976259366,0.91475798246024,0.91475798246024,0.91072728868165,0,0.914937006933612,0,0.885598861091509,0.887999314996833,0.888751456056277,0.885743001857235,0.885368550380193,0.885368550380193,0.885368550380193,0.885368550380193,0.885368550380193,0.885368550380193,0.885027129939935,0.885027129939935,0,0,0,0,0,0,0,0,0,0,0.942566769737697,0.91626470741213,0.916906851401817,0,0.915236962734302,0.886382441111283,0.915661225008359,0.944340535045211,0.915661225008359,0,0.870004923751998,0.888157069892097,0,0,0.88572020962086,0,0,0,0,0,0,0,0,0,0,0.915766062611655,0.916695546259336,0,0,0,0.887876229627936,0,0,0.915099918152931,0,0.913933052190503,0.886964178486599,0.886964178486599,0,0.914560202240973,0,0,0,0,0.917087268511357,0,0,0,0,0.915166631262873,0,0,0,0.918153674775102,0.915248116100952,0.915248116100952,0,0,0,0.919580988546626,0.919128777614061,0.918802323290002,0.914607471194942,0.915981404044551,0.914639894190029,0.914575782085815,0,0,0,0,0,0.915699631479404,0,0.915304263372644,0,0,0,0.910877308228473,0,0,0.885434103581604,0,0.917701463842539,0,0,0,0,0,0,0,0,0,0,0,0,0.884425224209517,0.884307992713703,0.883575138092649,0.916145892685351,0.916271629022298,0,0,0
"GABA receptor activation",0.906694107813122,0.909490007305012,0.883749724271603,0.884482488817805,0.883544307206372,0.884903264268119,0.884864823109684,0.909194129696328,0.907704568882854,0.907098646406437,0.908392341029099,0.908392341029099,0.907712209044826,0.908228097473692,0.907361714362669,0.907350268584638,0.907384930917486,0.907246534454822,0.90556052523913,0.884426203907657,0.885663798048958,0.885328653874155,0.8850803241049,0.885643643739347,0.883635010312687,0.908898443165278,0.883360426058506,0.88556824144162,0.869692192178467,0.886200670238274,0.885664773817444,0.88415053864692,0.885295694082759,0.883795041658685,0.88514497672562,0.802280005347692,0.885708866683109,0.90938626029821,0.885569364889979,0.885020567377225,0.887282450421604,0.885594525561417,0.886642532011823,0.886179355582825,0.886900322149409,0.887597294990148,0.886272764652498,0.886802808257964,0.885328653874155,0.886166239009586,0.886421135719288,0.884964319420775,0.910528015713521,0.8853038499463,0.910528015713521,0.910528015713521,0.885378852525392,0.910528015713521,0.910528015713521,0.910528015713521,0.910528015713521,0.907939229823594,0.907911783094429,0.884530153463973,0.884108539080406,0.884429793809209,0.887103518932048,0.885746999798366,0.885746999798366,0.908086788771658,0.886992108627928,0.885555732233238,0.908683227884641,0.883708676311676,0.887359240677674,0.885927477454413,0.907175589030723,0.907158052493521,0.907925118160428,0.885080376672147,0.907609361387274,0.884647487066419,0.884521549362145,0.860910616668273,0.88494020753074,0.884474874260909,0.859755435050709,0.910894416797136,0.88676445731207,0.888136401436661,0.908066027838526,0.908035549228252,0.886722328501401,0.887285711185303,0.883800751222292,0.885641889781586,0.909295723822812,0.885479779990606,0.88579473410357,0.886318348984304,0.884277791254227,0.886013327386214,0.885842462721183,0.887003069981977,0.885548009185011,0.885763948281664,0.885594525561417,0.885032609048549,0.884955108631158,0.884882431852562,0.886136962249605,0.886871686297478,0.88534643729077,0.886534242907139,0.883860454098599,0.884990623837538,0.887166720250537,0.887359240677674,0.861222042047637,0.888175172699127,0.861877173350715,0.884278886149621,0.859906001592228,0.883761330029666,0.911523197876479,0.886214763538892,0.885223826526927,0.886719221095674,0.884094153985202,0.882125299055649,0.886595342119598,0.886544172130296,0.887194987688908,0.887673103167221,0.887222227901056,0.909173449588146,0.885654641618689,0.884383670362434,0.884372766746196,0.884372766746196,0.886387362682853,0.886921046816477,0.858494289208018,0.885986442391349,0.862452215792995,0.911961391737677,0.889653427541366,0.888175172699127,0.887645740216437,0.887645740216437,0.887645740216437,0.887645740216437,0.887645740216437,0.887645740216437,0.887359240677674,0.887359240677674,0.887377459804479,0.886778833806746,0.886046248652894,0.887282450421604,0.887237853282035,0.863535371379474,0.884325190709943,0.858646824211123,0.8619279512091,0.861637398957791,0.909816469124878,0.887678561374327,0.887222227901055,0.888642807644214,0.885220784961045,0.885524741390245,0.886884815364047,0.88597071130179,0.886884815364047,0.884329723374266,0.886693715753742,0.886046248652895,0.885911406649852,0.884440858551053,0.887502637680695,0.884236163063588,0.884119254408171,0.883902112934744,0.887725134338465,0.885098552126874,0.863320156098837,0.862991064482681,0.908723695994675,0.908705817198885,0.887944516749987,0.886972788787568,0.886793294268535,0.886587076427008,0.887287422400058,0.886180372405987,0.886778239044656,0.889831062449753,0.889199910822004,0.909641261088247,0.887322545941449,0.883625878289972,0.889199910822003,0.886939081509795,0.85914783307863,0,0.885364378230684,0.861502180808007,0.863320156098837,0,0,0.862741625369194,0,0,0,0.885824356973108,0.88854650168017,0.888761716960807,0.885615817189847,0,0.857749230361356,0.857749230361356,0.911961391737677,0.885768375335882,0.885768375335882,0,0,0,0,0,0,0,0,0,0.885681093412963,0.859421184188569,0,0.884718953221606,0.887975955083283,0.884927098662252,0,0.886708891670415,0.886203328607117,0,0.88597071130179,0.88498549362854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887186008998771,0,0.888515869706063,0,0
"Phase 0 - rapid depolarisation",0.931965176049338,0.908135606831708,0.903654791410642,0.932335861109297,0.93347988841286,0.935016443865572,0.905920952033342,0.936561294375304,0.904570016413385,0.904045122349004,0.933978687869451,0.933978687869451,0.904580280559306,0.905562478997702,0.904398539972858,0.904383163186825,0.904429730163237,0.904243801973102,0.904383163186825,0.907130505100102,0.906337176878111,0.905886928738413,0.9055533110746,0.906967255582763,0.905045989670006,0.906173922180238,0.905544194241559,0.904803208691579,0.933978687869451,0.905652842701633,0.906876536076193,0.936461166817315,0.904675698928697,0.905260983160109,0.904762348413464,0.933978687869451,0.93609872730045,0.908285358451168,0.936807112019609,0.932769610526943,0.907106156086513,0.936313140965581,0.907652053218413,0.907686955577791,0.907488585204911,0.907897157599925,0.905988340589966,0.906989555745379,0.935587931879281,0.907012179234823,0.906476799255985,0.90568659516508,0.90836316508974,0.904686655891888,0.90836316508974,0.90836316508974,0.936023395863162,0.90836316508974,0.90836316508974,0.90836316508974,0.90836316508974,0.935753223989503,0.930824609746123,0.902870011496992,0.903448844953435,0.903512408569976,0.908639389106467,0.907106108878741,0.907106108878741,0.935951461485054,0.909017488426526,0.905682201105387,0.937041875427112,0.906902203600514,0.908394247651657,0.906181620778649,0.904148490618698,0.904124931225919,0.90437821775498,0.908394247651657,0.905898190512028,0.906260836994111,0.936959599721411,0.907340872286244,0.936500454943139,0.905632501696266,0.903844773062372,0.907344799014123,0.937884881231136,0.909658986293946,0.905055617043215,0.905014670672643,0.90775925550235,0.909411927641669,0.904101703545151,0.905140794195412,0.906707647336278,0.905212138559193,0.906881107212913,0.906178962556723,0.905909531228893,0.906567574152814,0.905699383264665,0.907258596580543,0.905303800805365,0.905053151918994,0.904825541623639,0.906923588262417,0.906819470627741,0.906721833291865,0.90461345193292,0.907082089679991,0.903551424247942,0.906707647336278,0.905939158772736,0.904923008426472,0.908135606831708,0.908394247651657,0.90775925550235,0.90920127822349,0.907472439000462,0.905014670672643,0.902458620109786,0,0.909989268833283,0.906902682160828,0.906013528534913,0.907687402551091,0.9066844139217,0.90451001784136,0,0.906642092044392,0.907516427678373,0.908968891714545,0.90836316508974,0.907999458729443,0.937460258643218,0.905155442616289,0.905140794195412,0.905140794195412,0.904395028057404,0.906988654618043,0.906509565632337,0.907427787100117,0.908006334608054,0.911744908779851,0.912592826982303,0.90920127822349,0.908779144344038,0.908779144344038,0.908779144344038,0.908779144344038,0.908779144344038,0.908779144344038,0.908394247651657,0.908394247651657,0,0,0,0.907633929146844,0.907574015292938,0,0,0.902846774226496,0.906763431455742,0,0.905935753024075,0.907802860682368,0.907497404149232,0.909461495772952,0,0.907284885160217,0.907802860682368,0.940104885615178,0.908006334608054,0.904812349127812,0.937789843759412,0.876790398247946,0,0.906128603355342,0,0,0,0,0,0.905845229128818,0,0,0.905700515845127,0.905676496646377,0,0.907921048236445,0,0,0,0,0.908349245619477,0,0,0,0,0.905519515477565,0,0,0.905464027610584,0.905716754079492,0.906202352175321,0,0,0.907284885160217,0.908933640091388,0,0.908135800527534,0.905756638156412,0,0.876135257203542,0.909080492605493,0,0,0.910135841820551,0,0,0,0,0,0.911744908779851,0.91123511360745,0.910867088806567,0.905770042230667,0.907686955577791,0.905806593948417,0.905734317851429,0.907796736913793,0.905891485629243,0,0.907939521002527,0,0,0,0,0.90849203618794,0,0,0.906226100376007,0,0,0.907820596986256,0.908338808139217,0,0,0,0,0,0,0,0,0,0.905668672268296,0,0,0,0.906683247584929,0.906551087908293,0.905963554994096,0,0.908014137611463,0.908049919334645,0,0.905741727894808
"Activation of Matrix Metalloproteinases",0.893384424079807,0.895589780371115,0.920066197920405,0.89370015701726,0.892626607760077,0.865616133359703,0.894451124320994,0.895251211395608,0.894294413697763,0.893601064332842,0.893051462804535,0.893051462804535,0.894303156237703,0.89414579303909,0.893467868938456,0.893454771680576,0.893494435346148,0.893336070038323,0.893454771680576,0.895481367468141,0.894805646008202,0.894422144801693,0.894137984212665,0.89459463108766,0.893705870554449,0,0.893382531151713,0.893948614049912,0.893051462804535,0.894672294259153,0.89625900387712,0.866846683685656,0.8943844293326,0.865569748844401,0.918762262308846,0.893051462804535,0.894857217471686,0.896465019846521,0.895460587859074,0.894069605351019,0.89665784928219,0.894292157680982,0.895925598804131,0.895955327071171,0.895786364069156,0.869012345416883,0.895502478728981,0.89536131311849,0.894422144801693,0.894632895043126,0.894924570098386,0.866923674986139,0,0.893023230789829,0,0,0.867894197566258,0,0,0,0,0,0,0.865388632436649,0.866077872127078,0.892645902938093,0.896766567307749,0.894712900108319,0.894712900108319,0,0.895206253418532,0.894247766970118,0.86734130527951,0.895286910472497,0.895810079041465,0.866353906748317,0.865616133359703,0.865596066523754,0.894793053526206,0.89655776679222,0.866112493537186,0.894986891214841,0.867271226517111,0.894912861067806,0,0.895199391091243,0.866019445681822,0,0.895630895667915,0.870307179894496,0,0,0.868088874520324,0.86949654665378,0.893895525764296,0.865204161176521,0,0.894595076490057,0.894834720811209,0.86928796045006,0.866196721837716,0.870795249203039,0.866456070486305,0,0.866119131058821,0.866914470151511,0.866720601892686,0.867609326348053,0.867520643608478,0.867437480497279,0.86734130527951,0,0.866436717647436,0.868402330443144,0.895460587859074,0.894595076490057,0,0.868003747563673,0.896016908909838,0.841719788519341,0.896018879556994,0,0.866191737055725,0.868520291445185,0,0,0.895523932692751,0,0.839576036194225,0.893249353747786,0.896185067059957,0,0.867409833220699,0,0,0,0.867105843883678,0,0,0,0,0,0.894952479030719,0.866158163484963,0.896676893292539,0,0,0,0,0,0,0,0,0,0,0,0.896018879556994,0.896081567210363,0.869511073978296,0,0,0.897916334421109,0.869206217172619,0.837963267714791,0.896076984012982,0,0,0,0,0.86931231279661,0.868463177893708,0,0,0,0,0.89450082185399,0,0,0.871461031832639,0.867447645781176,0,0,0,0,0,0,0.898417754069988,0.897293490978421,0,0,0.899699707980892,0,0,0.897142279518766,0.897885279141806,0.870844434146757,0,0.870557513203134,0.869835294441987,0,0,0,0,0,0.866349183323498,0.894277197646425,0,0.895589780371115,0.897670066319233,0.896606817343946,0.868697953583204,0.870141181390051,0.92262957363323,0.895305124970054,0.867614780439924,0,0,0.843138651390944,0,0.870345380107175,0,0,0,0,0,0.871715911300619,0.871281690597742,0.870968223549863,0.920368258535786,0.86825952844917,0.89435371922439,0.894292157680982,0.896048833897956,0.894426026157278,0,0,0.865306345347941,0,0,0.866218630813323,0.897635014541787,0,0,0.896081567210363,0,0,0.868712358824497,0.840985175116787,0.897293490978421,0.867031592326475,0.865524455203035,0.865524455203035,0.865524455203035,0.865524455203035,0.865524455203035,0.865502696378228,0.895437379309202,0,0,0.867241514592818,0,0.867743615526805,0.86763104783141,0.866927348239594,0,0,0,0.842364596488601,0
"Metabolism of Angiotensinogen to Angiotensins",0.922601393038985,0.880992826212843,0.878070712990164,0.876081882964935,0.874082824353062,0.876519886462807,0.877480260958046,0.878970104992731,0.924295886859663,0.923004799366743,0.921981385060498,0.921981385060498,0.924312166363971,0.876911702855583,0.923565339305923,0.923540950871036,0.923614808676543,0.923319916262142,0.923540950871036,0.879398679159956,0.878140416630613,0.877426298126588,0.876897162021422,0.879139756377548,0.876092522156054,0.879732333176527,0.876882702218929,0.877936806523047,0.921981385060498,0.87928437315294,0.880846717757043,0.87881129713631,0.877356068062354,0.82855504372856,0.922750088526624,0.921981385060498,0.878236447974787,0.881230340581111,0.879359985400748,0.876769833581363,0.881589408729513,0.878576519931305,0.880225883381777,0.880281240458172,0.879966614052344,0.882843980970094,0.879437990488717,0.879175125671417,0.877426298126588,0.879211007779555,0.878361865460325,0.877108557976034,0.883204593767162,0.877373446413251,0.883204593767162,0.883204593767162,0.878116968140093,0.883204593767162,0.883204593767162,0.883204593767162,0.883204593767162,0.877688460574518,0.877629977633009,0.8757248694244,0.875410209660677,0.830824866147443,0.88179185282214,0.879359985400748,0.879359985400748,0.878002876229538,0.882391539299455,0.878493859883574,0.831045299759757,0.879036580328272,0.829885637825626,0.8300152260168,0.876519886462807,0.876482519960108,0.830005750461117,0.833524574869585,0.825926752861198,0.879870184888479,0.879601839347252,0.831853863157971,0.878873610281365,0.878873610281365,0.82575348822957,0.881589408729513,0.881069387104295,0.883408990471433,0.877958639248486,0.877893696035355,0.880395912145659,0.883017141755992,0.876445679571044,0.878093734932711,0.880578850855082,0.877748314632657,0.879003120288296,0.880118828402674,0.874411307471872,0.881589408729513,0.87852111174049,0.879601839347252,0.877893696035355,0.87452755253617,0.874166549992709,0.831192027568715,0.831026891229524,0.830872033003392,0.831853863157971,0.879321889620295,0.830169428387985,0.880578850855082,0.879359985400748,0.877748314632657,0.880992826212843,0,0.880395912145659,0,0.88179185282214,0.877893696035355,0.826074312404565,0.824228382694693,0.885325108014084,0.881589408729513,0.879477939965414,0.882132796927534,0,0.82736397111167,0.880709039834866,0.880016300113641,0.880297115584857,0.884165309765774,0.883204593767162,0,0,0.878116968140093,0.878093734932711,0.878093734932711,0,0.88140304488814,0.830535364730701,0.831991714869923,0,0,0,0,0,0,0,0,0,0,0,0,0.88179185282214,0.880516312520052,0.883633809892106,0.830072001666999,0.82997697497405,0.885325108014084,0,0.82417060676298,0,0.880118828402674,0,0.883017141755992,0.884165309765774,0.883839727304527,0.882258551192733,0.881494382036565,0,0,0,0,0,0,0.884165309765774,0,0,0.825240147425634,0.82499104080111,0.824528360092856,0.83139089460089,0,0,0,0.879359985400748,0.879321889620295,0.935169661531693,0,0.884866531598897,0.883883738548977,0.883875008775264,0.882208578357777,0,0.840183754389217,0.838838909125278,0.882013512374694,0.882258551192733,0,0,0,0,0.830670192797005,0,0,0,0.881494382036565,0.834380081174178,0,0.882843980970094,0.879070497587271,0.879870184888479,0,0,0,0.830546668364647,0.836286839747219,0.827452697930217,0.827452697930217,0,0.830871736210708,0.830871736210708,0.838838909125278,0.838030345727063,0.837446637995528,0.830754710758202,0.832402770439617,0.830812683808388,0.830698049912749,0.88045535974157,0.87928437315294,0,0,0.830885483509817,0,0.886717379143833,0.827553090524757,0.883408990471433,0,0,0,0,0,0,0.828419105896789,0,0.831231081049059,0.831291626387046,0.831291626387046,0.831291626387046,0.831291626387046,0.831291626387046,0.831251109227891,0.880709039834866,0.831165633041255,0.831806704632627,0.831063907992441,0.832637842501497,0,0,0,0.832366331486462,0,0,0.883883738548977,0.829712933518597
"CD22 mediated BCR regulation",0.846711263759855,0.642351030607677,0.6379481886182,0.745948537891807,0.743955432860229,0.749032199569749,0.635033829179259,0.752920422133438,0.749208966417821,0.746519437096052,0.628072138512171,0.628072138512171,0.749242879072403,0.749848412013057,0.631371753302628,0.631320948526731,0.63147480543778,0.634077208178136,0.631320948526731,0.755029157493002,0.751192056557838,0.750761507385962,0.748602170323031,0.640175166690856,0,0.638192885270972,0.635473383602013,0.637669241318609,0.628072138512171,0.753575089951394,0.643731023831799,0.747450195257025,0.633242767842127,0.631320948526731,0.847021018812253,0.628072138512171,0.751392104283017,0.756673549013461,0.752777318024238,0.7483369260426,0.759592776493032,0.751145241682228,0.755536397284234,0.756867665342259,0.754996300298113,0.760990288108558,0.755111048900021,0.754563461972204,0.749704440368909,0.754638209797192,0.75165336775793,0.750258490819875,0.645426126025414,0.74959434230545,0.645426126025414,0.645426126025414,0.73295970971805,0.645426126025414,0.645426126025414,0.645426126025414,0.645426126025414,0.633935191409627,0.637030070618677,0.746160108626459,0.745504625039519,0.745714638711217,0.645699882243448,0.640633936850623,0.640633936850623,0.634590166481446,0.643732411352254,0.638829667203875,0.641409593238238,0.636743527503705,0.64167322890473,0.637579435692453,0.63471758384418,0.631423035834925,0.63482783708123,0.64167322890473,0.633426276431151,0.641696759075863,0.637921047008989,0.641409593238238,0.636404036398624,0,0.633065340158633,0,0.757293542332247,0,0,0,0.754935309152589,0.761351008054809,0,0.751094811563999,0.639956308842463,0.750375249156009,0.639890533178046,0.755313385670446,0,0.642061452800197,0.751985101697136,0.755452370701824,0.750678100471308,0.639753883071912,0.639001860508612,0,0,0,0.641409593238238,0.754869193339017,0.637900662411062,0.756271681588584,0.640633936850623,0.637276584377154,0.640818681740732,0.64167322890473,0,0.644339651345532,0,0.634362727725187,0,0,0.649843475953752,0,0,0.759508784843962,0.636023952177528,0,0.755587601198014,0,0,0.647427441863676,0.645426126025414,0.757900173211811,0.642791927978973,0.63482783708123,0.634779438817878,0.634779438817878,0.753935360091459,0.759204552597565,0,0,0,0.652743786000786,0.655545300840362,0.644339651345532,0.642944924443628,0.642944924443628,0.642944924443628,0.642944924443628,0.642944924443628,0.642944924443628,0.64167322890473,0.64167322890473,0.642483174276182,0.643042740057208,0.646320247732692,0.639995961714589,0.639798006828932,0,0.638680927551992,0.629767960127749,0.642708563734962,0.638998012924325,0,0,0,0,0,0,0,0,0,0,0,0,0.645361950778068,0.634187558590099,0.644254756647084,0,0,0,0.645558758276304,0,0.652104900315778,0.647427441863676,0,0,0,0,0,0,0,0,0,0,0,0,0.759770749881532,0.638598675467465,0.648888192348512,0.648888192348512,0,0.638943829949084,0,0,0,0.641863497914539,0.643455377135412,0,0.644674915362437,0,0.634269626972552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639119893566849,0,0.639240660144794,0.639001860508612,0,0.64047642517254,0.644339651345532,0.645558758276304,0.745840913788937,0,0,0,0,0,0,0,0,0,0.641562048984091,0,0.650644149830942,0.746560845412797,0.746686970452893,0.746686970452893,0.746686970452893,0.746686970452893,0.746686970452893,0.746602567119905,0.640227512057133,0,0,0.632821714143324,0.635615607953897,0,0,0,0,0,0,0,0
"RA biosynthesis pathway",0,0,0.810180100120311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812240928951233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811638578556726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811484819193006,0,0,0.812631347199739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76320356122179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813481265451232,0,0.763856247208999,0,0,0,0,0,0,0,0
"Aspartate and asparagine metabolism",0,0,0,0.484452332305859,0.480685612286705,0.485277639044789,0.487087221723164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585378126803347,0.589845502888701,0.489595222533699,0.486853211642787,0.403678442770127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489712635884934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578212364059809,0.582188749320284,0.484476545377756,0,0,0,0,0.407932394122141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582562778467832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583630047847909,0,0,0,0,0,0.593608839933167,0.490083620183378,0.585382091266396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40205446442337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585889806313597,0.495592815520389,0.585172277573488,0.58583113093333,0,0,0,0,0,0,0,0
"Glucuronidation",0.747405105940073,0.799932977539446,0.757654451816232,0,0,0,0.796918656364683,0,0,0,0,0,0,0,0,0,0,0,0,0.798564954209305,0.797485171454969,0.796872347956521,0.748609272573896,0.798342758643094,0.795727763056673,0,0.748596863839631,0.749501447439885,0,0,0.751998598784572,0,0.796812079760951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751160583405485,0,0,0,0.798114364362814,0,0,0,0.802006418047471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798531749013315,0.797148687640614,0,0,0.799420733472302,0,0.800618665249963,0,0,0,0,0.800444937085261,0.798632972169653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803650741572638,0,0,0,0.795356592918103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842624773238702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797835509464526,0,0,0,0.800363389568861,0,0,0.753712557774075,0.798283323949949,0.798969578635732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799471748651848,0.798466862076532,0,0,0,0,0,0,0.802006418047471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751880449954298,0,0.795184184595261,0,0,0,0,0,0,0,0,0.802413824907987,0
