"","CREBBP","EP300","NCOR2","CHD9","NCOA6","PLA2G2C","JAK1","PIK3CA","CAMK2D","ATP1A1","LAMA5","LAMA3","STAT5B","NOS1","HIF1A","SMAD4","GLI1","PPP3CA","STAT3","MEF2C","ABL1","PLB1","ACACB","MED23","FKBP1A","PAFAH1B1","TRIP6","PLD1","APOB","ITGA2B","DUSP1","B2M","SIN3A","FGG","HDAC9","KDR","RASA1","ITPR1","ITGAV","ITPR2","ITPR3","MAP3K1","CD14","ITGA6","ATM","NR1H3","ADCY8","MET","AKAP9","GABBR2","IRS1","RRAS","PRKD1","GNG7","MAP3K5","ADORA2B","TLN1","CRKL","MAP2K4","MMRN1","MAGED2","VEGFB","DGKA","UGT1A9","LAMC3","LAMA2","STAT4","STAT2","CCNE2","HDAC11","ATP1B1","PAK4","ADRB2","BRAF","GRM5","PRKAG2","C3","FZD4","DMD","PTGER3","CD4","NMUR1","IL12A","HTR2B","APBB1IP","AVPR1A","P2RY2","CLASP1","EPHB3","EPHB2","EPHB1","GZMA","ARHGAP5","DYNC1I2","CCT6B","SIN3B","PNPLA6","ALDH6A1","FLNA","BHMT","RBL1","MAMLD1","MAML1","PRMT5","COL4A2","NOTCH2","JUP","TRRAP","SCN1A","ALDH1A2","CYP2S1","ROCK1","GSTM4","SPTBN5","IL5RA","PDE6B","AURKB","CACNA1H","ITGA2","GLI2","C5","VAV2","TIAM1","DGAT1","ITGA8","RANBP2","CLASP2","INSL5","SSTR4","SSTR1","RXFP4","HTR5A","NPY","GRM7","GRM2","TUB","SPTBN2","EFNB1","MAD1L1","CNKSR2","RANGAP1","CES1","GATA2","LRP2","NF1","TSG101","FMO5","CEL","NOTCH3","AXIN2","ARID1A","TAF4B","SMARCC2","DDX17","FAT1","AFG3L2","TECR","SCN2A","KCNQ1","TRPC5","CSNK1D","INSRR","MYH9","CENPE","MAPKAPK3","SMG5","ACVRL1","KNTC1","RCC2","NCKAP1L","FGF10","COL18A1","FADS2","CHPT1","TAB3","ECHDC1","GNAT1","TEP1","SNX2","GAK","CDK12","ITSN2","IL4I1","BAG4","GLS","POLR1B","PSME4","PSMF1","PSMC6","PSMC5","EXOC4","LRPPRC","EXOC6","EXOC7","RIMS1","COL6A6","HIF3A","NPHS1","OR4A47","OR14J1","OR10Z1","OR5H14","OR2L2","OR2M3","OR6P1","OR5T2","OR1J1","OR4C46","OR1L6","OR4K15","OR2A5","OR6F1","OR6N1","IL6ST","PTGES","TNS1","HLA-DQA2","HLA-DPA1","GH2","PTPRA","PICK1","TUBGCP3","RAB4A","TTBK2","MYH14","CEP76","CEP152","CEP290","CDK5RAP2","NEDD1","OFD1","ITGAD","MYH11","CEP135","CENPJ","ITGAL","CALD1","ERC1","PLXNA3","PNPO","PLXNA1","CNGA4","ARAP1","SYNJ1","TXNDC5","AP3S1","NPR2","UBE2N","AAK1","RICTOR","RFC1","UBE4B","ITCH","COL6A5","USP34","ARSB","COPS3","FAH","PNLIP","LIPC","ARID1B","EXOSC10","AKAP5","ATP2B3","ARHGEF11","ARHGAP10","KCNS3","KCNB1","GRIN3A","PTPN5","DUSP6","OTUB1","POU4F2","PIKFYVE","MX1","KIF5A","ARFGEF2","SLIT2","MECOM","COPB1","PDE2A","SAP30BP","POLR3G","MYOG","TNFRSF10A","VDAC2","PUM1","SH3D19","TRIM24","ALDOB","TSC1","POLK","RIF1","CRTC1","REPS2","HK3","POLD3","POLE2","ACAA2","NR4A2","ABCA7","IBSP","USP9X","CPS1","FUS","SUPT5H","TRIM17","TRIM5","TRIM29","KLC2","GBP6","OAS2","ECT2","BCL6","ARHGAP28","SYDE2","ARAP3","OBSCN","RGS8","VCAN","GPSM2","MTMR6","PIK3C2B","IFNA4","IFNA7","ACVR2B","PKD1","CRY2","RGL2","MCMBP","CALB2","CETN3","NRXN1","EFCAB7","OTC","MTA3","LDHB","PFKP","UPRT","XPA","UBXN1","NEB","MYBPC1","TTN","LPCAT3","MBOAT1","SALL4","EIF3A","LAMA1","UBL7","UBR1","TFIP11","HNRNPR","PUF60","HNRNPA2B1","SRRM2","PCF11","PRPF8","DHX9","DOCK8","KIF22","HLA-DMB","DOCK9","DOCK6","DOCK3","DOCK7","DOCK5","CTSC","MAP3K10","PCSK1","WNT4","KPNB1","SYNE1","ETV6","GORASP2","ETV1","NEFM","STK38","POLR1D","IL20RA","IL13RA1","NDUFA9","RDX","DDOST","PYGM","HAL","SPEN","BCL9L","STAMBP","MYOF","LRP12","TNXB","BCS1L","INTS7","HOXD1","MDC1","ABCG2","STRN4","PRC1","ZNF420","SESN2","CNOT7","NOC2L","FANCC","BLM","PLCH2","MAP3K4","MME","TRPC3","RGP1","SNTA1","SYCP1","KCNE2","SLC17A7","PPFIA2","MAGI3","STXBP2","TGFBR3","NSMAF","SHARPIN","RNF31","TJP2","ARID2","PIF1","SSH2","BEGAIN","TUBA3C","PIAS3","FASN","SCARF1","PNPT1","EIF3E","GPN1","BRF2","RTF1","CTR9"
"Phase II - Conjugation of compounds",0.827024194256655,0.81118870878321,0.810557984884051,0.826946469528067,0.826358286546351,0.811495171136955,0.810175209990401,0.794378125451734,0.810683802758083,0.810110648466883,0.810903141056149,0.810749857303597,0.810769789506358,0.795043090478735,0.81263726820152,0.810370903177157,0.810740105920621,0.795447165169572,0.810534980242236,0.81097522309154,0.779063250576058,0.811402291745709,0.809998513358604,0.811148853794896,0.809621735549691,0.793981111402499,0.827067704231986,0.793486364979544,0.795185046902688,0,0.811816572522139,0.792860267936859,0.81062123806025,0,0.811173490982942,0,0,0.810460132248853,0,0.810489571267078,0.810469825460875,0.795724167984333,0,0,0.7786083660266,0.811734903693074,0.792780493297888,0,0.810811592990579,0,0.809637337119935,0,0.794224268452777,0,0.793918616472447,0.795188760518139,0,0,0.793674062862912,0,0,0,0.811647342548659,0.783704517926455,0,0,0.81137164874824,0.810900771383216,0.810740105920621,0.811005027664157,0.79408327241006,0,0,0,0,0.810985035088616,0.794366600194488,0,0,0,0,0,0.793546679801924,0,0,0,0,0.794180842333809,0,0,0,0,0.796040597759676,0.810092528455691,0.81086004643749,0.795444896818881,0.794119417607923,0.811319811010824,0,0.812777189755963,0.779624892938313,0.811404543967409,0.811355707451536,0.811173490982942,0.810713494350308,0.811124960353426,0.778675196018285,0.810792787069267,0,0.839410588538845,0.856024192163825,0,0.82655949330981,0,0,0.794094706042311,0.794137696097735,0,0,0,0,0.79508419538733,0.795534058100713,0.811584188897363,0,0.794085801003288,0.794716032918493,0,0,0,0,0,0,0,0,0,0,0,0.795326243064839,0,0.794477386617878,0.839828056086246,0.795192183501382,0,0,0.811345843188776,0.812091053522993,0.826713474836749,0.811186103646117,0.811260741191885,0.811252382527912,0.810033035505735,0.811136816995807,0.812394582218558,0.81246016094271,0.810749263001929,0.810764532157,0,0,0,0,0,0,0.794205346422512,0,0.810956937849114,0.794706959287974,0.79475548702826,0.79475548702826,0,0,0,0.794166295106038,0.793747672729929,0.795845361176419,0.827243258620085,0,0,0.781244866422685,0,0,0,0.811868822013571,0.793128229697776,0.826967297314051,0.79379882489519,0.792217778191503,0.79219405106434,0.792144115641129,0.792122369415527,0,0.812133721482819,0,0,0.811085177077669,0.78132071024706,0.811845877171071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827948572514277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828262917405958,0,0,0.796193482612325,0,0,0,0.794219795435611,0.761187639851975,0,0,0,0.81151403845033,0.761248122482584,0,0.826607406829529,0.811941317822427,0,0.812032352744361,0.811698311350837,0.811631068567364,0.811734903693074,0.810593745278742,0,0,0.796218046440784,0.796325097343812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79429739195704,0.795870143380572,0.794033942066108,0,0.793830917765913,0.811468371837313,0,0,0,0.811663963786532,0,0,0,0.794768247817508,0,0.81161512727066,0.793670945980545,0.793458014566207,0.812172897887212,0.813074928897122,0,0.811547626660166,0.811284338459287,0.811326304999715,-0.0122354076059809,0.810798812311355,0,0,0,0,0,0,0.796416665083927,0,0.796520959987721,0.796520959987721,0.796416665083927,0.796325097343812,0,0,0,0,0,0,0,0.794189116962391,0,0,0,0,0,0,0,0,0,0,0.796248934572646,0,0.812020581819107,0,0.811332700242724,0,0,0,0.794033475078977,0.793733719843299,0,0,0,0.811850425346501,0.80967648842537,-0.0122354076059809,-0.0122354076059809,-0.0122354076059809,-0.0122354076059809,-0.0122354076059809,-0.0122354076059809,-0.0122354076059809,-0.0122354076059809,0,0,0,0,0,0,0,0,0.795530809282402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811054577640068,0,0,0.812791711918865,0.812299768426405,0.77988243001323,0,0.812553778535992,0,0,0,0.795913068789082,0.795902626567502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794922539345274,0.794045729322753,0.79644659382579,0.79644659382579,0,0.796467753272079,0.813334348716246,0,0,0.812032352744361,0,0.796669273772188,0,0,0,0,0,0,0
"Ethanol oxidation",0.839584704535682,0.839088982030755,0.841633615519525,0.845283365420589,0.842999882068025,0.844982115009733,0.837857914005849,0,0,0.844030287017204,0,0,0,0.775511484868971,0,0,0,0,0,0,0.839578223560565,0.844621532418429,0.901035631604915,0.843927526365988,0.841727698968561,0,0.846045150701012,0,0,0,0,0,0,0,0,0.838594804685404,0,0,0,0,0,0,0.843153736862637,0,0,0.845475669082807,0,0.83902674607239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843085942754381,0.902975141071858,0,0,0,0,0,0,0,0,0,0,0,0.843291538416221,0,0,0,0,0,0,0,0,0,0,0,0,0.840698254701074,0.84021417235797,0.840182300554001,0,0,0,0,0,0.841599234674111,0.905886331174463,0,0.845228633476605,0,0,0,0,0,0,0,0,0,0.904414190137024,0.904235759774974,0,0.903805503482992,0,0,0,0,0,0,0,0,0,0,0.904294079112777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847209865509708,0,0,0,0,0.853139260512348,0.842900224589722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844911199924505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90655888178214,0,0,0,0,0,0,0.844494935495598,0,0.843132932073762,0,0,0,0,0,0,0,0,0,0.779670367762314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847248657735739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848000146392533,0,0,0,0,0,0,0,0,0,0,0,0.839540520715026,0,0,0.844258153306639,0,0,0.845623308714105,0.843283817250741,0.843022762814594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841500568587812,0,0,0,0,0,0.78109949803772,0,0,0,0.844920183873086,0,0,0,0,0,0.778198226724875,0,0,0.90473713294256,0,0,0,0,0.780606490725653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846008825192387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849614564235026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840609168833052,0,0.783830049728772,0,0,0,0,0,0,0.779386124725632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846633557185174,0,0,0,0,0,0,0
"Glucuronidation",0.804952861455741,0.76878051580839,0.770951736333167,0.808436490127116,0.807040581818434,0.768987913595424,0,0.726150036714179,0.771250334254565,0.769370177281766,0.77221533619544,0.771851554735545,0.771454402750399,0,0.775705554204334,0.770507743703027,0.771383956026761,0,0.770897140447797,0.771941949070765,0,0.768767487098948,0.769008298207062,0.772354019037071,0,0,0.731982800960438,0,0,0,0.773938685965894,0.728087026663168,0.771202512680074,0,0.772412489371246,0,0,0,0,0,0,0.729344539128399,0,0,0,0.773744864994197,0,0,0,0,0.768151134827421,0,0.731324147954337,0,0,0,0,0,0,0,0,0,0,0.706605937320818,0,0,0.772882768314376,0.771765256168258,0.771383956026761,0.772012682927145,0.730989528365471,0,0,0,0,0.771349566013896,0,0,0,0,0,0,0.729716057178173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770349752046793,0,0,0,0.772960837063695,0.772844935549384,0.772412489371246,0.771765256168258,0.772297313803313,0,0.771508981835722,0,0.878290236701584,0.878181161054228,0,0.769077728469219,0,0,0,0,0,0,0,0,0,0,0.769376397947265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879190166146396,0.733621257358122,0,0,0,0.773974429993469,0,0.772442422439469,0.771965235443661,0.772599719139075,0,0.772325452641271,0.775310450472537,0.77546608551939,0.770885772535672,0.77092201013705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770760886632123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774008233375795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772070972571987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773180797128461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773835118066455,0,0,0.773744864994197,0.771036604875139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772960837063695,0,0,0,0.732615149799994,0,0.772844935549384,0,0,0,0.776925086752257,0,0.773744864994197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775637271161519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APAP ADME",0.764441268398177,0.764035272388937,0.717450400499508,0.767670636507013,0.765800466968428,0.766587503585953,0.764902263565501,0.708606785963841,0.717850447360331,0.719368456535375,0,0,0.718123848329663,0.716548810315763,0.815771519875405,0.766349327670832,0.718029467261923,0.716046798918758,0.71737725560803,0.718777038995073,0.717828914867311,0.766292186969064,0.717219781508764,0.719329110140404,0.765867158844593,0.71218434090536,0.818613148006926,0.715220515351559,0,0.7660079295248,0.721452169227205,0.718408981242743,0.765257171055254,0.719098226022584,0.719407445828504,0.766517262978584,0,0.767228498456353,0,0.767322101904331,0.767259318711986,0.712886623736033,0,0,0.716382577155384,0.721192497388481,0,0,0,0.712622109406474,0,0,0,0,0.714094127161873,0.715225182988407,0,0,0.713316551602362,0.720361657245259,0.720361657245259,0.719775233562812,0,0.766413889528636,0,0,0.720037502508166,0.718540314504003,0.718029467261923,0.718871804749189,0,0,0,0,0,0,0,0,0.720111653462622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764639371757294,0.767079749657538,0,0.717233351116482,0.719954929345684,0,0.770942846575291,0.719614696622512,0.720142095192359,0.719986816023811,0.719407445828504,0,0.719253139247336,0.716595067857422,0.718196970713262,0,0.767592468616231,0.767060212428268,0,0.809257339776388,0,0,0,0,0,0,0,0,0,0,0.767494097862381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715662318503914,0,0,0.721192497388481,0,0,0,0.768624374909272,0.723648894519642,0.71628585448291,0.719447548686291,0.767290516653128,0.719658287095322,0.764450209700204,0.719290838283348,0.723289992083107,0.723498504291216,0.721398976777322,0.721447526139647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717382401449024,0.716051361891084,0.714283453112571,0.720505747313426,0,0,0,0,0,0,0.7670133480018,0.714186991049305,0.810513227698343,0,0.71129214586282,0.711216703777894,0.711057930555464,0.710988786887653,0,0,0,0,0.768412027999474,0,0.771039112175609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770101575410107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769159163681595,0,0,0.817149599744691,0.718197516366048,0,0.720075845988597,0,0,0.721192497388481,0.71756410321264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716421237637539,0,0,0,0,0,0,0,0,0,0,0.716335526626181,0,0,0.768227841917801,0.725453202637445,0,0,0.768428816256361,0.769178711342464,0,0.766885051407198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768582585979433,0.722384002466983,0.722384002466983,0.722170169370321,0.716960090745644,0.716006997697692,0.770945935964338,0,0,0.770228729694134,0.763316542951079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771417642699824,0,0,0.772465091082927,0,0,0,0,0,0,0,0.687663314455558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71710424622947,0.716195114995709,0.716195114995709,0,0,0,0,0,0.770807180768527,0,0,0,0,0,0,0,0,0
"Phase 0 - rapid depolarisation",0.915483514922425,0.915193551803285,0.880170962276818,0.880368211969065,0.879032533340732,0,0.913756680081213,0.877892712677186,0.914702671369835,0.879246349711484,0.881380041211521,0.881031955940918,0.880651939993264,0.914732561629484,0.880721906727699,0.879746126731727,0.880584532855837,0.915231095808808,0.880118722056719,0.915440093333333,0.880441297955569,0,0.878533657019406,0.880164245562372,0.881844635061239,0.879017690342558,0.883473808870529,0.881186131885429,0.878710730731326,0.880224705475456,0.883029033085288,0.879746126731727,0.880410918300414,0.87888989195954,0.915890331088358,0.879866066446752,0.880794640899407,0.880082054063391,0.879994163734646,0.88014890582331,0.880104065948367,0.88094938092416,0.879861142678724,0.880617928535983,0.879408320820974,0.881495080265972,0.912593692156374,0.880118722056719,0.914479408045692,0.878315961379706,0.880739822152487,0.918111086950828,0.881495080265972,0.911146695326987,0.916133425488121,0.878974158125328,0.880337075669764,0.880308340949626,0.881256436220983,0.879516467882097,0.879516467882097,0.879097642976851,0.880431367544829,0.879792236932912,0.881540496172488,0.881540496172488,0.880670180733795,0.879600886224127,0.880584532855837,0.881186131885429,0.879474488993125,0.881329580485096,0.877996105580504,0.915291320453768,0.913945060586907,0.881140731632945,0.87820065112616,0.878689949625852,0.88105319734825,0.878411705746255,0.887267636398881,0.877624494695697,0.879956374271613,0.886921812622177,0.880822879386404,0.878574718764147,0.878495189729852,0.878122755749941,0.881096438119287,0.880813283683625,0.880794640899407,0.882125314170495,0.882382975606385,0.87823289486866,0.880990201445302,0.881329580485096,0,0,0.916574627361,0,0.881716706669099,0.882093375727077,0.881982475050654,0.881568687759288,0.879934996868263,0.880109987006581,0.882338566492863,0.880704164138194,0.916133425488121,0,0,0.880686590995807,0,0.915043550056769,0.879541315760039,0.87990794152095,0.879373271577398,0.913815562470302,0.88053554512855,0.877569024218797,0.878315961379706,0.880211123906251,0.881232697176181,0,0.88094938092416,0.879255425310635,0.878439957120143,0.878456866394078,0.878447748252445,0.878438673536163,0.878438673536163,0.878429641822834,0.878402800568655,0.878393936765078,0.878393936765078,0.883693075591666,0.914453289243814,0.880889810460073,0.878388221963222,0.881327618613117,0.880144659703384,0,0.883693075591666,0.879104338000823,0.879560957779705,0,0,0,0.880248834596279,0,0.880399344367348,0.88177952405837,0.880136911729539,0,0.84770813701919,0,0,0.919528667667195,0.884273564675806,0.922416784081357,0.878851874972122,0.882546333424551,0.883964616295263,0.8772802618218,0.881844635061239,0.878241188029485,0.883852058467344,0.878529551706954,0.878529551706954,0.881716706669099,0.880431029358336,0.881140731632945,0,0,0.881946999111804,0,0.880765140002473,0.882794936416036,0.880365657155625,0.878967767013975,0.881118450004263,0.879473437849251,0,0.881878105723429,0,0.879236038155804,0.879810601805657,0.879756720925643,0.879643324789317,0.879593942250743,0.881716706669099,0.882400737884299,0.882093375727077,0.881946999111804,0.881829190910109,0.879955293068802,0.881747085011909,0.881540550724461,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.882993114951519,0.880794640899407,0,0.883312311651242,0.878689949625852,0.878669394213353,0.879956374271613,0.883749232584333,0.882277069363284,0.879860770376702,0.848259177845185,0.879521882293808,0.882382975606385,0.879320689311821,0.879320689311821,0.879303445293231,0.879286361138852,0.87926943383595,0.879108181802853,0.882730155032903,0.881844635061239,0.879171005516084,0.878974158125328,0.88229525402867,0.882375863791364,0.878667802351912,0.882382975606385,0,0.88225298403193,0.881377577709507,0.882730155032903,0.878932183169381,0.880671723381798,0.8803151964292,0.880192001472454,0.837608491391994,0.879489209223628,0,0.878917559253056,0,0,0.880060305303411,0,0,0.879705316734248,0.845120667996625,0,0,0,0,0.916894469446726,0.882503563767311,0.882785935940755,0.883029033085288,0.882345642947482,0.882345642947482,0.880990336326676,0,0,0.884654328908868,0.886311857830902,0.880707136595644,0.880399344367348,0.880472183742673,0.882613120201119,0.882730155032903,0.884836422496262,0.879078755037734,0.88009244291825,0.88229525402867,0.879494186253415,0.882613120201119,0.883473808870529,0.842813462722309,0.881197322214752,0.881197322214752,0.881680538385254,0,0,0.879320689311821,0.878591230201993,0.882730378862348,0.879553674809988,0,0.878945643604082,0.878462107105623,0,0,0,0,0,0,0,0,0.88107899167118,0.881041247239781,0.881041247239781,0.880472183742673,0.880554303703392,0.879895068423842,0.883236970202339,0.884836422496262,0.883473808870529,0.883473808870529,0.883236970202339,0.883029033085288,0.884872194672739,0.881811782159052,0.883639944852972,0.881816319775276,0.8805874425198,0.880192001472454,0.880192001472454,0.841879553127028,0.845751451615566,0.879846588057375,0.883693075591666,0.881614945203747,0.884247317542634,0.882977030003431,0.881004291377932,0.882771882207993,0.882589788620599,0.881912218471846,0,0,0,0.87976995530423,0,0.881051849562302,0.881051849562302,0.880899129559463,0,0,0.842232472899165,0,0,0,0,0,0,0,0,0,0,0,0,0.886311857830902,0.877517453811656,0.878627793858171,0.886900962784531,0.886900962784531,0.885886578728635,0.885886578728635,0.885552468084498,0.879168156887912,0.886311857830902,0.884872194672739,0.882018675433828,0,0.87793649541313,0,0,0,0,0.881551181582325,0.879446146199374,0.880248834596279,0.880192001472454,0.876627367752263,0,0,0.846845063043986,0,0.88285654074028,0.882382975606385,0,0,0,0,0,0,0,0,0,0.87970707349093,0.884836422496262,0.885886578728635,0.883749232584333,0.882843574966006,0.882211706270648,0.881811782159052,0.880568058865885,0.846313187265428,0.884654328908868,0,0.881194519012984,0.878904040653767,0,0.878049764041403,0.884963363130869,0.882459424814632,0.882081195656045,0.882866265714856,0.884027186235803,0,0,0,0,0.880523583113553,0,0,0.88303006515802,0.883652435282834,0,0.880783449362067,0,0,0,0,0,0,0,0
"Erythrocytes take up carbon dioxide and release oxygen",0.788812775794123,0.788096528480969,0.707527351205572,0.797046516459167,0.793747213321521,0.795156085922434,0.70570951767801,0.701899772914687,0,0,0.710513936330396,0.709654119604195,0.708715429876104,0,0,0,0,0,0,0,0,0.79463509623642,0,0.710841720563562,0,0.78892442134849,0,0.794280759193862,0.79212702070218,0.792439109335718,0,0,0,0.707693898362095,0,0,0.794768891870045,0,0.792791607240876,0,0,0,0.710774202375792,0.708631417071419,0,0.799830030418912,0,0,0,0,0,0.795303226755757,0,0,0,0,0.707937673289735,0.707866694724757,0,0,0,0,0,0,0.710910281338049,0.710910281338049,0,0,0,0,0,0,0,0.709500282678605,0,0,0,0,0,0,0,0,0,0,0.712468633352382,0,0,0,0,0,0,0.715685819791229,0,0,0,0,0.797831750276627,0,0.712670220727904,0,0,0,0,0,0.709450148374814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713715406100753,0,0,0,0.793099282795549,0.795052491681548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798094700891359,0.795746516462495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709500282678605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709759676808139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801386791644656,0.714129058565485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79747165852746,0,0,0,0,0,0,0,0,0,0.71237123596932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801601467423178,0.714428917279554,0,0,0,0,0.719861242560477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
