"","HLA-DRB1","AKT1","AGT","ESR1","HDAC5","NRAS","SHC1","CDK2","AXIN1","MMP2","AP2A1","INSR","MAP2K1","AKAP9","TP53","HSPG2","HSPA2","AGRN","AR","GAB1","FN1","ACTN4","SPTB","A2M","CFTR","ABL1","ACACB","IL4","NCOR2","ITPR3","DYNC2H1","PPARA","ATP1B4","KIF2A","GBF1","KIF2B","HIP1R","FOXO1","ITSN1","CLASP1","ARF4","PLK1","TNRC6A","VAV3","PLCG2","CRKL","IL2RG","ADCY6","KAT2A","F8","DYNC2LI1","CAMK4","ANK1","RYR2","ANK2","HLA-A","IGF2R","TGFBR2","TMEM67","CCP110","CEP78","NINL","NEDD1","ANK3","CSNK1E","TGFBR1","LCP2","INCENP","COPB2","GATA3","TNRC6C","LAMA5","ADCY1","PRKG2","MCHR2","CACNG3","CACNA2D1","MLC1","KLC2","TIAM1","TNC","BRAF","ARAF","ITK","TAOK1","CENPN","SH3KBP1","CASP8","SLC2A8","SYNJ2","SYNJ1","TJP1","CABIN1","FOXO4","ARHGEF12","OPRM1","HDAC6","GRM1","PSME4","PSMC5","PLA2G6","NTSR2","PROKR1","S1PR3","OSBPL1A","KIF15","KIF3C","MLXIPL","CACNA1G","CNKSR1","ACVR1","PHKB","TTF1","SMAD1","UTRN","BDNF","MAP2K4","RPA1","NCKAP1L","ITGB2","ARHGAP5","IL4R","SMPD1","TSC2","SLIT2","ROBO1","LAMA2","UGCG","OR2T33","OR52K1","OR5D14","OR56A4","OR6P1","OR5T3","OR3A1","OR5L2","OR56B1","OR10T2","OR5AS1","OR4P4","OR2A2","OR7C1","OR6C4","OR10K1","OR5M9","OR51E1","OR13H1","PRKD2","PTH","GPR20","GPR83","RXFP2","PLA2G2C","POMC","CSNK1G3","JAM3","PDE4D","PKIA","CDK12","SHB","ATM","TXK","CACNA1A","ARAP2","PIK3C3","MKL1","RALBP1","RBL1","SEMA4D","PLXNB2","KCNJ3","PLD2","AXIN2","KLHL20","CCR1","DDIT3","TAS2R16","OPRD1","SSTR1","CXCL1","BMPR2","PCBP2","PRKAA2","WIPF1","WIPF2","CD2","IGLL5","KCNB1","RAP1GAP2","DYRK1A","EPHA3","SOX9","FGD1","EPHA7","ASAP2","ARHGEF18","COL18A1","GTF2H1","PLCD1","RYR1","BRCA1","PLD1","UBE2M","P4HB","RXRA","FLNB","RGS9","MAP4K4","SPP1","GP6","DLG2","BID","NT5C2","SCN2A","IL18R1","NOX3","SCN10A","SPRED3","MYO9B","FES","MYH14","TAS1R2","KPNB1","PIK3R4","TLR2","SCN9A","PTGS2","KCNQ2","MUC20","ZFYVE28","MYF6","TRIM5","MIB1","CSTF1","ARFGEF1","NRXN2","NRXN3","LMOD1","MYO5A","PARD6B","RGL2","C6","CTNNA2","DOCK2","PLXNA1","RASA3","ARHGAP22","CHN2","GMIP","ARHGAP30","SYDE2","PLEKHG5","ARHGAP19","ARHGAP32","OBSCN","ARHGEF11","SEL1L","DIAPH1","MTA2","CHD3","CDRT1","CBX4","HIST1H2AA","XPO6","NR2C2","CUL7","RGS12","GPSM2","PTPN13","RAP1GDS1","POLR3E","MAP3K9","ASH1L","GRIK2","POLR3A","APBA1","SPAG9","PTPRF","USP9X","UBTF","NOD1","HIPK2","MALT1","CTSO","SHANK1","SHANK2","POU4F2","CTTNBP2","NLGN4X","SGK2","MTMR7","MTMR1","ITPKB","LNPEP","RNF2","NUMA1","MYF5","HSPA6","PPP1R3A","CCDC129","GABRA1","EOMES","MOCS1","MYO6","NDUFV3","NFATC4","LPIN3","RTN4","ERF","MYT1","KIF21A","PDS5B","LTF","RAD21","COL4A2","MAPK8IP1","PDE7A","SYNE1","CNGB1","F10","CARD9","PHF21A","PHC3","SND1","CDC42BPA","CEP170","MEN1","PTPN23","KIF6","KIF1B","COL7A1","BACE1","PKD1","ATP6AP2","ARHGEF10L","TRRAP","RLBP1","CDC25B","WNT16","RYR3","CASK","COL6A1","ENPEP","XAB2","DYSF","SKIV2L","KPNA4","ANXA2","NEFH","TAOK3","TAOK2","COL1A1","RIMS1","TPR","VSIG4","PDCL3","CR1","BBS12","TMPRSS2","PHLPP1","KIF5C","PFKFB2","PFKP","MAGI2","SMG1","LRRK2","ZFYVE9","DHX9","GALNT1","DHDDS","PER2","COL6A6","SMARCC2","SMARCA2","GPC5","ATG3","CHERP","SRRM1","SRSF6","IDE","RGP1","KCNN3","PCK1","WBP4","SEC22C"
"Interaction between L1 and Ankyrins",0.919468389007595,0.919687688339305,0.918040492123842,0.919348125753374,0.919907749953275,0.943656808174043,0.918793210624788,0.919739449961744,0.892173673285886,0.921488034552936,0.918323486267732,0.920475133173351,0.91951175788214,0.919527496566323,0.929333169545075,0.919085465120796,0.917649911709177,0.91949218949155,0.920035352581893,0.919609752704614,0.919845163842183,0.91328264527998,0.944476048592006,0.919327324354214,0.918916339522586,0.919369267735431,0.918041691426915,0,0.891953162534769,0.945019827054137,0.94410207640778,0.919753241032409,0.921478479963067,0.918355993971711,0.944731514882637,0.912555138046231,0.918649691034407,0.920019653719109,0.918743491584533,0.918857818897885,0.944591932472184,0.918241884746008,0.921408910925329,0.919412620650881,0.919762174260774,0.91927673954116,0.919092080824009,0.918215178460858,0,0.918674612090901,0.938444965202908,0.920874537967704,0.938685308359412,0.920243163683694,0.860007622071107,0.919845163842183,0.918609182787923,0.91659388456674,0.919831506984066,0.919691491622023,0.919691491622023,0.919691491622023,0.919655821620316,0.897232207000324,0.91971850478914,0.916716031700598,0.919936543384016,0.891795681745946,0.944351261495684,0.894375942547435,0.921316562248607,0.920906588985377,0.918341952435355,0.92094271623261,0.893746355605672,0.919970715054507,0.920259262665497,0.921834976507667,0.919007278488242,0.945099334594512,0.920924533124421,0.920092527257958,0.920214626057092,0.920573272136747,0.892069335770256,0.891873883049409,0.92096117773997,0.892649581680797,0,0,0,0.892796363323174,0.922014530045574,0.921408910925329,0.9211195883308,0.894245408432151,0,0.91912161792249,0.920224349068768,0.920073570121501,0,0.894672866512825,0.894672866512825,0.89423943399874,0.919939539422046,0.919085465120796,0.913015360853185,0.921703784006515,0.921603914208052,0.920924533124421,0.920297860126625,0.921333771184269,0.919929341759253,0.893117914399066,0.920545831770396,0.922112250331135,0.892598678709332,0.91983798749104,0.920256857406873,0.919695068489247,0.920720531067609,0,0.920256857406873,0.921594572618945,0.920962142144784,0.920720531067609,0.921018253712594,0.920518991075763,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0.922247226918759,0,0.895055128370116,0.895055128370116,0.895055128370116,0.895033082620132,0,0.893840393851622,0.922965343356865,0.893976983159617,0.920121256522428,0.922897979629359,0.921134514210798,0.921000961510802,0.919944391402466,0.921422139711897,0.920033640371329,0.921000961510802,0.920342993247423,0.894405038876385,0.920573272136747,0.921550856384837,0.894084275037212,0.894202287203064,0.921380082690424,0.919722855718932,0,0.89107629007977,0.894169756907463,0,0.894325624442747,0.8943129635658,0.8943129635658,0.894275690069621,0,0.917544774967269,0.921181615769718,0.920545831770396,0.92068962562525,0.92198277881512,0.892834003685578,0.922152181418446,0.922464856279379,0.922618330382081,0.921429857485131,0.923322410568493,0.896998717556707,0.921485366054053,0.921819146686354,0.893660087783241,0.921150020568307,0.918877039875381,0.920854274693509,0.921605065830215,0.919672541622615,0.919504133332288,0.891106129714379,0,0,0.921015030261259,0.896714008891554,0.922146651891014,0.921983624603215,0.92081825135317,0.920025162131495,0.921639885037648,0,0.945596435652097,0,0.894333479704216,0.947605654219948,0.920058690517875,0.892985158206827,0.92081825135317,0.893382666392925,0.898790216113356,0.892692051112592,0.920306142165785,0.893663096836118,0.82616093385295,0,0.945997563174473,0.920194035574971,0.923158778439726,0,0.921376749471553,0,0,0.922350864041128,0.894337269182632,0.894337269182632,0.893878585886974,0.919712406171801,0.894029415208393,0.922570715371826,0.921220430748587,0.893446933232924,0.894849367237677,0.920630066593252,0.921540151877748,0.894141805269936,0.894141805269936,0.894141805269936,0.894141805269936,0.894141805269936,0.894141805269936,0.894141805269936,0.894084275037212,0.893832274380818,0.893663096836118,0,0.893550194769174,0.920948491594585,0.920948491594585,0,0,0,0,0.894959260251745,0,0.898790216113356,0.897932661824241,0.921603914208052,0.897208738816528,0,0.895588397589083,0,0.89641526079764,0,0,0.894056816223326,0,0,0,0,0.923595223128577,0,0.89439629296506,0.895060995987472,0.895060995987472,0.924748740064526,0,0.894927116643738,0.921334422986838,0,0,0,0,0,0.89374470654324,0,0,0.920742071576694,0.895503408542473,0.921096186485155,0,0,0.920956887231259,0,0,0,0.894333479704216,0,0,0.919536539313744,0.892141696863639,0,0.891626881907216,0.920606881433667,0.922187231912361,0,0,0.920742071576694,0,0,0,0,0,0,0.894459736414826,0.893461653964633,0,0.919553059924551,0.919553059924551,0.918893256081694,0,0.921156668418283,0,0.897208738816528,0,0,0,0,0.921700111330528,0,0.920679129948807,0,0,0,0,0.920713089813756,0,0,0,0,0.920525275074773,0,0.918649691034407,0,0,0,0,0,0,0.922350864041128,0,0,0.918740935972717,0,0,0.894672778338848,0,0.920337047608144,0,0,0.920621006080752,0,0,0,0,0,0,0,0.921359420091604,0.920401314448143,0.921528576760632,0,0,0.919712406171801
"Phase 0 - rapid depolarisation",0.910274555607464,0.910796586329876,0.910272967629741,0.911763560684623,0.936169401338056,0.935080576734595,0.911201355908189,0.910849027919359,0.911817782933141,0.912620582808613,0.910398772662389,0.911594375440451,0.911763560684623,0.93578415274888,0.934281912981104,0.911170761257881,0.936035358475185,0.911909516917462,0.912294033591114,0.911862842817011,0.91137148939208,0.911495459893827,0.936181911065016,0.911742486027687,0.910445111162303,0.911784980398528,0.910439964371248,0.911311638372399,0.911594375440451,0.911547208999308,0.910617402312884,0.911057436009835,0.911606434642418,0.909562887844966,0.911255109412234,0.909562887844966,0.910729262621074,0.91132734842932,0.911539504826857,0.910150251153951,0.911113693376122,0.909526225777248,0.912540419772722,0.911828902819963,0.935486492099229,0.911691236706756,0.911504152218616,0.934454595364181,0.911585070266899,0.910324504573076,0.910763035337375,0.937148889572403,0.936220181332982,0.936509221234125,0.936233193580937,0.910656279948239,0.910688222237627,0.91235970806905,0.911136730102909,0.910994875427735,0.910994875427735,0.910994875427735,0.910958736846712,0.936300294565182,0.910827807600297,0.912483459789891,0.91235970806905,0.910487052110439,0.910869860823058,0.913098202254976,0.912446857956732,0.912446857956732,0.909863178633654,0.911532679719141,0.909798943373213,0.936233193580937,0.936525531700355,0.913701939412763,0.911806756969728,0.912342970435082,0.913360676546047,0.936356605971554,0.911690663707048,0.913004801215078,0.911909516917462,0.91012746762709,0.911356947892989,0.912411279727883,0.911159145979502,0.910754511053263,0.910720952291376,0.911414773644668,0.937353077096263,0.912540419772722,0.912662655370076,0.91030455201188,0.912216410902371,0.935372942276395,0.9113402969081,0.911187537251763,0,0.910502054772774,0.910502054772774,0.911013708539108,0.910529081361819,0.909663787505412,0.909391002179882,0.91240035337796,0.913333772881885,0.912409896475297,0.9104103055823,0.912298511273963,0.912186630156297,0.912774428078657,0.912977000378095,0.9132529986033,0.91235970806905,0.910948859887843,0.912684229900105,0.912115061037036,0.913153994614282,0.91132734842932,0.911733449829355,0.912728520412936,0.913398779617663,0.913153994614282,0.912559989568697,0.911999027019673,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913584184165429,0.913098202254976,0.910889338216578,0.910889338216578,0.910889338216578,0.910867002862391,0,0.909894216953473,0.914117298293652,0.91217208962581,0.936385712638279,0.913044581579536,0.912262418443149,0.913438108934651,0.91105666157526,0.912719604023149,0.937045684147405,0.913438108934651,0.936610362209864,0,0.913004801215078,0.912684229900105,0.913864819947178,0.913984382380965,0.912705648688717,0.911192433223178,0,0.910817320566821,0.910227906690221,0.912858459380947,0.91038582178086,0.910372994584183,0.910372994584183,0.910335231444368,0.911800484487379,0,0.912310138752144,0.912977000378095,0.913122683182286,0.912117358221123,0.883768358036727,0.913127672561942,0.912605768500562,0.912761258717271,0.912977000378095,0.913474588059726,0.913809239451697,0.913033238135858,0.914267042207519,0.913323723728634,0.91227812850007,0.910169724628,0.911443076366923,0.913293454245721,0.910781240638199,0.912310138752144,0,0,0.911194428743305,0.937291227444304,0.912805581264624,0.913287852079598,0.913122683182286,0,0.912409896475297,0.912774428078657,0.911192433223178,0.939344222669839,0.913166518222903,0.914117298293652,0.939445954203028,0.911532679719141,0.912751264558129,0.9132529986033,0.913153994614282,0.914673491975372,0,0.912171903111536,0.913438108934651,0.816446087545209,0,0.911606434642418,0,0,0.913239017432816,0.912207985266752,0,0,0.914243485495182,0.912207985266752,0.912207985266752,0.913241069878577,0.912521147569788,0.913809239451697,0.914077703811404,0,0.913219105696234,0.914639962788588,0.913062341752499,0.913033602310215,0.913923105926349,0.913923105926349,0.913923105926349,0.913923105926349,0.913923105926349,0.913923105926349,0.913923105926349,0.913864819947178,0.913609508881771,0.913438108934651,0,0,0.912073952139074,0.912073952139074,0,0.912157523489573,0.911784980398528,0.912662078377177,0.914639962788588,0,0.914909062602281,0.914040243043117,0.914048982325725,0.917030328274556,0.911086348301372,0.915388701419212,0.91122209334136,0.913572843187908,0.910706215112973,0.91289429943793,0.913923105926349,0,0,0.912540419772722,0.913398779617663,0.914755452486958,0.884940906669622,0,0.912705648688717,0.912705648688717,0.915924122609073,0.910262362201464,0.912570010637715,0.912464953322721,0.91275446388481,0.91275446388481,0.912464292957743,0.912683570173822,0.911885970701722,0,0.913316262136769,0.90978444204911,0.912849129740195,0,0,0.913239017432816,0.911414773644668,0.93723232061784,0,0.913239017432816,0,0,0,0,0,0.91039879958003,0,0.909877221752051,0.911428003850087,0,0.912073889772205,0.910018925004724,0.886906246665708,0,0.914534964236179,0.912262418443149,0.912216410902371,0,0,0,0.884358345896348,0,0,0,0.91023559601251,0,0.887326289862638,0,0,0.911970318856075,0,0.91275446388481,0,0.913223966628371,0.912407473738445,0.91150120145853,0,0.909947243808435,0,0,0,0,0,0.915388701419212,0.915388701419212,0,0.912763538906378,0.908566258743949,0,0,0,0,0,0,0.914479056122091,0,0,0.91338974831215,0.91012746762709,0,0.914349717503326,0,0,0,0.911448351426022,0.911442314045732,0.911570367499039,0.911749781735534,0,0.91275446388481,0,0,0,0.913474588059725,0.910701109912327,0.913103439716393,0.91132734842932,0,0.911065506875542
"Potassium Channels",0.958047802039523,0.957944594841246,0.957664847576089,0.958461208230242,0.95857167035277,0.94506141404052,0.945232302557971,0.944432228355184,0.94433791681025,0.945768626667429,0.958114165944006,0.945442276226359,0.945532664727286,0.945215396231797,0.943411005302946,0.944374346643205,0.944138472645225,0.945610642952584,0.958744617407173,0.945585706960131,0.945323197663165,0.945389429844742,0.94542790163144,0.945521405431847,0.945210379136369,0.945544108372029,0.944825523349899,0.945799183271437,0.945442276226359,0.958727726774393,0.94530242699137,0.945441465094714,0.945985363633442,0.945203218076821,0.945643126849814,0.945203218076821,0.945362189210114,0.944583859923708,0.945412961184543,0.945178703334288,0.944343857694192,0.944845313040021,0.944723991027086,0.945567574259081,0.94527827740524,0.945494025093123,0.94539407378524,0.957655522244722,0.945437304866757,0.944151961811775,0.945380232540155,0.946166425873974,0.945210970615519,0.945442572134466,0.945217922507761,0.945323197663165,0.945340263073734,0.945851160992566,0.945093896900439,0.945018109963457,0.945018109963457,0.945018109963457,0.94499880265223,0.945253771717935,0.945032731539003,0.944693559723894,0.945851160992566,0.945462520632342,0.945437304866757,0.94552995202201,0.944674004916697,0.945897721481586,0.957828020768643,0.958845819791739,0.957793702593165,0.945169246869955,0.944609675634248,0.946790166911327,0.945555742670491,0.94584221878457,0.946385935999411,0.945521233711307,0.945779771798564,0.946195806902513,0.945610642952584,0.945504849110953,0.945927269057251,0.945878713542761,0.945591857657452,0.945375678376663,0.945357749353392,0.944734446339133,0.945051798043626,0.944723991027086,0.958941556390665,0.958063827846275,0.945774603393549,0.958146156053429,0.932276125465318,0.932194512459374,0.944777963868636,0.958295200591021,0.958295200591021,0.958060594029629,0.946060353019028,0.945598063208093,0.945452325577309,0.945107964100481,0.94552995202201,0.946164027364451,0.945346322603668,0.944907685088,0.944534976239015,0.944849011740808,0.946180954094328,0.946328408241153,0.945851160992566,0.943873688077602,0.946024539244142,0.945720456458681,0.946275514608514,0.945807576488596,0.946024539244142,0.944824485221928,0.94640629285465,0.946275514608514,0.945958162904021,0.946166425873974,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.959941851614437,0.94552995202201,0.958502109710609,0.958502109710609,0.958502109710609,0.958490176878095,0.944734446339133,0.957844603226608,0.946790166911327,0.945373487368907,0.944534976239015,0.945754353375859,0.94435004608013,0.946427304840786,0.943931281947391,0.945431561873357,0.959039831095228,0.946427304840786,0.944654996977872,0.945605183599651,0.946195806902513,0.946024539244142,0.946655278438246,0.946497246941094,0.92221878904022,0.944511780450731,0.945807576488596,0.944805220126805,0.95802287950139,0.945401867571754,0.958107246837244,0.958100393810052,0.958100393810052,0.958080218565958,0.929286623195781,0.944994381448988,0.929050948385498,0.946180954094328,0.946258786238296,0.946870168733965,0.946024539244142,0.960545188370086,0.945519914157537,0.945602985986089,0.946180954094328,0.945984087601933,0.946625584136643,0.946210999543295,0.946870168733965,0.946366193676212,0.945807576488596,0.944577266885261,0.945869405017712,0.946579756201276,0.945007852786028,0.945824678208745,0.944983797799106,0.94419750048265,0.94393763468081,0.930921262074243,0.945247761641167,0.929573299152178,0.946258786238296,0.946328408241153,0.946003829925132,0.944849011740808,0.94551358838066,0.945984087601933,0.945566450346438,0.946568258276367,0.946045198766506,0.945695367653823,0.946060353019028,0.946106499606193,0.946053605973554,0.960523822580462,0.944618502219681,0.944197772782455,0.946205396205826,0.946136770489293,0.94483663645414,0.960322193592075,0.929216805479142,0.930821549254258,0.945605183599651,0.946152208008045,0.946077900485644,0.943696770894225,0.946141828286544,0.944928491443156,0.944928491443156,0.946543943864385,0.945937411271268,0.946625584136643,0.947055066093522,0.945462701600158,0.946310300698283,0.947069404385113,0.946004639736441,0.946497246941094,0.946686418165047,0.946686418165047,0.946686418165047,0.946686418165047,0.946686418165047,0.946686418165047,0.946686418165047,0.946655278438246,0.946518876563573,0.946427304840786,0.929485056415049,0.945858232206369,0.945698493717901,0.944861196826948,0.94378142380315,0.944519425781378,0.945544108372029,0.945907389068222,0.930295674561866,0.943477518709822,0.946304312090765,0.94584013864637,0.946753668586898,0.948124566655478,0.944558982606512,0.947469423681943,0.945243381689055,0.947276974728482,0.944355893565149,0.944924389453862,0.946686418165047,0.946914338638309,0.946385935999411,0.944723991027086,0.945182576289761,0.930357375809863,0.945346307188549,0.946870168733965,0.945320227299496,0.945320227299496,0.947755476516825,0.944353200996363,0.945247761641167,0.94552995202201,0.945346307188549,0.945346307188549,0.945295159998685,0.945182576289761,0.944374346643205,0.944908389729756,0.945646452169076,0.94478929632282,0.932945737466926,0.947469423681943,0.946686418165047,0.946828900164539,0.944734446339133,0.946210999543295,0.945979571247052,0.945594717388514,0.944900934379899,0.945566450346438,0.946531759951937,0.946245707117055,0.929068488961322,0,0.946304312090765,0,0,0.945845687820225,0.945086584133395,0.944847320199885,0.945271027744802,0.945247761641167,0.945789591546592,0.945799183271437,0.94455088682866,0.945635267578663,0.947977385151787,0.946648520020771,0.945750824768453,0.930144449802623,0.929077431169319,0.929077431169319,0,0.946074577864692,0.945495439011166,0.945670895288815,0.94712275872555,0,0.945845687820225,0.945346307188549,0.945002831806513,0.946631202037201,0,0,0.947055508303698,0.93228034196305,0.946178456695203,0.945646452169076,0.945255340615838,0.945579201747224,0.946245707117055,0.930695693858696,0.930695693858696,0,0,0,0.947055508303698,0.946245707117055,0.945986007741741,0.945566450346438,0.947595279077506,0.945646452169076,0,0.945346307188549,0.945320227299496,0.933403570141525,0,0,0,0.932484427771019,0.931460275723003,0.930503244905235,0.933441070829546,0,0.933209209363329,0,0,0,0.932524913232388,0.932365095356343,0.932313678191935,0,0,0.92408199921986,0,0.932572286054178,0
"NCAM1 interactions",0.928072734578912,0.899260467410015,0.898641966248639,0.900402662601438,0.899294151370415,0.927944844542295,0.928322666811443,0.896783193665121,0.899976086112706,0.900570172484771,0.899635376969663,0.900202820101577,0.899912038507699,0.898472418340994,0.89841737527036,0.90054725395717,0.926758633454304,0.93145918524998,0.900538635893657,0.929104018625724,0.899448921835742,0.900085980537885,0.929245746443343,0.899887145012131,0.898567045831345,0.90042796368011,0.898839223677644,0.900991916008412,0,0.900501291914673,0.899893623462211,0.898152432815266,0.900217064494339,0.899674279659752,0.900646886440528,0.899674279659752,0.898902687028292,0.900519848716499,0.899014940226306,0.899620079320315,0.900479845075219,0.897163566824051,0,0.900479845075219,0.899840230457424,0.900317233138557,0.900096247957623,0.897498282191051,0,0.897607600851472,0.900065645956364,0.901313238998585,0.900706868037496,0.927781163496257,0.900722238173189,0.928523629377043,0.898854209911605,0.901106835025999,0.899065903000294,0.898898343512217,0.898898343512217,0.898898343512217,0.898855656430325,0.900801498208544,0.898452536983698,0.901253011209246,0.901106835025999,0.899402769877764,0.900191828781658,0,0,0.90036496777642,0.897879664069159,0.900762387115507,0.898926855459856,0.929306321620751,0.929651632944294,0.902338100684259,0.900453686280496,0.900596440351024,0.901444375098262,0.900377389444054,0.900948998632579,0.901868822441483,0.898855656430325,0.898621753825851,0.901275104504419,0.901167751740536,0.899410467511258,0.89893251060913,0.898892870823164,0.900852784492566,0.900325640028299,0.900829668546679,0.900111942900517,0.898401016623915,0,0.899706104809735,0.898183290762754,0.898002850253598,0.899720212285652,0.900035631604378,0.900035631604378,0.898672124149944,0.901569343609397,0.90054725395717,0.900225038496563,0.901306498423835,0.933923996611535,0.901798560159599,0.898804190560217,0.901230371246347,0.899182984044882,0.899877294040955,0.900991174791608,0.90167137040754,0.90061621093226,0.899440333737221,0.901490161918923,0.900327232571883,0.901200241313889,0.901010472810238,0.900999537825184,0,0.901843567708107,0.901554426375226,0.90049859943123,0.901313238998585,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902323523976294,0.902611590565128,0.899140357774119,0.899140357774119,0.899140357774119,0.899113975136331,0,0.897916326695705,0.900643691813246,0.901036872079763,0.927635274493532,0.901830174769221,0.896601494542746,0.901890023704096,0.899077045563397,0.90116527064848,0.930266039749304,0.900509584411902,0.899448341299871,0.900729328261139,0.899997759055549,0.899770751478258,0.871381904498727,0.871523132274083,0.901285793252549,0.900360486165726,0.900165663655163,0.899284958799699,0.89831048276703,0.87124621047049,0.898497012902288,0.898481861350137,0.898481861350137,0.898437255330858,0.899849933168732,0.89981419795512,0,0.901835983946683,0.90200806524088,0.901640377696965,0.901490161918923,0.901023297962814,0.903446076833643,0.901581148762717,0.901345359852944,0.904118146003165,0.901466294045571,0.901411788188069,0.901488724751696,0.870742758800722,0.9295945562578,0.89710386346415,0.899427760817876,0.902209780918789,0,0.899328873047607,0.899189157145614,0.92950396463233,0.868227624369885,0.901971993334913,0.901355245525712,0.901712539516974,0.90200806524088,0.933060082248314,0.867558982861003,0.901106080387882,0.899498375189351,0.90224553539114,0.902692285745596,0.871680133248917,0.902380647797835,0.900762387115507,0.901569343609397,0.90167137040754,0.900325640028299,0.903610220088127,0,0.898437451360638,0.898658380972324,0.90258310631646,0,0.902756282520427,0.900924357546108,0.904472331064502,0,0.930356511856923,0,0,0.903102294173089,0.901772428409361,0.901772428409361,0.901793719167587,0.901297528212994,0.901099618675019,0.90238814366084,0,0.901631335927531,0.903309659794775,0.901446165533049,0.902535284770761,0.871450752203746,0.871450752203746,0.871450752203746,0.871450752203746,0.871450752203746,0.871450752203746,0.871450752203746,0.871381904498727,0.871080329726043,0.870877871207418,0,0.870742758800722,0.90076929861923,0.90076929861923,0.89923634403648,0,0,0.901615649368854,0,0.899166072765613,0.903839888740213,0.902813634509354,0.902611590565128,0.875121019576793,0,0.873181921304871,0.899420846265797,0,0,0.90258310631646,0.902462904700425,0.90296682053794,0,0,0,0,0,0.90335978813763,0.871135751732245,0.871135751732245,0,0.898781092006271,0,0,0.900976778648254,0.900976778648254,0.900863695875795,0.902334191801846,0,0,0.902514978982555,0.900974053876892,0.901177016561915,0.904684697895288,0,0.903268546287227,0,0.901411788188069,0,0.902754782150495,0.8999920912761,0,0,0,0,0.898942252555116,0.871791985020389,0.898326162082658,0.929401940113184,0.903309659794775,0,0.898019383645018,0,0,0,0,0,0,0.874304987722898,0,0.901517441147141,0.902975312686262,0,0,0.92890131658612,0,0,0,0,0.899802077285453,0,0,0.868765819488936,0.902323523976294,0.90200806524088,0.929435193707026,0,0,0,0,0,0,0,0,0,0.931651537867494,0.902428651289154,0.900025753446319,0,0,0,0,0,0,0.903102294173089,0,0,0.903676259046407,0.898621753825851,0.900123016521031,0.903457444631679,0,0,0,0.900758901503075,0.929401940113184,0.901297528212994,0,0.900038005828879,0,0,0,0,0.901915811217114,0,0.869358152480317,0.900519848716499,0,0.898849552037308
