"","TP53","KAT2B","ACACB","CSF1R","HIF1A","JMJD7-PLA2G4B","PLA2G4A","NCOR1","ABL1","HDAC5","F8","HSPG2","ACTN2","TNRC6B","TNRC6A","ACTN4","ITPR3","CTNNA1","RELA","HCK","PLCB3","ITGB1","PDGFRB","NCOA1","ITGA1","IL2RG","SMAD4","FLNC","NOS3","LRP2","RBBP7","CDC37","FGF18","CHD9","FGF20","MPL","KLRD1","ANGPT2","UBQLN2","STX5","TUBA4A","WASL","PIK3C2A","CUL1","DCTN1","AAK1","HIP1R","ACTR3","STK11","EPS8","INPPL1","ROBO1","IRS4","ANK3","LPAR1","AKAP9","GPC5","CHUK","TLE2","KL","PSMD2","SNX18","SNAP91","FNBP1L","LDLRAP1","CABIN1","HLA-DMA","KIF26A","PLXNB3","HK3","SLIT2","DOCK4","ATIC","ABCA1","HAUS6","NINL","RANBP2","PSMD1","IL1B","STAT4","IL12RB2","TCF3","CLIP3","PIK3R4","VCAN","COL6A1","EPHB4","EPHB2","DLD","RAB3A","SH2B3","TUBGCP2","GLI3","WDR19","ITGA4","CEP97","NPHP4","FLNB","FLNA","DMD","ALDH1A3","MITF","DDIT3","MYO18A","TNS1","TIAM1","PRMT5","SH2B1","CTSC","USP7","TBXA2R","JUP","MUC16","BRCA1","BUB3","MED13L","MED4","MED13","MED9","SPEN","NR1H3","PDE6B","RLBP1","ITGA3","ITGA11","ITGA9","PSEN2","CTGF","TACR3","GRP","ANXA1","AKAP13","ALDH1A2","RYR2","GRIN2A","PDCD1","OXER1","TAS2R43","TAS2R10","TAS2R19","NPW","HTR1B","GABBR1","CNKSR2","SPHK1","ARAF","THRB","THRA","EXOC5","DCC","DSCAM","PPP1R14A","MUSK","ACTL6A","GLUD2","PREX1","FUT1","ARHGEF1","ST3GAL6","GGT5","MYO5A","MYO9B","TRRAP","CDK12","PTPN23","FMO1","FMO5","CSNK1G3","ALDH1L1","TNR","IGFBP3","MUC15","MUC5B","MUC17","GALNT3","GGT7","PAPOLA","CUBN","SMAD6","MYL1","NOX1","CYBB","PDE4D","CACNA1D","RGS14","SCN5A","ITGAX","OR10S1","OR2L2","OR5AU1","OR2T10","OR1J4","OR4C46","OR1D2","OR4C15","OR7D2","OR4A5","CACNA1B","KCNQ1","KCNJ9","KCNJ11","CACNB1","CACNG3","TRPC5","SIK2","CACNA1E","MCU","MYH11","STRADA","POLD1","FGD1","ARAP3","DLGAP4","TRIM6","TRIM17","PPP2R3B","GBP1","OAS3","HLA-C","THBD","HOXD4","MYO10","PHF21A","OBSCN","ROR2","ARHGAP44","ARHGAP28","ARHGAP31","ABR","ARPC1B","MCF2L","DNAH3","ANAPC2","ANAPC5","RFC4","VPS37B","PKN2","BRPF1","FAHD2A","ACVR2B","SMAD9","MIB1","KCNJ4","TGFB1I1","MADD","LDHAL6A","PTH2R","GPR84","SF1","HNRNPL","CD2BP2","SRRM2","CSTF3","ABLIM3","CEL","RAPGEF2","RASAL2","LAMA1","NFKB2","KCNQ2","TNIK","APBA3","PBRM1","PLXNA1","KCNQ5","IRAK4","MAP3K10","GRIK2","TEP1","SCRIB","PREX2","HSPA6","LEMD3","DOCK7","NOXO1","DOCK2","NUPL2","ZC3H13","PLCH1","CNIH2","HIF1AN","ADAMTS16","ADAMTS18","ADAMTS4","RPS24","ATP2A3","BCKDHA","OGDHL","NFYC","TTN","MYBPC3","PPFIA4","AKAP11","THBS2","PPAT","GK2","CYP7B1","ALAS2","GYG2","MRPS9","MRPS2","THBS4","RGS3","RUNX2","PRNP","TAS1R3","RGS12","RGS6","HIC1","E2F7","RAN","NR3C2","TLR3","RORB","RBM14","SAFB","LIG1","COL5A3","ERCC8","MAP3K12","KCNN2","ENAH","NALCN","MMP13","COL8A1","TJP2","ATP6V1B1","EEF2K","IGFALS","DNER","CHRNA4","PRPF4B","MYH1","ASCC3","GLYR1","TGIF1","SAP130","GAMT","SDHA","SCLY","NDUFB7","FER","UBE2K","MARS","IFT172","ARSJ","PDHA2","PCDH7","KIF21A","FBN3","RDX","IFNAR1","WDR33","EP400","GTF3C1","HCFC1","TOP3A","CTTNBP2","TAOK2","CNTNAP1","BACE1","SCNN1D","SERPIND1","C9orf3","LINGO1","ASAH1","TCTEX1D2","DNAH17","DNAH7","KANK1","LRFN4","SIPA1L1","SPATA5","ZC3H18","UPF2","SUCLA2","CHRNB3","ELOVL7","TPO","NCAPG2","TAX1BP1","EXT1","EEF1A2","HERC2","KLHL11","TRIM9","HECW2","KLHL3","UBR2","RNF25","HECTD1","LRR1","FBXO31","NDUFA5","UFM1","PPFIA1","ARHGEF15","STX11","RHPN2","GLS2","TNFRSF10D","NLRC4","CNOT7","RAD17"
"Ethanol oxidation",0.845962294333699,0.848688381111603,0.905329571195687,0.84733682753397,0,0.851618050957706,0.851091252616035,0.847658428717388,0.846538722861944,0,0,0,0,0,0,0,0,0,0.847455095826218,0.846968621508663,0,0,0.84614023865854,0.848988203857275,0,0,0,0,0.785178726375553,0,0.848065958849998,0,0,0.851996325785471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849788713508307,0,0,0,0,0,0,0,0,0,0,0.851101638748644,0,0,0,0,0,0,0,0,0,0.787821926961788,0,0,0.786949414960944,0,0,0,0,0,0,0,0,0,0,0.852049894008678,0,0,0.847574588733283,0.847147078640133,0.851409513851993,0.788956322217131,0,0,0,0,0,0,0,0,0,0,0.908561538318424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850744707669037,0.850399770303279,0.850399770303279,0.850837654136237,0,0.852180285633424,0,0.856532712530206,0,0,0,0,0,0,0,0,0,0.908561538318424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851640308082615,0,0.851409513851993,0,0,0,0,0.849659705217345,0,0,0,0,0,0.859511363460541,0.859511363460541,0,0,0,0,0,0,0,0,0.849955974817677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853260586869629,0,0,0,0,0,0,0.852781534413357,0,0,0,0,0,0,0,0,0.849716586440713,0,0,0,0,0,0,0,0,0,0,0.849788713508307,0.856139599325726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853401162878492,0.849551967572381,0,0,0,0,0,0,0.792489351780082,0.791923668723169,0,0.854200527223927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854485201564046,0,0,0.793660392597496,0.853906500883641,0,0,0,0,0,0,0,0.909875540545325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852896675855027,0,0,0.90996980500607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase 0 - rapid depolarisation",0.87660785824882,0.878333457843174,0.877132221116397,0.8785621328546,0.878001550413544,0.878791938863358,0.878458478090187,0.878291354925662,0.879107044889917,0.914909543297514,0.876962696925093,0.87820521581391,0.913720260963305,0.878878153174812,0.878820235332508,0.87868195554971,0.878757936327406,0.878882824508196,0.877552794290776,0.879379168630219,0.913178668286568,0.877796645497152,0.878854806338553,0.877127258514038,0.878454137035455,0.878694718081376,0.878387391293957,0.916470177684373,0.914559740414175,0.877723000202668,0.877939467596478,0.879630307479437,0.879198468146018,0.879031384978808,0.878791938863358,0.878682862918527,0.881420565434543,0.839148774939999,0.8785621328546,0.877709712982087,0.877324512069932,0.87835485333729,0.877294017998078,0.875460326878064,0.877723000202668,0.878121425727164,0.877556984130228,0.878594890852357,0.880554421160579,0.883003332771595,0.879421319476618,0.88111710407488,0,0.915101727666681,0.877121885454153,0.914343900913195,0,0.875355275124453,0.881026293139846,0,0.875815294773646,0.87820521581391,0.878188161646961,0.878188161646961,0.87817125822855,0.916647478742175,0.877132966698952,0.876080229509722,0.882531477560813,0,0.881476510382517,0.883468449348918,0,0.880530491895688,0.877946970921838,0.877946970921838,0.877879408468834,0.875924381215594,0.879502064763344,0.879343988406499,0.878322518865006,0.880080524722108,0,0.879675145311524,0.843241824646359,0.878690385619127,0.879762742919003,0.879492131121425,0,0.880370457046173,0.881748731159983,0.878458478090187,0.879325105267978,0.877546218894969,0.879188001258774,0.878258046728492,0.878115642962127,0.916556667807141,0.916512909155873,0.879740494007496,0,0.880764789818939,0.880683183591509,0.880389928589495,0.882079169251918,0.879926315416977,0.880274138835221,0.882716752293934,0.877789066647895,0.878344508347087,0.878409387713937,0.881071130971933,0,0.876237315347709,0.876072603307214,0.878848968743523,0.878630625078437,0.878630625078437,0.878907803402564,0.881607347111186,0.880197939050998,0.878554904837312,0,0.879342956582247,0.879696768338696,0.879434811342571,0,0.88045881883916,0.87723574221978,0.877198905191949,0.876148492557114,0.881593924711407,0,0.915408484868366,0.916124828473722,0.839470662882034,0.87705272609739,0.87705272609739,0.87705272609739,0.87705272609739,0.877043286835249,0.877033892527802,0.87694232883464,0.880024579774134,0.879096414655709,0.878968564127758,0.88111710407488,0.88111710407488,0.880778231431367,0.880939803017078,0.882637924740916,0.88243117243817,0.882336323377569,0,0,0.880939803017078,0,0.881071130971933,0,0,0.880187924523767,0.880525794474793,0.879379168630219,0.874350695701643,0,0,0,0.879375197668392,0,0,0.880764789818939,0,0,0,0,0,0.872608397781082,0,0.880323608046749,0.878912987127433,0.88243117243817,0.882001174446079,0.915227143005991,0.914514596011489,0.88224877286819,0.919304761493185,0.881366309350715,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.881748731159983,0.915506166664498,0.880197939050998,0.88045881883916,0.880713048612741,0.918081990599498,0.915003206447433,0.913931804332974,0.880500675971835,0.915957745306511,0.914127355969338,0.880559804382548,0.879090074148814,0.877198905191949,0.882079169251918,0.882001174446079,0.88094033771716,0.879767196748657,0.879767196748657,0.915804513502516,0.879224030446852,0.878521244611017,0.8778186562382,0,0.879461246101942,0.881313640695565,0.879808044715775,0.881785914249904,0.881785914249904,0.882246354041234,0.882246354041234,0.882246354041234,0.882246354041234,0.880459599450776,0.882160775479348,0,0.875295192434763,0.875295192434763,0.877162752488339,0,0.882751339506727,0.881854804499569,0,0.839187241853497,0.88111710407488,0,0.880530491895688,0.884744096244967,0,0,0.877792015598365,0.877792015598365,0,0,0,0,0,0.883003332771595,0,0.881607347111186,0.880683183591509,0,0.878300782678287,0.878844894553658,0.88329888125656,0.882819220116793,0,0.880982534488578,0.843777018647247,0.878838517785641,0.885184352723855,0.88173207973608,0.881543573220742,0.88173207973608,0.886808542474974,0.87616974852159,0,0.884744096244967,0.883869328505162,0.88329888125656,0.874671042263062,0,0.843777018647247,0.913155620962562,0,0,0,0,0.875407074600427,0,0,0,0.844250285940465,0.879581000296566,0.879135838458033,0.880735805861534,0.882904415117997,0,0,0,0,0,0.843390654110299,0,0,0,0.881748731159983,0.84078579836088,0.881110667090978,0.883002233312519,0.883693987856598,0.881286214989199,0.847114249144495,0.847114249144495,0.879075595331411,0,0.880323283507376,0,0,0,0.878878153174812,0,0.877759221648297,0,0.884194463306747,0,0.882570273555629,0,0,0.879192227946705,0.879976184751477,0,0,0,0.881241939080507,0,0.879739098755548,0,0,0.882637924740916,0.880333920608255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878435125393061,0.879117910352738,0.880244954403932,0,0.876932926870594,0.842023449619547,0.876871456203559,0.884398218972928,0.882637924740917,0,0.88010541715375,0,0,0,0,0,0,0,0.883002233312519,0.882260970203847,0.881463250141398,0,0,0.876829452024287,0,0,0,0,0,0,0,0.881902895596151,0,0,0,0,0,0,0,0,0,0,0,0,0.880735805861534,0,0.882142201917288,0,0.84952457264654,0.847460126416534,0.845719362943162,0.844309954882974,0.842903954695334
"Phase II - Conjugation of compounds",0.790362479563703,0.791188185369512,0.790795098530211,0.772171487702296,0.793763383461895,0.814881536066469,0.814721973849766,0.791168038967331,0.755996612182906,0.791688561859449,0,0.77519496971563,0,0.792116808421811,0.792089094519463,0,0.791325268513623,0.755531474113252,0.790814634964362,0,0.773463361966953,0,0,0.808572231286897,0,0,0.79121399272574,0,0.773949907901967,0,0.790999659575235,0,0,0.80948336286232,0,0,0,0,0.791734056584171,0,0.791307354006076,0,0,0.790481365862771,0,0,0,0,0.792542740954515,0,0,0,0.791460461348685,0,0.770911064298784,0.754939392639387,0.775696664040022,0.770821363808489,0.792476717046167,0.825460139060196,0.77064407581157,0,0,0,0,0.79252017041538,0,0,0,0.792613596648135,0,0,0.773358428925395,0.79290745862795,0,0,0.753867774404026,0.770696274078622,0.792415352430889,0.792339712307865,0.772153556154733,0.792692147666552,0.772850116411413,0,0,0,0,0,0.793020134908113,0.791934512739323,0,0,0,0,0,0,0,0,0,0,0.809615012701617,0.773322191864093,0.773283142981606,0,0,0.755496891156206,0.792116808421811,0,0.75549323662253,0.775192752839137,0,0.755560097021369,0,0.755291420269638,0.75411609396247,0.7921028435632,0.791998365309662,0.791998365309662,0.792130996165757,0.75691809148828,0.792748330858393,0.772905209387958,0.792201366283617,0,0,0,0,0.79287316280458,0,0,0,0.756294848388426,0.824941720743207,0.75544880001027,0,0.773201049520039,0,0,0,0,0,0,0,0,0,0,0.79252017041538,0.79252017041538,0,0,0,0,0,0.791715187103677,0.809597439498886,0.75598184873168,0,0,0,0.809563312777509,0,0.75578374410872,0.791688561859449,0,0,0.793148957000835,0.793148957000835,0,0.773744658443856,0,0,0,0,0,0,0.759047476672595,-0.0137633763618997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772256358528515,0.756527039700737,0.756489718896876,0,0,0,0.791015738312859,0,0,0,0.774139740823633,0.79239582055002,0,0.772239813284581,0.756386716094648,0,0.75660703824248,0.75660703824248,0.75660703824248,0.75660703824248,0,0.756566088583223,0,0.735870453910235,0.735870453910235,0,0.792369299816747,0,0,0.776024472571058,0.773011410429034,0,0,0,0,0.772491159647677,0.773810038970043,0,0,-0.0137633763618997,-0.0137633763618997,-0.0137633763618997,-0.0137633763618997,-0.0137633763618997,0,0.774901038084815,0,0,0,0,0,0.774034061903431,0,0.792777868326392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754354689750635,0.792361931262693,0,0,0,0,0,0,0.737771716098443,0,0.773925730521808,0.792212336304708,0.758315194034538,0,0,0,0,0,0.793004633854274,0,0.792158315622502,0.775788970877195,0.793488769774542,0.738244318825578,0.737812747865429,0,0,0,0,0,0,0,0.758528458605552,0.758528458605552,0.754440154254191,0.795243544798252,0,0.794466363978542,0.792980522170704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793529713166611,0,0,0.774975605731111,0,0.755543644245212,0.776518924082653,0.793060520712447,0.791800467837093,0.792064964780857,0,0.771726635927136,0.773937109639129,0,0.773424512333991,0,0,0.755471866384864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774613104875281,0,0,0.79329421147275,0,0.738452328971078,0,0,0.793880752193273,0.775782209468724,0,0.77303834891496,0.776925910731914,0.739760686881465,0.736067104851167,0.736213684764117,0.736213684764117,0.736213684764117,0.736213684764117,0.736213684764117,0.736213684764117,0.73621000796871,0.736199061827228,0.736195440830096,0.79212409902343,0.792679692203252,0,0,0,0,0,0,0,0,0
"O-linked glycosylation of mucins",0.911573219109189,0.88734801404545,0.911924433441606,0.913585532399967,0.888060725697191,0.888411808037565,0.888188458502198,0.887319813825752,0.91324715565583,0.888048423320558,0.912937121227682,0.88768293343746,0.912632849679573,0.888647867679644,0.888609074741437,0.912962433990605,0.913716680103663,0.913096974518778,0,0.913429422104686,0.912270094949664,0.912369459929478,0.913078208158009,0,0.912809842851255,0.912970982238996,0,0.888530100908903,0,0.911157928610554,0,0.914532653799427,0.914243411039163,0,0.913971120761864,0.913898062508667,0.91479673443773,0.914760394118002,0.887921993805624,0.887455275211488,0.887428936531034,0.91274334337174,0.88707261994584,0.886358633152652,0.911670628734792,0.887626811463157,0.88724875269715,0.887240580112232,0,0.915856860178943,0.914392675195998,0.914593478285477,0.914954194687383,0.887998833035495,0,0.887491246335957,0.88838518737053,0,0.8891516550153,0.888558739795313,0,0.88768293343746,0.88767151068381,0.88767151068381,0.887660188900404,0,0.888550970327924,0.887845854821109,0.915540815082886,0.913612424004826,0.91483420594605,0.916168391788638,0.888973330609712,0,0.887845854821109,0.887845854821109,0.886865581225483,0,0,0,0,0,0.88983388374645,0.88900337312018,0.912526074570571,0.912000086182715,0,0,0,0,0.915951558158878,0.888188458502198,0.887833898144137,0.88875646603616,0,0.888054211073088,0.887958830093941,0,0,0,0,0,0,0.888558739795313,0,0,0,0.916599931484581,0,0,0,0,0.93908252584936,0,0.887213170141874,0,0,0,0,0.890475861394816,0,0,0,0,0,0,0.889573195903255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938983601605291,0,0.93867086296257,0,0,0,0,0,0.915776452141853,0,0,0,0.890138685432824,0.913325672380334,0,0.939129695773196,0.939129695773196,0.939129695773196,0.938558373706005,0,0.885638366269155,0.89077335905912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889394881963083,0,0,0,0.888915410636862,0,0,0,0,0,0.890475861394816,0,0,0,0,0,0,0.885977722672391,0.885774258881415,0.885759273004521,0.885729805973194,0.885598216207093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891218932700454,0.912922129324422,0.912922129324422,0.912891336883425,0.884592849580898,0.891055898869335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885254382127259,0.885363107390703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889262215691494,0,0.912299771800809,0,0,0,0,0,0.913325672380334,0.91091891210877,0,0,0,0,0.890787393004511,0,0.888358179640684,0,0.887360935125963,0,0,0,0,0,0,0,0,0,0,0.888887445061689,0,0,0,0,0,0,0,0,0,0.887343954527391,0,0,0,0,0,0,0,0,0,0,0.914997021341389,0.88906575900186,0.889733208873067,0.889733208873067,0,0,0,0,0.88824045306719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APAP ADME",0.754895070172181,0.705107207948132,0.705568736719782,0.704359738443189,0.809612355766067,0.757606084629707,0.757129935272563,0.705047089101418,0.706211814560472,0.706600380636104,0.757802714980406,0,0.757154051432521,0.707878310521893,0.707795609509963,0.757856678181061,0.758396770322352,0.704823796786439,0.703992496778105,0,0,0,0,0.757630053866051,0,0,0.757436069245024,0,0.758352745950817,0,0.704544628425205,0,0,0.758831009156514,0,0,0,0,0.758117182121269,0,0.756843859636478,0,0,0.702997988981979,0,0,0,0,0.70914933511546,0,0,0,0,0,0,0,0,0.699392765720869,0.708952313275543,0.708626002054474,0.698863720891167,0,0,0,0,0.709081982405518,0,0,0,0.704635205970676,0,0,0,0.710237688544819,0,0,0,0.699019485656878,0.708769195224669,0.708543477653827,0,0.709595179447278,0.705446763137332,0,0,0,0,0,0.758288406164124,0.759366175244482,0,0,0,0,0,0,0,0,0,0.708621760734221,0.758748485292547,0,0,0,0,0,0.707878310521893,0,0,0,0,0.704909210361034,0,0.704107452493417,0,0.707836638009517,0.707524864619267,0.707524864619267,0.707920648146044,0,0.709762835620713,0,0.711657179762842,0,0,0,0,0.710135346432836,0,0,0,0,0.758748485292547,0,0,0.706382927894112,0,0,0,0,0,0,0,0,0,0,0.709081982405518,0.709081982405518,0,0,0,0,0,0.706679832985068,0.807316147720865,0,0,0,0,0.81523600530389,0,0,0.706600380636104,0,0,0.712356117602104,0.712356117602104,0,0,0,0,0,0,0,0,0.660365219627415,0,0,0,0.70984113177274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708710910170024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760012810441501,0,0,0.710985068884759,0,0,0,0,0,0.704375600829447,0,0,0,0,0,0,0,0,0,0.704582765804351,0,0,0,0,0,0.706228599182731,0,0.709850978332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708609781201597,0,0,0.76561130408851,0,0,0,0,0,0,0.76019522810418,0,0.710794989217564,0.710159341668298,0,0,0,0.762559521962005,0.70834258609769,0.70834258609769,0.710282308654577,0,0,0,0,0,0,0,0,0,0,0.713767093444401,0.713767093444401,0,0.717208799571008,0,0.714889615522704,0.710455717346573,0,0,0,0,0,0,0,0,0,0,0,0.70865847584538,0,0,0,0,0.763475598073659,0,0,0,0,0,0.712460560854285,0,0.761388012412135,0,0,0,0,0,0.707920571778638,0,0.81317146072433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762772837843474,0,0,0,0,0.716668632585452,0.711132940803045,0,0.70600846745186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760939051868518,0,0,0,0,0,0,0,0,0
"Transport of inorganic cations/anions and amino acids/oligopeptides",0.745311238302718,0.746832582566854,0,0.74844393027066,0.748221811105822,0.748636862523446,0.74831242607191,0,0.747585234322599,0.748007549768965,0.746914367353789,0,0.781041213677319,0.748720743649894,0.748664393216051,0.781519966248609,0.786206485933331,0.747734253462591,0.782654061856571,0.748203940733208,0.78033678689077,0.782707908775359,0.74770699353798,0,0.783531011906558,0.747184066157108,0.746056900256865,0.749525949303044,0.784090673422908,0.784606210169932,0.784388477403452,0.74945254268964,0.749032390059286,0,0.748636862523446,0.748132734971006,0.749438141455429,0.749783357171565,0.785422633695168,0.782354486370033,0.783790164183617,0.784199273998484,0.784188837347019,0,0.747627506745424,0.784993853256521,0.784444686927098,0.784432815469895,0.78616780456401,0.751376078452392,0.749406766536368,0,0,0.748404148570007,0.782999673454594,0.783880675103964,0,0.783586876007059,0,0,0,0.785075375764129,0.785058783127591,0.785058783127591,0.785042337159941,0.750339105864076,0.749206180522402,0.748181933157935,0,0,0,0,0.787266993232846,0.786909381800943,0.784395777669181,0.784395777669181,0.746290273531108,0,0.749327770557228,0.749173972160496,0.748337702346339,0.749890575874903,0,0,0,0.748201540648471,0.748577134497409,0.748313846163627,0.787041002297263,0.822344197317521,0,0.784893442114255,0.784378409458217,0.785718527102509,0.784245015842488,0.784698434950005,0.784559885002419,0.749610098776629,0.74956752434904,0.747981028185916,0.747869024713118,0.750556322966574,0.750476925217331,0.749793602975239,0.750256412754777,0.748382333244067,0.786659966325512,0,0,0.786140763324089,0.747853752347748,0,0,0,0.746497723442855,0,0,0,0,0,0,0.785752118214387,0,0.820139408965195,0.747938485848202,0.747683618094285,0,0,0.748070075406939,0.748034235285532,0.783074312823862,0.786585828706967,0,0.784916448629866,0.78561340610163,0.750328365758598,0.783954075436948,0.783954075436948,0.783954075436948,0.783954075436948,0.783944891625956,0.783935751553066,0.783846665813185,0.749438141455429,0.748933098403635,0.748808707845727,0,0,0.786557069136108,0.749525949303044,0.751020559319786,0.751173349326931,0,0.785843353232457,0.747833293274599,0,0,0.74949616709259,0,0.747798262142553,0.785982737479053,0.749123144915928,0,0.782609483133761,0,0,0,0.787498008921436,0.788959781995404,0,0,0,0,0,0,0.747980724102332,0.746641073109976,0,0,0.749189946146275,0.750819402275699,0.750401041155156,0.785504873266363,0.784811609659223,0,0.786077183134934,0,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.788094652320982,0.782772690734534,0.82251286503844,0.786839648404989,0.788799654116282,0.784848279300058,0.784522138104161,0.783479730936212,0.788593028835102,0.783212048476108,0.783669990433275,0.749352625390772,0.787220601590847,0,0,0,0.751094291610124,0.749249210449379,0.749249210449379,0.749087915180992,0.748720743649894,0.748036977038909,0.747353402547076,0,0,0.785480189359155,0,0,0,0,0,0,0,0.749058741302582,0,0,0.745670058450604,0.745670058450604,0,0.787307615891673,0,0,0,0,0.749142892554724,0,0.786909381800943,0,0,0.787885981195549,0.785009874755749,0.785009874755749,0.745966081654278,0.74700961855265,0.746987850140575,0.746945046473823,0.746582751324605,0,0,0.750978074964118,0.750078921729057,0.74928805655568,0,0.7869820571975,0,0.789564513029544,0.788004093614078,0,0.786839648404989,0,0,0.752585809605036,0.752218638073938,0.752585809605036,0,0.747570522644256,0.751130904785076,0,0,0,0.747280314221921,0,0.750416188449634,0.745917360888857,0,0,0,0,0.746467895190924,0.749979841907642,0.788267588434216,0,0,0.749461812580422,0.749028697986824,0.822699658837331,0.790931716506163,0,0,0,0,0,0.750518989390817,0.74614152636285,0.715594315715979,0,0,0,0,0,0,0,0,0,0.748352845692569,0,0,0,0,0,0,0,0,0.752455460226095,0.790014310447161,0.751173349326931,0.788434075523389,0,0,0.749698452129987,0,0.751249007949653,0,0,0,0,0.749993701030692,0,0,0,0.786718130247239,0,0,0,0.78596120538642,0,0,0.788758624951317,0,0,0,0,0,0,0.785485822577291,0,0.7501583194783,0,0,0.748032467370212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75310038691193,0.751880807809736,0,0.750592000262638,0.747851779357427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786081442521632,0,0.822699658837331,0,0.788905816715181,0,0,0,0,0,0
