"","CFH","AAAS","ITGA2B","PTPN13","DDIT3","PRKCB","ENO3","OBSCN","EOMES","FBXO10","BOC","USE1","CCNA1","ADPGK","NLGN1","HIRA","RIN3","RIN2","RPTOR","SYNCRIP","MARK4","MARK2","SIPA1","DCXR","CDH24","FAT4","PLCD1","PIP4K2A","NCOA7","TRAIP","HOXA1","JARID2","POGZ","NRCAM","NR5A1","NACA","VAV3","USP19","TSPYL2","EPOR","DOCK8","GRIA2","DOCK3","DOCK1","PTHLH","EPHA6","EPHA3","PLCL1","ITGB5","ITGB4","USP34","FGR","CEL","RNASEH2A","ABCB1","SCN1A","LRP2","CHIT1","SPATA5L1","TOM1L2","CRB2","HDGF","SNRNP48","COL6A3","COL6A5","LRRK2","NFKB2","BMS1","UPF1","CARS2","BCOR","AGXT2","COQ4","KIF3C","DIAPH1","ZNF212","ZNF219","CBX8","ERCC2","RASA1","DPM1","CDH10","HTR1A","SLAIN2","HNRNPL","GTF3C1","EWSR1","MLH1","CAMTA2","POLR3C","HOXD3","KLF4","ZNF543","DDHD1","NRK","ADA","NOX4","UBE3A","AUTS2","DKC1","KIF9","ESYT3","NUDT11","GATAD2A","SYNE1","UBQLN1","DAPK1","ZNRF3","PLCG2","PLCG1","SRCAP","XRCC6","OR5AU1","ACSF3","MAN2A2","DNAH10","GLI2","PREX2","UTP6","DHX9","SMAD3","PLRG1","RBMXL2","BRD8","BRD4","ASAP2","RHPN1","SRRM2","ARHGAP22","CCL24","CCL26","CUX1","ACOX1","RPA4","GP1BA","CABP7","REV3L","RXFP3","HTR2C","ATP6V0D2","KCNC4","OR8H2","COL11A1","SIPA1L2","RASGEF1A","B4GALT2","TRRAP","PDCD11","ACLY","PISD","WDR70","PRKG2","CREM","RAP1GAP2","VPS72","MAPK15","FZD2","WDFY4","BCKDK","PROKR1","MAEA","GRM3","AHCY","TIMP3","ACSL5","PIK3C2B","CEP78","GREB1L","KIF26A","KIF26B","SUPT7L","TNRC18","ZNF532","MED30","FGF10","CLCA1","OR14A16","ITPKA","MUT","GALNT13","LAT2","SEC31B","DISP1","KCNH5","AMDHD1","CELSR3","PTPN3","RPS6KA1","UBR4","AP4M1","SDHA","DLG1","DLG2","DLG5","GMIP","NOL10","RALY","OR10G7","DBF4B","GRIK4","INPP5F","VPS37B","CASK","ADAM28","ZNF541","MST1R","KCTD3","BRAF","DDX58","DNAH1","DNAH6","DNAH5","RARRES2","SETD1B","KAT6A","HNRNPH3","WRB","POLG","NLRP1","NLRP3","PSEN2","LOXL4","DEFB125","NRG2","IQSEC2","SLIT1","MYO18B","PCBD1","KAT2B","OR9K2","DEF6","RASGRF1","NPR2","GRM7","NR1H3","PFKFB2","MAP3K4","DZIP3","TOMM22","DGKD","APPBP2","ANK1","ANK3","CENPE","SSH2","SSH1","TRIB3","DHX34","DHX35","MYO9B","STIP1","ABCC1","STAP1","KANSL1","TIE1","DSCAM","OSMR","PRDM1","ABCA7","ABCA3","NBEAL1","INTS4","MPP4","MAP2K4","ATP2A2","OSTM1","PPP6R2","CLCN7","UBR1","MYO1F","SMAD4","TRPC5","TUFT1","FN1","PTK2","FBLIM1","OR51T1","ENGASE","LGR4","KDM3B","GATA5","KIF23","TFRC","RPRD2","CPSF2","FAM126A","KLKB1","CR2","USP15","SREBF2","CIC","OR52B2","TPM1","RPL7A","ZNF610","SLC3A2","TDRD7","WDR55","TGFBRAP1","KIF20B","OR13C5","GUCY2D","ADAMTSL1","IRS4","FGFR1","ALDH16A1","PDE3A","FMN2","TNFAIP2","UNC45A","ARHGEF17","WASF1","PLXNB1","CES5A","KDM6B","TAS2R7","ASPM","CNN2","ASB15","HEXIM2","NOL6","EPHX1","TRIO","CACNA1H","CACNA1C","CACNA1G","KCNJ8","RALGAPA2","SHROOM2","ERBB2","SLIT3","EDEM1","LUC7L3","OPRD1","TMF1","NRAS","BLM","TAOK3","MYBPC3","AMBRA1","DYNC1H1","TCF7L2","LAMC2","CASP5","SOX17","RTN4","ELMO1","ATXN7L2","RALYL","EHD1","ZNF30","TTC21B","MUC4","FGL2","TRIM33","CD19","FUCA1","RAI1","COL28A1","PRPF31","LRP4","AJUBA","CHRNG","CDH6","NUAK1","FBRSL1","NEXN","MAPRE3","FGF23","ZNF746","NR3C2","CSRP2","RBM15","SOX7","RYR1","RYR2","GOLGA3","PLEKHG5","COL7A1","OR5P2","ATP6V0E2","KSR2","CYP17A1","EIF2AK2","ATG2B","AKAP6","TUBE1","PCLO","DNAJC6","NEO1","NCSTN","SLC22A16","SAC3D1","DNMT3A","IFITM1","ZNF432","ACOT4","ACOT2","TCP1","KTN1","NKX2-1","PEX1","PEX2","PTPRU","PTPRR","WDR33","TLE3","FGF2","MBD6","IRF9","RICTOR","ARAP3","WASL","DGKA","BICD1","PIK3CA","RAB11FIP5","CLIP2","CLIP1","KCNG2","SMARCA5","UNG","OR51B4","FCER2","CATSPER1","TARSL2","POLR2M","SIN3A","TAB1","HCN4","RNF43","MTMR6","TEK","DEPDC5","S1PR4","PRKCI","CCDC92","CCDC93","ZNF574","GPATCH1","TFEC","AWAT2","BAZ2A","MYH11","NAA35","ATAD2B","RANBP6","LIG1","HNRNPA2B1","PCBP2","AR","MARS","CNOT4","PASD1","SLC11A2","PSME4","ATP2B3","GOLPH3","GLI3","GLI1","ORC5","C2CD3","CSN3","THOC2","THOC5","MTMR12","PPP1R16A","ITPR1","OPN4","IGF1R","RING1","NCLN","PACSIN1","RBMS1","PAK4","HCFC1","ACE2","NCAPD3","HNF1A","CNTN2","CNTN4","CDC42BPB","CNGA3","SYT12","ALOX5","BEND3","LAMA1","LAMA3","LAMA5","TEP1","TEX264","SH3BP5","MAPK4","KCND2","MAGI1","UGT2B7","SERPINA5","CYC1","AP1G1","HSP90AA1","PDCD6IP","HSPA2","MKL1","TTN","SHROOM3","KIF5B","RPL22","ATG7","TRIM35","P2RY13","ANO6","POLR2D","OR10P1","LPIN1","CCNL1","CREBBP","GOT2","KCNQ1","CYP3A5","PLEKHA7","B3GNTL1","MYH9","PHF12","COL24A1","GPR37","BCL11A","PANK4","TUBGCP6","ARID1B","ARID1A","USP8","TGIF1","ZNF777","LINGO1","SFTPA1","FZR1","ACAP1"
"GPCR ligand binding",0.888729229502446,0.887931052963065,0.888208250869098,0.888538890761928,0.888186189925716,0.893230155646249,0,0.888592472343895,0.888397423465502,0.903015032530845,0.887667138060261,0.878102673909918,0.888070801059215,0,0.887731093363385,0.883438463533264,0,0.888815154442852,0.887928561717393,0.888815154442851,0.888286337833104,0.888637334213022,0,0,0.888665318526959,0,0.888171486758332,0.888430197738763,0.888938208667124,0.90301401556743,0.882924423037876,0.882743441729262,0,0.888084872867998,0.883338829602579,0,0.888246461341729,0.888715667972656,0,0.888315975647449,0.888857495282104,0.88844422265737,0.88879922770905,0.888305241699297,0.89293825163515,0.888480490237022,0.888469562001215,0,0.888202708568295,0.888221670654683,0.888227335589854,0.892251373266091,0,0,0.888655345598075,0.893527318421582,0.893276825824362,0,0.878211254282417,0,0,0.889042252804937,0.888439457355081,0.888137005179943,0.888139949804585,0.893029154912653,0.887870881177494,0.887790742093889,0.887995805986469,0,0.882856092581315,0,0,0.882355539145189,0.888186280516201,0,0,0.887854282563286,0.887788586100669,0.888286337833104,0,0.888665318526959,0.89318351598797,0,0.888150021049942,0.882718334751075,0,0.883277283852972,0,0.887873055318952,0.882760073914685,0.888624521827587,0,0,0,0.888572697776281,0,0.902997300547738,0,0.882558848813105,0.887950155277922,0,0,0.883036208599638,0.887399899675778,0.888276302487486,0.888291427437164,0.888235680183951,0.888141237277992,0.891943661864808,0,0.883054855309206,0.893855404480401,0,0.878370508027902,0,0.887246009322349,0.888825393774678,0.887792831777244,0.888139801851104,0.888176664300059,0.888123169044897,0,0.882680334920834,0,0.888535488038217,0.888493114197169,0.888141237277992,0.8886534111613,0.893367733598264,0.893367733598264,0.888530362393704,0.888236565679681,0,0.893253938074736,0.888961539419917,0.888138600406135,0.89204234349022,0.893237623128956,0.888147334669715,0,0.893855404480401,0.882603104196151,0,0.888734441057833,0,0.88819322820932,0.88777266940459,0.882894502203505,0.888442481154323,0,0.88815111549288,0.888282182260533,0.888357506779854,0.882640656784678,0,0.8937282221078,0,0,0.893253238857205,0.888090819043193,0.8927967059013,0.882979752753369,0.893407803091629,0,0.88829573271419,0.888269148960381,0.883500654506579,0.882420145417555,0.882170674178968,0.883166791804161,0,0,0.888363062679687,0.888282295909441,0,0.892713362401683,0.888284199621619,0,0,0.888395008650952,0.88820668404909,0.884122831958628,0,0,0,0.88869159533117,0.888209074062655,0.903009986448212,0.888023668155348,0,0.888464277746083,0.888544118736827,0,0.8886534111613,0,0,0.892713362401683,0,0.888423115990564,0,0.888399776852003,0.888417157995883,0,0.882273331574107,0.888672883271752,0,0.888310319580596,0.888272190807915,0.878344150565145,0.878561630366739,0.878344150565145,0.893036170863563,0.882896624599644,0.88814737787394,0,0,0,0,0,0.888390474924651,0,0.882839206402758,0.888178333964072,0,0.888815154442851,0,0,0.88788078692565,0.893855404480401,0.888506389495414,0.893036170863563,0.887867151330362,0.892035344515488,0.8883445219962,0.888165981308768,0.888734441057832,0.903015032530845,0.888146001526449,0.888134023805205,0.883163904328419,0.888664489959444,0.888599344341128,0.888031930429794,0.888734441057832,0.893803341325261,0.888388535084255,0,0,0.888425696556203,0.88830047479893,0,0.8887874970755,0.88322989861259,0,0.888705235212606,0.888388527610077,0.883789569319955,0.882578314615779,0.889072455423556,0,0.888026127761302,0,0.888349608500514,0.882517375798374,0,0.882950384058159,0,0.903007994709113,0,0.888142680701734,0.887991435559699,0,0.892859990902656,0.888064495994586,0.883089205124297,0.892713362401683,0.888538890761927,0.888308502186816,0.883433591984983,0,0.887788669454744,0.891697327620362,0.878125162398825,0.88807544960397,0,0.89381940695739,0.888203069577885,0.888390474924651,0.888240331470293,0,0.893474723787495,0.88823830983398,0.888037139854724,0,0.882948687754784,0,0,0,0.882170674178968,0.892713362401683,0.887855914512338,0.888510198658903,0.888575232447483,0.888296714450229,0,0.887923332090619,0,0,0.878039681907127,0.8886534111613,0.888249546652004,0.888529967337953,0,0.888268438809906,0.892805327902088,0,0.888804294866707,0.903015032530845,0,0.887784574184418,0,0.893220050391987,0.887967575774758,0.893298928464585,0.888455331025533,0.889042252804936,0.888597158334981,0.888983985231882,0.888259828313646,0,0,0.888693735268921,0.892801247450668,0.888254074920919,0.888062358976314,0.887810199314381,0.888715667972656,0.888279520223251,0.878460065135907,0.88805295134113,0.893018390718755,0.888268895115495,0,0.888857495282105,0.888246052548291,0.888310102264623,0.88295684893699,0,0.888421651242422,0,0.888126971813638,0,0.888411123418329,0.888423115990564,0.88843625148941,0,0.882973562263446,0.882646383709499,0.888148536229353,0,0.888227645478241,0.888385653719411,0.888665318526959,0.883870282704975,0,0,0,0.888227562686392,0,0.883755939428061,0.883433591984983,0,0.889034672251921,0.888308502186816,0.888102018151507,0.87863712857818,0.8886534111613,0.888138996396768,0.892713362401683,0.888268659934381,0.888359361213995,0,0.888394250931549,0,0.887730851212741,0,0,0.892112811658707,0.878406135116562,0.888529967337953,0.883357046769711,0.878337277558877,0.883059150249421,0.888383564361064,0,0,0,0.909156083841709,0.888607954726246,0.889042252804937,0,0,0,0.888327214246234,0,0.888449253952934,0.888210759177401,0.888196990440976,0.888161444529917,0.888175867379053,0.888620961849008,0.892840789401963,0.88812885243327,0.882861923073936,0.892971839843509,0,0.879026131064049,0.888059542979806,0.888445784909668,0.887661585292909,0,0.892713362401683,0.888753596656771,0.887730851212741,0,0,0.888011223230231,0.88814052198522,0,0.887474318798137,0.888426318255891,0.888310319580596,0,0.893176177777608,0.893464075517828,0.878222437029799,0,0,0,0,0,0.882625462261291,0.888430197738763,0,0.878211254282417,0.883390633727536,0.887947295674949,0.888144132214316,0.888136954627775,0.888256133116974,0,0.883270511054361,0,0.888857495282104,0.888151514444234,0.888480561004126,0,0.887821691884064,0.888257550888924,0.887963383368073,0.888299377033241,0.883194465070455,0,0,0,0,0.893408675875713,0.892116072128001,0.888588931562004,0.887989689090787,0,0.893340646653136,0.882766602224784,0.892300683695953,0.887907809722979,0.888010947330376,0.888012536895707,0.888379049215773,0,0,0,0.888428081732594,0,0.883208135865941,0,0.888388848616196,0.888238139028379,0.888285830259446,0.888387329181494,0.893036170863563,0.88309235318755,0.888655597808159,0,0.888568839133939,0,0.893407650283912,0,0.888021925488689,0.888015661550454,0,0.887888894904163,0.88845047948317,0.88833843701651,0,0.888233763924699,0.888042455659878,0.903003080062008,0.887625120822666,0.893186008594994,0,0.887894366544269,0.893855404480401,0.887968201943672,0,0.888336652182371,0.882883451249076,0.888149331713318,0,0.888938208667124,0,0.888339976089737,0.882532875270167,0.888122535062617,-0.00380680692906125,0,0,0.888333755792257,0.88306578917234,0.88816217997126,0.888901557218127,0.888520477689774,0,0.888423115990564,0.888597158334982,0.902923689396313,0.888715667972655
"Signaling by GPCR",0.924427415317622,0.923883426034288,0.924029384834011,0.924312619469629,0.92428452202931,0.920864253460775,0.924125796332378,0.924218180597077,0.924364264714155,0.924018309058508,0.924203224356591,0.924140220491971,0.924030308290027,0.921245257210641,0.923723650958732,0.924355767935129,0.921164379894382,0.924396440750013,0.923945468094041,0.92447923780195,0.92698510553308,0.924138795219778,0.924296255915207,0.921357328062641,0.924277440010146,0,0.927038552543846,0.924035579022277,0.924374857245345,0.924017695714228,0.924132920784813,0.92118479274611,0,0.924173020354469,0.920937229907307,0,0.913685578372115,0.924354272873072,0,0.924866957272779,0.924121109274049,0.927091613482855,0.924395416521567,0.927091613482855,0.927171199603086,0.927113486946709,0.927106895981081,0.918050190407396,0.926945953095578,0.927646170283598,0.924186941207397,0.927010854740808,0.924206844540345,0.921171775918359,0.924323686172559,0.927091613482855,0.92694053803686,0.918007477954958,0.920654484096953,0.921266459636878,0,0.924581061915851,0.92425264984796,0.924181666624161,0.924183442566788,0.927020758020361,0.923935290159256,0.923930662834552,0.923766863051484,0,0.924308639290112,0.921105013428194,0,0.924225097236774,0.924157795128432,0,0.920997760415912,0.924084344246155,0.926881835673765,0.926996391027156,0,0.924277440010146,0.926885532393377,0.924500509477203,0.92407808692925,0.924190630191819,0,0.924195807892184,0,0.927023148243628,0.924153996037689,0.924329122759128,0,0,0.924446844637407,0.924333008933541,0.924532382590494,0.924007614661603,0,0.924006352348178,0.92412035210224,0,0,0.923978167006873,0.924212767347442,0.924166830294363,0.924254216386947,0.924129749102173,0.926908878935697,0.926825269866435,0,0.924124408668707,0.927289486586535,0,0.920917021233881,0.921255947500281,0.926981788809706,0.924250754619266,0.923931923150619,0.92407192359333,0.924094155830842,0.92406189212476,0,0.924068778054071,0.921370199782554,0.924170057825313,0.924057500081006,0.924072789318544,0.923993933904393,0.927224959368028,0.927454553001137,0.924202508623463,0.924065319852537,0.924124716365523,0.927156327761106,0.924313438317956,0.923977911102945,0.927096784188675,0.927125366927388,0.924163243968748,0,0.927289486586535,0.924212964280911,0.924344935240564,0.924014840727838,0.924291549775002,0.924069003791711,0.923919762953173,0.924040440058073,0.92425447354185,0,0.924129143000527,0.927147531343815,0.927315327419103,0.924044847637833,0.924522444168641,0.926983187558232,0.924326327584326,0,0.927133593852713,0.924121981194949,0.926864548377704,0.924811739305091,0.927019532183942,0.92131959686546,0.924091751935272,0.926974738693334,0.921499046262961,0.924264062146396,0.924149781473001,0.924180120034273,0,0,0.924206575194318,0.92407108644016,0,0.927289486586535,0.924143964943523,0.921276512991255,0.920852688549447,0.924191519131475,0.924028246789323,0.92141964152636,0,0,0,0.924299750371152,0.924186985083543,0.924015265698373,0.923939283499282,0.920775281999688,0.924267619358764,0.924315772531429,0,0.924682714803717,0,0.921207918454555,0.927289486586535,0,0.924221210647116,0.921274947813237,0.924123750731327,0.924168491441398,0.924479237801951,0.924127766820175,0.924271512963467,0,0.927010854740808,0.924200448474671,0.924223107887019,0.924354272873072,0.924223107887019,0.927024989434481,0.924278481357045,0.924122163519634,0.921316967905803,0,0,0.924198206426931,0.924288067080048,0.924223107887019,0,0.92109371946673,0.927116897839045,0,0.924256466081019,0.92138144854347,0.920972339205733,0.92406935481507,0.927289486586535,0.924385385440932,0.927024989434481,0.927058023052627,0.926864548377704,0.924245789057423,0.924170509827409,0.924256466081019,0.924018309058508,0.923991648345802,0.927276487259238,0.924465702613801,0.926994866014736,0.924119486201183,0.924169671793429,0.924308639290112,0.92725808659919,0.924752887544564,0,0,0.924195402712358,0.924163122054994,0,0.924325591203722,0.921026873798484,0.924453800639644,0.924364264714155,0.924221933435474,0.921360504892635,0.924086583611682,0.924455823265205,0.924256206529303,0.924122753913934,0.921415167190714,0.924198460798357,0.924233505499836,0,0.923788488134729,0,0.924014064453801,0.92133923168597,0.924073659866767,0.924174634057475,0,0.926918732936426,0.926862595238113,0.924367808061222,0.927289486586535,0.924219331586823,0.924080381146278,0.921455657352541,0,0.92712748989916,0.926906296011895,0.924118641646309,0.924033111889733,0,0.930103865614617,0.924335135880115,0.924285858302391,0.924069956051282,0,0.927289486586535,0.924061509761541,0.924010006765999,0,0.921209336675725,0.924445605359039,0,0.921058817007976,0.924149781473001,0.927289486586535,0.927051245976924,0.924295314877361,0.924180891029518,0.924055129946274,0,0.916463219648524,0,0.921505843146703,0.924080974000026,0.927198207260467,0.927058023052627,0.924008534964896,0.92099292893252,0.924069956051282,0.926869201506887,0,0.924367720973013,0.924018309058508,0.924521367571243,0.923926942885602,0.921158883829104,0.926900430018237,0.924102276903877,0.926953868435708,0.924262223471569,0.924532382590494,0.924723672381688,0.924427415317621,0.924095633837808,0.921277310150598,0,0.924322186988809,0.927095457595135,0.924227620446278,0.926858759611164,0.924030148586974,0.924330681734575,0.92408197396448,0.924293017519757,0.927018439404226,0.927014265990608,0.927034550415511,0.924145447852642,0.924469632175122,0.924205266678052,0.927094544955013,0.921170495673919,0,0.924184954523159,0,0.927085920637044,0.920695314535484,0.924235561270577,0.924149506268978,0.927170627244901,0,0.921144398476235,0.924239066736049,0.924077191414032,0.921391404057091,0.926949707386444,0.924128920827389,0.924277440010146,0.921448432412154,0,0,0.924367808061222,0.924055028012647,0,0.921188794439004,0.924455823265205,0.921108561943174,0.924425901260425,0.924358290194921,0.927028740979343,0.918340733854463,0.92397804266897,0.92412011713837,0.927289486586535,0.924236416863569,0.924055336595681,0.921034726293009,0.924190243292411,0,0.923825279976848,0,0.924388869750875,0.92692728637645,0.92133923168597,0.924195807892184,0.92140452412282,0.924381881333417,0.924115199968488,0.924218940033407,0,0.920967088099951,0.920967088099951,0.929974335483199,0.924053469265526,0.924616203870878,0,0.924219331586823,0.921051268002319,0.924123051400895,0.923775139115129,0.924223416352529,0.924051968493412,0.924013126916319,0.92408497658328,0.924093675197092,0.9240718232046,0.92690715225375,0.927274357861138,0.92423900442642,0.926753666944098,0.921458663001837,0.918575346472552,0.92401223289722,0.927278201092459,0.923999178473866,0.921180396123507,0.927289486586535,0.924393432149949,0.923825279976848,0,0.924151101011121,0.924020219710547,0.927731445710795,0.921471807419187,0.924129749102173,0.924113269007493,0.924063335382926,0.92099292893252,0.927093488288826,0.927053470839134,0.920661228561927,0.920760508925004,0.921078021121836,0,0.921225395523405,0.921143262209277,0.92410480873963,0.924093418650902,0,0.920654484096953,0.921506181912863,0.924140441701664,0.924074535293479,0.924070206394742,0.927026853482988,0.921251623158316,0.924028768871342,0.921005331415049,0.924445605359039,0.924067702121307,0.927389543072659,0,0.926984599267816,0.926979029234915,0.924063367173765,0.926992969649616,0.92133625719763,0.921094908596419,0.92109009070637,0,0.921086516905087,0.927019532183942,0.92690655501043,0.926949295731548,0.924166009739506,0,0.926979029234915,0.920935299361396,0.927040594522607,0.92397767675374,0.924453396969381,0.924165938954143,0.924266612886765,0.920960436691584,0,0.924453800639644,0.92435829019492,0.92112054825935,0.924065319852537,0,0.924222127038571,0.927016001006747,0.924159995285519,0.924109058924611,0.927024989434481,0.924341967228651,0.924246040986027,0,0.924230625248451,0.920926285234765,0.927249033656665,0.920879619794994,0.924122749964207,0.926821857035617,0.920838331045146,0.92404251743394,0.924301514298783,0.924117507472923,0.924462557272648,0.92424272095665,0.924013212799404,0.92408628000422,0.924218940033407,0.927098795139995,0,0.926759987884168,0.927289486586535,0.927094544955013,0.92440886669102,0.926797142653109,0.924219639890038,0.928543261753608,0.921068073857197,0.924330681734575,0.920909644768816,0.924832752936157,0.924100626198824,0.92421515635977,0.918426570779908,0,0,0.927013703940404,0.924218180597077,0.924127636995321,0.924196787568919,0.924329122759128,0,0.924312056015572,0.924347761424656,0.923951933294535,0.924278726761068
