"","CREBBP","CTNNB1","CDKN1A","TNRC6A","HDAC5","EPS15","NOTCH1","SH3GL2","EGF","EGFR","HGF","MET","COL1A2","JAK2","TGFB1","HTT","TNRC6B","MMP9","TP53","STAT1","RIPK2","CDK4","NOD1","MEF2D","LRP2","PELP1","GLI1","NCOR1","PLCB3","TSC2","EPN1","ITGA2","COL3A1","ATF4","CFTR","HLA-DPA1","HLA-DPB1","HLA-DRB1","APC","RAB7A","DVL1","MAP2K1","PPP2R3B","CREB3L4","LAMA3","APOB","ADCY5","ADCY9","PIK3CA","PIK3CG","DYNC1H1","LAMA5","TGOLN2","PKN1","CCT6A","MAP2K7","PRKCQ","COL2A1","NCOA1","IL2RG","PTK2B","BTC","DAPP1","MS4A2","LRP8","CD86","CD80","DOCK1","IL12RB1","SHC1","BRAF","CHD9","VWF","APBB1IP","GHR","IRF2","RXRA","CLEC1B","IL4R","CKAP5","SP100","VLDLR","IRS4","ADAM17","MAPK6","GP1BA","NOD2","FGFR4","PIK3C2A","KDR","GRB14","CCNE2","SOCS3","GLI2","WNT5A","FBXW11","SERPINA1","MAMLD1","MAML3","PML","ATM","GNB4","ITPR3","NTRK1","SPTAN1","PIP4K2A","PLA2G4E","S1PR2","ADCY1","NOX3","FNBP1","AMPH","PACSIN1","KIAA0319","REPS2","AAK1","LDLR","NCF2","SYNJ1","CD4","SYNJ2","RPS5","ULK1","BRCA1","TIAM1","HLA-B","HMMR","PLD2","MYLK","DAG1","RPGRIP1L","UNC5B","CCR2","CCR3","LAMB3","DCC","EPHA3","TRPV1","ARHGEF6","LAMC1","RET","TNS1","FGFR2","ARHGAP5","ACTN1","TNC","CCM2","ITGAM","CDK12","IL5RA","ELMO2","FLT4","A2M","EFNA1","MKL1","RB1CC1","MAD1L1","SELE","UTRN","GATA2","GBP3","CDH15","FLNC","ITGA7","ITGA9","ITGA3","KIF4B","KIF4A","GABBR2","GORASP2","PTPRJ","BMP2","IFNGR2","NBN","HERC5","STUB1","PSME4","PLCD1","PRKAG3","NKX2-5","ARHGAP10","ADAM12","DYNC2H1","HSPG2","THBS1","NPHS1","AKAP13","PIKFYVE","DTX2","RAPGEF4","TLR3","ATF6","ATP1A2","FBF1","TCTN3","C2CD3","CEP89","TMEM67","NPHP4","MKS1","CEP192","CEP250","HAUS8","HAUS5","HAUS3","NINL","CEP290","SFI1","PCNT","CEP164","AP1G2","F5","SSR1","ROR1","TXK","ROR2","FARP2","SPTBN5","SPTBN4","SPTB","SPTBN2","DOCK2","KAT6A","GRM1","PIK3AP1","FBXW9","FBXO6","FBXW7","TAOK1","KNTC1","AHCTF1","NSL1","SKA1","CENPF","ZW10","CENPE","NUP160","NUP133","RANBP2","UTS2","OTUB1","GRM6","TRIO","CASR","BMP4","PHC2","CBX8","XRN2","QRFPR","TACR2","NMB","HTR2A","ADRA1A","GPRC6A","P2RY2","HTR2C","NOP56","NPSR1","IL7R","SRA1","DAB2IP","OPRD1","OPRM1","OR52E2","HRG","TAS2R20","TAS2R50","OXER1","TAS2R43","GPR55","HRH3","TAS2R31","C3","DOCK8","EPHA8","EPHA10","FZD6","EXOC6","ITIH4","F13A1","CTSB","LIMK2","OBSCN","AP4M1","MYL9","TTF1","RPS6KB2","APBA3","NSMAF","NOSTRIN","ERLIN1","PLD1","PLXNA3","NRP1","PLXNA1","IRAK2","COPA","TNFRSF14","CUL1","SHANK1","MLXIPL","TRIM6","TRIM5","TRIM34","PFKFB1","GBP1","GBP6","ROBO1","GFRA3","PTPN3","NPHS2","TBC1D4","INPP5E","PTCH1","ACTR1B","IFNA17","ENAH","HLA-DMB","NEFH","DDX17","KIF15","CPD","TXNDC5","PTPN7","PTPRR","DUSP6","TEP1","PPFIA4","MAP3K9","PRR5","MAP4K2","RAD23B","GABBR1","ETV1","LSP1","PDE1B","RASSF1","SFTPD","OR52N4","OR6V1","OR2T34","OR4A47","OR8J1","OR2C1","OR5J2","OR13G1","OR5B3","OR51S1","OR2F2","OR5D16","OR10R2","OR2L2","OR2L3","OR2V2","OR2M7","OR14C36","OR10J1","OR10J3","OR8U1","OR7E24","OR6C74","OR7G2","OR9Q2","OR9Q1","OR3A1","OR8H3","OR4B1","OR1J2","OR1J1","OR5AC2","OR51Q1","OR2AE1","OR10G3","OR51I2","OR4M1","OR10T2","OR6B1","OR6B2","OR6B3","OR9K2","OR51A2","OR51A4","OR52A1","OR5M10","OR8S1","OR2G2","OR1D2","OR7A10","OR7A17","OR4C15","OR4C11","OR1L4","OR10Q1","OR51D1","OR52W1","OR6Q1","OR2AG1","OR6Y1","OR2S2","OR5K4","OR5K3","OR4C3","OR4K17","OR13F1","OR8A1","OR5D18","OR11H6","OR11H4","OR9G4","OR4N2","OR3A2","OR6C1","OR51B5","OR52D1","OR1N2","OR1N1","OR6K3","OR6K2","OR51M1","OR52E8","OR5M3","OR5M1","OR6F1","OR6N1","OR2T8","OR2T6","OR2T4","OR2T1","OR51E2","OR10H3","OR10H1","MST1R","ZFP36L1","STRN","CACNA1B","ADCY10","CACNB2","ETV6","IL17RD","WDR48","DLG2","GRIN3B","TTC37","SCTR","INPP1","KCNS3","MAP4K5","TUBB1","KIF14","ATP2B2","SCRIB","GOSR2","RYR1","PLXNB3","GRIK5","STARD8","SYDE2","ARHGAP19","SEMA4D","ARHGAP11A","ARAP3","DLC1","SCN9A","ARHGAP6","SCN11A","SCN3A","SCN8A","SCN10A","SCN7A","RASGRP2","TTF2","TAAR2","GPR45","RLN2","GPR20","CALCR","GLP2R","FSHR","KCNJ15","PKD1L1","CACNA1E","FZD1","CACNA1H","RYR2","IFT140","WDR35","IFT122","CACNG1","MUC20","AKAP6","CATSPERD","CATSPERB","NOXO1","ENPEP","CPB1","DDX20","SDK2","GRK6","GRK4","SFRP2","WNT16","IQCA1","GGCX","ALK","SLC2A14","ANXA2","C8B","AP4S1","C7","DYSF","YY1","RGS14","PRCP","MAP3K6","EFCAB6","SPATA21","EVC","CD209","OTC","RAPGEF2","MTMR4","RNF43","TRPC6","INPP5A","CYP4F2","PLB1","KIF26B","KIF1B","KIF1C","KIF27","KIF20B","KIF25","SART3","LRIG1","HEXB","DEPTOR","PFKP","NOTCH2","GHRL","KCNJ12","TAS1R2","LMOD1","IQGAP3","DOCK6","ALS2","DOCK7","DOCK5","IQGAP2","FMNL1","MYO10","PILRA","ZNF217","COPZ1","SH2B1","WLS","SFRP4","ARHGEF10L","FARP1","CHRNA7","PRSS54","PCSK1","TYR","MRVI1","RHPN2","RGS21","GPSM2","RGS9","SFTPC","BBS9","BBS4","GTPBP4","CR2","VSIG4","CR1","SFTPA2","PDE9A","SYNE1","MYOF","BOC","RAB3GAP2","RALGAPA2","PEX19","IGLL1","APPBP2","NCOA7","XRCC1","COL4A4","COL4A3","COL4A2","ATG16L1","KCNQ4","DNMBP","HIF3A","DIAPH3","CHST8","CGB5","GTF2F2","KREMEN1","AK7","AK5","PKD1","VCAN","NEDD4","POLR3E","STK25","RFXANK","PITPNA","NAA25","CHRNA5","POLK","ELL","POLD1","ERCC6","POLE","ASH2L","LMO7","GZMB","MMP7","CDC42BPA","RNF41","ARID1A"
"Cytosolic sulfonation of small molecules",0.839863636681187,0.776550230764505,0.777788694083434,0.78154147968621,0.780074668771356,0.841631779075409,0.779204898840404,0.84091214019913,0.839038217270138,0.83905994438363,0,0,0,0.839823624354953,0,0.785983901298308,0.781642972169886,0,0.775218355717314,0.779254719447701,0.845283310390425,0.778513701299818,0.846438470440506,0.781967964568563,0,0.778513701299818,0.779857649661511,0.778168435557904,0.839200416974634,0.782025443251432,0.841820036010796,0,0,0.781394927519589,0,0,0,0,0,0.843099962876791,0,0,0.840541023821337,0.782809450554139,0.843599641116216,0,0,0,0,0,0.839837193948171,0.844231090968534,0,0.782083961593437,0.842961138210059,0,0,0,0.842573799090214,0,0,0,0,0,0,0,0,0,0,0,0,0.845910500121421,0,0,0,0.779857649661511,0.842077395255346,0,0,0,0.78017217442506,0,0,0,0,0,0,0,0,0,0,0.779857649661511,0,0,0,0,0,0.782594791071037,0.782526320159897,0.77901263786368,0.777723922731839,0,0.843514730230097,0,0,0.843521585787967,0.845393939315362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777015293040387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843323238919697,0,0,0,0,0.841122433433995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784292135803948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784806021979961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775653735246896,0,0,0,0,0,0,0,0,0,0,0.849361756390525,0,0,0,0,0,0,0,0,0,0.786673237071138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846697303876743,0,0,0.845147799085801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781694929824667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842445816898099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847286680430808,0.84520822745331,0,0,0,0,0,0,0,0,0,0,0,0.781443051054107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781120163301625,0.84344984453894,0.84344984453894,0.84344984453894,0,0,0,0.784412855814594,0,0,0,0.839215897331896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780306785388153,0,0,0,0,0,0.781967964568563
"TNFs bind their physiological receptors",0.574598784795581,0.544359156048868,0.54322352923095,0.545039390514655,0.507386910248512,0.543620972757098,0.543763806517646,0.54322810818498,0.542205097958674,0.54242012393785,0.543633511922421,0.54386201232177,0.546197811893842,0.609282237232241,0.545580076715766,0.547464593103528,0.545094797194987,0.547196570397916,0.541440086914555,0.578494085407385,0.5790208760153,0.543386468612507,0.546245037143693,0.545272216736728,0.545703430994658,0.543386468612507,0.544556176229887,0.543197981466475,0,0.54472018507488,0.543723745804535,0.546116224845724,0.542656700302227,0,0.543333768113574,0.54322810818498,0.543218012099009,0.542861351026091,0.545642248222846,0,0.542210046508156,0.576606716780301,0,0,0.546607837102329,0.545313628530342,0.541830025227518,0.541830025227518,0.57615743680189,0.543300345741092,0,0.544907974199319,0.543300345741092,0.54533554172242,0.507494974989716,0.579103542169934,0.579026566465281,0.54424651910901,0.543419816620698,0.61315159099939,0.577444061500793,0.546300278845327,0.546040274083562,0.54608922904861,0.547362386764615,0.545540435063087,0.545469451600322,0.545469451600322,0.610995065817287,0.57786163103208,0.544501576897474,0.508389665035728,0.543633511922421,0.545691657653973,0.577285610020954,0.544353011495881,0.543148820310449,0.548150610990389,0.577329475371305,0.542990673361256,0.544291860686497,0.546040274083562,0.546416413124522,0.544308083663002,0.547110967888585,0,0.546541026090997,0.542397211819712,0.543248464898558,0.543611799007585,0.511136674670669,0.542511592822995,0.574875456668055,0.542544665683756,0.543110396747242,0.541706291133357,0,0.508762693021768,0.508725313446964,0.545703430994658,0.541950734935385,0,0.544648911663805,0.545012550607983,0.543889485570701,0,0,0,0.542283533616922,0,0.544120155626188,0.544120155626188,0.544120155626188,0.54410384088208,0.54410384088208,0.544039998452394,0.54394821931609,0,0.543488356891224,0.543488356891224,0.543535493308872,0.53869760091821,0.541954137553088,0.505716738754011,0.544762054465288,0.542063083714107,0,0,0,0.545272216736728,0,0.547356095697129,0.54279582826177,0.542709274569771,0.544809385873977,0.545731599967072,0.545652608780017,0.548150610990389,0.545012320904353,0.544933494539297,0.544874142641101,0.546821566344326,0.544227544266035,0.545901213727553,0.545544612932905,0.548236101225189,0.548183554603754,0.544926173963733,0.541864200344632,0.577080979728276,0.54608922904861,0.544584289772676,0.543918617990675,0.544809385873977,0.5467726853273,0.542000852717409,0.544169992162055,0.547464593103528,0.545652608780017,0.54853410910389,0.545066878122197,0.545505818678781,0.545148189597243,0.544833528611999,0.544291860686497,0.544203988501696,0.544087670350459,0.544087670350459,0,0.54681548125323,0.546821566344326,0.508962619866497,0.577444061500793,0.506756797548496,0.505660421309641,0.505646597319627,0.576960080787283,0,0.546978077946191,0.546416413124522,0,0.54853410910389,0,0.544120155626188,0.543608517792581,0.50982377470595,0,0,0.510129782206447,0,0.545857233894784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545691657653973,0,0.506966889067263,0.547705660617732,0.546899634345074,0.546541026090997,0.547356095697129,0,0,0,0,0.547988394914755,0,0,0.546821566344326,0.505709607653489,0.505681346421951,0.505667370941827,0.545614401524011,0.544309955741636,0.544309955741636,0.544309955741636,0.544291860686497,0.54427394381865,0.54344238447161,0.543072742118779,0.542912024031987,0.542886518018528,0.542803895900797,0,0.546128858938009,0,0,0,0.509287893888349,0,0,0.507301508242863,0,0,0,0,0,0,0,0,0.506719926453223,0,0.577670818368564,0,0.580558626501186,0,0,0.509500427905638,0,0,0,0,0,0,0,0,0,0,0,0,0.507981808367913,0,0,0,0.545691891099966,0,0,0,0,0,0.546855628737992,0,0.546881182733698,0.511298890746303,0.510129782206447,0,0,0,0,0.545708983412787,0,0.585165914824408,0.542058014529821,0.509755209200513,0,0,0,0,0,0,0,0,0.512438050008568,0,0,0,0,0.509755209200513,0,0.577725375586408,0,0,0,0,0,0,0,0,0,0,0,0,0.548456657932682,0,0.54665293544049,0.542578348369241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51072899803967,0,0,0.509015041011359,0,0,0,0.582425957129696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545123161868557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507081638829628,0,0,0.547852673640592,0,0,0,0,0,0,0,0.510129782206447,0,0,0,0,0,0,0,0,0,0,0.50982377470595,0,0,0,0,0.508133936205179,0,0,0,0,0,0,0,0,0,0,0,0,0.517882722936924,0.509140948083692,0,0.548766964973583,0,0,0,0,0.547464593103528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545256732672027,0,0,0,0.507957665629891,0.546526060297078,0.546526060297078,0.546526060297078,0,0,0,0.509755209200513,0,0,0,0.542302096889301,0,0,0,0,0.54533554172242,0.505639722591549,0,0,0,0,0,0,0.50735226825761,0.506858862583622,0.506636636647138,0.506545798296585,0.506491191024021,0.54436534737567,0.505745532446491,0.577976300821932,0,0,0.505639722591549,0.545272216736728
"Activation of Matrix Metalloproteinases",0.739484043407188,0.770826407296965,0.707449915181469,0.70925711667239,0.70830658709163,0.741481233351407,0.740721076491582,0.740248529647392,0.740746905065046,0.74075736803204,0.741120776129021,0.741143125066797,0.741950743428452,0.740610493519053,0.74140583075812,0.709619696761262,0.70930599166479,0.807829310079462,0.739687458581191,0.741631220715127,0.742353522077797,0.741274374030183,0.710232255872186,0.742937818306001,0.740628490780444,0.739650033371187,0.708357868751399,0.741108106934325,0.770033747139289,0.710751607118358,0.705302689090389,0.741364140088318,0.740948092488251,0.740550159996707,0.770490779668584,0.740248529647392,0.740239623751529,0.740811160607332,0.740883749549569,0.741302103398585,0.740769418787307,0.771238200854386,0.709217613442522,0.74334304655208,0.772295365399479,0.7402846406821,0.769369712806352,0.769369712806352,0.739570030942492,0.741198403864479,0.707053327475609,0.741730362491239,0.704929202089199,0.739257120639952,0.706869356300961,0.742910621455128,0.708987144843221,0.74128512657983,0.740789156479091,0.741448492045127,0.742508535286721,0.74384468598773,0.743615332222458,0.743658516068347,0.743492665175769,0.743174417369217,0.74311180188346,0.74311180188346,0.709907512322283,0.740558689752753,0.741371873859179,0.772378920281551,0.739867953662066,0.707038611114766,0.675767202731072,0.74103541692612,0.740550106918197,0.743852548683748,0.742407457290812,0.707361536959201,0.741186880314062,0.743243814030417,0.742322788968725,0.743017835277657,0.741372818383637,0.742171615866304,0.710493351780899,0.741139925230186,0.706098950067207,0.741808560950078,0.7131199055421,0.741921569404514,0.705505321234531,0.708387042775337,0.741030847252619,0.739420748246912,0.741503430603478,0.743239674556191,0.743206701520746,0.741514643258838,0.707330345493564,0.769024194781541,0,0.742014914569756,0.741718092185859,0.706753176229148,0,0.770324158787031,0.769769758774687,0.742455251515827,0.705652367629234,0.705652367629234,0.705652367629234,0.705637976169766,0.705637976169766,0.705581659887198,0.705500700252682,0.741472003778204,0.708635726015287,0.707800550424712,0.70513662898284,0.706852319399807,0,0.706833305916653,0.742487797171543,0.740639780891673,0.741622382808327,0.742240295845552,0.708089104199118,0.741313477647005,0.706287009910889,0.744776036508981,0.770221660904966,0.770145310706519,0.772512481968882,0.74334304655208,0.743273367342932,0.7108712462474,0.741084219969843,0.741752874333043,0.742407457290812,0.709698877742611,0.740950931520279,0.709773174558819,0.741889181955367,0.742862593916171,0,0.772038578796754,0.707135945557548,0,0,0.741444836020469,0.771726723405726,0.743044183142458,0.743889884030587,0,0.74196553089611,0.743985591080377,0.741649026683936,0.745815178286796,0.741870533820337,0.743658516068347,0.709077924647861,0.742036211209985,0.741558398506105,0.741109367055036,0.708329213044273,0.708329213044273,0.770294226709019,0,0.744304520837956,0.709852332114003,0,0.707750756039487,0.704748550654828,0.704736356323697,0.737264788101489,0,0.707386980013928,0.709209717116563,0.74317089995562,0.713086653224257,0.707672250846359,0.74103541692612,0.740584094178043,0.744175669258271,0.709157626165754,0.706937499745466,0.74444560267012,0,0.710404803595514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739824151386131,0,0,0,0,0.744776036508981,0.742041577399819,0.742041577399819,0.742041577399819,0.741525933370067,0.710728153222943,0.710337561817064,0.770507554873866,0,0.704791938603129,0.704767008983301,0.704754681020666,0.708387042775337,0.708525294035581,0.708525294035581,0.708525294035581,0.708509332139341,0.708493527424556,0.707759997523043,0.707433930935454,0.707292159307493,0.707269660103309,0.707196778000429,0.770853208071414,0.710224842545236,0.770362344973102,0.740638004775592,0.739702061665525,0.710139260788502,0.708611497881913,0.708468765260028,0,0.770863635479673,0.770863635479673,0.770853208071414,0.770822317466749,0.770822317466749,0.770802041807886,0.770742672856606,0.77073298290974,0,0.770091887056645,0,0.710585030221005,0,0.770401426423901,0.770316625313407,0,0.77196117855585,0.770417319463659,0.770417319463659,0.770417319463659,0.770417319463659,0.770417319463659,0.770417319463659,0.770417319463659,0.770193493198501,0.711170317170512,0.743658516068347,0.743658516068347,0,0,0.740783116631816,0.740581074226256,0.742749045032807,0.711328527371475,0.707787850658734,0.707906467482991,0.707702997303995,0.708574599205351,0,0.711981180881177,0.711308042905656,0,0,0,0.743492665175769,0.743453869962278,0.74337910625772,0.710609449701583,0.741354018640326,0,0.739010968635715,0,0,0.742353522077797,0.742320549042352,0.742320549042352,0,0.741895161617243,0.741895161617243,0.743492665175769,0,0.708934500165414,0.745333796318287,0,0,0.744115186685825,0.709293908319236,0,0.744601564932979,0.709401797241429,0,0.711484211323744,0.708357868751399,0,0,0,0,0,0,0.710493351780899,0,0,0,0.708260964770191,0.770324158787031,0,0,0,0,0.74468620917924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711984349263739,0.712387674156792,0.708561643227722,0,0,0,0,0,0.711254688555489,0,0,0.709742783560796,0,0,0,0,0,0,0,0,0.707488923430142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706562560223567,0,0,0,0.713086653224257,0.777763784644063,0.776907817772216,0,0.74829548581764,0.743114934196301,0.743060977149327,0.742353163685351,0.74337910625772,0.746924884659441,0.745203701940694,0,0,0.739100109182617,0.709207687567464,0.709992290057813,0.709180710776729,0.710506924344164,0.708037302987463,0.712233753063706,0.711867571960632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710655682884161,0,0,0,0.772667972660185,0,0,0,0.709061497691089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712540918328711,0.712540918328711,0.710060610797867,0.709920490177703,0.709623555935129,0.709454926752267,0,0,0,0,0,0,0.713720028328843,0.712385829951056,0.742529548856107,0.741354143367158,0.741354143367158,0.741354143367158,0,0,0,0.710639864254978,0,0,0,0.706842512434503,0,0,0,0,0.742107525665733,0.704730292031799,0,0,0,0,0,0,0.74199551953343,0.708084957192486,0.707644760460876,0.707564630706371,0.707516460882524,0.740992137853645,0.7048236283556,0.709928964522654,0.619180234934326,0,0.704730292031799,0.709218327689051
"Blood group systems biosynthesis",0.542931846123962,0.543636068074337,0.544908159053313,0.548762843030109,0.547256204194602,0.546094074335815,0.604984278300234,0,0,0,0.546820528672793,0.546868198007272,0.547095519376681,0,0.545933243808831,0,0.548867091311785,0.548974694545373,0,0,0,0,0,0,0.546868198007272,0,0,0.545298211545489,0,0,0,0.546942012443538,0.544279785050012,0,0,0,0,0,0.546709792354924,0,0.546465929697905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54342414042657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554616638755981,0,0,0,0,0,0.550469274002845,0,0.551031280493484,0,0,0,0,0,0,0,0,0,0,0,0.549844754694518,0.549774424611219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550930583290985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552416948111403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623438699096073,0,0,0,0,0,0,0,0,0.542715230256039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616699061823859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546681832644583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743665516004468,0,0,0.607283202456575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547713122376814,0.547713122376814,0.547713122376814,0,0,0,0,0,0,0,0,0,0,0,0,0.549320054802063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550384372934359,0.550065242768595,0,0,0
