"","NOTCH1","COL1A2","PIK3CG","NOS3","DVL2","AR","RBPJ","PRKAR1A","PLCB1","CXCL12","SYK","LPAR2","APC","GATA3","TNRC6C","PTK2B","TP53","ITPR2","ITPR3","ADCY4","HSPG2","STAT5A","IRS1","IRS2","LRP2","ITGA2","DYNC1I2","DYNC1H1","FGA","PPP2CB","VWF","GNA12","ITGB4","CACNA1S","ADCY5","CASP8","PRKAA1","EIF2AK2","ACACB","KALRN","TNC","CD28","SMAD1","ITGA1","ITGAV","F2RL2","FGF18","NRG1","ERBB3","MAP3K5","HTT","NGFR","GRM5","RAB5C","ARHGEF7","RASGRF2","QRFPR","NTSR1","GRP","ADRA1A","ADRA1D","GHSR","HDAC11","FPR1","TCF7L2","PRKAB1","CKAP5","AKAP9","HMGB1","SPTBN1","THRA","OR2T12","OR2AE1","OR10G2","OR4C13","OR6C76","OR4F6","OR6K2","OR6K6","OR2D2","OR51E1","OR10H1","PDGFRA","MYLK","TIMP3","GABBR1","NCF2","PACSIN3","CSNK1E","CACNA1B","F8","RASA1","CXCL9","DAG1","SPP2","F13A1","LAMC1","CACNA2D2","PNOC","NPW","CXCL3","CXCL5","MTNR1B","PIK3C3","SPHK1","ARHGAP1","DDX58","AP1M1","HLA-G","NUP133","STUB1","CDC27","BAX","ITGB6","FZD6","PSMC1","EPHB4","JAM2","PLXNB2","PLXNB1","GAPVD1","AMPH","KIAA0319","BIN1","SORBS1","SH3GL3","XIAP","PCM1","HAUS5","CNTRL","CEP290","PTGER4","HTR6","EPHA4","ULK1","RB1CC1","PRKDC","PHKA2","PER1","JUP","P4HB","OAS3","E2F4","AP1M2","NRIP1","CHD3","UBE2M","CACNA1H","ELK1","ANAPC2","ATP2B3","NF1","ITGA7","PTPRK","DOCK2","PLXNA3","PLXNA1","NUF2","AXL","MAP4K4","FBF1","AHI1","TTBK2","SCN4B","MTMR3","CATSPER3","CATSPERD","GH2","TSC1","PTPN3","SPHK2","SIN3B","KCNQ5","OTUB1","CDK5","TAS1R3","KCNS3","KCNC2","FLNB","NFASC","GRIN3B","MLXIPL","PRPF4","ARHGAP39","WDR35","STARD13","ARHGAP30","ARHGAP4","ARHGAP19","KNTC1","OBSCN","NDC80","CDH15","POLR1B","CD40","TEP1","TRIM2","TRIM46","CUL7","CDRT1","NRXN2","GUCY2D","BMPR2","CARD11","CBX8","KCNQ2","TTC27","RAP1GDS1","DOCK10","DOCK8","DOCK3","INHBB","APBA3","INPP4A","IPCEF1","SCN11A","USP2","EGLN2","ADK","SHANK2","EFCAB3","CALML4","GUCA1C","KCNIP2","TGFB1I1","DERL1","PDE11A","POLR3E","SOD3","DLGAP4","DLGAP1","MFGE8","PRSS3","SERPIND1","PLB1","NEFH","LSP1","RALGAPA2","KIF21A","HDLBP","CTHRC1","CST3","USP20","ARL6","CYP2U1","KIF21B","KIF12","SYNE1","DDX54","SH2D3C","TRIM72","GREB1","ABCA3","CHRNB3","WDR20","EPN3","ATP6V1H","MED12","KIF13A"
"Interaction between L1 and Ankyrins",0.911547390091086,0.9118431874743,0.911195354264313,0.911082631949909,0.883485916438117,0.911474743149079,0,0.912288013373164,0.910628614124518,0.909807463272223,0.911227686213969,0.882971847980515,0.912130613693889,0.883739041610769,0.912859624908881,0.911752255377406,0.925705078719361,0.938514625391047,0.938480895126972,0.909514706265839,0.910447993310303,0.912064217037208,0.910979321767194,0.911422960477702,0,0.911002529606157,0.937073328876457,0.936955932869958,0.910581614782418,0.910820107702463,0.910492862106557,0.910692410243471,0.910665511088961,0.911222148854431,0.909507285358703,0.881872988194881,0.912713758918311,0.913454895677938,0.909319760213434,0.883899393677631,0.912435873826211,0.913367829536429,0.882379217156384,0.910457199590154,0.91041840906672,0.911110053365768,0.911835582082111,0.912056189729691,0.91287822634604,0.91217000777229,0.914801583096537,0.912011196393029,0.910523836231822,0.911793561492862,0.91126414007774,0.911536544248511,0.884068970829772,0.884059991877065,0.88404220330474,0.884033392239698,0.884033392239698,0.884024635714956,0,0.909893739039546,0,0.912748787105962,0.911403280338109,0.911940181913168,0.881949997246212,0.937758231014152,0,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.913865596499378,0.910709423152353,0.912298409475388,0.912629927599869,0.910900392617429,0.912396448792014,0.90986772156875,0.911132256872074,0.910971519253365,0.910003895141329,0.911020558519353,0.883604432030746,0.911737590535208,0.881406566937616,0.881556951886041,0.912435862450776,0.911682187146625,0.883677792884418,0.883677792884418,0.883670966536731,0.883670966536731,0.883670966536731,0.911807277282511,0.911761425193859,0.912561844868288,0,0.912696576290062,0.912000828813485,0.91132416595768,0.880199403447864,0,0.913548082895128,0.910965845101394,0.885063969682459,0.911416900685021,0.912629927599869,0.883364474197192,0.883551334535839,0.882414227016954,0,0,0,0,0.911943663333111,0,0.882029731943539,0.912324891011998,0.912324891011998,0.912324891011998,0.912311919403547,0.884461219547091,0.884449355717783,0.912953075123337,0.910917940713447,0.910953424647205,0.912550933391948,0.911758492109109,0.912109977571412,0.882631985951514,0,0.912490854640792,0.913112877506112,0.912840513086938,0,0.91246177095233,0.880204644183003,0.911714171557865,0,0,0.914776450393418,0.911283796976126,0.911404371534816,0,0.884250774573132,0.91221536446324,0.912117579843202,0.912351204397133,0.883485958564861,0.91375688320675,0.912490854640792,0.912476236046322,0.912476236046322,0.879746586106391,0,0.910591336391066,0.910591336391066,0,0,0,0,0.881991773460607,0.939968167498591,0.915322668992474,0.913209110121726,0.888259175733797,0.914541546095959,0.914541546095959,0.91253369375169,0.87515283282075,0.913034644575974,0.913278179625924,0,0.883201440166538,0.913312798618825,0.883485958564861,0.883485958564861,0.883485958564861,0.883485958564861,0.912405381674445,0.883151381255955,0.912324891011998,0,0,0,0,0.913396222337257,0.913396222337257,0,0,0.883697238899708,0,0,0,0,0.939537747064739,0,0.886801060251607,0.886063994446769,0.885620847232849,0.885300936072457,0.883670119801565,0,0,0,0.845432391365743,0,0,0,0.884479527760885,0,0,0,0,0.914850908355278,0,0,0,0,0.884829422130185,0.884829422130185,0,0,0,0,0,0,0,0.912748787105962,0,0,0,0,0,0,0.912766644520843,0.912766644520843,0,0,0,0,0,0,0,0,0,0.911323076609817,0,0
"Glucagon-type ligand receptors",0.87600349139773,0.875809697156765,0.909496347746392,0.910099391946386,0.874996689944904,0.910887925897911,0.877305258780923,0.876977557849671,0.908750972100632,0.908695122304852,0.875583017414813,0.908276441259427,0.876187719620661,0.876180594902995,0.873932513802766,0.877024226257609,0.870615339711461,0.910887925897911,0.910843563913288,0.908037258814808,0.872968855536509,0.876100394853321,0.876513118111318,0.877096590971469,0.875898637519387,0.876311018212377,0.875036481974196,0.874882082950712,0.875990054576931,0.874464144420952,0.875873327212064,0.91063679382348,0.876100394853321,0.910282884336461,0.908027498850655,0.877096590971469,0.876954671205177,0.87471541288249,0.874330465643367,0.909496347746392,0.87842877284501,0.877814903744076,0.874392156146613,0.875593801124177,0.875775406703615,0.909384160153044,0.877639270187647,0.877346586537204,0.878777931301054,0.877573653480493,0.876486573832263,0.87603066219435,0.909364464790234,0.875799406594978,0.876887710657779,0.910696376611723,0.909719375321832,0.909707566218855,0.909684170719484,0.909672582422071,0.909672582422071,0.909661065855967,0.876954671205177,0.909041214852284,0.910737218726493,0.877000740216629,0.875231132056663,0.875354437629303,0.873983873042379,0.875696580452153,0.874924759215097,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.914032372064259,0.876158147922689,0.877742527176994,0.873630416301616,0.909108414701628,0.877794094663937,0.876311018212377,0.874874682465701,0.911003877507657,0.872561406604206,0.876567352616007,0.909108414701628,0.877510391875661,0.873695754715946,0.873466940468562,0.877172008699296,0.910887925897911,0.909204898768732,0.909204898768732,0.909195920768132,0.909195920768132,0.909195920768132,0.87388259087206,0.876958912732553,0.878594449740366,0.873834024152739,0.876932072642401,0.876017026771773,0.875127080961178,0.870810562195453,0.870947299721225,0.874837972548396,0.876495393623907,0.911027996081638,0.872692594429885,0.876844416401025,0.875844190667189,0.878721122714163,0.878326586454348,0.876375928988156,0.876359483842741,0.876343185427773,0.876279406896848,0.878326586454348,0.87611466398325,0.877146513902175,0.873229232711996,0.873229232711996,0.873229232711996,0.873212172475131,0.910235260152357,0.910219656864693,0.877852245906324,0.871564460044166,0.871611128452105,0.873526523256805,0.874091258681514,0.874462885906425,0.878094823500375,0.872681010519783,0.876661507887226,0.877479591277407,0.87712137806721,0.878230122379436,0.87442415936467,0.874746161655079,0.874265591177999,0.875698265473177,0.870967797240197,0.878060472165941,0.876098114123275,0.877072142826129,0.880566058082344,0.880223851478916,0.87755593286981,0.877427326707678,0.87647784012975,0.878214393749368,0.840409647749032,0.873447507787818,0.873428281437806,0.873428281437806,0.875063680388051,0.875698265473177,0.872556217511938,0.872556217511938,0.877072142826129,0.874600903644668,0.880076518808749,0.875063680388051,0.877096590971469,0.876051756475598,0.87980307875065,0.877023329801327,0.91523032552086,0.876727400066249,0.876727400066249,0.835082078272181,0.875214772745602,0.875769652185494,0.87608994905945,0.872815672370085,0.878843768693152,0.874528527077586,0.87921796679558,0.87921796679558,0.87921796679558,0.87921796679558,0.876549093990606,0.878777931301054,0.876443232811405,0.878326586454348,0.873054837899787,0.875629768593744,0.877555019372947,0.877852245906324,0.877852245906324,0.870790032203529,0.871588216217865,0.874342489272726,0.876641291956634,0.837109599976492,0.876003966696171,0.873447507787818,0.876191640067349,0.87734576541146,0.882995156321182,0.882608595101811,0.882025768657118,0.8816050220556,0.875072275165678,0.876911082903578,0.874924759215097,0.837570139532377,0.875500549640421,0.83494876976168,0.877171905095936,0.877232077299381,0.875371354221802,0.882025768657118,0.882025768657118,0.880385905195344,0.880385905195344,0.837570139532377,0.876938152477104,0.874028503967052,0.873539770458071,0.876602582784848,0.875831534687508,0.875831534687508,0.878214393749367,0.876550771859425,0.876228159460321,0.839179652266153,0.878060472165941,0.878060472165941,0.878811768557709,0.832965857693406,0.87794228760884,0.877787642181313,0.878635140350885,0.878326586454347,0.880076518808749,0.840360741782144,0.832989343734387,0.832989343734387,0.874564341647625,0.87751199705568,0.883577982765877,0.877883843959117,0.882995156321182,0.882995156321182,0.835781700361035,0.880385905195344,0.841387010453542,0,0.876954671205177,0.877009851379507
"Potassium Channels",0.921271392480926,0.921493751783892,0.940414918699616,0.940759600930759,0.920695934544209,0.941210303618466,0.922015444220538,0.921828140059197,0.939988884023181,0.939956961931536,0.921031061986792,0.93971765622745,0.92137669188505,0.921372619607129,0.920087682931799,0.921854814341069,0.918191684318608,0.941210303618466,0.941184947619955,0.939580946615348,0.919637839824337,0.921326779630457,0.921562680039436,0.9218961758715,0.921211461104866,0.921447165713817,0.920718678491399,0.920630428575553,0.92126371239152,0.920391547271463,0.921196994481691,0.941066763951345,0.921326779630457,0.940864479754582,0.939575368108466,0.9218961758715,0.918139419801233,0.920535164893423,0.920315140435422,0.940414918699616,0.92265761163436,0.92230674220996,0.920350400902731,0.921037225636162,0.921141026014823,0.940350795588935,0.922206355263042,0.92203906594386,0.922857180282318,0.922168850693688,0.923384535525055,0.921286922504764,0.940339538301995,0.921154743642988,0.921776786061325,0.941100819711088,0.940542394666236,0.940535644932201,0.940522272756625,0.94051564922852,0.94051564922852,0.94050906669991,0.921815058730021,0.940154778196798,0.921716002297454,0.896660885102758,0.920829934722232,0.920900412541089,0.920117038354337,0.940837259179319,0.920654821066229,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.943007576057762,0.921359789577,0.922265373904578,0.919814057474276,0.941536029426824,0.922627974715236,0.921447165713817,0.920626198677172,0.941276578129609,0.919303998604281,0.921593678878462,0.94019318764341,0.922132692231175,0.919851402979681,0.919821574982173,0.921939282414429,0.941210303618466,0.940248335082884,0.940248335082884,0.940243203523244,0.940243203523244,0.940243203523244,0.920059148460957,0.921817483061637,0.922752307648252,0.920031389160436,0.921802142059837,0.921279128900454,0.920770462193112,0.918303267717226,0.918280467383607,0.920605216374049,0.921552549246591,0.941290363593248,0.901279095241905,0.921752040344487,0.921180340894284,0.922824710174028,0.922599204915373,0.921484266793674,0.92147486723488,0.92146555154287,0.921429097620689,0.922599204915373,0.92133493544315,0.921924710342342,0.919104035955715,0.919104035955715,0.919104035955715,0.919094284828838,0.940837259179319,0.94082834080152,0.922328085885596,0.918152501130409,0.918179175412281,0.919855630741916,0.919596744507559,0.919860966122881,0.922133609704605,0.919372360665429,0.921647495247077,0.922115087520067,0.921910343442407,0.922544068902845,0.920368692995755,0.920552739982513,0.920278060109524,0.921096934368771,0.918292183159287,0.923365642557558,0.92132547603261,0.921882202034619,0.923879220670979,0.923683625496392,0.922158722116667,0.922085214637608,0.921542516188433,0.922775565197898,0.897418699603543,0.919228795534097,0.919217806321003,0.919217806321003,0.92223812535087,0.921096934368771,0.919301032672596,0.919301032672596,0.921882202034619,0.920469714799417,0.923599414499132,0.920734224300433,0.9218961758715,0.877754633706064,0.923776250608356,0.921854301953169,0.94369229082698,0.943913297357707,0.943913297357707,0.897871070011699,0.94206577319299,0.920556064600005,0.920739136821153,0.91944932939676,0.92289481098866,0.919846674191598,0.923108691558003,0.923108691558003,0.923108691558003,0.923108691558003,0.921583242788138,0.922857180282318,0.921522735668695,0.922599204915373,0.919637839824337,0.921057783578117,0.922158199988875,0.922328085885596,0.922328085885596,0.918291533380968,0.9187477517592,0.920469714799417,0.921969066779093,0.896988345381858,0.921271664147461,0.919810467836534,0.943578540493765,0.922038596612669,0.925267621389594,0.925046674428215,0.924713548068111,0.924473061753246,0.92132080912359,0.921790144945848,0.920654821066229,0.899292556441416,0.922487826896173,0.897794259001155,0.921939223197813,0.921973615849854,0.921057783578117,0.924713548068111,0.924713548068111,0.923776250608356,0.923776250608356,0.899292556441416,0.921805617113558,0.920194358554567,0.919915012933944,0.921613815401126,0.92132080912359,0.92132080912359,0.922535078883034,0.921685157268005,0.921547508114512,0.89965573171366,0.922447101857807,0.922447101857807,0.922876520657568,0.896660885102758,0.92237955105999,0.92229116030688,0.922775565197899,0.923209647017672,0.923599414499132,0.900330807553135,0.896674309029239,0.896674309029239,0.920347861583471,0.92246673606471,0.9256007477497,0.922346146398138,0.9256007477497,0.9256007477497,0.898270337499839,0.923776250608356,0,0,0,0.921846598085849
"Transcriptional regulation of testis differentiation",0.766078972911055,0.766845236134808,0.693042405653365,0.766354819201659,0.764095911047477,0.767907967146585,0.768643018925903,0.767997557780012,0.693427495949818,0.763588878047633,0.693126161580154,0.692492829028507,0.76644184084501,0.83963997708148,0,0.768089478922713,0.761796622021079,0.767907967146585,0.767820588885807,0.762293107173559,0.766780158869263,0.697415538744917,0.694958148627202,0.696107394860558,0.832754111013448,0.766684697799953,0.764174288025919,0.76387017363039,0.693927888545278,0.763046974619939,0.693697974707694,0.766265348008086,0.694145221956459,0.766716237791186,0.762273883311051,0.768232013186961,0.76362099235616,0.698193273204066,0.692512284671959,0.694895636478417,0,0.697522230587583,0.769235686215178,0.765272020204461,0.693505104082187,0.763798078961242,0.768152936584943,0.769872393783748,0.771543690854824,0.697047048320069,0,0.766132490285736,0.694635871198899,0.765676994161287,0.766672615874532,0.767530679168536,0.695334926149821,0.695311666169722,0.695265584866947,0.695242759799901,0.695242759799901,0.695220076019522,0,0.693999177019969,0.767611124463882,0.697771831781923,0.764557683534735,0.765948527251039,0.69816011765978,0.694497815762956,0.702675736786759,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.774101473579315,0.7663835944983,0.769504291302857,0,0,0.698629216676241,0.766684697799953,0.763855597152022,0.763804866611383,0,0.695064972447964,0,0.698775674958646,0,0,0.698109173365466,0.767907967146585,0,0,0,0,0,0.696107394860558,0.696984187825093,0.699057675269161,0.766988379994968,0.766759994135311,0.766105633067335,0.695336005427057,0.763588878047633,0.762450472126031,0,0,0.767035885512698,0.831474632193971,0.695610695365134,0,0.700455151638602,0.698530074255413,0.766812550301181,0.766780158869263,0.766748056447213,0.76662243408936,0.698530074255413,0.766297945692633,0.767182371638881,0.766945116304917,0.766945116304917,0.766945116304917,0.766911513348728,0.696351046588009,0.696320313334073,0.697595782147971,0.763666071385153,0.763757992527853,0.767530679168536,0.768643018925903,0.769553542137844,0.76471873773249,0.834533705371946,0.767375045142839,0.698715008089722,0,0.770464690642878,0.697028316336445,0.763602454173826,0.764654909196213,0.70153689690377,0.762490845377437,0.776461040907568,0.76741332101936,0,0.773917729077509,0,0,0,0,0.700285795163123,0.700383305080466,0.767375045142839,0.767337175668796,0.767337175668796,0.770558364196945,0.699683666078718,0.765619501633724,0.765619501633724,0.696059240197568,0.697522230587583,0.701976855252911,0.698433745870541,0.768232013186961,0,0,0,0,0.773835335079591,0.773835335079591,0,0,0.771948892333689,0.772579769965006,0.696171052700784,0,0.769504291302857,0,0,0,0,0,0,0,0.770654692581817,0,0,0.775465468091486,0,0,0.763548440835382,0.763712863095628,0,0,0.769171666646473,0.702139025988175,0,0,0.702928689502834,0,0,0,0,0.705613133291782,0,0,0.704987495025704,0,0.770800919322415,0.774710861202509,0,0,0,0,0,0,0.777112113352108,0.770464690642878,0,0,0,0,0,0,0,0,0.768232013186961,0,0,0,0,0,0,0,0,0.774101473579315,0.770558364196945,0,0,0,0,0,0,0,0,0,0,0.700455151638602,0.696922444133594,0.766804505739746,0
"Phase 0 - rapid depolarisation",0.814665627781379,0,0.85395312108968,0.854903845283145,0.853735953393914,0.855596470176591,0.815991280857982,0.855306175039121,0.853530683733583,0.853473809168619,0.815497624949446,0.853047445885018,0.856668730323009,0.816790958763152,0.85694721102211,0.855800692290866,0.880448044420487,0.855596470176591,0.855551294208782,0.85269349715862,0.855123752740225,0.816024495573167,0.855280205992503,0.855874384800606,0.854654450502142,0.852914250419465,0.853776475553815,0.853619243514398,0.815259392879649,0.883357970146193,0.815140523723487,0.855114492829601,0.815371757752788,0.890581212008131,0.852683558112156,0.817038970559998,0.856751848267763,0.857744475254648,0.812977145252889,0.85395312108968,0.816934117971704,0.816308985192384,0.854453907713341,0.852294250958566,0.815040806504447,0.853838875003783,0.81500342608169,0.816425595521832,0.855536805672854,0.850642206134711,0.85954813464306,0.857750277129543,0.853818818257362,0.85455339882276,0.815364779350907,0.888202981048503,0.854180240923351,0.854168215139102,0.854144390363554,0.854132589436357,0.854132589436357,0.854120861556641,0.815432968534947,0.853826252052206,0.81547301581999,0.856798762584066,0.852733211178483,0.853341922172269,0.814553929989377,0.892582483791356,0.81663878308013,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.858461997794179,0.854918722574856,0.854372025662285,0.856639570435163,0.853894684929062,0.818342793045729,0.855074397830253,0.855331600689374,0.891425812044642,0.815040806504447,0.815038543166799,0.853894684929062,0.815998885937756,0.816195968389498,0.815962955706178,0.815654293881902,0.818299537227215,0.853992939349976,0.853992939349976,0.853983796615052,0.853983796615052,0.853983796615052,0.847588979195775,0.81490410550747,0.817102834816884,0.814401331572684,0.855706847779859,0.814348082304944,0.852627250884321,0.807481335378901,0.851643748949324,0.857869283726786,0.815774004223427,0.855512873126878,0.855712832798983,0.815320690702347,0.856630491305997,0.817825352602408,0.81683005659721,0.855140499632101,0.855123752740225,0.855107155271103,0.85504220648929,0.857126949058351,0.854874440763187,0.815844864237362,0.853967552363722,0.853967552363722,0.853967552363722,0.853950179094289,0.854705591551726,0.854689701964567,0.816347012533451,0.851463949559583,0.851511474270497,0.856533771091693,0.854037111578238,0.855346065012733,0.816594041102472,0,0.815004388788378,0.857286399922465,0.855899626706459,0.816731822535318,0.856414353126477,0,0.855022926623868,0,0.813456243368581,0.857968777227288,0.853401337959644,0.816361336003455,0,0.818762133901819,0.81663878308013,0.816507817166632,0.854002794680153,0.817737792577564,0.858148936330026,0.854189832495752,0.854170253367889,0.854170253367889,0.813008232707301,0.816299779232286,0.853282188233328,0.853282188233328,0.814425892690296,0,0,0.815653550358123,0.815794025287532,0.818818206660107,0.860246040820392,0.857415287189269,0.859792309700512,0.856611245034435,0.856611245034435,0.851361201116343,0.892831895530659,0.852946991096024,0.856770381433362,0,0.817356728439573,0.854372025662285,0.817737792577564,0.817737792577564,0.817737792577564,0.817737792577564,0.85407535595422,0.817289683019233,0.853967552363722,0.81683005659721,0.813700157366079,0,0.85837271143427,0.816216975260296,0.816216975260296,0,0,0.856605877653526,0.816134267700993,0.854420808565461,0.817954325525632,0.815134426061533,0.855746301362086,0,0.822177809019582,0.821190634386172,0.820597113854387,0.820168647114497,0.818041885550477,0.859614197461192,0.815512080167127,0,0.767202837115386,0.817715711656533,0,0.816735893165985,0.818753323995602,0.822058592074922,0.822058592074922,0.820388639308111,0.820388639308111,0.820168647114497,0,0.814608861532467,0.814111160416135,0,0.819221948158437,0.819221948158437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81309555024239,0,0,0,0,0,0,0,0,0.856295778398898,0.814306265621943,0
"Blood group systems biosynthesis",0.767530083292704,0.705798739005034,0,0,0.703306239562391,0,0.7074285835896,0,0,0,0,0,0.705433026510859,0.711159450332262,0.707145117490367,0,0,0,0,0,0,0,0,0,0.70566813596816,0.705653197209344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709434809879807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706802549582582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0.77954019247161,0.780482571597247,0.691684735826931,0.779879438540182,0,0.781789557879012,0.699093694135038,0.781899739785408,0.776613069578825,0.77647778082584,0.77852164978909,0.775463581297561,0,0.787754693017514,0.782309013504918,0.782012787839132,0.774273597439679,0,0,0.688150285623612,0,0.779774928292644,0.780774695867852,0.782188081799683,0,0,0.690463832081095,0.690089820841524,0.779507643548118,0.775811327755224,0.779224886925435,0.779769403525378,0.693041020496785,0,0.688126643399661,0.782188081799683,0.695110392116396,0.784205483111129,0,0,0,0.697194191812358,0.783422436367979,0,0.778987687428197,0,0.78350265051749,0.784205483111129,0.699526998861252,0.783343702711828,0.704896028686632,0,0,0.691379687049623,0,0,0,0,0,0,0,0,0.698244442042478,0,0.781424489663409,0.695221988211308,0.690935346194224,0.692645857732086,0.782433424478755,0,0.701112739079193,0,0,0,0,0,0,0,0,0,0,0,0,0.7837527769348,0,0,0.785289512436061,0,0.690071894144127,0,0,0.780906071791537,0,0,0,0,0,0,0,0,0,0,0,0.690127150293215,0.78326639452783,0,0.782070435337385,0.694123420933796,0.695973122257544,0,0.68974387302998,0.691477868844415,0.700902509842903,0,0,0.690978739176523,0,0,0,0,0,0,0,0,0,0,0,0.693871500164217,0.693871500164217,0.693871500164217,0.693830173993926,0,0,0,0.695165831989549,0.695278880043273,0.694591647239422,0,0,0,0.781474809395631,0.697534292629165,0.696381941653824,0.694581988319733,0.784933911905469,0.697441635078902,0.689760569456919,0,0.786586313685465,0.691527521376574,0,0,0,0.790592407588198,0,0.697978689153111,0.697667157713142,0,0,0,0.694400242703083,0.694353669409821,0.694353669409821,0,0,0,0,0.782128859396994,0.783928099608217,0,0.785049115140128,0.695454174003824,0,0,0.696688528572119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785167583384846,0.69680267927625,0.786420389042901,0.704350146950141,0.700418698193897,0.700418698193897,0.774696766926297,0.689896354471736,0,0,0,0,0.781134150498943,0,0.790577164664994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69820000410961,0,0,0.788776902920237,0,0,0,0,0,0.864441651027,0.792308447370943,0.792308447370943,0,0,0,0,0,0,0,0.867302684367445,0,0,0,0,0,0,0,0,0,0,0,0,0.698244442042478,0
