"","FOS","TP53","MYB","ATF2","COL1A2","HIF1A","JAK2","CTNNB1","PIK3CA","SMAD4","NRIP1","NCOA6","AGT","CDH2","CDK9","B2M","BCAR1","ACTN2","HDAC9","PGR","PPP3R1","CD14","CABIN1","LRP2","PLG","CTNNA1","LPL","KDR","ME1","MET","CHD9","YWHAZ","MAPK9","CLOCK","ITGA6","TFRC","YWHAG","GLI1","CHUK","TRAF2","GNAS","CCNE1","PTK2","ACOX1","RBL2","TLR4","KRAS","IRS1","YES1","AKAP9","PTEN","PPBP","KNG1","CPSF2","PIK3CG","APC","PTPN11","TRIP6","F5","PABPC1","FLT1","SUZ12","EZH2","ADCY9","QSOX1","SERPINA4","SMC3","CCNT1","TEK","CHEK2","ITGAM","VCL","ALDH9A1","CCT6B","MED23","ADAM10","MED17","TCF4","MAPKAPK2","TTF1","SRSF11","RET","PC","RANBP2","VCAN","APOA5","VAV3","USP7","UTRN","CENPJ","RASA1","NANOG","EXOSC7","DCTN3","MAP2K6","RELN","CDC27","ANAPC1","ATR","FAT1","NFYA","GPC5","TP73","WASL","UMPS","ROCK2","CCP110","CEP250","CEP57","CEP290","PCNT","CEP41","OFD1","TAF9","KIF5B","LRRK2","MAP2K4","TAF1","DDX20","RFC5","IL23R","EBF1","CSF1R","FBXW11","DMD","GLI3","NMI","SRSF7","DLG1","USP9X","GRIA2","ROCK1","BRAF","RASGRF1","ANGPT2","SH3KBP1","LAMB1","NPHP1","NOS1","FGF7","CSNK1A1L","ITGB6","FGF20","DHX15","DDX42","SNRNP40","AFP","COL24A1","ARHGEF6","PPP1R12A","SMG1","FLNA","CENPE","KIF2B","PDS5A","COPS2","POLE","ROBO1","APAF1","DERL2","PRPF3","COPS4","SMARCA5","IL4I1","HSPA9","POLR3C","POLR3F","FZD4","CLTB","PICALM","IGF2R","TJP1","BHLHE41","NCKAP1L","ASPH","NCAM1","PAK3","KNTC1","NDC80","DYNC2H1","RALA","THOC5","ZC3H11A","GUCY1A2","TAF2","PTGS1","CTNNA2","GLI2","TAF1A","ADAM17","ABCB4","TNFAIP3","TOPBP1","RIF1","PFDN4","FNBP1L","AGFG1","SYT11","SYNJ1","TNFSF11","TOP2A","RYR2","EPHA7","PHF10","THOC2","CEP97","SHC3","COL4A2","TIAL1","NR1D2","NRBP1","MYH2","TRIM24","MAP4K4","LONP2","TAB3","SHOC2","ASH1L","STK3","TMF1","MYBL2","GBP7","BLM","CACNA1S","RNF8","NCAPD3","PLA2G4A","SYNE1","ARFGAP2","BCL9","BAZ1B","PARVG","CACNA1D","USP34","YEATS2","ALOX15B","ACVR2A","PIAS2","SNIP1","TTC5","STRN3","RASAL2","FBXO43","KANSL1","CACNG5","CACNG2","BDP1","PLA2G3","CACNA2D1","CACNA2D4","SAP30L","USP10","ARID2","MMP3","CD80","SYCP2","SMC1B","NCAPG2","MECOM","EXOSC9","BPTF","PGM2L1","RNF41","USP2","NUP155","NUP205","NDUFS5","SNRNP35","UPF3A","MTF2","BRCA2","TERF2IP","PPP1R3A","CCR5","SYNE2","AP3B1","WRN","RMI1","RRM2B","TEX15","POLA2","WDR33","SLIT2","ASXL1","ESRP2","AKAP4","FZD6","FCGR3A","CTR9","PNPT1","RB1CC1","PPP4R4","ERLIN1","KRT1","PTPRM","ZRANB2","IGF2BP1","USP1","UGT1A6","CYP2C19","ELF1","CRMP1","DDC","TEX12","UCHL1","REST","NFIX","COL9A2","COL6A5","MAPK8IP1","LATS2","TNKS","PTPN2","LNPEP","HIRA","HIST1H1D","PRDM9","EPC1","ELP4","ING3","SEPT7","USP5","RSF1","NFRKB","INO80","NRP1","TRAIP","FBXO15","HERC4","HERC6","FBXO40","FBXO30","DZIP3","HECTD2","ASB15","RNF213","ASB5","TRIM37","UBE2O","LTN1","CCNF","LTV1","UTP14C","NOL11","RCL1","WDR36","ZNF14","TIMM21","MYH6","TRIO","WDHD1","HIPK1","RABGGTB","CNOT2","RAD18","CNOT1","GRM1","GSTO2","THOC1","DDX18","SLX4","VLDLR","NMU","MCHR2","FMNL1","ALDH4A1","COL3A1","SMARCAL1","MTDH","CSDE1","ARHGEF25","TFCP2","BAZ1A","UTS2","GRP","FFAR2","GPRC6A","LPAR6","RSRC1","FANCM","ABHD5","SRP72","EIF2S3","ANPEP","MYH7","ALDH3B2","EGLN1","IL3RA","NRG3","EVL","OTC","ENSA","REV3L","DGKI","CHRD","TLR7","DBF4","ORC5","FAN1","POLN","CDC7","DCLRE1B","ZSWIM2","NRIP3","UGT2B15","UBR5","MOCS3","WWOX","HSD17B3","ATXN3","PI4K2A","RSPO2","HECW1","ADH5","CYP17A1","ROBO2","CNKSR2","CNKSR1","AWAT2","ICOS","EVC2","EVC","GPNMB","KCNAB2","GRM8","GRM4","GNAT3","TAS2R7","SUCNR1","C3AR1","HTR1E","CXCL16","TNC","FMO5","STIL","GNS","NLRP3","TWF1","ATAD5","RAB14","MAP1B","IFIT2","RNASEL","POLQ","KPNA1","STK36","ARHGAP5","DCAF11","HHIP","CYP7B1","FABP6","ARFIP1","ACSS3","ABCB7","SETX","C7","COPA","DUSP11","TDRD3","ZNF451","CHD1","TOP1MT","ERMAP","GLRX3","TPP2","NIPBL","ESCO2","RGPD3","UGGT2","RAD54B","BTAF1","NSMCE4A","ZNF606","AFF4","RAD54L","EXOC6","FADS2","MYH13","COL13A1","RASGRF2","KIF7","COL14A1","SEC23IP","PNPLA6","ITPR1","DISP1","HFM1","PPP1R42","LDHAL6A","CEP350","AMOTL2","RAB3C","AOC2","LAMA1","NCAPG","ZNF471","ZNF682","ZNF214","ZNF416","ZNF514","ZNF28","ZNF660","ZNF664","ZNF665","ZNF304","ZNF273","ZNF596","ZNF33A","ZNF212","ZNF625","ZNF627","ZNF701","ZNF136","ZNF382","ZNF677","ZNF675","ZNF530","ZNF737","ZNF732","ZNF649","ZNF616","ZNF483","ZNF568","ZNF566","ZNF564","ZNF563","ZNF562","ZNF169","ZNF804B","ZNF528","ZNF692","ZNF347","ZNF354A","ZNF610","ZNF615","ZNF614","ZNF559","ZNF184","ZNF716","ZNF37A","ZNF461","ZNF350","ZNF669","ZNF431","ZNF749","ZNF45","ZNF419","ZNF99","ZNF577","ZFP2","ZNF679","ZNF678","ZNF354B","ZNF440","ZNF442","ZNF221","ZNF226","ZNF529","ZNF721","ZNF77","ZNF354C","EHD2","ZNF454","IFI16","INSRR","ZNF473","C8orf34","FMNL3","TNS1","KLC4","COL22A1","COL25A1","CALD1","NR2F2","KIF4B","GRIN2A","ASAP1","USP47","MOGAT1","TMX3","AHCYL1","ANK2","GGCT","ACADSB","NR4A3","DCC","AP4E1","ZNF592","SDHA","CUBN","TRAPPC9","TRAPPC10","ZSCAN10","PLCZ1","DYRK1A","CACNA1A","SCFD1","AP1S2","IFNGR2","ARSG","ACSL6","CHL1","ALPL","IMPAD1","KYNU","COG2","SERPINB3","LAMB4","HLA-DQA1","UNC5B","AFG3L2","DOCK4","ITGAL","RUNX1T1","CNGA2","MUC16","HADHB","AP3S1","GOLGB1","ATP6V0A2","CHN1","ARAP2","SIM2"
"Cytosolic sulfonation of small molecules",0.872272793126962,0.82028488933816,0.82493453875788,0.82302443276372,0,0.824107574683647,0.870804608966903,0.821326382630944,0,0.822723376977188,0.82659489214128,0.873669661274997,0.820667434157022,0.825077730094831,0.821884763031537,0,0.872481791542471,0,0.825308780249079,0.827572973969646,0.873911664846684,0,0.826463892441378,0,0,0.822377494650925,0.873958344071774,0,0.82584543575405,0,0.875564395028034,0,0,0.82659489214128,0,0,0,0.82391270227476,0,0,0,0.82354121101746,0.87093474931209,0.825999536494368,0.825475346534731,0,0,0,0,0,0,0,0,0.821002517313206,0,0,0,0.925719311467099,0,0.822830390327288,0,0.824263915286696,0.824158652848233,0,0,0,0,0,0,0,0,0,0.874772880204438,0.873509034673092,0.825229415641086,0,0.824766103656635,0.827675330845453,0,0,0.870129664784749,0,0,0,0,0.827675330845453,0,0,0,0,0,0,0.823307308147057,0,0,0,0,0,0,0.8294535737531,0.877002027390434,0,0.828264555525143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825349409847987,0,0,0.825653623053804,0,0,0,0,0.827572973969646,0,0,0.874875820928105,0,0,0,0,0,0.874173316034018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874642633998559,0,0,0,0,0,0,0,0,0.876411828743502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871820245491728,0,0,0,0,0,0.876098720847685,0,0,0,0,0.828547867451249,0,0.825114815477279,0,0.876056383030586,0,0,0,0,0,0.825562916253911,0,0,0.825111408903241,0,0,0,0.873640223319574,0,0.834262849715499,0.834262849715499,0,0,0,0.876699375783818,0,0.875943169806155,0,0,0,0.827380360584022,0,0,0,0,0,0.874779342808838,0,0,0,0,0,0,0.924236539860332,0,0.875891077551065,0,0,0.828264555525143,0,0,0,0,0,0,0,0,0.875198088686137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878895896241907,0,0,0,0,0.874062043868314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876411828743502,0,0,0,0.924513389438571,0,0,0.875086816520433,0.875354422046093,0.82994424208157,0,0,0,0.879256124681447,0,0,0,0,0,0,0.874411568139446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875314430726378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875891077551065,0,0,0,0,0,0,0,0.876098720847685,0,0,0,0,0,0,0,0,0,0,0.875564395028034,0,0,0,0.87716291981692,0,0,0,0,0.875436340791565,0.926113145153097,0,0,0,0.877474519475671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881247192376016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928186358322174,0.82968593229138,0.832700616979426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873659737250598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876640533938295,0,0.925490218760281,0,0,0,0,0,0,0,0.87722126350067,0,0,0,0,0.873611816148866,0,0,0,0,0,0.879094226539492,0.877335123583287,0,0.87761196721926,0.926626816128102,0,0,0,0,0,0,0.827307384428879,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol oxidation",0.770251047176287,0.769626991168268,0.771835001183412,0,0,0,0.768284805741238,0,0,0,0.774212418779942,0.771415744385226,0,0.772387439588478,0,0,0,0,0,0,0.772033459007422,0.772890506535109,0,0,0,0,0.771687500154471,0.769329511715551,0.774074815240196,0.769666902354765,0.773199379691238,0,0,0.775567004514543,0,0,0,0,0,0.766871329649184,0,0,0,0.774219880223955,0,0.772819126984045,0,0,0.769437010651068,0,0,0,0,0,0,0,0,0.775148998063248,0,0,0.770311132704795,0,0,0,0,0,0,0,0.770803248681554,0,0,0,0.913893348462936,0,0.773494915705005,0,0.773058770198102,0,0,0,0,0.771031671038317,0.820557151443401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726713191437177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770749340255778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720054952162204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773938120581182,0.770780518626314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772887955433169,0,0,0.774004006594471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772461826567595,0,0,0,0,0,0.774307397831495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771331953983828,0,0,0,0,0,0,0.773753169343597,0,0.772378501729112,0,0,0,0,0,0,0,0,0,0,0,0.771726146534522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774013785739653,0,0,0.91340219944904,0.772187298879912,0,0,0.775120624105706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913616467407915,0,0,0,0,0,0,0,0.77262744226585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914159302322826,0,0,0,0,0,0,0,0.772887955433169,0,0,0,0,0,0,0,0,0,0,0.913851774955986,0,0,0,0.773575769031402,0,0,0,0,0.819897517198707,0.773823425647538,0,0,0,0.916436576069745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731772222053641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822320089446041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771676280478406,0,0,0,0,0.775195112679931,0,0,0,0.822971119849334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774263265904095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773397999103485,0,0.774933338295972,0,0,0.775898023006963,0,0,0,0,0.776113682774239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777876823900291,0,0,0,0,0,0,0,0,0,0,0,0.821276039342488,0,0,0,0,0,0
"Phase II - Conjugation of compounds",0.901436911092213,0.899328332523762,0.901945708445012,0.9000730380361,0.884993783118988,0.900367474602021,0.899684370783379,0.899611447508895,0.883942902211523,0.899991200346776,0.901043616109527,0.913990925382151,0.899919424299552,0.900631197409184,0.899763235196735,0.884657604291822,0.900140288765029,0,0.90069400507337,0.901309493599296,0.900528979275155,0,0.901008005723606,0,0,0.886520155665905,0.900834499535423,0,0.900839887160527,0,0.914505981525133,0.872928248016179,0.885405687669573,0.901043616109527,0,0,0.872708824682108,0.900314501338029,0.88411638109728,0.897329893281543,0.884819522702194,0.886836495237261,0.89971974756607,0.900881777232318,0.887362262183637,0,0,0.899348836123738,0,0.871752922582034,0.885129422237231,0,0,0.89952340937629,0.884074215952791,0.873754741545733,0,0.914612143520528,0,0.900020290388193,0,0.900409973548308,0.900381359467058,0.886219710558904,0,0,0.872785214270381,0.873575681352154,0,0,0,0,0.900259530813003,0.900419530048356,0.900672430945176,0,0.900546486240108,0.901337317845091,0.885506291105574,0.873594965101542,0.899500896906572,0.885195383220201,0.900231465906715,0.872527705927133,0,0.901337317845091,0.873514753483041,0.887519326887758,0.885577608435014,0,0,0,0.900149933644073,0,0.885317013401967,0,0.856900552192005,0.856900552192005,0,0.901820707625755,0.901369049923418,0.887911600942481,0.888120468566074,0,0.899564691666612,0,0,0,0,0,0,0,0,0.873709709564839,0,0,0.885370222794602,0,0.900705049645976,0,0,0.90078774563436,0.885167396778758,0.857044595567995,0,0,0.901309493599296,-0.010714219971076,0,0.900791071250734,0,0,0,0,0,0.90060010539044,0,0,0.886569043748899,0,0,0,0,-0.010714219971076,-0.010714219971076,-0.010714219971076,0.887025447465024,0.88531791204106,0.873893354205899,0.900727682734889,0.884404994118821,0,0.872632388660994,0.872636026731719,0.873086359645835,0,0.886808794712431,0,0.901208612902546,0,-0.010714219971076,0,0.873476660680097,0.900231465906715,0.873578607558489,0.88731732220027,0.887300447490645,0,0,0,0,0,0,0,0.885492879210012,0,0,0.873114132110401,0.873072870825568,0.899960456977711,0,0,0,0.887448443125161,0,0.914423789916685,0,0,0,0,0.901574504382815,0.88514108306971,0.887264256996587,0,0.90111199009333,0,0,0,0,0.885338834890222,0.887386066753398,0.87214947517807,0,0.900640352509278,0.861053126856914,0,0,0.900291198295966,0.874138513049087,0.903128040185677,0.903128040185677,0,0,0.885877840936015,0.901286778433336,0.884918817498919,0.901081214705171,0,0,0,0.887880112877425,0,0,0,0,0,0.900830235840016,0,0,0,0,0,0,0.914209073367014,0,0.901132444953794,0.885743814360632,0,0.901497490106964,0,0,0,0,0,0,0,0,0.90094406588928,0,0,0.874057989766041,0,0.874613517972819,0,0,0,0,0,0,0,0,0.901719877454614,0.85712314915291,0.885416248183483,0,0,0.900778390395998,0,0.861176062115561,0.874301647069675,0,0,0.887460631078979,0.884396441892551,0,0,0,0,0.885754505406388,0,0.887490940102517,0,0,0,0,0,0,0,0,0,0,0.901208612902546,0,0,0,0.914284330946463,0,0,0.913794960627294,0.914256793819305,0.888577067218938,0,0.900698273609754,0,0.901981793880057,0,0,0,0,0,0,0.900664870801561,0,0,0,0,0,0,0,0,0,0.87448490224266,0,0,0,0,0.857172870274518,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857175732507864,0.857170019028663,0.857164349155528,0.857164349155528,0,0,0,0,0,0,0,0,0.873206547933488,0,0,0,0,0,0,0,0.914134498075441,0,0,0,0,0,0,0,0.914452948085803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91485883562156,0,0.914301954290793,0,0,0,0,0,0,0,0.901123499020504,0,0,0,0,0,0,0,0,0,0,0.9152727728519,0,0,0,0.926048476404776,0,0,0,0,0.939905033126062,0.914688803606564,0,0,0,0.900436612357146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901497490106965,0,0.900231587504577,0,0,0,0,0,0,0,0,0,0,0.874239469288121,0,0,0.91528277475602,0.901883870955338,0.90178859271661,0.900215102688104,0,0,0.873909179267731,0.884783921721072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885801257435992,0,0,0.8736944818567,0,0,0.873644054015128,0.885760208061695,0.900069335864019,0,0,0,0.88644294125672,0,0,0,0.90034082363554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901270783123202,0,0.914549867960297,0,0.914828437679544,-0.010714219971076,0,0,0,0,0.90142864610951,0,0,0,0,0.900447469715552,0,0,0,0,0,0.901710617183007,0.901459597336772,0,0.901370859800177,0.91485883562156,0.886369991709257,0,0,0,0,0,0.900322519949798,0,0,0,0,0,-0.010714219971076,0,0,0.874034108550438,0.874440076467062,0.874394856363419,0
"Erythrocytes take up carbon dioxide and release oxygen",0,0,0,0.8133680474237,0.740810120516425,0,0,0,0.734821918150293,0,0.821127600552656,0.816525740747245,0,0,0,0,0.740036935448143,0.738475263095212,0,0,0,0.742716256926938,0,0.815949367573266,0,0,0.816972908266544,0,0.819966698146131,0,0.819460669331621,0,0,0,0.740810120516425,0,0,0,0,0,0,0,0.737640578463472,0.820205399054322,0,0.742598803608958,0.814926807396545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818244629244378,0.74096099469509,0,0,0.742776318415981,0,0.742058651575208,0,0,0,0,0,0,0,0,0.822801192122691,0,0,0,0,0.817434585267135,0,0,0,0,0.744312178370302,0,0,0,0,0,0.819198357682483,0,0,0.819004289281567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741583028733744,0,0,0,0.742657094387867,0,0,0,0,0.741038595061533,0,0,0,0,0,0,0,0,0,0.744402879291103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818993877268569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74153843125509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745700603292463,0,0,0,0.818672239336258,0,0,0,0,0,0.898382766686907,0,0,0,0,0,0.894309287947603,0,0,0,0,0,0,0,0,0,0,0,0.814447791968949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81784096392409,0,0.821283634247948,0,0,0,0,0,0.741673739160079,0.741813775413763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745332634545098,0.745332634545098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745332634545098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820393092429284,0,0,0,0,0,0,0.820159182041769,0,0,0,0,0,0,0,0,0,0.744136914365284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824108207569593,0,0,0,0,0,0,0,0,0.821092667230833,0.826766496555419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746254341232532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O2/CO2 exchange in erythrocytes",0,0,0,0.8133680474237,0.740810120516425,0,0,0,0.734821918150293,0,0.821127600552656,0.816525740747245,0,0,0,0,0.740036935448143,0.738475263095212,0,0,0,0.742716256926938,0,0.815949367573266,0,0,0.816972908266544,0,0.819966698146131,0,0.819460669331621,0,0,0,0.740810120516425,0,0,0,0,0,0,0,0.737640578463472,0.820205399054322,0,0.742598803608958,0.814926807396545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818244629244378,0.74096099469509,0,0,0.742776318415981,0,0.742058651575208,0,0,0,0,0,0,0,0,0.822801192122691,0,0,0,0,0.817434585267135,0,0,0,0,0.744312178370302,0,0,0,0,0,0.819198357682483,0,0,0.819004289281567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741583028733744,0,0,0,0.742657094387867,0,0,0,0,0.741038595061533,0,0,0,0,0,0,0,0,0,0.744402879291103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818993877268569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74153843125509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745700603292463,0,0,0,0.818672239336258,0,0,0,0,0,0.898382766686907,0,0,0,0,0,0.894309287947603,0,0,0,0,0,0,0,0,0,0,0,0.814447791968949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81784096392409,0,0.821283634247948,0,0,0,0,0,0.741673739160079,0.741813775413763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745332634545098,0.745332634545098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745332634545098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820393092429284,0,0,0,0,0,0,0.820159182041769,0,0,0,0,0,0,0,0,0,0.744136914365284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824108207569593,0,0,0,0,0,0,0,0,0.821092667230833,0.826766496555419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746254341232532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
