"","PLCG1","SDC1","PLA2G4D","HLA-DRB1","APOB","TGFB1","NOTCH1","HSPG2","FN1","PLAU","MTOR","NOS2","CASP8","MMP2","HMGB1","GNGT1","AP2A1","AP2A2","NCOA6","NFATC1","AR","MMP9","HDAC5","PPP3CA","GNB3","NCOR2","TRIP10","SPTBN5","ITSN1","PSMD9","PSMF1","VAMP8","LAMA5","RARA","CHUK","CLASP1","PSME4","LRP2","FGFR1","PGR","GFRA1","BRAF","ITGAV","PAK4","DYNC2H1","ITPR2","OPRM1","COL2A1","GRM5","FGFR3","NLK","NPFFR2","P2RY2","SNAP25","CLEC3B","SERPINF2","ARF1","NRG3","BLK","LAMB2","LAMC3","LAMB1","IL2RB","GYS1","BAX","CDK9","PTHLH","GRIA2","RPGRIP1L","HLA-A","ABCA1","RHOQ","CENPJ","BAG4","SEC24B","BMPR2","SMPD1","SGK1","PKN1","GRM8","GRM6","GABBR1","SSTR5","TAS2R31","CEP89","NPHP4","CNTRL","CDK5RAP2","TNRC6B","CD2AP","GLI3","TDGF1","NF1","ANK2","ITGB6","ATP1B3","COL18A1","ITGA9","KLHL20","AKAP13","KIF4B","HLA-C","HLA-B","EHMT1","EPB41L1","PHKA2","WDR19","EXOC4","HNF1A","PC","CACNG3","CACNA1H","ARFGAP2","PLXNB3","OAS3","ATG13","CACNA2D3","ARAP1","GORASP1","EPHA4","APBA2","OBSCN","PLXNA4","SCN1A","CHD3","MLXIPL","ANAPC7","CACNA1B","WNT4","TRIM6","PTCH1","PLXNB2","EPHA8","DIAPH1","ZFYVE28","ABCB1","INPP5B","SIN3B","OR10K1","OR4D1","OR2M3","OR6P1","OR51V1","OR10G8","OR51A2","OR5B2","OR5K1","OR6C1","OR2Y1","OR6K2","DOK2","SLIT2","GPR15","RXFP2","TSHR","SLC12A2","VIPR2","PARP1","MFGE8","RIPK2","ROR2","APBB1","TCF3","CD74","NTRK2","WWP1","PLXNA3","FBXW9","PIK3R2","USP8","MAP3K2","KLKB1","MAPKAPK3","SCN5A","RASGRP2","FLOT2","DOCK8","MYO9A","ARR3","MYO9B","ARHGAP22","SYDE2","PLEKHG5","ABR","ARHGEF11","DOCK2","IRAK4","AKAP7","RYR1","RGS11","DDX17","CPSF2","MYH14","POLR3B","VCAN","KCNJ12","NUP62","CX3CL1","RGS12","PTPRK","TRAF5","MRPS7","NLGN4X","ESPL1","CYTH4","TRRAP","SF3B1","ASH1L","RIMS1","PTPRF","DOCK3","DOCK11","PREX2","PLCH1","TUBAL3","LRP5","DLGAP2","RASAL2","DAPK2","TSC1","PKLR","KCNQ2","MTMR7","TLE2","DERL3","OBSL1","MED7","MAP4K5","NFASC","KIF21A","USP34","GABRA1","COL6A3","EVL","DPP4","KIF26B","KIF13B","PAXIP1","KCNIP1","COL6A5","ELL","EGR2","BBS2","PDIA2","RNF43","LMAN1","CALB1","NCS1","TNK2","PDE7B","PDE7A","CCAR1","PKD1","ETV7","GREB1","UBR4","GGPS1","TNFRSF10B","PREB","TRAPPC9","SEC16B","ATP6V1H","DIAPH3","SDK2","LIG3","RYR3","LRRK2","MCM4","CD2BP2","RBMX","HNRNPUL1","HNRNPA2B1","SNRPN","CDC40","MAP3K4","DIRAS2","CPT1A","MED17","RPF1","PRPF3","NEFH","ROBO2","UBR1","HIST1H1E","KIF13A","SMG6","RRM2B","DKK2","RALGAPA2","CNTN2","MYH6","BCOR","MAP3K10","SUPT16H","COL5A2","ACVR2A","ADSSL1","CSPG4","DES","TMOD3","TTN","STX18","E2F5","NBAS","MAP1B","HERC2","PPP4R1","IBSP","TNFRSF10A","HPSE","ALDH1B1","FAT1","XRCC5","TRIM9","HERC1","LRRC41","TRIM71","FBXL13","WSB1","RNF213","HACE1","B4GALT2","WRN","SARS2","COL27A1","COL15A1","PHACTR2","INTS8","COL22A1","PLOD2","COL25A1","STAB1","PCLO","TAF1B","ADAMTS5","ATIC","FBN1","UGT2B11","CYP2A6","CTBP2","AKR7A2","FBN2","AKR1C3","CBR3","SCNN1A","GGH","ADAM20","BST1","GATAD2B","ADAMTS16","SIPA1L1"
"Interaction between L1 and Ankyrins",0.924862988699158,0.926081979306127,0.926587713377939,0.947531052034933,0,0.899076626850386,0.925455040520602,0.924506081632948,0.925214886711558,0.90024208020149,0.924896549745684,0.924484782919382,0.899841187626456,0.926747698430867,0.899907659008734,0.914160592175247,0.925360253914429,0.925460055920771,0,0.925452814671866,0.925392334350744,0.926365190045777,0.925273280061638,0.925406574666475,0.914881493500201,0.899191422905717,0.923709735046917,0.948195702276864,0.924187017545527,0.925540602153869,0.925533684520759,0.923914598379402,0.92620520499285,0.925240408713088,0.924550041585778,0.925348327310696,0.925568669608346,0,0.926256786205045,0.926691932896393,0.925792457858883,0.925445678787981,0.924480545601393,0.925347637452326,0.947846783190946,0.948732166723555,0.901330106949472,0.926256786205045,0.924571546454836,0.926183763436341,0.926392924693199,0.901736679113191,0.901646772127137,0.926291367058444,0.899438589942699,0.899395708409822,0.947719528992849,0.926122785264372,0.925619214552253,0.926309389090473,0.926309389090473,0.926256136744347,0.924595341656725,0.926127323551094,0.927181965004146,0.924557373203039,0.902044790521774,0.92695584158585,0.926160383821419,0.925597395096648,0.926691932896393,0.925760399468515,0.925901146542081,0.925703797253397,0.926375492249012,0,0.925599000151886,0.925903444700554,0.92581340318267,0.901364088659709,0.901364088659709,0.899834141956365,0.901393136437963,0.901404949139008,0.926269404438416,0.926231944401669,0.926126150734818,0.926103861304175,0.926710202394361,0.927107648109684,0.926114954119235,0.926187916780084,0.925227516633379,0.885387572807207,0.924953072262929,0.926340586885522,0.926432328637286,0.924976451877851,0.898373293781761,0.926483350698648,0.948335078580611,0.925828730334278,0.925777124931889,0.92695584158585,0.926624983464259,0.92563725602251,0.926978876265825,0.925241206968905,0,0.925324271425218,0.925332027012596,0.925599000151886,0.948480818235586,0.901412278161774,0.926269404438416,0.924942351383447,0.926013792746733,0.926257036541873,0.948324569351741,0.926668376167854,0,0.900944649523406,0.926154882199208,0.950727917950141,0.926244300467644,0.92694899442374,0,0.924957969982332,0.900288619946263,0.927050884552944,0,0.901289874492432,0.926979685372608,0.900681466954214,0.928306516049851,0.928831956641102,0.899960114059174,0.899943718701318,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.927456031075627,0.92633068059321,0.926257036541873,0.902085582229508,0.902065013365681,0.902044790521774,0.927910518535694,0.902075253787028,0.925472483425119,0,0,0.900944649523406,0,0,0.926889376166689,0,0.923513478266648,0.926031611444095,0,0.92733321232739,0,0.901079663989595,0,0.925682064608199,0.884695230106889,0.926856414617495,0.904301283024156,0.903076201777787,0.90098785853487,0.901796911144319,0.900154283251362,0.901233444357487,0.901233444357487,0.901233444357487,0.901233444357487,0.900786805499855,0.901893605421405,0,0.929284976908341,0.926856889563296,0.90395015139567,0,0,0.900525161618225,0,0.926868044635722,0.924969331140783,0,0.927947205741846,0.905570449436653,0,0,0,0.901966146248872,0.925968280128849,0.927266851899631,0,0.923137462107479,0,0,0,0.902800066223981,0.903458710162876,0.904094918271281,0,0.927238923002585,0,0.902393072721732,0.926635033342915,0.902404068709823,0,0,0.949615287742621,0,0,0,0,0,0,0.876450274010091,0.926492042260827,0,0.926382101000376,0.925992983863922,0.901550178915329,0,0.926507456124918,0.926476827697678,0,0,0.926006938719319,0,0,0,0,0,0.925091022726612,0,0,0,0,0,0.925078497721451,0.926438531135321,0,0,0,0,0.927658410907766,0.925864153837369,0.925261421369272,0.925390736844379,0.925261421369272,0,0,0.926102155461537,0.926945567787208,0,0.924732743482238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927842344901405,0,0,0.927154518913104,0,0,0.928016468599785,0.899773170823369,0,0,0.926403568667989,0.899907659008734,0.90068765417689,0,0.900362165754722,0.900401489643986,0.90036845506311,0.900336358128275,0.926389447104409,0.900516486775323,0.926554949010816,0.92677497211227,0,0,0.92633068059321,0.927947205741846,0,0,0,0.926375492249012,0,0,0,0,0,0,0,0,0,0.926461807216872,0.923709735046918,0,0,0,0,0,0,0,0,0,0,0,0,0.901708232920406,0,0,0,0,0.901626315469381,0,0,0.949943601827524,0,0,0,0.926728799467779,0,0.902900109373619
"Phase 0 - rapid depolarisation",0.890105735719403,0.888047931568954,0.889785859487365,0.888571425246052,0.888859998709424,0.888184817565788,0.861313226676643,0.88946243055006,0.887524783760198,0.862380462815063,0.888633927652874,0.887188976166352,0.862964507100658,0.890903839328241,0.8612355116584,0.913395770655798,0.888694921515836,0.88880266584573,0.860498837489979,0.916573998299582,0.88979132912122,0.862155755461198,0.891259737747696,0.890774065618487,0.91417404188524,0.861286158069745,0.88910909963278,0.917625456527317,0.889117975087167,0.882295648849617,0.882288180705727,0.888823876585742,0.861983038669698,0.88827795877856,0.887532651682653,0.887818267659425,0.882325949934588,0.889135908142225,0.892725603389016,0.917911726544273,0.890223294778417,0.888868629494577,0.861574261570755,0.889750487705679,0.888912282540188,0.88979132912122,0.888601247592545,0.88823420330678,0.888554507436053,0.892646769409927,0.88692733112521,0.888805971395882,0.888708909539912,0.916830457882593,0.862377978684244,0.862331684604656,0.888774901351146,0.862784501583411,0.862240856310936,0.862095513821204,0.862095513821204,0.862038023610748,0.86113550279082,0.889235455009309,0.891372665183032,0.887540566755884,0.889138602556989,0.913552292705534,0.888694948277285,0.888950934583157,0.917911726544273,0.889126910973414,0.888415080687749,0.888218741913314,0.889054818525119,0.890921001271203,0.863235873445053,0.893289405734143,0.889458925305639,0.888637933594483,0.888637933594483,0.888607292541913,0.888669293018182,0.888682045783432,0.888812644842248,0.888772203705792,0.888657990894249,0.888633927652874,0.890863359327137,0.890495433279419,0.916150260670108,0.863005471596202,0.888264040736829,0.917676441469965,0.862084392282251,0.91753242013662,0.890563372154049,0.862109632465642,0.860362956876177,0.889619815082248,0.887941207520764,0.88920067966417,0.889144967462552,0.891128546682107,0.917722938089851,0.888706387514524,0.917082934432652,0.890256057748686,0.863336246064099,0.888975564849412,0.916250290647004,0.915415311787394,0.889596774601196,0.863643786065716,0.889676422966255,0.886949146427396,0.91503865966128,0.862929436685037,0.889428091306104,0.862483069377556,0.892751528615738,0.863138943165991,0.862819152818013,0.918389433555671,0.890360380552159,0.890608091324851,0,0.916667656320877,0.862430706229979,0.890520093893835,0,0.863511641414389,0.862819152818013,0,0,0.893153964475198,0.863092897794087,0.862098322166937,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.891785052784749,0.863008941388928,0.862929436685037,0.889182640501477,0.889160434751001,0.889138602556989,0.91922728820417,0.889171490113277,0.885923036293687,0,0.863499909590202,0.863138943165991,0,0.862145520227337,0,0.862050010159935,0.887412237334513,0.862686072077536,0,0.919468904400612,0,0.863284702191472,0,0.862308708024644,0.84580168999495,0.917440472378688,0.891574668538929,0.865440126054983,0.890630284273509,0.864059028448892,0.863302519126013,0.863450720524135,0.863450720524135,0.863450720524135,0.863450720524135,0.862968537788699,0.864163417733947,0.889891257987157,0.892644396948281,0.891572806343904,0.891429797272993,0,0.889129055281521,0.891321394435371,0.860839611392008,0.89103376278041,0.891036943542597,0.886923732956313,0.892198804391178,0.89317903992905,0,0.86372652178874,0,0.890495433279419,0.888487556819089,0.892208701425821,0.861649315915687,0.859670343780766,0.8607653809056,0.891045965905207,0,0.865142015412772,0.865853074763537,0.866539912822464,0.86420243099782,0,0,0.864483338769997,0.862553598316375,0.865731344312106,0,0.860483457188202,0.889895575884792,0.86245020626723,0.862764632484354,0,0,0.861217185983198,0.864865159378385,0.915698302829749,0,0,0,0.889790953329736,0,0,0,0,0.860775833627218,0.8654227208208,0.889806018723696,0.86035158633312,0.8612355116584,0,0,0,0.889357786919559,0.866456966267629,0.866456966267629,0,0.861909260792848,0.861909260792848,0,0.863808667527099,0,0,0,0,0.891887027033035,0.890192444422965,0.889541746022597,0.889681352526724,0.890277880827215,0,0,0.861181312775447,0.889945600191063,0,0,0,0,0,0,0,0,0.864278237288765,0,0.86167269496172,0.861063196337851,0,0,0,0,0,0.892085598641118,0,0.888541915687882,0.891343034910095,0,0,0.892442905124433,0.863193335594621,0.863494320831065,0.865440126054983,0.890532323443374,0,0.862901460623141,0,0,0.862278936050439,0.862243272551174,0.862208621316573,0,0.862716671582745,0,0.89104810302586,0,0.889521673142047,0,0.892198804391178,0,0,0.865180257946593,0.890502012680501,0,0,0,0,0,0,0,0,0,0.890595196662595,0.89006367868434,0,0,0,0,0,0,0,0,0,0.861913256019725,0,0,0,0,0,0.863792661071621,0.863765767927128,0,0,0,0.915945691284437,0,0.863963293140938,0.863792661071621,0.890883436370544,0,0.889674153095
"GABA receptor activation",0.895233013361847,0.877810030559208,0.876487125675792,0.900908459106946,0.880914557086072,0.879150947271473,0.858529536726288,0.879493095066838,0.879070203633038,0.880282710934273,0.879328626230126,0.879033980975488,0.879678416576059,0.879497003616457,0.878291518981265,0.894241984831935,0.880778075597261,0.880867155779903,0.878414534946749,0.878237707694361,0.900061000065871,0.879497003616457,0.875381272767311,0.881354468683551,0.891631784392552,0.878813307159599,0.879788855541868,0.902801986325138,0.879796193534489,0.879019512009683,0.879013337544425,0.880884692262761,0.879514027568374,0.878732289838935,0.879418123773116,0.878214156447702,0.879044564151046,0.881142671759864,0.879658755732555,0.880548391012379,0.880185650945439,0.879469834966886,0.879150947271473,0.880512771825937,0.879038247138896,0.900061000065871,0.899013578594404,0.879412285681815,0.899168568528328,0.879593577868786,0.903726653071536,0.899376472326992,0.899296224133274,0.897042988302725,0.879815439475684,0.879777164746341,0.880844200824863,0.880616759578081,0.88016728794266,0.879607019070096,0.879607019070096,0.879559487673756,0.879253410678276,0.878377449837698,0.878791843755903,0.878122633478144,0.899651483036262,0.902551368190183,0.879572709947954,0.878823733582298,0.878881402668349,0.896474117964263,0.87819946754035,0.880242783844421,0.879518239023485,0.88020434609333,0.880149245194396,0.880645408308925,0.88054576124173,0.89904390961745,0.897433641937192,0.900394830523367,0.895849301404965,0.899080380416909,0.878528163143447,0.87849472747379,0.878400299320379,0.878380404464299,0.878418672740796,0.879779975283957,0.879532160801536,0.880428423902871,0.878945208098469,0.902844139336879,0.879326239897214,0.878982196009109,0.879375335957008,0.879347107818046,0.878014764824384,0.880950102196064,0.879227614443425,0.879030216257096,0.878984154871773,0.878145244732119,0.880522445829171,0.879086503467499,0.879161415743084,0.880737130393534,0.879255671653189,0.879262766836526,0.879368392908956,0.879188626073122,0.879604167200507,0.88131515344445,0.879423548326471,0.87745242656847,0.879262766836526,0.880884369794641,0.902693980658851,0.880121073295004,0.882212434977419,0.881057584251556,0.880045483130579,0.900515197916866,0.855087213382176,0.879110847833287,0.876098209298339,0.900128923607105,0.880312210891152,0.880121073295004,0.88094836959769,0.881205899716787,0.880045483130579,0.881262779152749,0.882565890105026,0.88026457523461,0.880618921879787,0.879924886626799,0.898682456544079,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.901902991904595,0.880555850464862,0.880884369794641,0.896467357091833,0.899669533320969,0.899651483036262,0.878255705826582,0.896458138243673,0.878779610886033,0.880428423902872,0.880367543345744,0.880309877392748,0.880727468385008,0.880102851127566,0.881896452752564,0.880511634825122,0.878512198223838,0.880523340668128,0.877039539158189,0.88056764672534,0.88094836959769,0.880430387127454,0.879380770299218,0.880371167638262,0.87954902427162,0.879799186857016,0.878093276939872,0.90285121367042,0.881096151278152,0.88299011658916,0.88054576124173,0.881315353584146,0.881315353584146,0.881315353584146,0.881315353584146,0.880916697560373,0.881904592922136,0.880903202549963,0.881195873515675,0.880630734362075,0.901352149193855,0.881230401403326,0.877762193083421,0.880523340668128,0.896716493998298,0.85726123125124,0.845700752823122,0.85622898960299,0.879522783651605,0.902798377087619,0.881957273179111,0.881271039318372,0.855958441099194,0.879295557499507,0.856458129294227,0.88041595234172,0.856619312407014,0.877729558103815,0.855675219799478,0.880802320515602,0.881271766450632,0.90260474361968,0.903192628818819,0.883121709796904,0.879303581345611,0.878994059809943,0.878894800848842,0.879676618858602,0.880337782571945,0.880519737032918,0.878652970656228,0.899642570415545,0.901262799288393,0.880988494531056,0.857541426858315,0.855921159229175,0.880101067436049,0.879008446617459,0.882212434977419,0.880458798242319,0.854403111182854,0.859646944976379,0.897884625772989,0,0.879757581424652,0.87973081891715,0.854416869120984,0.854389531134578,0.878643548079234,0.881517169660435,0,0.878292791557002,0.879023597804492,0.880827506311523,0.881772331458743,0.879626251066293,0.878959646472853,0.882372256637088,0.882372256637088,0.882372256637088,0.900821387394955,0.900821387394955,0.878065102368009,0.879676618858602,0.881119662211263,0.883281531456574,0,0.855805412492916,0,0,0,0,0.88016728794266,0.882105054859573,0.882127214515479,0.878978787591303,0.880709885800728,0.881073976362263,0,0.878065102368009,0.878065102368009,0.87805889288841,0.878052718423151,0.878010444584331,0.87761608323093,0.858620874702548,0.882076846723171,0,0,0.877654933750555,0.878022357451752,0.880727468385009,0.858287370169429,0,0,0.880215490404283,0,0.879499425047543,0.880050032645957,0.880909802571095,0,0,0.858579557211173,0.857346733330308,0.878829150095748,0,0,0.879475502564959,0,0,0,0,0.87872161583225,0,0.878869337712707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878993511965777,0,0,0,0,0.882011920070401,0.878935817503238,0,0.879452128090559,0,0,0,0.858507164527063,0,0,0,0,0,0,0,0,0,0,0
"Potassium Channels",0.940825467943331,0.941612269607551,0.941938697397134,0.942434078148595,0.942606608755541,0.941357882117773,0.928318600401558,0.941605303272798,0.941299493069083,0.942176307010346,0.941626393418171,0.942953039837553,0.943279033416513,0.941967138751044,0.941960453705565,0.955714326820424,0.956891966213693,0.956024823084846,0.941445193734921,0.941886895078165,0.941847857847657,0.92608058739394,0.94165544022779,0.943102959579633,0.951497881746681,0.941431977625043,0.942755539752159,0.942599235975767,0.942760846156686,0.928126935103087,0.928122470093092,0.942585012272448,0.941938697397134,0.941749796924248,0.941304197096338,0.940707634160164,0.928145051337754,0.94277156786629,0.941725099319446,0.942686688182107,0.942106118937035,0.941766715576444,0.941357882117773,0.941917549524105,0.927495930991253,0.95759339458091,0.956835960998758,0.926010617763486,0.956948040599995,0.941677966523168,0.925077468209913,0.957098384394977,0.957040353622756,0.941994310997612,0.941763582237142,0.94173590420481,0.942555731246911,0.942417871335486,0.94209283989383,0.942005943379939,0.942005943379939,0.941971571470659,0.941431977625043,0.941891161892482,0.942322259145512,0.940877832060791,0.957297255959411,0.943537790902754,0.941231778817576,0.941299493069083,0.942255590929077,0.94140470479945,0.941622716477312,0.942147434088112,0.926087236986318,0.92481898768619,0.942079792439847,0.944022968571804,0.942119638168044,0.956857894610071,0.956857894610071,0.957834801126547,0.95687664359808,0.956884268146446,0.941302146548383,0.941277967839305,0.941209682954526,0.941195296165142,0.9420177583525,0.942577048270972,0.941202456060633,0.926745429139519,0.941310378434195,0.942543849815819,0.941662876070606,0.943140672648216,0.926123922227883,0.925963484967208,0.927834191645736,0.942552058087851,0.942953039837553,0.941448809190897,0.941415500307096,0.942101485463644,0.942527901820713,0.941574846126909,0.941760077570436,0.942079792439847,0.942657672191085,0.94198202806798,0.941693358648586,0.942079792439847,0.92790517108338,0.942931615293572,0.941733243801412,0.940524237149318,0.9421334066778,0.943866008174977,0.927804319705904,0.942237652819128,0.943298991710935,0.942629782786577,0.926753985234907,0.957921843743598,0.92507099812568,0.942421512172741,0.940621189877161,0.957642512889586,0.942206346248081,0.942237652819128,0.942657672191085,0.942852609425771,0.942438588412058,0.94245991069548,0.926526717371818,0.943387251901391,0.941994310997612,0.926203067968145,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.958925414703379,0.926867454910701,0.926819921105419,0.957323585106944,0.957310308863306,0.957297255959411,0.944144396580778,0.957316918578354,0.928648115954857,0.94375254630697,0.942237652819128,0.943991266678985,0.942816186401809,0.942504524282569,0.943494890570208,0.942481875630666,0.928096303706817,0.926674419703624,0.94094562854146,0.943571769901247,0.942657672191085,0.927032325159264,0.942994944860479,0.9421334066778,0.943276771117801,0.942359022880775,0.941707629707537,0.943930778946371,0.942657672191085,0.943179877970126,0.942119638168044,0.942816186401809,0.942816186401809,0.942816186401809,0.942816186401809,0.942527901820713,0.92752780806664,0.925077468209913,0.943929280071827,0.944059000211802,0.94278154093106,0.927465396414166,0.92817995970522,0.942359022880775,0.941758209526246,0,0.917187563125473,0,0.942816186401809,0.94375254630697,0.927672770345431,0.925590357466657,0.925701018751136,0.942577048270972,0,0.943387251901391,0,0.928156360008078,0.925496209770769,0,0.94306976640718,0.928112886297711,0.928538010284958,0.928701761640692,0.942657672191085,0.942359022880775,0.942287244640099,0.942852609425771,0.927063900435883,0.943571769901247,0.942221834290554,0.941545274143238,0.959348575990083,0.942686688182107,0,0.925674058696253,0.943269012681606,0,0.926271119419393,0.943332366797899,0.924576295664917,0.926663637135807,0.927101704845849,0,0.94302062380748,0.943179877970126,0.924586244596311,0.924566475372999,0,0.944551702746164,0,0.928296076858568,0,0.942748503613034,0.927857288345286,0.942816186401809,0,0.928291118937112,0.928291118937112,0.928291118937112,0.942397725225957,0.942397725225957,0.928399005877886,0.942852609425771,0.944005600493072,0.928948652988537,0.927821867114008,0.925590357466657,0,0,0,0,0,0.927672770345431,0.944663134544497,0.928792148829362,0.944116237875288,0,0,0.928399005877886,0.928399005877886,0.92839451554758,0.928390050537586,0.928359480584572,0.928074301656407,0.927626334086333,0.944663134544497,0,0,0.941678719954273,0.928368095269385,0.943687343522264,0.927385163230029,0.927815774653005,0,0.9432422896226,0,0,0.94312264030664,0.944005600493072,0.929606798879935,0,0.927596455707523,0.926704950011219,0,0,0,0,0,0,0,0,0,0,0,0,0.927713288422887,0,0,0,0,0,0,0,0.927837302399526,0.927837302399526,0.927837302399526,0.927837302399526,0.927837302399526,0.927837302399526,0.927837302399526,0.927834191645736,0,0,0.929159079381504,0,0,0,0,0,0,0,0,0.945367084385481,0,0,0,0,0,0,0,0,0,0,0,0.929830110105479,0,0,0.943701385760217,0,0,0
"Glucagon-type ligand receptors",0.904067082667098,0.903502838097914,0.904064736303595,0.902573865071539,0.90521444906035,0.903064946844119,0.877501446535099,0.903362052094692,0.902964438545693,0.904473746870638,0.905445759978157,0.903467182525348,0.904028333300271,0.904054056814193,0.904102186640422,0.927795274012987,0.904619571510112,0.904730456996008,0.905262645408999,0.903975566107283,0.906251966677772,0.878205870723115,0.903448355607896,0.903725247667958,0.928567279861889,0.903192491538268,0.903127214706596,0.903589949801309,0.903136348914152,0.8739119756572,0.873904289788581,0.902833676325591,0.903876304672928,0.905658181257386,0.902972535847938,0.902687710617282,0.873943160133762,0.903154804785804,0.903697058120487,0.905352294205693,0.904352928258645,0.905687304269012,0.903064946844119,0.903899538834299,0.873891451770318,0.931012032271492,0.929708219960423,0.87466385024178,0.929901148776039,0.903615925831808,0.907164733992187,0.93015994386436,0.930060052287032,0.904160467069532,0.903892095360796,0.903844451633147,0.902654478811121,0.904889564902021,0.904330070307244,0.903992058901835,0.903992058901835,0.903932892633624,0.905536089052391,0.90472498235206,0.90472498235206,0.902980681675585,0.930502272485827,0.904473746870638,0.903589949801309,0.902835644079721,0.905352294205693,0.903145545315386,0.903301923009711,0.904295251846952,0.874795739147088,0.877214055956091,0.904178816537207,0.904925226351579,0.904376199658594,0.929745975498505,0.929745975498505,0.929714441143,0.929778249168384,0.929791373725125,0.903711077667686,0.903669457518667,0.90355191497034,0.903527150194182,0.904200828298141,0.905163564963563,0.903539474918234,0.87892531185541,0.903725247667958,0.903642421148474,0.903589949801309,0.904961929577156,0.906235692874919,0.877579308110062,0.872939227370289,0.905120547979401,0.874433974646642,0.903092670177387,0.903035333753718,0.904473746870638,0.90495017199496,0.904180490532502,0.904499339659553,0.904307611003179,0.905302347375761,0.904139323783509,0.903642421148474,0.904307611003179,0.873863172087617,0.905773900787139,0.903582283201714,0.902372019200649,0.904399900155838,0.905038725411747,0,0.904579344803721,0.906406286130275,0.905254339801496,0.906843836135553,0.931577409978481,0.873046430998217,0.905637903617864,0.901925632217211,0.931096582332461,0.904525455071724,0.904450550337749,0.904560275834423,0.905637903617864,0.904925226351579,0.904961929577156,0.877549874041015,0.906558213276902,0.904160467069532,0.874995125421565,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.933304912169071,0.876131185155589,0.876049362587936,0.930547594303478,0.930524741171127,0.930502272485827,0.906706209479262,0.859778988650921,0,0.907187014738023,0.904579344803721,0.905254339801496,0.905575206652523,0.905038725411747,0.875366692277131,0.932103402142597,0.904188452751881,0.875798902978792,0.902355311965571,0.906875834313907,0.905302347375761,0.879367730533839,0.905882913472783,0.904399900155838,0.904756228509015,0.904788265802604,0.90167639869572,0.907622610902468,0.905302347375761,0.906135151560598,0.904376199658594,0.905575206652523,0.905575206652523,0.905575206652523,0.905575206652523,0.905078966460932,0.880272063968254,0.879516308184944,0.908167210381563,0.906102722705824,0.905515569487827,0.880471433037957,0,0.904788265802604,0.903687955049818,0,0.932455957313535,0,0.905575206652523,0.907315809203995,0.877525005398196,0.875938065955515,0.874130920340983,0.904975133332896,0,0.906558213276902,0.905920747587991,0,0.873778371317132,0,0.906011707938755,0.878282601325288,0.879014390753912,0.879296265017992,0.905302347375761,0.904788265802604,0.904664709947589,0.905449471987197,0.876469337701531,0.906875834313907,0.904552115495722,0.903321417599709,0.905712055075845,0.905352294205693,0.907068579866183,0.876082145510701,0.90635468156925,0.906426924216383,0.877109899150927,0.904999739034754,0.874192505298517,0.875787928599357,0.876541998773817,0,0.905927116064303,0.933304912169071,0.874209630944303,0.874175601086976,0.905547717034572,0.877525005398196,0,0,0,0.905458700525343,0.881146018290636,0.905575206652523,0,0.878589403023762,0.878589403023762,0.878589403023762,0.904788788788978,0.904788788788978,0,0.905637903617864,0.907622610902468,0.883024644603578,0,0.875938065955515,0,0,0,0,0,0.877525005398196,0.908566028996182,0,0,0,0,0,0,0,0,0,0,0.877437485846658,0.90875446062685,0,0.906268445188632,0.902875151213093,0,0.907074777578991,0.877022345114943,0.876018587008666,0,0.906308681689999,0,0,0.906102722705824,0.907622610902468,0,0,0.877393640791763,0.877856675739489,0,0,0,0,0,0,0,0,0,0,0,0.906210561465257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908270713578426,0,0,0,0,0,0,0,0,0,0,0
