"","APOB","PTK2","HIST2H2AC","HIST1H2BD","BCAR1","NOS3","NCOA6","IGF1R","NOS2","ESR1","PRKAR1B","RPS6KB1","MEF2C","ITGAV","PELP1","BRAF","GNAI3","PPP2R5B","PRKD1","CCNB1","POLR2C","TCF7L2","ADCY8","ADCY2","RET","F2R","FGF23","ROCK1","PLA2G6","DYNC1I2","ABCA1","VAV2","AKAP9","NOS1","LAMB3","CLOCK","RPS6KA6","HNF1A","CSNK1D","ZAP70","COL6A6","LRP2","PF4","LAMB1","TLR4","TLE1","ITPR1","PARP1","SPTAN1","ITPR3","PIK3C2A","FGF16","TNRC6B","EPS15","COL6A3","COL6A1","RBBP7","ISLR","E2F3","RYR2","AGTR1","EPHB2","HCRTR2","CCKAR","APC","ITGA5","RHOQ","DMD","PSMB8","PER1","PIP4K2A","EPN1","DCC","NF1","HDAC4","EGR2","SPHK2","FLNC","CTBP1","FLNB","SPTBN2","RASGRF1","RBL1","CCT5","MAP3K11","SHB","HDAC9","PIP5K1A","MYO18A","UBQLN2","CDC37","TTF1","DUSP8","NUF2","TNC","EFNB3","BDNF","IGFBP3","OPTN","CDK5RAP2","PARD3","ERCC2","PDE3A","AVPR2","CLIP1","ITGA7","ITGA10","CUX1","CGA","RPS25","DCTN1","CACNA2D1","GRM7","FPR3","TAS2R1","PTPRJ","FAT1","CHEK1","ETV5","PYGB","ATM","MYO1C","MYH9","EXOC1","COL18A1","ELMO2","ABL2","GOLGA2","ESPL1","OR5H15","OR10J1","OR10J3","OR5T2","OR6X1","OR5L2","OR8K1","OR2AG1","OR1I1","OR1C1","OR2T8","OR2B11","KCNJ9","DAB2IP","HIP1","GP1BA","RBL2","CDK12","COL7A1","NOX3","TRIM3","TRIM46","TRIM5","HIF3A","RPL22","RPL14","ROBO1","CTSD","CPD","KNTC1","CENPF","SP3","PTGS1","MYH8","LRP1","TEP1","VCP","BIRC2","ENPP1","HIST1H1E","KIF26A","KIF15","PPP1R3A","KCNC2","RASGRP4","IFT140","TPR","CACNA1E","SCN7A","HCFC1","DTNBP1","FAF2","OBSCN","RNF111","ZFYVE28","XAB2","CACNA1H","RYR1","RYR3","PDE4DIP","ADSS","STXBP3","SNIP1","MAGI3","NPR1","TRAPPC10","MTMR14","SLA","HCLS1","IDE","CARD9","APBA1","TNR","TNN","MUC20","MOCS1","RICTOR","FBXO6","H2AFY","MICU1","MYO9A","PLXNA3","TAF4B","PLXNA1","ATP6V1B1","INTS5","FASN","TTN","RGR","NOD2","PDLIM5","NFKB2","ARHGEF11","MAP3K9","SCN2A","DERA","ITPKB","HDAC11","SCN11A","ELANE","TJP2","AKR1B10","POLD1","POLE","SYNE2","DNMT1","PLAT","UBE3B","RNF19B","KLHL22","RNF138","ASB14","RNF213","TRIM37","UBE2E2","HECTD1","LTN1","ECT2","GSTM5","CACNA1I","ARHGAP44","ARHGAP22","ARHGAP20","ARHGAP26","ARHGAP28","ARHGAP31","ARHGAP36","SHANK1","CASP10","SETD2","APPL1","CYP11B1","PFN2","NCAPD3","NLGN3","NLGN4X","HS3ST3A1","SIPA1L1","XYLT2","CTSF","KCNQ2","C9","ATP6V0B","RPN2","OLFM2","DOCK10","HIPK2","HNRNPA1","TFIP11","PDIA3","DHX16","HNRNPA2B1","U2AF1","SF1","ADAM2","DLGAP2","MAG","MCM8","COL14A1","NR1I3","COL12A1","COL20A1","COL5A3","NAALADL2","MMP10","THOC2","FBN1","NID1","BAZ2A","PTCH1","PHACTR2","TMX3","KCNN3","PRPF3","DBT","NALCN","WDR33","PFKFB2","PKD1","IDO1","CNOT2","EEFSEC","MAPRE3","GIPC1","CTBP2","BCL9L","BCL9","PAX3","MUC16","SCNN1D","LONP2","BCL6","IFI35","GUCA1A","THEM4","NCOA7","BANF1","PLEC","CNST","YLPM1","CNOT1","UNC13B","ORAI2","STIM1","SLC8A2","YEATS2","KIF16B","KIF21B","NOP58","PINK1","ST8SIA2","C3orf58","AFTPH","AP1G2","ADAMTS4","C1S","EXO1","LPA","NHLRC1","KANK1","HPCA","CABP4","SOAT1","KCNIP2","LDHAL6B","NR4A2","UTP20","ACO2","TTLL12","UCKL1","ADAMTS7","THSD7A","SEMA5A","LILRA6","ATG4B","ATXN7L3","SH3PXD2A","SMYD2","USP19","DST","ZNF541","SETD1B","WNT2B","ACIN1","HADHB","ATP1A4","ARHGEF15"
"Chemokine receptors bind chemokines",0.915175473231559,0.91491122272866,0.914385356512992,0.914328451058316,0.932219682924784,0.91576694482871,0.915490818532122,0.915698888565142,0.915856113324445,0.932289329773512,0.932341533013282,0.915866908805082,0.915845351009497,0.915304824667489,0.915515703981681,0.915773825044488,0.931420418863847,0.915010500331409,0.916674744296843,0.914859964996032,0.914101830018472,0.915589209695629,0.931261019347978,0.931265762222174,0.915856063412175,0.93190597254043,0.915971116966248,0.915637724912468,0.916103801505916,0.914945742710154,0.916829187539249,0.915409133232921,0.915383479581923,0.915505188958184,0.915923255722875,0.916497698683583,0.916569035821068,0.916795901343025,0.914755643215212,0.915958902156729,0.915773825044488,0.91536470893008,0.890393765067238,0.916008829028579,0.915996075091958,0.896029627082806,0.915834768292276,0.895644613132263,0.915476675743536,0.915845351009497,0.915165482239737,0.916226973357628,0.899532260955968,0.915346322001588,0.915813979302473,0.915813979302473,0.898447999606767,0.932640204227503,0.916048259359117,0.915877890622081,0.931481182083493,0.915698635320214,0.932083190119439,0.932077451462114,0.915505188958184,0.915604713864263,0.915358538117044,0.915813979302473,0.914973514993594,0.916272901885799,0.916194481087018,0.915396214783705,0.916370958967643,0.915744870668793,0.915964025241689,0.915996075091958,0.916804035323907,0,0.895822057746268,0,0.915370922370457,0.915856063412175,0.899603424432771,0.915604713864263,0.916703412217866,0.91664703301697,0,0.916147944198776,0.916763907530016,0.915754416519844,0.916411126463456,0.915793672352243,0.917268642354331,0.915646173602653,0.916594233276572,0.915824312078415,0.916520809641759,0.916937999511643,0.915958902156729,0.915612852052343,0.916390804195603,0.915023167285668,0.916021773705041,0.914949659271609,0.915542162125319,0.915934976192374,0.915923255722875,0.916829187539249,0.915258290655377,0.895979955989918,0.896459426175795,0.91588901243297,0.931807308100996,0.931833179204478,0.931837562959644,0.916900100180556,0.917466555346424,0.898919492150256,0.934416992148447,0,0.898493615132286,0.915764067181806,0.915877890622081,0.916278154977289,0.916139289094323,0.916544575594658,0.916977743662954,0.915588658127112,0.896607179156652,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.917394958739251,0.916795901343025,0.916937999511643,0.915534643720988,0.916903440751688,0.89958871315232,0.914776695059525,0.91545587255035,0.917110159913644,0.916109606195413,0.916109606195413,0.916091459696619,0.916795901343025,0.896211825462811,0.896207126279808,0.916453300618561,0.917302752647343,0.914681468005645,0.915680799559541,0.915663317008697,0.897119583134351,0,0.91606181310935,0.916544575594658,0,0.9159116910396,0.915449044303637,0,0.900370548027175,0.896724073352466,0.896683375372827,0,0.917329297563083,0.916475206708595,0.916260750814999,0,0,0.916829187539249,0.895774196502894,0.91469755979213,0.897367619131514,0.916763907530016,0.914752465357718,0.918137737964008,0.894765935899994,0,0,0,0.918278113119031,0.896111691595019,0,0,0.917466555346424,0.915312424417537,0.916118265305702,0.916829187539249,0.917632851333119,0.917268642354331,0,0.917029864747735,0.914405278095174,0.916733107132957,0.916733107132957,0.916089576789654,0.914138008659878,0,0.914818180986807,0.913147757256225,0,0.916795901343025,0.916453300618561,0.899633625329602,0.916390804195603,0,0.896625294684056,0.916795901343025,0.916520809641759,0.914824659690047,0.916763907530016,0.9168697123249,0.916076898034392,0.91664703301697,0.917977106629105,0,0,0.916559444873402,0.8957288314021,0,0.897245899519271,0,0,0.895132882336867,0.895062273485956,0.896146863133253,0.895969206085722,0.917159595809029,0.914863533551073,0.914863533551073,0.914863533551073,0.914863533551073,0.914863533551073,0.914863533551073,0.914863533551073,0.914859964996032,0.914859964996032,0.914849341095583,0.916863878055571,0,0,0.916977743662954,0.916977743662954,0.916977743662954,0.916977743662954,0.916977743662954,0.916977743662954,0.916977743662954,0.916430807351508,0.899881574310074,0.897317496126444,0,0,0.916829187539249,0.896419976601088,0.916338318226349,0.916338318226349,0.917268642354331,0,0.916863878055571,0,0,0.917545305675615,0,0.895173316674966,0,0.918625426302771,0.901015753522233,0,0,0,0,0,0,0,0,0.916654432973678,0,0.895998884978796,0,0,0,0,0,0.916066855929866,0.91721226757067,0,0,0,0.896111691595019,0.916795901343025,0,0,0,0,0,0,0,0,0.89811424421091,0,0.900234355376635,0.895605357299864,0,0.917731480828502,0.89706320835069,0.896304241398581,0.896282890701403,0,0.916089576789654,0.917063576495043,0,0.901103299179738,0.916370958967643,0,0,0.91890865198492,0.89856127259214,0.896061513653522,0,0,0.900117480863588,0,0,0,0,0.896714818835591,0,0,0.895203350115388,0.896914517275063,0,0.916763907530016,0.916411126463456,0.916351568347491,0.916431949921383,0.917632851333119,0.899370725797403,0,0.897317496126444,0,0,0,0,0,0,0,0.895348915601291,0,0.896613787509924,0,0.916475206708595,0.916475206708595,0.916453300618561,0,0.915148000509706,0.896445174056592,0.91626064161311,0.90209587414939,0.917977106629105,0,0,0.89706320835069,0,0,0,0,0
"Interaction between L1 and Ankyrins",0,0.944124552291836,0.892939146597032,0.892860154627525,0.920706106981996,0.921113942486163,0,0.921919421501456,0.920529009873865,0.920802785618207,0.921723006644811,0.920937148440856,0.921615933257571,0.92052465463707,0.920424228726687,0.921516646170258,0.920837536760698,0.921357004627664,0.922426276374506,0.921148042539764,0,0,0.919716320350878,0.919722904060224,0.921446762452462,0.89690185679762,0.921449552632293,0.920986762288267,0,0.944172470392854,0.922797581838954,0.921517204446904,0.921874747008453,0.921650541944412,0.92223087149835,0,0.922279539638235,0,0.921003230711505,0.922673506332003,0.92202344281409,0,0.896384733282395,0.922349658071508,0.895267937963506,0.922078644810856,0.945406550360666,0.921544196744065,0.944670921572731,0.94542124051086,0.919963479639204,0.921804713668813,0.898531643109409,0.920214508104493,0.922079182003601,0.922079182003601,0.897026551199985,0.894785815342036,0,0.921661102356029,0.89631219390831,0.922312223039724,0.897147857214928,0.897139891232633,0.897758978375831,0.920940938777533,0.921840125100158,0.921231425677396,0.897020947657365,0.922025386983022,0.895255581883828,0,0.922004583909385,0.921292412859004,0,0,0,0.922345543591758,0,0.922401301157047,0.900320318746712,0.921630803427585,0.898630427017239,0.897897131535156,0.922466071075316,0.922387809612624,0.921916410034158,0.921327261117678,0,0,0.922060341474674,0.921360155768942,0,0.922239399539455,0.922314516893898,0.922486678277948,0.922212595600845,0.899747900671492,0.922673506332003,0.922193145012521,0.922879887922375,0.920290597269298,0.921860830276079,0.896662859652727,0.922095018451686,0.921399384666426,0.921383115172146,0,0.897375099086072,0,0.944754048504438,0.921676540836428,0.896764898074846,0.896800810439118,0.896806895645824,0.923980008248605,0,0.897681042493142,0,0.922058526292877,0.897089871319672,0.922403050740604,0.918677555078578,0.921508010149638,0.898246036502836,0.922245585749812,0.896630618119015,0.945064918319011,0.922053790797111,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.9235829438334,0.922751376387963,0.922791707913868,0,0,0.898610005899028,0.919948462641204,0.920366578124085,0.896814428625344,0.923166522632901,0.923166522632901,0.923141332997083,0,0,0,0.9221188845369,0.924145787732915,0.921391860205374,0.922287464747724,0.922263196755648,0.897139806676216,0,0.89507142194861,0,0,0,0.894508590031096,0,0.899695291605759,0.945121412262956,0.945064918319011,0.922139541292176,0.923491797814879,0.922149292960941,0.92309251045289,0.920133005948254,0.921306484177986,0.838372198650239,0,0.921414197640591,0.923109377676242,0.896333786516686,0.893647034713927,0.924457096650089,0,0.921674234259615,0.922967129026,0.92305827504452,0.924808873829665,0,0,0.896855149323133,0.897021381870547,0,0.921286063059775,0,0.92375625013934,0.897034422300707,0.922731561524466,0,0,0.922507291373805,0.922507291373805,0.921613989852094,0,0,0,0,0.92067807297539,0.89637819797629,0.9221188845369,0.898672349682389,0.922032131596171,0.921692591393045,0,0,0.895708567197669,0.899225677193511,0,0.897948327363986,0.922147460533911,0.896171549908202,0.898017860333302,0.945974192284227,0,0,0,0.867916727180403,0,0.918807982367671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923929727357104,0,0.923172426674118,0.896630618119015,0.896630618119015,0.896630618119015,0.896630618119015,0.896630618119015,0.896630618119015,0.896630618119015,0.897512096714933,0.899016534232298,0,0.897539990434918,0,0.896424403427282,0.91859190721111,0.897383710109536,0.897383710109536,0,0.898343664160369,0,0.924413336074588,0.946358862536506,0.923266975610757,0.921781542879311,0,0,0.898917810051398,0.90059091845001,0,0,0,0,0,0,0,0.897418465987964,0.897822517366665,0.897539990434918,0,0,0,0,0,0,0.923866369956095,0,0,0.897118619403207,0.896522839143713,0,0,0,0,0.922893778113755,0,0,0.92387844465597,0,0,0.922537128250816,0,0.899506238978732,0,0,0,0,0,0,0,0.921246239770464,0.922707589989081,0,0.900712442896964,0,0,0,0,0,0,0,0,0.899344002370248,0,0.924897835388807,0.924373166599927,0,0,0.922607971329323,0.922607971329323,0,0,0.924457096650089,0.922182296139479,0.921692591393045,0.921609917194112,0,0,0.898307411875469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902090262513444,0,0,0,0,0,0.8973091505693,0,0,0.898524656977134
"Phase 0 - rapid depolarisation",0.92004420003118,0.920350568702216,0.919909873504503,0.919831847110916,0.921069493638406,0.943760920788164,0.920256337388609,0.921042236069566,0.921257816122851,0.921164990501791,0.920347620431375,0.921660965717231,0.944256775363653,0.920890259316603,0.920791060984687,0.944158701934149,0.919973575987725,0.941280442061976,0.921879687175078,0.919391337247872,0.918632164780506,0.92156054693793,0.942380382798109,0.942386886030019,0.921646094965378,0.919970649027691,0.920914902632911,0.921346718292077,0,0.919729203091355,0.922091453328035,0.92103328288486,0.943623476464626,0.943790359301246,0.921738226268267,0.920568640677872,0.921734744107961,0.922934761662079,0.919248295559226,0.921787103176355,0.920864635160388,0.920303672153454,0.920128544661152,0.92185556082731,0.921838073159664,0.922088462059828,0.920948198008019,0.920671597955509,0.943751263166767,0.920962708589892,0.920030500798574,0.921265722279456,0.92103926141361,0.920278460761548,0.920919693009511,0.920919693009511,0.920441516312541,0.920575354673654,0.921909626057214,0.944301392327582,0.919388194013946,0.921430236110808,0.919993391396031,0.919985522787693,0.921164990501791,0.921301454915225,0.920963908965478,0.921588390983817,0.918954964768495,0.92180491896567,0.92103937891957,0.920346871670078,0.922352098344079,0.920604683116108,0.9214057804573,0.920949124177243,0.921668618375912,0.944977467143534,0.921803851615332,0.945032543143814,0.943606258538333,0.944271463764833,0.922025786796777,0.920412505932804,0.922807944418927,0.922730639602643,0.944553579195486,0.922046309764923,0.922001944093414,0.920838022998313,0.921518225361938,0.92156054693793,0.922694015499992,0.919877286287227,0.922658242793776,0.9216025588566,0.921486827066609,0.922240651780687,0.920898154193934,0.920423664677951,0.922379309295585,0.91961511344223,0.944498678828949,0.91973457331759,0.921215686571394,0.921754296888762,0.921738226268267,0.922091453328035,0.920217855525587,0.918833924045444,0.920303672153454,0.94431664209228,0.919835364450346,0.919870837831841,0.919876848654668,0.923077634775999,0.899606801106209,0.920199058303288,0.923193403709594,0.919711274528185,0.896762022674853,0.921519953559071,0.919844402767044,0.922224849370863,0.89790405521558,0.922590154244871,0.923184096291009,0.92061074198166,0.919693946374654,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922867215275348,0.922045812679657,0.923129600763108,0.92053667967365,0.92180491896567,0.92200561530065,0.918156224124712,0.919736392361968,0.923365659948704,0.921605395008466,0.921605395008466,0.921580513283767,0.922045812679657,0.919151853826623,0.91914541050226,0.922465001792435,0.899499348068088,0.921441421236988,0.919924763959724,0.919900792612851,0.923582964482413,0,0.92103926141361,0,0.922736572857954,0.920833420272945,0.896840473843047,0.897276520905353,0.923077634775999,0.919257573058556,0.919201769680908,0.922179962877618,0.922440391514661,0.945120407311791,0.920191099676496,0.918175615362263,0.944651155596232,0.838917041366033,0.919800561767364,0.921463485625594,0,0.922890893075835,0.893229178674145,0,0.919466792265926,0.943185858987365,0.922595392091168,0.922530423389538,0.922957222995261,0.921312036524694,0.922139246444622,0.922412837719419,0.922783594257148,0.920984361047073,0.920644637768903,0.922091453328035,0.924082352692015,0.923582964482413,0.922764746418837,0.923756164257769,0.922222195101529,0,0,0,0.92083888576549,0,0,0.922934761662079,0.943512170534667,0.922934761662079,0.922465001792435,0.898325157261101,0.922379309295585,0.921738476370054,0.919718785632671,0,0.921486827066609,0.922045812679657,0.922890893075835,0.92229491965698,0.920671597955509,0.922730639602643,0.92455438124134,0.945120407311791,0,0.921820152784111,0.921676023528127,0.868068012917789,0,0.921239260924203,0,0.919969933964243,0.919873118043461,0.919558173780974,0.92200561530065,0,0,0,0,0,0,0,0,0,0,0,0.923027968504167,0,0.922836967748553,0.923184096291009,0.923184096291009,0.923184096291009,0.923184096291009,0.923184096291009,0.923184096291009,0.923184096291009,0.922045812679657,0.898665134594561,0.923030105206385,0,0,0.922980402310456,0.920069801417445,0.921918995436506,0.921918995436506,0,0.922685423966045,0,0,0.921018082673548,0,0.92182634053803,0,0.922371006569174,0.92544333022376,0.900220273976387,0,0,0,0,0,0,0,0,0.922352438835465,0,0.919355272287825,0,0,0,0,0,0,0,0,0,0,0.922200985507115,0,0,0,0.92058611381739,0,0,0.921558744068975,0.921191936262206,0,0.898316923216125,0,0.899148853326037,0,0,0,0.923505665722858,0.922465001792435,0.922435726604127,0,0,0.921820770204265,0,0.923193403709594,0,0.922395186726022,0,0,0.922373318051295,0,0.923029444324977,0.922250392588221,0.898988599852844,0.922222195101529,0.899448125330276,0.89892986994711,0.897739216111098,0.894668935744315,0,0,0,0,0.924105934275151,0,0,0,0,0,0.897964680352687,0,0.89892986994711,0.923665432258918,0.923694005411854,0.923413654717709,0,0.922601336194439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901701290473962,0,0,0.921158396481515,0,0,0,0,0,0
"RA biosynthesis pathway",0.888629334865238,0,0,0,0,0,0.890756319010013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890678324476262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892573382433968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853386490337159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889082622034602,0,0,0,0,0,0.893085212539103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928498413156318,0,0,0,0,0,0,0,0,0,0,0,0,0.930751026026146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893295611813843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891792923728924,0,0,0,0,0.893363197450323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895117130070547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853811482829578,0,0
"Transcriptional regulation of testis differentiation",0.866808915451906,0.865992892022636,0.864125756023148,0.86482464819596,0.867612025740289,0.867760799690006,0.81788674454971,0.918506579548163,0.86803615803701,0.867827099920711,0.867988307056626,0.868944115277968,0.919833485550839,0.867208361436572,0.866984950958154,0.868656666328217,0.865143844250589,0.866299467975969,0.871438765925906,0.865834604676737,0.8641248270942,0.868717956157221,0.864651607762344,0.864666254078711,0.86891062397099,0.866643266851166,0.920221859333246,0.868236379913482,0.869675655963733,0.866099492060737,0.871915697106409,0.867530473343012,0.867451253133284,0.867827099920711,0.869118118371933,0,0.871112331001625,0.871812907080686,0.865512451960288,0.869228196971127,0.813410383993288,0.867393288090572,0,0.86938237452891,0.869342989509832,0.86990690528236,0.868844863200145,0.868717956157221,0.867739049184983,0.868877543346836,0.86677806259328,0.921011961178295,0,0.867336508011529,0.813534383058349,0.813534383058349,0.866197720558975,0,0.869504138057039,0.868978027871771,0.865331485183434,0.868424475373139,0.867190526723763,0.867172805361728,0.866952479854257,0.868134439563459,0.867374232202466,0.868780665393278,0.865310634684316,0.870197849376305,0.869955680644573,0.86749058029791,0.87050065627852,0.868567253257333,0.868369397337607,0.869342989509832,0.870963405297457,0,0.869265917129242,0,0.86741247561479,0.86891062397099,0.869765750585173,0,0.871527294405385,0.871353191619012,0.869545992954657,0.869811971585501,0.922670050225765,0.868596731491147,0.870624696222885,0.868717956157221,0.873272763304123,0,0,0.868812573704391,0.870963405297457,0.822355737315023,0.869228196971127,0.868159570838791,0.870561939684971,0.866338584387628,0.869422348565519,0.866111586667461,0,0,0,0.922871639310413,0.867696055774535,0.865038031654381,0,0.869012372776177,0,0,0,0.872134680139944,0,0.867653721429333,0,0,0.865463964321174,0,0.868978027871771,0,0.813664341636061,0.871036796167757,0.817128166131175,0,0.866974939224368,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.873662836845952,0.871812907080686,0.872251715838198,0.86791805822084,0.871270375983136,0.868845701089482,0.865577461479664,0.812428525182178,0,0,0,0,0.870938287014232,0.865754060272446,0.865739548877439,0.870754932866895,0,0,0,0,0.873272763304123,0.921280917956933,0.869545992954657,0.871036796167757,0.825459721894658,0.869082405847641,0.867653721429333,0,0,0,0,0.871618994312021,0.87346007069202,0.870822580354848,0.870160326047668,0.814572584288569,0.866465668718001,0.871915697106409,0.868243498305479,0,0.870197849376305,0,0.865502638521365,0.875956589340376,0.865129921355759,0.866465668718001,0,0,0.876390077315345,0.870160326047668,0,0.872639506058113,0.873009311945897,0.869422348565519,0,0.871915697106409,0,0,0,0,0,0,0,0.869631729077625,0,0,0.864830952763146,0.871812907080686,0.867200574411348,0,0,0,0,0.870624696222885,0.812659218930012,0,0.870963405297457,0,0.871714108021761,0,0.867843336090767,0,0,0,0,0.871714108021761,0,0,0,0,0,0.866263076776433,0.866045031868193,0,0,0,0.864971004549662,0.864971004549662,0.864971004549662,0.864971004549662,0.864971004549662,0.864971004549662,0.864971004549662,0.864959984610283,0.864959984610283,0.864927177287,0,0.869631729077625,0,0,0,0,0,0,0,0,0,0,0,0.82450148674587,0.872783358806079,0,0,0,0,0.818026480969194,0.818416554511023,0.816776541432665,0,0,0,0.870822580354848,0.866387940747833,0,0,0.925083060560286,0.816882084070105,0.814590193768756,0,0.814369499559974,0.814273228201898,0.813769132521842,0.814772694517073,0,0,0.874397465269045,0.868937351519047,0.814429373628804,0,0.814565689250572,0.814565689250572,0.81417606623059,0,0,0.867494726650502,0,0,0,0.870938287014232,0,0,0,0.814195451000308,0,0,0,0,0,0,0.819131496428789,0.867722111424693,0.874676779468171,0,0.872224054092018,0.869880312800441,0.869814380403199,0.876587983855723,0.814385446742696,0.871764885991659,0.817687387730184,0,0.815254373943591,0,0,0,0,0.869130753103377,0,0,0.81877058002604,0,0,0,0,0.868722741900422,0,0,0.866480686043591,0.871764885991659,0,0,0,0,0,0,0.868172541390838,0,0.873009311945897,0,0,0,0,0,0,0.824446504354234,0.866930202111441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815315657350042,0.820228793812548,0,0,0
