"","GNG12","PLCG1","GNAS","PRKCB","PIK3CA","ADCY4","ADCY6","CAMK2G","CAMK2D","NOS3","PLCB3","CREB1","CCR5","ADCY2","LPAR1","CDC42","MTOR","IRF1","AKAP9","MAP2K3","PPP2R2A","TUBB4A","ITPR2","ADCY10","NCAM1","PTK2B","KALRN","EDNRB","F2R","PDE6A","NOS2","CTNNB1","ARRB1","VEGFA","AP2A2","ATF6B","PDE3B","ATF4","ATF2","ACACB","PGR","VAV2","SPHK1","RYR2","MEF2A","SP100","PELP1","INSR","GSK3B","TGFBR1","SMAD2","CIITA","PTEN","HDAC2","NCOA6","HLA-A","FOXO3","SIN3A","E2F4","CLASP1","RBL1","ALOX15B","CHD9","CSF1R","NCOR2","NCOR1","UTRN","SOCS3","FHL2","PSMD6","ATP1A1","GTF2F1","IFNB1","ATP1B2","PSMF1","PSMC5","KCNQ3","SPTAN1","SPTB","KCNJ2","SCN2A","CACNA1A","ADCY1","CACNA1B","CACNA1S","OR4A47","OR6P1","OR5L2","OR1J2","OR10G7","OR51I2","OR5H2","OR6K2","OR2D2","OR2L13","OR2T6","PTGDR2","P2RY13","GAL","HTR1F","SSTR1","MTNR1B","HTR5A","ANK3","GRM2","ADORA1","OPRM1","CCR7","FPR2","CXCR4","MCHR2","SPTBN2","SCN1B","F2RL3","OXT","CCKBR","TRH","NTSR2","EDN3","ADRA1A","ADRA1D","AVPR1A","P2RY11","STXBP1","NRCAM","PAQR5","CRHR2","GPR20","PTGER4","RAMP3","RXFP2","CRHR1","COPB1","OPN1SW","FNTA","CYTH3","PDE3A","TUB","KRAS","FZD7","LAMA3","LAMA5","BIRC5","CACNA2D1","CACNA2D4","EPS15","HLA-DPB1","RHOBTB1","RET","PRKCI","NRG1","KIF18A","WASF3","SPRY1","ITGAV","CDK11A","ARHGEF7","TCTN3","TCTN2","YES1","NPHP4","HLA-C","CEP192","CEP70","NINL","SSNA1","RASGRP2","HLA-B","CEP290","PCNT","HAUS4","TLN1","CENPJ","RB1CC1","ARHGEF18","IGF2R","MAP3K11","OBSCN","MYLK","SNX9","MAPKAPK3","HIP1R","NUP107","ARAF","ASPH","GRB10","TYK2","CEBPA","RCC2","CENPF","PSME4","TNRC6B","ARHGAP35","TBC1D8B","AP3B1","PPP5C","EGR1","RPS5","MKL1","ANAPC1","FBXO6","FBXL3","FERMT3","IGF2","GRIN2A","ORM1","SPP2","A1BG","DOCK8","KIF3A","TNS1","TXK","GFRA2","MYO10","LAMC2","WAS","NCAPD2","TJP1","CTNND1","LAMB2","EPHB3","GLI3","FLT1","WDR19","WDR35","FGFR2","DMD","IFT122","HCLS1","ABL2","PCSK1","MYH2","EPHA7","EPHA4","EPHA1","EPHA8","ITSN2","COL2A1","DOCK2","CDK5R1","FLNC","FLNB","FLNA","PKD2","PKD1","RGSL1","TRPV1","NLGN2","NLGN4Y","RYR1","AKAP11","PDE4DIP","UNC5A","AKAP10","DLGAP3","AKAP4","KCNB1","BRPF3","BRPF1","UNC5D","RGL2","RASSF1","RASAL3","EPN1","TBC1D4","RPA1","LNPEP","TEP1","SF3A1","TUBA8","PKLR","KIF21A","ATM","TCF7L2","TFAP2C","TRIB3","YAP1","IRS4","CPSF2","MED7","LMO7","ANAPC7","CTBP1","CUL7","SH3D19","PKD1L1","CACNA1H","KCNK5","C8B","ATRN","GABRA6","MTMR3","MYO18A","PIK3C2B","RGS10","RGS20","PLXNA3","PLXNA2","PLXNA1","ARHGEF2","GP6","LRP2","PACSIN1","LDLRAP1","EPN2","NET1","ARHGAP20","ARHGAP29","MCF2","ARHGEF3","ARHGAP30","SYDE1","ARAP3","ARHGAP17","SRGAP1","COL3A1","KIF16B","KIF21B","KIF27","KIF1A","RAB3GAP2","PDE9A","PDE5A","CARD9","CARD11","MX2","UBTF","PTPRK","PHLPP1","USP8","MATK","TRRAP","PTBP1","XRN2","SOD3","IRAK1","IDE","XPO6","PCK2","DUSP8","USP9X","NOTCH2","XAB2","EBF1","MED24","CTGF","SKI","RPL7","RPL5","AFP","SEL1L","SKIL"
"Interaction between L1 and Ankyrins",0.909429357965095,0.910588184436526,0.910461633559117,0.910947633198676,0.909946054062226,0.909204844932412,0.909197222546533,0.938482394041209,0.938446143253385,0.910815340034266,0.910371292407416,0.910983989964778,0.882362591127472,0.909204844932412,0.881941344058616,0.910090753696608,0.910628121533442,0.911915247830419,0.911696172607807,0.911744408585748,0.879498800263709,0.911646238875888,0.938992116216885,0.911021966721155,0.938446143253385,0.911503143838379,0.882894072760701,0.882969887304855,0.882783443373507,0.884052845056334,0.910138125739208,0.910617198025501,0.909629428262309,0.910229324822177,0.91129868467301,0.912210081117746,0.911559659596471,0.911638759455111,0.911542095462504,0.909004606065409,0.912764598142739,0.911282222472901,0.911512562616726,0.911448822383796,0.912036715209399,0.912159884789752,0.91001681383211,0.911706369854693,0.911238102661662,0.907532773238211,0.910674709692348,0.91249075234481,0.912323506080955,0.911172808574373,0,0.911462116047914,0.911235746250564,0.911891774639972,0.912900707062207,0.911165729452882,0.912900707062207,0.911641964145624,0,0.912292314179573,0.880039440665519,0.879639507364196,0.91178486399154,0.909104358668883,0.913817467727746,0.911275672116566,0.912092722248645,0,0.880579851502004,0.912307191520084,0.911386301503761,0.911260528685826,0.940043015797663,0.9380887774361,0.938353732292193,0.906316161189526,0.939597658181674,0.91121619610491,0.909337975179803,0.910701210611324,0.910958644843697,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.91367386248918,0.882673500709823,0.882673500709823,0.882666455472674,0.882659443788622,0.882659443788622,0.882659443788622,0.882652465331298,0.888386034157903,0.882624877407196,0.88264551977911,0.882584439727341,0.882500446531159,0.882025781296032,0.882300920941795,0.882030359130385,0.883725172238704,0.939396077224903,0.910008243362168,0.883068253957989,0.883059031225368,0.883059031225368,0.883059031225368,0.883040759690633,0.883031709403851,0.883031709403851,0.883022715138148,0.882415021118715,0.913186824928193,0.879820589025335,0.914685925709935,0.883483442964653,0.883483442964653,0.883471152286889,0.883471152286889,0.883458966352833,0.883411234432193,0.933871595927294,0.885422462439089,0.887372223554415,0.912960893880641,0.911680060307167,0.88697747249064,0.933531793604775,0.884670352335375,0.911916447798264,0.912185399891603,0.911462116047914,0.911466696510491,0.911466696510491,0.909774006711543,0.937841077531318,0.911880180629028,0.911200667222594,0.910859541202677,0.911815330053972,0.933434081445644,0.911440383188853,0.912696888603951,0.91013308340005,0.91249075234481,0.911001776135025,0.912261796182683,0.912246780691177,0.911077809706366,0.912217219351123,0.911737401200227,0.912091326616443,0.912091326616443,0.912091326616443,0.912091326616443,0.912960328702902,0.911675991614717,0.912078002826875,0.912051723482686,0.912038763338148,0.910579713186686,0.911823575304092,0.91068262473389,0.88193457903655,0.909634671532212,0.912380786702957,0.882125751689445,0.912064126102139,0.909793639521124,0.911562871382997,0.909679646397,0.91100529094431,0.911417138072347,0.910079303030183,0.912103660134167,0,0,0.912174002612464,0.912145905989365,0.911427933186266,0.912786338546763,0.912087321761613,0.911137103342283,0.910923889481259,0.91197882640544,0,0,0.88276167172993,0,0,0,0.880124672774676,0.910602082313359,0.913025413900419,0.880333565400339,0.880333565400339,0.880333565400339,0.884662264038459,0.93812651007623,0.912696888603951,0.912757797519978,0.912126188122946,0.911699748548826,0.912089895072067,0.911562871382997,0.912764598142739,0.880975616499827,0.912188262325537,0.912309377265204,0.91242144942337,0.912078002826875,0.912038763338148,0.913106056063153,0.913106056063153,0.911951195095893,0.910951357918821,0.912999552407786,0.882936923025411,0.882469412822533,0.91426015766922,0.880851639126226,0.912827995478083,0.912736566020743,0.912707402351108,0.913107018887003,0.910088746030389,0.912246780691177,0.883254993700283,0.913683759612701,0.912241244244395,0.912305798381876,0.912273137982058,0.912463054188139,0.912463054188139,0.886818962683745,0.914128564758262,0.913817467727746,0.913817467727746,0.912960893880641,0.915850278141589,0.915093200889462,0.913289181493325,0.914056185332558,0.914325503253643,0.911997004984515,0.913568336851899,0.913966109199671,0.913966109199671,0.913874510402015,0.914033020208911,0.914473689856099,0.912888822228854,0,0,0.910998969673247,0,0,0.878088580642781,0,0,0.912526731553017,0.911117106150255,0,0,0,0.880993560484603,0,0,0,0.878715638031041,0,0,0,0,0.910310705727222,0.911464026037419,0.911815330053971,0.913308045653772,0.912960893880641,0.912395903249732,0,0,0,0.887630377991664,0.887630377991664,0.911698045046287,0.91166373183325,0.911597605559131,0.912428510106981,0.912087321761613,0,0,0,0,0.882469412822533,0.882469412822533,0.882469412822533,0.882469412822533,0.882469412822533,0.882469412822533,0.882469412822533,0.882286416697811,0.882286416697811,0.882125751689445,0.880812650064782,0.912545073799393,0.912545073799393,0.912545073799393,0.912526731553017,0.912002742066266,0,0,0,0,0,0,0,0,0,0,0,0.879502034105183,0,0,0,0.91268816215713,0,0,0,0,0.912246007843561,0,0,0,0.882299180010497,0.882198261942596,0,0,0.916122606734724,0,0.882299180010497
"Potassium Channels",0.956548277994545,0.941137071596915,0.956405533063064,0.956232220030468,0.955427717747472,0.95559379242691,0.955589582923742,0.941896531234297,0.941876511543798,0.956483196917809,0.955913932761264,0.941931068672353,0.955929588501473,0.95559379242691,0.955696952565861,0.955507628890637,0.941952541813047,0.941869949418697,0.941497589086528,0.942351013902659,0.940069815577,0.941028303997349,0.956823294085627,0.956714980033839,0.941876511543798,0.942217774161937,0.956223102061918,0.956264971047405,0.956162006394081,0.956863040229057,0.941917071694352,0.941153094505834,0.940607593397295,0.941732304206893,0.955226237459145,0.941221975707883,0.940862776961277,0.940906460279173,0.941663874037635,0.941055946755632,0.943032091443406,0.941771732670691,0.942189604233617,0.941936399974965,0.942512441791198,0.942005051481423,0.941614943881666,0.941754595444974,0.941495992395549,0.940906460279173,0.940374058667106,0.94218777484955,0.941662568006088,0.941459933388355,0.940381843229492,0.941619704980285,0.940801566520712,0.941856986224351,0.942414174523972,0.941456023905837,0.942414174523972,0.92572995463194,0.940951785895249,0.942078186316728,0.941754595444974,0.941533730150911,0.942591358991604,0.941111035661774,0.942920460480428,0.92675608434523,0.941274836076397,0.941049303052301,0.942053040205437,0.941393277872934,0.926817180013067,0.926747721305012,0.95861034944602,0.94183167953005,0.941738312112889,0.952560250519324,0.942368351491942,0.957157707858318,0.955784986743086,0.956873304378782,0.956562337761472,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.958179503584867,0.956101289972958,0.956101289972958,0.956097399203248,0.956093526963415,0.956093526963415,0.956093526963415,0.956089673073219,0.94154106027915,0.956074437495313,0.956085837355059,0.956052105571408,0.956005719881812,0.955743583479591,0.95589553081323,0.955746111612975,0.941737818900277,0.941372184575941,0.956255476861149,0.956319294555096,0.956314201251924,0.956314201251924,0.956314201251924,0.956304110699627,0.956299112630587,0.956299112630587,0.956294145499486,0.955958543243164,0.941437351183901,0.942259213890389,0.943942110890177,0.956548584893622,0.956548584893622,0.956541797301417,0.956541797301417,0.956535067554483,0.956508707347285,0.940772910050216,0.957619418717656,0.939695147457817,0.942089752094123,0.94092926889452,0.943581540352535,0.941533730150911,0.942307420968517,0.94212198698191,0.942270517206793,0.941619704980285,0.940811437602304,0.940811437602304,0.941715985023518,0.941542360778685,0.941850583370105,0.942168402269666,0.942315477223357,0.942356809162136,0.941479768091017,0.942401117635027,0.943095029437517,0.941679154369336,0.941494691054981,0.942158894555326,0.941368248795963,0.941359956410868,0.941658844632507,0.9413436310035,0.941771732670691,0.941274106070784,0.941274106070784,0.941274106070784,0.941274106070784,0.942447100892346,0.941737818900277,0.941266747937087,0.941252235029403,0.941245077720609,0.941825477098677,0.940562589770404,0.940576212625666,0.94280119569612,0.941639036429203,0.942920460480428,0.942974152650536,0.942527579602592,0.941726827347093,0.942468762392113,0.941663874037635,0.94136742088564,0.942136905521144,0.940162914597777,0.941616340195517,0.941771732670691,0.94070920388143,0.94201284812415,0.941997331614515,0.92684017133129,0.940964805573822,0.942758392904779,0.942468762392113,0.942351013902659,0.942447100892346,0.941014909306189,0.941271774090135,0.941939134548362,0.939520596376699,0.939861029014931,0.939834271412678,0.941311940735206,0.940551953186341,0.942231669664468,0.940706013640942,0.940706013640942,0.940706013640942,0.944374955094355,0.941699992420657,0.943095029437517,0.941742458381707,0.942679526112419,0.942779486201771,0.942217774161937,0.942468762392113,0.942339007648837,0.940952776042322,0.942020723126583,0.94233898437116,0.942149501942361,0.941959831731656,0.941938161515178,0.941834495808023,0.941834495808023,0.941889801487363,0.942131050827106,0.941775678597544,0.943170751463215,0.942912566465631,0.942807277435924,0.942270517206793,0.942625394039259,0.942574901634864,0.942558795843102,0.942528111327187,0.941889801487363,0.942053040205437,0.943597782560739,0.942595244587728,0.927556482791475,0.925305401784949,0.925287364905334,0.941814817474484,0.941814817474484,0.942359169013851,0.943416301962597,0.941534252151591,0.941534252151591,0.943043116218782,0.942911040371647,0.943624990908317,0.943422126337799,0.943052293548119,0.941814817474484,0.941915100242151,0.915338285539215,0.941616340195517,0.941616340195517,0.943745377342688,0.943581540352535,0.943282862643162,0.942949650928737,0.941760266995944,0.941853913311264,0.939977721601217,0.941460411133476,0.942446706898283,0.927080603667168,0.942823559512738,0.94048374108986,0.923206607346541,0.940042963099356,0.942113027542535,0.94306288075645,0.941645883114569,0,0.941534252151591,0.926875713631863,0,0.926514237287785,0.93954287552889,0,0.939528946702677,0.942625394039259,0.941239185710422,0.941027966195135,0.943926419953057,0.942205288208457,0.942013571794237,0.943163941340215,0.941645883114569,0.941587944321698,0.941239185710422,0.942731097136038,0.942731097136038,0.942447100892346,0.942428151237835,0.942391632651034,0.94294681598428,0.942758392904779,0.941732304206893,0.941931068672353,0.941917071694352,0.94181932277816,0.943163941340215,0.943163941340215,0.943163941340215,0.943163941340215,0.943163941340215,0.943163941340215,0.943163941340215,0.94306288075645,0.94306288075645,0.942974152650536,0.940862776961277,0.923216736949718,0.923216736949718,0.923216736949718,0.923206607346541,0.926164328825022,0.942625394039259,0.941239185710422,0.942148029188909,0.941777733011378,0.941041250589818,0.940940932416882,0.943745377342688,0.94198588298366,0.941616340195517,0.941777733011378,0,0.927036974353262,0.940559110495135,0.942035918008962,0.923541989326822,0,0.942281468508344,0.942807277435924,0.942035918008962,0.942823559512738,0,0.926844947718604,0,0,0,0,0,0,0,0.9236784889002,0
"Phase 0 - rapid depolarisation",0.900513442547889,0.931360604004998,0.903650079425679,0.903307576869292,0.901717713231119,0.930987999448128,0.930979680595389,0.932796061394837,0.932758099586508,0.932745647486667,0.931620663254634,0.932929707170689,0.901572381704468,0.930987999448128,0.902249777162985,0.90187563425072,0.902892922012386,0.903011444612089,0.932569830430918,0.933759606185022,0.931990920026449,0.902436113646793,0.903105984432755,0.903124478529336,0.932821890950988,0.933496296778185,0.903289557869274,0.902235167287461,0.902031687742659,0.903184531069019,0.903959958084277,0.902450180451459,0.901372156938812,0.903594819145536,0.870953556273047,0.934267827794343,0.933557976451251,0.933644303762168,0.932401675065581,0.902258196315627,0.906163468742151,0.903672737980854,0.903858175575374,0.933437011904864,0.934078621227738,0.904133824420414,0.903362890762501,0.903638871262756,0.903127817915002,0.904702215612013,0.932592167575834,0.903639533688377,0.90431239599211,0.931998645976058,0.902678879041374,0.902516909616109,0.904494923754709,0.903841216713423,0.904942336543543,0.901911699481314,0.904942336543543,0,0.903805204148562,0.903141221652997,0.903638871262756,0.903202395559224,0.905292489859812,0.90122993104333,0.905942862769136,0.903168820137639,0.902859181953764,0.901107934582704,0.903091527713243,0.903093247548771,0.903289557869274,0.903152293032833,0.903653294061085,0.932733293578439,0.93304554913871,0.875031828824001,0.939170658240929,0.932040223131536,0.901054073426354,0.931642191816334,0.932902046234432,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.904584792940866,0.901679154317283,0.901679154317283,0.90167146534807,0.901663812997742,0.901663812997742,0.901663812997742,0.901656196910109,0.933187135733982,0.901858633407167,0.901648616734196,0.901581955722274,0.901722833127521,0.901204797140622,0.90264220903235,0.901209793257383,0.932547805475438,0.934202054854203,0.902216404803101,0.902342521823802,0.902332456398653,0.902332456398653,0.902332456398653,0.902312515371107,0.902302638148388,0.902302638148388,0.902292822065462,0.901629602289096,0.903371609790915,0.934606356458725,0.907088947629713,0.902563102001379,0.902563102001379,0.902549688309131,0.902549688309131,0.902536388931153,0.902484295685671,0.901002225281974,0.874048933679591,0.876176846888411,0.875040610083242,0.933689378324346,0.875746026929905,0.932144483709379,0.905228138313716,0.904364913261507,0.904658439841485,0.903372299682441,0.933456519212703,0.933456519212703,0.902192891490035,0.902364061406295,0.903828563343307,0.904456639512407,0.904747290174191,0.905325739644188,0.901201257580256,0.904916533418554,0.904918169734214,0.903489784025198,0.903357791359729,0.904437850293741,0.903107915188847,0.903091527713243,0.903449647766087,0.903059265316851,0.902817347914522,0.902921869606724,0.902921869606724,0.902921869606724,0.902921869606724,0.934446263010405,0.902750327258951,0.902907328405962,0.902878647885472,0.902864503556439,0.9037789481354,0.902629653524583,0.90341707623305,0.905707170779326,0.871170123534527,0.905942862769136,0.906048969651257,0.934108536687774,0.871343616625926,0.905050213511051,0.871219207808542,0.90097923616347,0.903754031971917,0.932174903031856,0.871358505586834,0.902535605585874,0.90317526359713,0.902254734467553,0.902224070621122,0.90333499349029,0.904817518034867,0.905622583571801,0.870303633301015,0.870070937824831,0.90550417486025,0.903546855859543,0.900790218225925,0,0.900744331181157,0,0,0.902858982549212,0.902631958392408,0.934020526150524,0.903086961953396,0.903086961953396,0.903086961953396,0.908817246282365,0.900873234572079,0.906287847293225,0.904984643973509,0.904611336340011,0.90566426830857,0.90455420862803,0.905050213511051,0.904268971003591,0.903424067622603,0.904164794846871,0.904793745181614,0.904419288539305,0.904044460800942,0.904001635951419,0.902595427777821,0.902595427777821,0.903906066490164,0.904382825302535,0.902479192751252,0.906934258719159,0.906424031528688,0.873712044978688,0.904658439841485,0.905359750184404,0.905259966704048,0.905228138313716,0.90566426830857,0.87166568738328,0.901654696337596,0.907281391906439,0.905796937577637,0.934301838334559,0.934372290863718,0.934336646242624,0.874614255451324,0.874614255451324,0.876213397307472,0.936361605666651,0.904805730374156,0.904805730374156,0.905472693701422,0.906960070393184,0.906133818052713,0.906934258719159,0.90500204909705,0.905360185736717,0.902754718884389,0.905472693701422,0.90610508579687,0.90610508579687,0.907573069856849,0.906608930506591,0.906018681305685,0.905360185736717,0.902280401866668,0.871827999416891,0.902866835048582,0.871050357367601,0.905851565163011,0.90063685015167,0.904614233931833,0.90249715711941,0,0.902995765802147,0.904347207548074,0.905087182425904,0.905026336347171,0.904680170194131,0,0.900388198908433,0.903543037799151,0.90132120255191,0,0.904658439841485,0,0.870613169974368,0.93242744928058,0.932010035639719,0.904337987246358,0,0,0,0.905026336347171,0.904911837256277,0.903990072625393,0.877098952639347,0.877098952639347,0.90550417486025,0.905466726406343,0.90539455809247,0.905994946719828,0,0.871354440038652,0.871747239913649,0.871719578977392,0.871526406812678,0.906424031528688,0.906424031528688,0.906424031528688,0.906424031528688,0.906424031528688,0.906424031528688,0.906424031528688,0.906224314820884,0.906224314820884,0.906048969651257,0,0,0,0,0,0.871248366509792,0.903990072625393,0.903990072625393,0.907155813700665,0.906424031528688,0.903831456872151,0.904770339717353,0,0,0,0,0.904088499362605,0,0,0,0.905196974892983,0.871996414285221,0.904915843335393,0,0.905797126324179,0,0.90358745322227,0.901668902817704,0.903885377559397,0.903437360325178,0.90496795340189,0.905994946719828,0.901021259861016,0.900852938335528,0.908458625188724,0,0.90610508579687
"Phase 4 - resting membrane potential",0.90608874342461,0.846794482457906,0.849310011761739,0.85035760978379,0.845363058552614,0.846033419282814,0.846016427616014,0.851607218972315,0.85152640945706,0.849623502045469,0.847325666295009,0,0.847388860717383,0.846033419282814,0.846449825361747,0.845685620019927,0,0,0.851011563419397,0.851694562670342,0.849829110380658,0,0.850996304850383,0.850559094993387,0.85152640945706,0.85115674022694,0.848573628710733,0.848742632942917,0.848327015942056,0.85115674022694,0,0,0.844657242791246,0,0.843974310426163,0,0,0,0,0,0,0,0,0.848954292286493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789705670858609,0,0,0,0,0.915430832589725,0.851345444956186,0.851983242330799,0.917597993814496,0.914374540392029,0.913208984756414,0.846805175470065,0.852945347862289,0.85169013057478,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.856470646834921,0.848081934003392,0.848081934003392,0.848066228904743,0.848050598601973,0.848050598601973,0.848050598601973,0.848035042367545,0.852272439931207,0.847973543931032,0.848019559484574,0.847883401081643,0.847696165165528,0.846638051125504,0.847251386800006,0.846648255940274,0.850966576362101,0.855086125092812,0.848704309643707,0.848961909875476,0.84894135074843,0.84894135074843,0.84894135074843,0.848900620216667,0.848880445502361,0.848880445502361,0.848860395669097,0.847505736582196,0.855349170218319,0.855171268222529,0.859131703521877,0.8498874407227,0.8498874407227,0.849860042595049,0.849860042595049,0.849832877959932,0.849726474938078,0,0.854209863301701,0.858556230927017,0.856235411241229,0,0.857676259924333,0,0.851957802236717,0,0,0,0.852822668965858,0.852822668965858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854844269462467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850204904738713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856747440507871,0,0,0,0.857982587618495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791802701774871,0,0,0,0,0,0,0,0,0,0.790975662793715,0,0,0,0,0,0,0.854549274942581,0.849868154963072,0.804071606497948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791626591973982,0,0,0,0,0,0,0,0,0,0.790851476131742,0,0,0,0,0,0,0,0,0
"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",0.796421751423365,0,0,0,0,0,0,0,0,0,0,0.799531041984653,0,0,0,0,0.80172918361211,0.801425021285749,0,0,0,0.800004676833485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799780818982144,0,0,0.802654709811866,0,0,0,0,0,0,0,0,0,0,0,0.800404575270953,0,0,0,0,0,0,0.803791122622656,0.802503498403934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799917353055464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79825852690661,0.798159986906491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804063635497823,0.800464459727513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800829345789875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
