"","CREBBP","ACTB","NFATC1","F2","PPP2CB","HSPA2","AJUBA","TUBA4A","KAT2B","CAMK2G","PTK2","APOB","ARHGDIB","CREB3L2","HIST1H2BL","TUBB4A","JAK1","ESR1","APOA1","RAB1B","ACACB","NCOA1","GNG12","IQGAP1","GNAQ","HLA-DRA","NCOR2","AKAP9","GFRA1","B9D2","HLA-A","ACTA1","BCAR1","IRF3","POLR2F","NCOR1","CAD","PARP1","NOS1","NCAM1","CLTC","SFN","BRAF","PRKCD","HMMR","TRIP6","CHRNA1","C3","FGFR4","MAP3K1","CENPE","AGRN","MAD1L1","MMP9","LAMA3","DCTN1","LAMA5","PELP1","HSPB1","ITGA1","CXCR2","ITGA2","PPBP","TRIO","PLA2G2E","ITPR1","TUBGCP4","FBF1","SCLT1","NPHP4","CEP192","CEP250","CEP76","HAUS3","CEP72","CDK5RAP2","OFD1","CEP164","SPTBN5","ERCC3","PRKCZ","PPARGC1A","PICALM","S1PR4","MAP2K7","AKAP13","SMAD1","FGFR3","CD38","AP1M1","NME1","ALB","ERCC6L","NUP133","CENPI","CENPM","EPN1","HNF1A","ADCY10","RYR2","GATA3","GRM5","EXOC7","JAM3","MYH9","CYSLTR1","OXT","GPR4","AVPR1A","RB1CC1","CTNND1","CNKSR1","MYH11","CDK12","FLNC","KDELR1","EGR1","DGKD","BMPR2","MUSK","CACNA1A","CXCR3","GRM7","GRM8","GRM6","CACNB1","TAS2R40","OXER1","GALR1","SSTR4","AP4B1","ARHGEF1","PDE3A","EXOC1","ATM","SOS2","CAPN2","ANK3","VLDLR","SLC6A3","BAIAP2","IFNGR2","HLA-B","GRIN2D","CHN1","ARHGAP6","SEC31A","LRP2","MYH2","LAMC3","FLNA","SYNJ2","PLXNA2","COL2A1","MLST8","CACNA1I","GPSM1","OR2K2","OR2T10","OR1L3","OR4C15","OR4C11","OR13C5","OR4S1","OR10A5","OR2T27","OR2B6","OR4K13","OR8D1","OR4F6","OR51E1","ABCB1","CACNA1E","ATP2B3","ATP2B4","PYGB","KCNU1","KCNQ1","AKAP7","PDE4DIP","CDK14","IQGAP3","IFT140","NPHS1","KCNB1","CDC23","CHD4","FERMT3","SERPING1","SERPINA4","SERPINF2","SCN7A","CTNNA2","ITGB2","TEP1","PIP5K1C","PRKCH","KIF23","MKL1","NUMB","TAF1","CIT","ERBB4","SEC24B","MPL","AXL","CSF1","UNC5C","MED12","TF","IRS4","PDE1B","TSHR","LHCGR","ESPL1","HRH2","PTGER2","DLG2","TUB","GRIK1","FZD6","AXIN2","IRAK4","SCN3A","FZD1","SGMS1","SCN9A","PRKDC","DLC1","SLC18A3","ARHGEF18","DKK1","KIF20A","ARHGAP32","SNAP91","OBSCN","CARD11","MALT1","RAD23A","LMO7","GHRH","NRXN3","ING5","CNGA2","RYR3","KIF4B","PLB1","ARFGEF2","ATG14","PPM1B","TUBB1","MCF2","ARHGAP33","FAM13A","PPP4R4","NTRK2","MAP4K2","LRRFIP1","CUX1","UBTF","CHRNG","NLGN3","RGS22","RGS2","AMPD3","TBK1","CTCF","SYNE1","POU4F2","ARFGEF1","PHC3","CBX8","CHD5","KTN1","TUBB6","UBE4B","INTS1","DOCK7","RAPGEF2","FURIN","RASAL3","SCFD1","DDB1","SMG6","PBX1","COL4A2","RRH","UBE3A","MRVI1","PDE5A","DLGAP3","COL4A3","AK1","HCFC1","HIST1H1E","FAT1","LIG3","DERA","PLXNB3","POLD1","ASH1L","PPP1R13B","MTMR8","COL7A1","CADM1","NPEPL1","PKNOX1","ERCC6","PTPRK","NPR2","TICAM1","PDE7A","FOXM1","USP9X","NALCN","USP4","HUWE1","CNTN2","EFCAB1","TFAP2B","DCUN1D1","ARID1A","NOP56","ZFYVE16","LIG1","UVSSA","TNFAIP3","DDX54","PPFIA2","CEP170","PLCH1","NOTCH3","RIF1","DERL1","SNTA1","SIRPB1","CHRNA6","CHRNA4","LMAN2L","PKD2","TAF1D","PFKP","KLKB1","PMEL","KIF21A","NUMA1","ETF1","SMG9","UPF2","ATP6V1B1","CLEC4M","RHPN1","UGDH","GREB1","ABCA3","SAFB","CRTC1","CEP68","KLHL11","HERC1","UBE3B","KLHL5","KLHL25","RNF220","ASB11","TRIM37","UBOX5","RNF126","COL6A3","SH3GLB2","SETD2","KRT14","TRAPPC6A","KIR2DL3","DES","TTN","HSPA12A","SRSF9","NUP210","CYP17A1","STS","MAP4K5","HCN4","KIF1C","KIFC2","KIF13B","NCAPD3","EVC2","TAOK2","AOX1","STK4","CPLX2","TANC2","PPP1R16A","MPO","UGT1A8","PNPLA6","EPRS","PLAT","ANXA2","SPEN","DPYD","PTPN23","MYO1A","HOXB2","PARP2","SNAI1","SDK2","RDH12","ENO1","GGA2","CFH","TOPBP1","LLGL1","LRFN3","CYP7B1","TAF1L","ZNF14","SMPD2","FDPS","GATAD2B","ACVR2A","PPP6R3","FANCI","SYNE2","ZC3H13","SRSF1","FASN","MOGAT3","RRM2","IL13RA1","DPYSL5","IL27RA","ZNRF3","RNF43","NOTUM","SCNN1G","SCYL1","MASTL","VDAC3","PCCB","PAFAH2","TRA2B","PRCC","DHX16","RBM5","RBM22","SF3B3","U2AF2","ARSE","NAT8L","POU2F2","IL13RA2","MYH7B","CPS1","ACTL6B","DCAF5","USE1","RAD9B","BRIP1","DNAJB6","SESN2","FAHD2A","IFT57","TP53BP1","CHRD","SERPINB1","MTCH2","HK3","SUV39H1","CES5A","MDC1","MAF","PAX5","GLB1","THBS2","TNXB"
"Interaction between L1 and Ankyrins",0.925350146393869,0.900914291826517,0.926099546015796,0.924893844976171,0.925521408951309,0.923986661887042,0.926540074900487,0.926361027952554,0.926136665743407,0.947219004454804,0.94642199862161,0,0.926983928889553,0.926838296100674,0.900325010113168,0.926376173404887,0.925172008781553,0.925451046863031,0,0.946708775524835,0.924324496999472,0.901651935213211,0.924654388969046,0.926664850384393,0.924841396868364,0.946594020747497,0.90182812801354,0.926414955426069,0.926413452523003,0.926118311895413,0.926233170766385,0.925875638661998,0.9253641133539,0.926368575167545,0,0.901517511899594,0.925558328755478,0.926117724356688,0.926213350048233,0.947190849562965,0.926161608117027,0.926890006576175,0.92609295085808,0.926775106669961,0.927074271337954,0.927289096253793,0.926372853351021,0.924402712807952,0.926742851281615,0.925774179823503,0.943298132561333,0.925575274297429,0.926701259172984,0.926942785561986,0.92658603651242,0.946988042133296,0.926794923478807,0.92511064819508,0.903665805155233,0.92523189664818,0.925806837452259,0.925666937209532,0.903518237093322,0.925027023412591,0,0.947574772338637,0.927004836683766,0.926854258170309,0.926831056468985,0.926819636691815,0.926721859607759,0.926721859607759,0.926721859607759,0.926721859607759,0.926711511422886,0.926701259172984,0.926594333243871,0.926557868897634,0.901640160567241,0.925050404021112,0.926454810665433,0,0.924848780433389,0.90383086402905,0.926234654197535,0.927051992515781,0.902832503838049,0.926775106669961,0,0.927018373951862,0.926250115615347,0.901826835796347,0.926732305588611,0.925923524697497,0.926522560441865,0.926522560441865,0,0,0.925891320080327,0.926222845979038,0.903917312626517,0.925285056461774,0.926042172175406,0.903573286421135,0.923540037815297,0.904180515803362,0.904180515803362,0.904180515803362,0.90414514717763,0.925627763409666,0.926797146644776,0.926810396868461,0.902737742120987,0.92699146541467,0.926838296100674,0.947051643085985,0,0,0,0.927341250359157,0.926042172175406,0.903729801477364,0.903836158629887,0.903836158629887,0.903836158629887,0.926182229888585,0.903873922880224,0.903873922880224,0.903868451057353,0.903868451057353,0.925798228598954,0.92737013724145,0.926402441488882,0.926085185341241,0.925965212000937,0.926234654197535,0.927341250359157,0.894457140097391,0.92671874915799,0.928034498636162,0.926145827626434,0.926265035811869,0.926399281458364,0.92699649318287,0.926946674512938,0.926946674512938,0.926797146644776,0,0.902458938023068,0.926891212959772,0.92686306700327,0,0.926607834056248,0.926842596091645,0,0.927581830047859,0.924550996500116,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.927950967414844,0.92922263134024,0.925903973021919,0.928677607023419,0.928247906018082,0.926580209909652,0.927595480242652,0.927051992515781,0.929641323706873,0.929053324674948,0.926601795806986,0.926264148111407,0.927509969316055,0.928219494586193,0.927869008840088,0,0.926808334232902,0.901894325218031,0.901929689702991,0.902056565810152,0.902016933652865,0.853722393801331,0.903116219685745,0.925750218649813,0,0.926048084608431,0.927809865984331,0.943828637053601,0.90394240264807,0.902443691443011,0.926661174118452,0.904008147777322,0.926272351092489,0.926952307109179,0.926032620293604,0.903715413983256,0.927062119854018,0.927899233190702,0,0,0,0.925798228598954,0.904465279872821,0.904437820244653,0.926575951747967,0.904474585811767,0.90449343476466,0.926034861314281,0.907216687747939,0.905675834773397,0.904974282599091,0,0,0.901531219681267,0.905240110220402,0.926531704874086,0.858717717504818,0.926902186384164,0.903573286421135,0,0.90330002473795,0.928308008063301,0.947267576526031,0.903665805155233,0,0.903448502762508,0,0,0,0.900799970496793,0.904502980562803,0.903883964242323,0.927992128494043,0.926816287516056,0.927479184808715,0.947247891736113,0,0.927251148872243,0.926772986657905,0,0.927531693269529,0.903715413983256,0.903715413983256,0.903715413983256,0,0,0.904325550920165,0,0,0,0.927652197305813,0.904392594920018,0.907723779727605,0,0,0,0,0,0.930108044304192,0.928040334621216,0,0,0,0.929015059943374,0.927509969316055,0,0,0.905163324075446,0.927727907409574,0,0.927341250359157,0.925701939117989,0,0,0,0.926536483008706,0.90604889323564,0,0.929298808778107,0,0.904787170766237,0.926536483008706,0,0,0.928308008063301,0,0.926699682591665,0,0.903880696541601,0,0,0.928925692737003,0,0.925058808725843,0.905418535280983,0,0,0,0,0,0,0,0,0,0.92821668199734,0,0,0.928468937427027,0,0,0,0,0,0.903713260757155,0,0,0,0,0,0.92875236464786,0,0.9258323343191,0,0,0,0.929113356457671,0,0,0.9258323343191,0.927010569183542,0,0,0,0.930461567871661,0.927060025469276,0.92806250126561,0,0,0,0.926251160947,0.905163324075446,0.904962823322368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926598783541709,0,0,0,0.925903973021919,0,0.902946501170483,0.902886305037047,0,0,0,0,0,0,0.927269804600196,0.927074271337954,0.927045963799385,0.927045963799385,0.923463023182488,0,0,0,0.903372992242402,0.925574905097678,0,0,0,0,0,0.92633114619655,0,0,0,0,0,0,0,0.902443691443011,0.903975458258663,0,0,0,0,0,0.927179599890791,0.905816936203911,0,0,0.927045963799385,0,0,0,0.927278842247388,0.903210981402807,0,0,0,0,0,0,0,0,0,0.927341250359157,0,0,0,0,0.948734528104811,0.926691503857429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903407043304828,0,0,0,0.927004836683766,0.927599666097295,0.926952307109179,0,0.92857020556481,0,0.927553870587916,0.927278842247388,0,0,0,0,0,0,0,0,0,0,0.92612890977457,0.926983739839214
"Phase 0 - rapid depolarisation",0.938445540039495,0.915757802426785,0.917335028930148,0.91625685120008,0.938629236242031,0.93981698478446,0.91676204988302,0.916570004143995,0.917197339207137,0.939760338743669,0.91621063501994,0.916564419938568,0.917189114798454,0.940909715217954,0.91548908873982,0.916586249154701,0.939122455600727,0.917005851270713,0.917218043878716,0.916518231898585,0.916450442854698,0.916447357243414,0.938078460037218,0.917275073399235,0.916200595364721,0.916395145935519,0.917504327570955,0.939587654104382,0.917886782107746,0.916309666924595,0.91664792162683,0.917246211304847,0.916912606397233,0.91679315637441,0.915079080302489,0.917171160757197,0,0.918045008624536,0.939750601539881,0.939780054734397,0.916571163536055,0.918005372511456,0.940110257982881,0.917882130883171,0.917335028930148,0.893232399923869,0.917779523732174,0.916236096861655,0.91719460489814,0.918005372511456,0.915643669630094,0.917139097604827,0.916356830632894,0.892043300786679,0.89166065179064,0.916817773235794,0.891884703930571,0.916425682604066,0.895901328845738,0.916404388302414,0.916190636555359,0.916871012766417,0.916019506471592,0.916335986670461,0,0.91744709999726,0.917260553326785,0.917099042827825,0.917074156685229,0.917061907833342,0.916957032142446,0.916957032142446,0.916957032142446,0.916957032142446,0.916945932680353,0.916934936118101,0.916820247376882,0.916781135722638,0.939950775544676,0.916209719328184,0.917264841905354,0.916781135722638,0.916714548953529,0.916354830092598,0.918499277280478,0.917262119837359,0.918581620983121,0.917229202024559,0.917709825839204,0.917490130487583,0.916652724586842,0.916836640596959,0.916390131015291,0.915635746964667,0.91616515839119,0.91616515839119,0.916859954029165,0.919386816863541,0.917111685811916,0.94024958347705,0.918877200837686,0.939243710531591,0.917994580820521,0.918031734286431,0.916265791222312,0.91651480946354,0.91651480946354,0.91651480946354,0.916476873079002,0.917335028930148,0.916708935291099,0.918248832866635,0.916689650138938,0.918114197251807,0.940909715217954,0.916885991611492,0.917434091178742,0.917696237668319,0.918560474546717,0.893288340412236,0.940739331089688,0.916246430409441,0.916360509080944,0.916360509080944,0.916360509080944,0.941911896686674,0.916401015012201,0.916401015012201,0.916395145935519,0.916395145935519,0.917732926964028,0.918031564013859,0.940442217603527,0.918040716738034,0.917013437939556,0.917631291333519,0.893288340412236,0.940058850185339,0,0.942192761941752,0.894728269450814,0.940294836287662,0.916826091938972,0.941079397393007,0.91821749991566,0.91821749991566,0.916576887754326,0.916817773235794,0.917237085448463,0.891987984018536,0.940936284485682,0.916737598747059,0.918031564013859,0.915989784533615,0.917465079602331,0.919291329108546,0.916395145935519,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.919320863343589,0.920507345607644,0.940591098691033,0.919005753800926,0.919061254175478,0.918027773233889,0.917915582939875,0.918356622953855,0.920039436222331,0.919408748517593,0.916779238891075,0.917737388422244,0.916707855422797,0.918385890936123,0.918904104864271,0.892249084685742,0.917917770763966,0.916909029744125,0.916946961687271,0.917083048987533,0.917040539539463,0.839917117316774,0.918119590035493,0.916253240463683,0.91919330171225,0.917253672471049,0.919143359004336,0.915630105102042,0,0.891868350450278,0.917759926839448,0.89451018247238,0.917494220680146,0.916743312853428,0.917414589787716,0.918762285781014,0.918341326577329,0.89388683274335,0.917289776119536,0.916826091938972,0,0.919306297684497,0.916820247376882,0.916790794182366,0.916222425900948,0.916830228926095,0.916850446311144,0.918248832866635,0.919771407197456,0.919310509940717,0.917366203651819,0,0.918957463186246,0.891155805710635,0.89279369769664,0.91794990786044,0.845253396417643,0.918018436572326,0.893079953914493,0.916939825279689,0.892685212051005,0.919526320769315,0.915741855629717,0.893179189499733,0.917106997980836,0.892946110974326,0.919630271727974,0.919431381222335,0.891949227860199,0.915735224976036,0.916860685133308,0.918064504127589,0.919187508373899,0.918280990051671,0.918992013623623,0.915720741725956,0,0.919076272020199,0.918563395275376,0.919083083855109,0.917825659649686,0.893232399923869,0.893232399923869,0.893232399923869,0.917816898769706,0.918071328527382,0.89388683274335,0.918475996831471,0.918563395275376,0.891970118364413,0.893621862077126,0.918395004254912,0.920530371094118,0.919593902858204,0.917713635036162,0,0.917573186643823,0.916066067682665,0.921457039467089,0.91992275257817,0.891674324253022,0.89156915697068,0.916493204985505,0.89388683274335,0,0,0.916246679404035,0.894785428148626,0.919232954584237,0,0.91881822626938,0.917629646876063,0.916594454514777,0.916272340825937,0.918203014877107,0.917352443652844,0.918518830916582,0.890318540271538,0.896631542516363,0.917772403521187,0.91881822626938,0.917352443652844,0.917517869875681,0.91632652710859,0.919526320769315,0.896608972089356,0.917398236307423,0,0.918939567837099,0.916491905200701,0.916296477926536,0.920188849290549,0.918563395275376,0.916263870934603,0.895059167662985,0.919457761347876,0.917611595517995,0.916432864538483,0,0.917517869875681,0.919050335916637,0.91794208569624,0.918283617914951,0,0.921620103888151,0.91915160386191,0,0.919854416749032,0.920128156263391,0.918939567837099,0,0.917651330332711,0,0.919526320769315,0.917536015961953,0.917465079602331,0.919018517488212,0,0.918733888004929,0,0.895711084405443,0.917554451667808,0.91648750100065,0,0,0,0.919076272020199,0.919005753800926,0.917093554411069,0.89534951186832,0.917350512005814,0,0,0,0,0,0.916183944397813,0.916282579648101,0.916262189261142,0.918218742156707,0,0,0,0,0,0,0.91915174793427,0,0,0,0,0,0,0,0,0,0,0,0.917419267198514,0,0.893082040229383,0.92031531400577,0.91717039407678,0,0.918037593568897,0.917973027202,0.915932896632736,0.91564677391275,0.914851442883603,0,0,0.92079073852513,0.920459574381201,0,0,0,0.916589417597532,0,0.894570371060278,0,0,0.917493390198169,0.91994425796716,0.919519773264693,0.919416718600495,0,0,0,0,0,0.919232954584237,0,0,0.919087868880528,0,0.891996952161808,0.893538283691484,0,0,0,0,0,0.918315990272687,0.919461855321431,0,0,0.918172652213977,0,0,0,0.918422437614768,0.918987575982453,0.917318449477792,0.891672872539615,0.91608985507222,0,0,0,0,0,0.917517869875681,0,0.917431176810302,0,0,0,0.941435804188985,0,0.91894404594701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917573186643823,0.895901328845738,0,0,0,0,0.918766553245129,0.918072196057126,0.917246161833905,0.919807553784058,0,0,0.918422437614768,0.918762285781014,0,0,0,0.892530262982782,0,0,0,0,0,0,0
"Potassium Channels",0.944826396542976,0.945636461440128,0.945828352331907,0.958230040770868,0.944925923848954,0.945375655150512,0.94608439402683,0.945980342910009,0.945283473402794,0.946344978834836,0.945669116588428,0.94642724925278,0.946342301476388,0.946727980027766,0.944828214867965,0.945989144519018,0.945193151986224,0.946196140329028,0.9457027079653,0.933802131221525,0.9308332990604,0.945285146995035,0.957704491201178,0.958898236211543,0.958199561143846,0.946335535949712,0.945449800873888,0.946011682253747,0.946010775562403,0.945839291207606,0.945339556209765,0.945780230602402,0.94548296343195,0.945418244952164,0.944606070726538,0.931223786779882,0.945342271728523,0.934811938023959,0.946666418438948,0.945549441715049,0.958400336398124,0.945721268941347,0.94639100356711,0.945654496155203,0.946394836268723,0.946539384141467,0.946069181317787,0.958218795990834,0.945635751299623,0.945721268941347,0.933758028555097,0.945605677235547,0.931566077475741,0.931706437815907,0.945750066401809,0.933964423865085,0.945871458709207,0.945335665010195,0.946572815947666,0.945890611612833,0.958194165422797,0.945576946597499,0.958101446488089,0.958389435425765,0.945927416256365,0.958874922127106,0.946354485101626,0.946266978094802,0.946253494687445,0.946246858212587,0.94619003616165,0.94619003616165,0.94619003616165,0.94619003616165,0.946184022430584,0.946178064451045,0.946115925651866,0.946094734807822,0.946421114125375,0.945785139217132,0.945673805979096,0.945528250871005,0.946508589727988,0.958283126110034,0.945988868436557,0.946948339822848,0.946033482569975,0.945654496155203,0.947111808468574,0.946928802773141,0.945554849756636,0.945592234737443,0.931584119750444,0.931114105846516,0.931462228721199,0.931462228721199,0.94658737075478,0.946469740781394,0.958809712191059,0.946731322524522,0.946663906976986,0.958361216387976,0.946731837785343,0.946519049727572,0.945652791453401,0.958486322299837,0.958486322299837,0.958486322299837,0.958465768221421,0.945619654640402,0.946329960905841,0.946986111271561,0.946033482569975,0.945571532910897,0.934978756146507,0.946601478016593,0.945978197168283,0.946120229140196,0.932594574154888,0.932611314052444,0.959171549333665,0.958224394746595,0.958286203007667,0.958286203007667,0.958286203007667,0.945780230602402,0.958308149276335,0.958308149276335,0.958304969388114,0.958304969388114,0.947060350833841,0.959308105723442,0.945908204093223,0.946094177934568,0.94518383499179,0.945988868436557,0.946631954330041,0.946408215238323,0.947403129346955,0.946856655719187,0.945937247875396,0.931782849293419,0.945436089567167,0.946253430543172,0.947535585599397,0.947535585599397,0.946800239015761,0.946564517039405,0.945871458709207,0.945927416256365,0.93215525114435,0.946521078194389,0.932185097429967,0.931648213833856,0.94589881428411,0.946771764505992,0.958304969388114,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.960006653037518,0.947076847545889,0.946768043658117,0.94789304738136,0.947643331482705,0.934970923049218,0.959800065671973,0.960261977839413,0.947527886636159,0.948111391462074,0.946686713077013,0.947739504013444,0.946648037240545,0.946493885921643,0.923079725425603,0.944744445942904,0.931628302940609,0.946220958064699,0.945652007126637,0.945725739747049,0.9457027079653,0.94613515601897,0.946253430543172,0.945707344175181,0.947148391406973,0.945880445621562,0.94690428502164,0.945533483861472,0.946733557464749,0.946995532908436,0.945588285536347,0.946771764505992,0.946010775562403,0.931711971155798,0.945871458709207,0.946601645559227,0.932424237742907,0.932910716728411,0,0.946569024144642,0.946402651021921,0.959029784272243,0.958651809730926,0.95863585187735,0,0.958657217772513,0.958668171629153,0.947102630025566,0.947148391406973,0.948281325984449,0.958947610931365,0.931742498126321,0.932809664120008,0.947181826243482,0.945999725643056,0.946161496090949,0.947225708331613,0.945728347099554,0.946519049727572,0.946630645304172,0.946305177074314,0.946545324531757,0.934126872128458,0.946572815947666,0.946721220113823,0.946446533110052,0.946601645559227,0.946493885921643,0.934905935206356,0.934126939038801,0.958673719062209,0.946107066033321,0.946361754678476,0.946519049727572,0.947683460243201,0.946715525708868,0.933270632021764,0.946771764505992,0.945718704293322,0.945404028431391,0.946094177934568,0.946601645559227,0.946601645559227,0.946601645559227,0,0.946323454804005,0.932910716728411,0.946446533110052,0.946493885921643,0.945917736576547,0.932561708367995,0.946402651021921,0.947380820780788,0.94771487534379,0.946960970908671,0.93213038838346,0,0.946031916516809,0.933545892277195,0.947230390913804,0.945757474194285,0.945700494157986,0.931326745856542,0.946956219766899,0.946081553303728,0.932207927504684,0,0.93339757916006,0.932605706441919,0.946270194769479,0.932611314052444,0,0.946465733800876,0,0,0,0.959572108797272,0.934092099326056,0.94789304738136,0.946161496090949,0.946631954330041,0,0.946854904595061,0,0,0,0.934931792415723,0,0.946697697656095,0.934440738751407,0.931220158382648,0,0.946493885921643,0,0.933340446038415,0.933647178220473,0,0.934408750294528,0.933031344507401,0.946854904595061,0.932241931077358,0.946253430543172,0,0.932277951765518,0.948370570537243,0.946869542668744,0.934121850119343,0.935609688949044,0.933545892277195,0,0.946761409649663,0,0.945400874925881,0,0.935006441960159,0.934968008368873,0.932842743574614,0.946143476289805,0,0.947699493484036,0.946469740781394,0,0,0.931752508298047,0.946733557464749,0.932967840640381,0.933344313311127,0.933306106269883,0,0.946631954330041,0,0.946469740781394,0.946750396227503,0.933751338515975,0.93239262231094,0.946088455574956,0,0,0,0,0.947443082198548,0.947326563444544,0,0.93409304752955,0.93409304752955,0.933281060406056,0,0.948111391462074,0.934137233961837,0.934137233961837,0.934137233961837,0.934137233961837,0.934137233961837,0.934137233961837,0.934137233961837,0.934137233961837,0.934134645403464,0.934129498019468,0,0.932586451291554,0,0,0,0.932767154606775,0,0,0,0.934457439714616,0,0,0,0.933802939718939,0.960975630072919,0.932400901137041,0.932384450529887,0.932384450529887,0.946168751735415,0.946956219766899,0.933899112249679,0,0.945617779623246,0,0,0,0,0,0,0,0.946733557464749,0.946709503088232,0,0,0.933388762492494,0,0,0.934931792415723,0,0.948138550568037,0,0,0.947529133897923,0.947086129989213,0,0,0.933318821008882,0,0,0.93339757916006,0.932191612276386,0.933306106269883,0,0,0,0,0,0,0.934430966324053,0,0,0,0,0,0,0.946601645559227,0.946601645559227,0.946493885921643,0.935795513408937,0.947579467687528,0,0.935493352184828,0,0,0.934684216314564,0.934623653090644,0.934619807402518,0.934619807402518,0.934578923796802,0.934533660365103,0.934445543886529,0,0,0,0,0,0,0,0.93561451861652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
