"","PIK3CA","PLCG1","KIT","TP53","HSPG2","AGRN","CDH1","HGF","AP2A2","PICALM","HIP1R","IGF2","PLCB1","PLG","PTEN","HRG","MMRN1","ITIH3","KRAS","SPTAN1","ANGPT1","PPARA","NOS3","TBL1XR1","DCTN1","NCOR1","CTNND1","FGFR3","BDNF","RAC3","JMJD7-PLA2G4B","APOA4","SPTB","KLC1","KIF18A","GPC3","LAMA5","SMPD1","POLR2E","ITGB2","ADCY8","HDAC5","HTT","ANK2","USP6NL","CTSZ","APC","RAF1","NEDD4L","C9","ITGAV","OSBPL1A","GRM6","GRM8","RPS27","COPB1","MEF2C","HTR1F","HTR1A","MTNR1B","ADRA2C","GLI1","HLA-F","HLA-G","LY96","NFATC2","PGR","GNRH1","SELE","TNS1","DMD","RXRA","GNA13","PIKFYVE","FLNC","CLIP1","CCT6A","CAPNS1","GLI3","EPHB2","GRIA4","SEMA4D","PLXNB1","ALOX12B","P4HB","NCOA3","TUBA4A","PML","COL4A4","DBNL","EXOC5","SEC24B","SEC24C","TRPV1","TDGF1","CKAP5","ITGA11","MYOD1","GRIN2C","ATP2B2","ATP2B4","NCKAP1","ASAP2","TRPV6","PIK3C2G","YY1","CIITA","PDE4D","APBA2","PDE1C","PPP2R2C","RGS3","PDE4B","PSMC4","PSME4","SCLT1","NRP1","CENPF","OR1E2","OR52B2","OR10A2","OR6Y1","OR6K3","OR6K2","OR6K6","COL6A3","PTPRF","TRIM3","TRIM68","OASL","ADRB3","NLGN2","NLGN1","MYH9","NCKIPSD","LMNB1","DGKG","SPRED3","SPRED2","CSTF1","RXFP1","HTR6","ALS2","GRIK3","PLCH2","TICAM1","ANGPT4","TLE3","SCN5A","KCNC2","KCNG2","UBTF","AKAP11","NOD2","SPATA13","SHANK1","ENTPD3","POLR3E","POLR3B","HSP90B1","APBB3","MFGE8","APBB1","LMAN2","LMAN1","LMO7","LPIN2","IRAK2","BCL6","CLIP3","ASS1","PTPRK","DDB1","BNIP2","PFKL","MADD","CBX6","SKIL","KIF21A","MYH14","SCN4A","SCN11A","PDE10A","STARD13","DLC1","RAPGEF5","POLE2","MYT1","RYR3","RPTOR","COL6A6","GUCY2C","NPR2","SEC16B","COL5A1","INPP5K","INPP4B","KIF1C","CCDC129","CTSH","E2F5","RNF31","PPP1R3C","WNT9B","WNT7B","TCIRG1","DYSF","DERL1","ASH1L","FBXW5","MST1R","EGR2","ADSL","AK1","ENTPD4","TNK2","RPF1","CNTN2","TNXB","MED13","KLF4","PRR5","HNRNPA2B1","SRP14","APPL1","SRSF11","U2AF2","UBA6","MYOF","RNF43","UBE3A","PAX3","NKD1","POLD3","CYP2B6","NUP155","NUP188","BICD2","BICD1","CIB3","HCFC1","AKR1B1","BCL9L","ARID1A","PRPF38A","YEATS2","CNGB3","LIG1","UVSSA","ERCC4","ERCC6","USP9X","MYBPC2","TMOD1","TTN","MYBPC3","RPL23","UBR4","CYP2C18","BHLHE40","MDC1","MLH1","MYO5C","CHRNA3","CNOT10","GRPEL1","FBXO11","INTS1","STEAP3","USP42","HIC1","HERC4","MGRN1","ASB11","PJA1","ASB8","RNF213","FBXO31","TP63","RAD17","TOPBP1","FBN1","WNK2","WNK3","SOX13","GABRP"
"Interaction between L1 and Ankyrins",0.903188484792212,0.904362202438613,0.904065945956022,0.918374150619415,0.903907914928963,0.904390930655288,0.905756565087381,0.905493932016443,0.905122176692082,0.903390400484327,0.903390400484327,0.904377068061492,0.904106358202364,0.871360802256639,0.906218359134324,0.871946292428587,0.872000873989517,0.872000873989517,0.931199753310183,0.93377773470956,0.905432421720778,0.904700948959288,0.904605175483447,0,0.933880677677314,0.871258486850432,0.906073697997308,0.904506623521203,0.907502449611238,0.905049461082587,0.876168372590156,0,0.934061139075417,0.934225166936069,0.931095237194104,0,0.906070636244502,0.905299031214476,0,0.904631864696804,0.902874384180899,0.904884439903037,0.90869108796462,0.851034179739368,0.9078773640023,0.904176449297516,0.905756565087381,0.904237903145428,0.902500325920063,0.907271454810359,0.903875411509224,0.935279930883518,0.874451736132073,0.874451736132073,0.904206097278644,0.931563216970182,0.905226832252596,0.87448870946237,0.87448870946237,0.87448870946237,0.874459061746537,0.905900051265446,0.905707549957043,0.90561397389922,0.872833264440906,0.905194117126186,0.906690165606937,0.874925986168726,0.908204213934561,0.906617741273276,0.904750664654267,0,0.904066309006088,0.872757005614536,0.906130369187779,0.905820123147336,0.906089105587123,0.903934029973089,0.905955760837148,0.906089105587123,0.907085318461597,0.874217124665195,0.873107963255445,0,0,0,0.905473073640672,0.905515075414174,0.905714711025401,0.907244851497042,0.905123724814124,0.906287385591463,0.905859564672928,0.908149108837579,0.906048631022787,0.904957463319386,0.904715756355622,0.873995414300524,0.906348238823752,0.908663475333719,0.908071689440385,0.905176698915791,0.907154367027425,0.907468419004733,0.905432421720778,0.905744163754686,0.906397251199368,0.905137994983554,0,0.904697984185213,0,0.878528921699085,0.906032573254689,0.905041585656068,0.905260425122315,0.906120398738899,0.905812975965174,0.906028392277042,0.907662744442818,0.907662744442818,0.907662744442818,0.907662744442818,0.907662744442818,0.907662744442818,0.907662744442818,0.905800511561404,0,0.907147055563953,0.907147055563953,0.906168585633999,0.875207398607913,0.875218062351813,0.875218062351813,0.901587995068066,0.905812975965174,0,0,0.905063693155816,0.905042086851802,0,0.875343904904493,0.875343904904493,0.877117865431327,0.875269108863107,0,0,0,0,0.937523401530293,0.90754987077537,0.90754987077537,0,0.909990709692855,0,0.875775469932216,0.875377054123891,0,0,0,0,0,0,0,0.904675044925041,0.904652454496517,0.870270286043854,0,0,0.909414084939495,0.906698951628137,0,0,0,0,0,0.906100058879572,0,0.874103359561308,0.906435735735323,0.873383911724725,0.861339199738502,0.858082291300915,0,0.874285446135808,0.874089707505289,0.908046911267702,0,0,0.907013003605445,0,0.905731485104265,0,0,0.905033944226079,0.872597926382246,0,0,0.906455355200991,0.910005870832829,0.908515561627817,0.87337286999103,0,0.905593215623499,0,0,0.905593215623499,0,0,0,0,0,0,0,0,0,0,0,0.90837609475518,0.906330674869341,0,0,0,0,0,0.87541159722873,0,0,0,0,0,0,0,0,0,0,0,0,0.905983204730837,0.905983204730837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873269811657951,0.87354081633563,0.873143594075167,0.872788200027881,0,0,0,0,0,0.907543304046395,0.872852662863113,0,0.908032561106047,0,0.910633479112033,0,0.911120353142093,0.910633479112033,0.910005870832829,0,0,0,0,0,0,0,0.908287933846574,0.906644590833,0.906600414093012,0.874889778563714,0.907557322944245,0.907557322944245,0,0.907421948603013
"Phase 0 - rapid depolarisation",0.889410471417723,0.921666907924988,0.891733979852718,0.912667672835734,0.851037377911529,0.892125772271051,0.891919515189627,0.891602892141744,0.850292442022793,0.88985024294524,0.850606324875438,0.890490705637747,0.92471380655059,0.89025666651272,0.892476241111901,0.890962517006283,0.891028319001889,0.891028319001889,0.922593107720085,0.926057196676667,0.892037776079293,0.890921659793452,0.926071793543006,0.892092498092602,0.889565015826953,0.891164710569968,0.892301841711441,0.89226524833815,0.894024304495946,0.891067050477667,0.891371739786845,0.892729968909883,0.92642614491493,0.892043688594714,0.888110055065354,0,0.89288511219326,0.891876964234413,0.887907537905661,0.892416235579009,0.923985200200036,0.923640091277052,0.895457293482958,0.926498614461835,0.859034824721394,0.890359206596013,0.891919515189627,0.890363424776169,0.887993884780207,0,0.891504276879455,0.890175018930382,0.889576976861673,0.889576976861673,0.887121660969077,0.888565080488236,0.926821245469537,0.88934678513419,0.88934678513419,0.88934678513419,0.88931104268136,0.892092498092602,0.850869551321548,0.850756738656598,0.89160219849922,0.892859798017535,0.89466339201301,0.890148719375012,0.894113704938259,0.894810352557945,0.89255945746834,0.891115250165251,0.892283453539632,0.892214655769854,0.927910524200776,0.891996139000135,0.892320416668625,0.894343321252039,0.892159659986287,0.892320416668625,0.92771819565761,0.894888895766131,0.894073557454581,0.892290690891666,0,0.890246688104616,0.890234157325531,0.891628382027722,0.851465146149205,0.857001016734927,0.893558244314552,0.890502428485343,0.889986659611718,0.930344259977158,0.894124249237263,0.889612552015649,0.892517373004742,0.894464273370605,0.928173181709736,0.894004547097698,0.894090458243767,0.893073072398495,0.895457293482958,0.895835905719009,0.893381364623991,0.891904564491523,0.891348319812283,0.926714145755135,0.85571247283494,0.891426629099728,0.891028319001889,0.858782615364354,0.927792624172821,0.891057556084828,0.891321382793905,0.89101455426808,0.893840150123911,0.889318568595656,0.892798094065502,0.892798094065502,0.892798094065502,0.892798094065502,0.892798094065502,0.892798094065502,0.892798094065502,0.851568584863614,0,0.852604978817702,0.852604978817702,0.851425362974284,0.890213216566186,0.893059144586775,0.893059144586775,0.889923532756706,0.893840150123911,0.892761956908074,0.891977497142535,0.891593247286088,0.891567199333307,0,0.890377784720243,0.890377784720243,0.898385947295904,0.892845919090713,0.85794584008533,0.853425425186949,0,0.894073557454581,0.930638714355245,0.893847200832648,0.893847200832648,0.893017328452364,0.895604623533407,0.894528104629076,0.896767593016013,0.89325082059804,0.890184858507269,0.890962517006283,0.890837664474039,0,0,0,0,0.890960299469368,0.890933065083741,0.888941970820265,0,0.894073557454581,0.896328918312907,0,0.892678256236764,0,0.890272004986787,0.895149143608712,0,0,0.893283141623272,0.894594409142738,0,0.893884397666158,0.838927936031328,0.835001498768483,0.89160219849922,0.894971262210633,0.894735285219761,0.895189731185517,0.889977794249206,0,0.893983278153321,0.891593247286088,0.851485368507175,0.891758021185866,0.891701394834922,0.891392978378281,0,0.893045037733118,0.892540809121459,0,0,0,0.893713751450382,0,0.8895032460713,0,0,0.85306912905619,0,0,0.891154344208326,0,0,0.891593247286088,0.891907983365375,0.891701394834922,0.891646505522039,0,0,0.8932911066594,0,0.891491246510669,0.894004547097699,0,0,0,0,0,0,0,0,0,0.890460787745648,0,0.854498063366066,0.890459571522974,0,0.847771803083998,0.84775796861789,0,0,0.89531822483566,0.88985726993834,0,0.893884397666158,0.891907983365375,0,0.851872452471907,0,0.891729483853797,0.891619678757845,0.89035008674149,0.891365462245551,0,0.892558114585967,0.89245520317469,0.892405950216055,0.891977497142535,0.848824610244352,0,0,0.852056572726687,0,0.894073557454581,0.856379472413063,0.894004547097699,0.89466339201301,0.849973034148918,0.897798985650967,0.889043476887964,0.898385947295904,0.897798985650967,0.897042358751206,0,0,0,0,0,0,0,0.894971262210633,0.892990094066737,0.892936835830786,0,0.894090458243767,0.894090458243767,0,0
"Activation of Matrix Metalloproteinases",0.85083179409544,0.851677795334961,0.85320570422311,0.850968630405419,0.88851057078218,0.852573377923083,0.888333835523077,0.853071772949176,0.851581255774853,0.813499145438242,0.813499145438242,0.888527491867379,0.851962360099457,0.891029035327149,0.852931449156306,0.853038348974972,0.852245380975442,0.852245380975442,0.85262408631489,0.853334891129546,0.854888824169563,0.853748497018299,0.853349804632037,0.853571999463444,0.813986640596535,0.85262408631489,0.888724455496106,0.852715879513894,0.890484282052828,0.852524307773659,0,0.854563414586632,0.853711842616447,0.814410956019979,0.813384176219672,0.853016470647239,0.853349189495154,0.815613348817075,0.850668992606915,0.852870141979581,0.85121794877363,0.85369378110573,0.818759637103604,0.852753266672966,0.818464896920016,0.853303065429734,0.852362646699936,0.853178152731535,0.850638878153384,0.818279530219219,0.852971018518348,0.815710133279129,0.851774951084634,0.851774951084634,0.812374341815827,0,0.854115513717401,0.851820491994553,0.851820491994553,0.851820491994553,0.851783974214164,0.814460824296598,0.852302273625142,0.852187013820692,0.815613348817075,0.854355943707125,0.815351229663605,0.852958789927168,0.855977166704898,0.815501378086023,0.852156273271032,0.85257355301193,0.85376709712817,0.815634121285161,0.814380989437525,0.814362374976571,0.815554714958009,0.854498913869117,0.81452944307035,0.853804862063707,0.815596501145516,0,0,0,0.852994847427806,0.853058883800683,0.812198649488544,0.853097815763381,0.852910788133662,0.816117245985276,0,0.814937912984798,0.814410956019979,0.819144066118896,0.85564782348309,0.813299816824517,0.853406396734935,0.855995223441548,0.816061356784008,0,0,0,0,0.857396609326046,0,0.853379989194744,0.854184412173382,0,0.818432254728106,0,0.815027020689209,0.819258649215421,0,0.813403432261001,0.848145536179831,0,0.855357561673712,0.814618904902297,0,0,0,0,0,0,0,0.853016470647239,0.856096533078436,0.854075346124861,0.854075346124861,0.852870141979581,0,0,0,0,0,0.777570933892314,0.818398622159836,0,0,0,0,0,0,0,0,0.81648485692419,0.818178909667372,0.855596032091036,0,0,0,0.816978625245787,0,0.816949264164889,0.820210546732497,0,0,0,0,0.855357561673712,0.823885079502589,0.857315889338717,0.820396322851382,0.817367386733417,0.817339561577766,0.813170865070845,0.818285728055223,0.817084550978442,0.819650169274773,0.817898609042456,0,0.818464896920016,0.853084749858271,0.856694949928396,0.819162306152508,0.817160938930117,0.778103424179485,0.856128182127122,0,0,0,0,0,0,0,0,0.852784157082668,0,0,0,0.852931449156306,0,0,0.817809451340727,0.853402035125113,0,0,0,0.819518057647263,0.817682409175454,0.855228421152122,0.817237634633773,0,0.818561099407464,0.818519079682692,0,0.819793507407906,0,0.814339932286474,0.812965743121599,0.818686696646706,0.854434652629518,0,0,0,0,0,0,0.854962605937143,0.854330439246794,0.856898258509925,0,0,0,0,0,0,0.813119358863215,0,0,0.813069168545715,0,0.857076534181912,0.853276385099684,0,0.814136620768507,0.81412248620428,0,0,0,0.816742200899224,0,0.854370151532053,0.853383482231024,0,0.779587067767179,0,0.854573844449514,0.85446165745444,0.853164525367361,0.852829192708582,0,0.816265756402734,0.816160612630582,0.816110291273637,0.815672544168811,0,0.813163423780889,0.814076118376509,0.857396609326046,0.814840166681722,0.817345884985338,0.815751944540616,0,0.890401841578195,0,0.858666881393935,0.854184412173382,0.821751819461231,0.82115212540698,0.820379085708411,0.813200915774963,0.813200915774963,0.813200915774963,0.813200915774963,0.813200915774963,0.813200915774963,0.813163423780889,0.817402034748876,0.816238919040811,0.81618450552382,0.855486810056789,0,0,0.857596615309705,0
"Classical antibody-mediated complement activation",0.477804043124133,0,0.487740435402858,0,0,0,0,0.625409028959092,0,0,0,0.627573635510287,0,0.626572776412976,0,0.62959131823901,0.629872717880698,0.629872717880698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627933966129457,0.627451527212486,0,0,0,0,0,0,0,0,0,0,0,0,0.490248309341156,0,0,0,0,0,0,0,0.628583466635634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636400187214743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GABA receptor activation",0.883792929223257,0.853626591269157,0.854978540264961,0.850975461329483,0.851757340427299,0.854419035105345,0.854232572504252,0.854860033034127,0.854454866859804,0.854738626392997,0.854738626392997,0.852308928110818,0.884793294877044,0.852179877691823,0.854735869471542,0.851891452436688,0.851950939418532,0.851950939418532,0.85355020644086,0.85417915222607,0.855554128331839,0.854928191974795,0.886020955935308,0.855302651529827,0.853969379375278,0.854463903722784,0.85457820717159,0.855458822944169,0.855834418154153,0.853461918782042,0.853187937447476,0.853240885598711,0.854512692522965,0.854344828994741,0.85343629712435,0.852798629018847,0.85510550121856,0.855408749590534,0.883648876583316,0.854681622666217,0.886615285740723,0.886325318748952,0.855112082583581,0.85457820717159,0.820366678030681,0.853424143894191,0.853931625357424,0.854423530740258,0.814855192374442,0.855115780449032,0.854770881872931,0.855494387979902,0.885158099578008,0.885158099578008,0.853231213907327,0.852688856980177,0.855783572581823,0.885198395820742,0.885198395820742,0.885198395820742,0.88516608356907,0.854388954247903,0.85417915222607,0.854077166186136,0.855408749590534,0.854781669296007,0.856412172478681,0.885674971994974,0.856320892514553,0.856845976375335,0.854811099559003,0.852395554846214,0.88639019141491,0.853540752217978,0.854744678111327,0.854301842732039,0.886423607194523,0.8564237660372,0.854449670618484,0.854594999491194,0.855680745229617,0.856616034649487,0.855878944309159,0.852184976348426,0.851953606744793,0.854317997280411,0.853622655620102,0.853969379375278,0,0.855854616013474,0.855164689258496,0.854811099559003,0.854344828994741,0.857505442676211,0.856225718351178,0.85306070573633,0.854773053938975,0.854359829717236,0.855330932574262,0.85597197931817,0.855327007718014,0.855275422893628,0.856881486786603,0.857773107258068,0.855937194644389,0.853109118721646,0.854930839143422,0.886601661642304,0.855250916613253,0.88707863727962,0.852716664605192,0.855599826587453,0.887576638547801,0.815601208134754,0.815839715409619,0.85323748810906,0.855419540583422,0.8542278825333,0.889601714961397,0.889601714961397,0.889601714961397,0.889601714961397,0.889601714961397,0.889601714961397,0.889601714961397,0,0.857536450097356,0.855748030844472,0.855748030844472,0.854681622666217,0.885981675877663,0.854465005621799,0.854465005621799,0.854930839143422,0.855968884213518,0.852306917092566,0.853429283011354,0.854391127219517,0.854367579087278,0.852309488563519,0.886130450435368,0.886130450435368,0.859529077860281,0.88836171809118,0.854477476366745,0.856179891455987,0.819064854365526,0.820904530407577,0.854858946311372,0.857650089270093,0.857650089270093,0.854115090788679,0.857418496509671,0.854417535093475,0.858314433431528,0.854638286497203,0.885707642856772,0.886659065997292,0.886546195555441,0.855968884213518,0.857139415633103,0.856225718351179,0.856690496391011,0.853967549918799,0.853942929215607,0,0.85296089001474,0.821321437545741,0.859132502743393,0,0.856477166098483,0.859132502743393,0.852847880288149,0.856851306521469,0.853736517990701,0.854326508662367,0.853292051116278,0,0.818279601790421,0.855459541691564,0.855423172485704,0.855423172485704,0.887237357293863,0.856690496391011,0.856477166098483,0.857642456764397,0.852581904938261,0.856616034649487,0.856663169355921,0.852578352497181,0,0.854191283597421,0.854140091674145,0,0,0.854394371792391,0.853835604651046,0.818300984520744,0.858863777061626,0.857239528961912,0,0.857759673657259,0.855115780449031,0.853879326044195,0.853842145473317,0.818373590920389,0.85592477120435,0.854915799762883,0.854454532220276,0.850809853957081,0.854962841223595,0.854042323039399,0.854326853915121,0.854140091674145,0.854090470085486,0.859547790521003,0.851915131152648,0,0,0,0.822056787399457,0.854758240003503,0.85253337222195,0.85239145609538,0.855531557414971,0.85214931834801,0.852141688380579,0,0.860461487802927,0.854978972997683,0,0,0,0.853017446074564,0.82022316447446,0.818826726202619,0.818814219429434,0.822138052040278,0.822138052040278,0.858863777061626,0,0.854494333760896,0.820733524273251,0,0.852672918165048,0.81692383001298,0.857907245436429,0.854165484991481,0.85406621788432,0.85291846854131,0.852621754087449,0.887853137685057,0,0,0,0,0,0,0,0,0.853370944294097,0,0,0.820638967829546,0,0,0,0.853820901241276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823588416013216,0.856961326689444
"Metabolism of Angiotensinogen to Angiotensins",0.706050584379098,0.707522011119945,0.644492356646712,0.639558444130562,0.710816548381912,0.710875676629292,0.643779021707964,0.709946518132321,0.709150105801621,0.709707875935237,0.709707875935237,0.770570645696823,0.706973915393709,0.709387059596472,0.711498460099434,0.711684388020611,0.710758286818226,0.710758286818226,0.709167869054241,0.710404152363235,0.713106865458385,0.771891224083977,0.710430091008877,0.771584246730072,0.709991813684429,0.709167869054241,0.644458416308083,0.710080494323412,0.714249370234498,0.708994326975492,0.712411577298614,0.714336892789768,0.711059773740506,0.648967497732395,0.647181647801504,0.710603304233142,0.712225024407613,0.712821102654047,0.705767428217529,0.711391830209281,0.705679181202029,0.71102835985054,0.71679579305441,0.644732076462975,0.718344671222702,0.777035391576606,0.644537238580983,0.710131541568619,0.707511054264309,0.718022268006638,0.709771278715577,0.651227121088617,0.707690991449306,0.707690991449306,0.640731110925429,0.706010993230719,0.711761867809289,0.707770199504244,0.707770199504244,0.707770199504244,0.707706685130895,0.710816548381912,0.710404152363235,0.710203684148191,0.712821102654047,0.712180041092795,0.715385029372232,0.708706978450096,0,0.715646178403133,0.711646335645546,0.769847676215242,0.710112844984106,0.713421180840084,0,0.644188842448453,0.711221559912586,0.714816263319519,0.710935895132137,0.711221559912586,0.713355749163531,0,0,0.774323993673458,0.711608726973347,0.709924100390037,0.709901833183447,0.709991813684429,0.649700208825281,0.651935201046871,0.646964705107407,0.705957558261032,0.71072981385682,0.718022268006638,0.714426972136764,0.708797239944834,0.71157155151291,0.715031195351535,0.714164259819494,0.719612455573592,0.718344671222702,0.712559029874636,0.71679579305441,0.717468587365126,0.713106865458385,0.7104825901905,0.711881701003139,0.71157155151291,0.718287897554042,0.71250911566085,0.711801318230631,0.717468587365126,0.713488008707257,0.708977455430208,0.709446275748148,0.711288599307338,0.713922127736763,0.644635017908851,0.717468587365126,0.717468587365126,0.717468587365126,0.717468587365126,0.717468587365126,0.717468587365126,0.717468587365126,0.649884019521121,0.717003403712383,0.713488008707257,0.713488008707257,0.711391830209281,0.71035288041174,0.714921838286902,0.714921838286902,0,0,0,0.713488008707257,0.712316937361669,0.712270650124311,0.641659837614705,0.710645318181129,0.710645318181129,0.660237697596372,0.715031195351535,0.715262446744845,0.647880417057091,0,0.714336892789768,0.713922127736763,0.717226777834296,0.717226777834296,0,0.722455792951911,0.648688147827077,0,0.715262446744845,0.709814229135576,0.711684388020611,0.711462524949706,0,0.722000013720796,0.72020401043136,0.715932115012041,0.706771195443776,0.7067227999141,0.650449579977539,0,0,0.656582355098278,0.650339317321733,0.715512783670364,0,0.641348074085656,0,0.714816263319519,0.715512783670364,0,0.715262446744845,0.645507670784939,0,0,0,0.712821102654047,0,0,0.718707892739527,0,0.719612455573592,0,0,0.64973614397501,0,0,0.707540066284612,0.650554621237244,0.715385029372232,0.714000755662254,0.645549701613702,0.657850139449168,0.654657446434032,0.713697517171295,0.649189702670456,0,0.647798681910983,0.647725598156747,0.648455053122215,0.719612455573592,0.714164259819494,0,0.65009281699995,0,0.712316937361669,0,0,0,0.71702145740679,0.711126708724267,0,0,0.712135681884808,0,0,0.642099913113394,0,0,0.641345000042553,0.641330002245279,0.650359996643985,0.654500506575716,0.649960195997492,0.650272702002026,0.720956982308393,0.718707892739527,0,0.711498460099434,0.64379619434927,0.643771610489576,0.715262446744845,0.715262446744845,0,0,0,0,0.712876223679854,0.642374210714788,0,0,0,0,0,0,0,0,0,0,0,0,0.650436637546115,0,0.717468587365126,0,0.652574576665343,0,0,0.653622713247807,0.647707784086818,0.659194666183968,0,0.660237697596372,0.659194666183968,0.657850139449168,0.650501846342593,0.650501846342593,0.650501846342593,0.650501846342593,0.650501846342593,0.650501846342593,0.650436637546115,0.654169798887616,0.65064926117419,0.650554621237244,0.717226777834296,0,0,0,0.651888195490026
"Defensins",0.279557664872233,0.541969016417152,0.286230736991182,0.100154269914076,0.287260394570502,0.287355957379376,0.286763590956831,0.285854255573657,0.543383385978688,0.544284851573156,0.544284851573156,0.287307959817621,0.282735691029206,0.286635803893225,0.288362497237466,0.288662993111823,0.288851975194108,0.288851975194108,0.284595806417366,0.286593881970189,0.290961994782543,0.0986959481728947,0.286635803893225,0.0981998127469406,0.28592746204232,0.284595806417366,0.287861625469909,0.287756529996456,0.292808505890093,0.284315328486125,0.289838273169464,0.292949959452341,0.287653494306862,0.2871202146191,0.284233931950745,0.288601493033491,0.289536767221671,0.290500146216683,0.279100029150756,0.288190162486065,0.542362128353042,0.0985421414948856,0.296924023058855,0,0.299427313024717,0.288190162486065,0.286763590956831,0.286153289623601,0.10213002732136,0.109845664565796,0.285571034412342,0.290772207777797,0.545613607073786,0.545613607073786,0.281395282868579,0.279493677835355,0,0.544055880075625,0.544055880075625,0.544055880075625,0.543953228429583,0.287260394570502,0.286593881970189,0.286269886137936,0.552219127148429,0.100403483565959,0.105583371283961,0.285536659787157,0.296924023058855,0.295066021002874,0.288601493033491,0.0953931752503466,0.287808814989531,0.291469989896187,0,0,0.09885439057078,0.293724715957806,0.287453282254253,0.287914972394341,0.291364239513286,0.295291595605827,0.292949959452341,0.102627779499122,0.288540710065746,0,0,0.28592746204232,0.288304419009249,0.291916603438354,0.291469989896187,0.288601493033491,0.2871202146191,0,0.293095545289938,0,0.288480627252912,0,0,0,0,0.290076585363123,0.296924023058855,0.29801139021373,0.290961994782543,0,0.288981889471401,0.282120049514611,0.109058024073037,0.100935332410557,0.288851975194108,0.108950808390169,0.102517414972562,0.104500018324959,0.105257723625296,0,0,0,0.295108697732722,0.295108697732722,0.295108697732722,0.295108697732722,0.295108697732722,0.295108697732722,0.295108697732722,0.288601493033491,0.297259562475414,0.291577996796123,0.291577996796123,0.288190162486065,0.286511016471576,0,0,0.288981889471401,0.292279618029347,0,0.291577996796123,0.289685316526794,0.289610507300868,0.282494593451496,0.286983653086086,0.286983653086086,0.305335061216014,0.105011506322775,0.294445835613578,0.292949959452341,0.295291595605827,0.292949959452341,0,0,0,0,0,0,0,0,0.0965798688654224,0.0996024112882624,0.0992438371856884,0.292279618029347,0.115057529613613,0.112154837132604,0.105250618868501,0,0,0.103071980375749,0,0.554668940384087,0,0.296924023058855,0,0.299427313024717,0.285890733723889,0,0,0.105789847209025,0,0.294445835613578,0,0,0,0,0.101439564393122,0,0,0,0.105257723625296,0,0,0,0.288362497237466,0,0,0,0,0.294643953107522,0.292406696130742,0,0.301476300420516,0.296316284253667,0.112128560993193,0.295066021002874,0.293095545289938,0.292034721074971,0.291916603438354,0.293095545289938,0.112415718596955,0.29267095081815,0,0.102495381647539,0,0,0,0,0,0,0,0,0.294072088146336,0,0,0,0.283205841503564,0.287307959817621,0,0.281985754375977,0.281961515003123,0.102927196192857,0.303649318513844,0.295528150470902,0.102786110983082,0,0.300014350015145,0.286429421255306,0,0.284663314282738,0.28462358195869,0,0,0,0.289251899899185,0,0,0,0.283649160059721,0,0,0.290076585363123,0.28976122721194,0.286114983041197,0.285172361418841,0.293245519071998,0,0,0,0,0.28372030034678,0.103051062875985,0,0,0.102755439794318,0.10815296203827,0.291801191600825,0.107549941989309,0,0.290985208115981,0,0,0,0,0,0.103156453041106,0.103156453041106,0.103156453041106,0.103156453041106,0.103156453041106,0.103156453041106,0.103051062875985,0,0,0,0,0.299427313024717,0.299427313024717,0,0
