"","CDKN1A","HIST2H2AC","CREB5","RHOA","ESR2","NCOR2","ILK","IGF1R","CASP8","JAK1","VAMP2","SERPINE1","TRIP6","KDR","CAMK2A","ITGA2B","PIK3CD","HDAC9","MMP2","GTF2E1","SMARCC2","PLA2G6","FOXO3","FGA","RET","MOV10","COL1A2","ABCA1","PLCB3","CTSW","FGF23","PKN1","EPS15","TUBB4B","PSMD6","CABIN1","CLTC","ARID1A","IGF1","APP","UTRN","ADCY6","ADCY4","KRAS","APBB1IP","AP2M1","CSF2RA","DNM2","PPP2R5E","COL4A5","ITPR1","PSMB8","CCT4","PDGFRA","F8","BRAF","FLNC","PDGFRB","CD8A","PRKG1","LRP2","NCK2","FGF2","ANGPT1","PSME4","CTNND1","INSRR","TPX2","FGFR3","GATA3","MAP2K3","CCT8","DMD","ARHGEF7","LAMA2","SPTB","CASR","MCHR2","SPTBN5","CCNT1","KIF18A","KIF2C","COL2A1","HIP1R","ITSN1","STUB1","NUP133","TUBGCP3","TUBGCP6","CEP250","HAUS5","CEP152","CNTRL","NPHP4","SFI1","PCNT","CEP164","TCF7L1","CACNA1H","CACNA2D1","SUGP1","PPP2R3A","CHD3","TPM3","PIK3C2G","GPR68","PROKR1","CACNA2D2","NKD1","KIF3C","ACTG2","CLTB","DAB2IP","ARHGEF25","KL","PACSIN3","LIMK1","TRIM29","NANOG","SYNJ1","SMC3","ERBB4","CYP2C19","IL6R","PTGS1","CLASP2","RHOT1","CHL1","PRMT1","UBE2L3","COL24A1","TRIM8","TRIM45","MID1","MYH9","IRF8","TJP1","PDGFD","ERCC6L","ACVRL1","BMPR2","DOCK4","OPRD1","HTR5A","GRM3","ARHGEF18","CTSF","RPS28","AGFG1","EPHA10","ADRA2A","CD19","SEC31A","RB1CC1","MED13L","MED13","ABL2","PLXNB3","LAMA4","LAMA1","NPM1","SOX9","RAP1GAP2","CSNK1A1L","MYO9B","SLC8A1","ROR2","ALDH1A1","MTM1","PCK2","CYP2A13","MYO18A","ABLIM3","NTRK2","UGT1A8","RGL2","PTBP1","CACNA1B","EXOC4","MAF","NUPL2","ZFYVE16","TRPC5","CATSPERB","INTS2","CATSPER4","OR4A15","OR2M2","OR2H2","OR52I2","OR52I1","OR14I1","OR4X1","OR2G6","OR6K6","FZD3","KCNJ3","USP34","UBR4","EIF2AK4","KRT5","MX1","HUWE1","GLUD2","FGF8","IDO1","IL4I1","CYP11B1","TUBA3E","ESD","HNRNPH2","EPRS","LSM4","AIFM1","NMNAT1","POR","TNFAIP3","CD209","RAPGEF2","MYH14","AKAP11","PDE4DIP","CAMKK1","ARHGEF17","PLEKHG5","ARHGAP19","HSP90B1","CRY1","ARHGAP39","OBSCN","SRGAP3","NUP155","PSAT1","MAGI2","MYOG","TCIRG1","RRAGB","ZMPSTE24","BRD7","CYP4A22","BARD1","ARID1B","BLM","TRAPPC2","TRAPPC5","COL5A1","SCN4A","SCN11A","SPN","SMPD3","SETDB1","GPBAR1","GPR45","PTGER4","HTR6","HTR7","KTN1","SCAI","DOCK7","COL17A1","CCL17","HCN4","LRP12","KCNN3","MRVI1","SLC9A3","PDE10A","SCN9A","MAPK8IP1","ENTPD4","POLR1D","PSEN2","CNTN1","VPS28","COL11A1","XPC","CDC34","HERC1","HECW2","KLHL21","TRIM71","HECTD3","ASB18","KBTBD6","TRIM37","MKRN1","RNF126","TRIP12","UBA7","MED12L","PRTN3","ABCB4","FASN","SFXN3","SNRNP27","HNRNPR","PUF60","SF1","RBM22","GEMIN4","GEMIN7","SRRM1","CDC5L","OCA2","GLDC","COL25A1","COL8A2","COL14A1","KCNJ16","PTPN2","SEC31B","STIP1","NDST4","FMNL1","DOCK6","ERLEC1","TNNI2","TRPC1","TTN","KIF6","DDX54","GRIK2","SCNN1B","TOP2A","DPYSL2","CIB2","RCVRN","BCL9L","OTC","PTPRK","GTF2IRD1","SENP3","INTS7","ZNF143","ELL2","SYNE1","MYH7B","KHSRP","B4GALT6","SESN2","HIST1H1C","E4F1","NLRC4","STEAP3","FBXO11","RMI2","ETV6","TTC27","ESRRG","MTRF1L","TNFRSF10C","APBA2","ATP6V0D1","RGS12","RGS22","SAG","GPSM2","MYH7","NLGN2","SETD1B","SETD1A","CRCP","LEO1","EXOSC5","FZD10","RTKN","CHD8","CHST2","ERRFI1","CYP8B1","ST3GAL6","CHST6","IL16","GAPDHS","MOGAT2","TMF1","NUMA1","CUBN","IDH3B","TLL2","BMP1","DSEL","PDIA6","DTNB","PITRM1","RINT1","PCSK2","NOP58","KIDINS220","CNTNAP1","USP12","SRP68","EIF3L","AGL","IL22RA1","ARHGEF10","PLEKHG6","DAAM2","MGA","NEFH","DGUOK","ARID4B","DDX39A","NMT1","ALDOB","TNFSF13B","PLD3","CNTN6","ARID2","IFT172","SPATA5","TEAD2","PRPF4B","MTFMT","ADAMTSL4","ADAMTS9","GABRD","SV2B","GABRB3","MAN1A1","RECK","DDX47","BMS1","WNK3","WNK1","TRPC7"
"Phase II - Conjugation of compounds",0.82010242716242,0.834158961246333,0.835636808014482,0.817469169096119,0.835917714203115,0.834851935427047,0.818910575173791,0.833766757494965,0.818140174272373,0.834489945040878,0.833826185755294,0.820550309691107,0.850465184314214,0,0.83497092144615,0,0.817421436215025,0.835434019816917,0.818898253556226,0.834921113541201,0.835399337211067,0.856573412136452,0.805819321849032,0,0.818695981505192,0.835388124379126,0.818478259552252,0.836098728629415,0.834200577308536,0.806280834209867,0.834247898395275,0.835535256760181,0.834758739599749,0.834743131356311,0.819548186414304,0.835773130930366,0,0.835508627585878,0,0,0.819108773064975,0.819802223750561,0.819806332084318,0,0,0,0,0,0.805057155172067,0.834999000798046,0.834759396146675,0.817297054065507,0.834954993438971,0,0,0,0,0,0.819251773570574,0.818828308889992,0,0,0,0,0.817507593848723,0,0,0,0,0.819799766866546,0.81901484041978,0.834989611083903,0,0.806337315879132,0,0,0,0,0,0.806147058324748,0.805128331024127,0.805124421411346,0,0,0.805910323967396,0.788381716902988,0.805050020796798,0,0,0,0,0,0,0,0,0,0,0.835434019816917,0,0,0.805389498838266,0.835482919377468,0.817686198282623,0,0,0,0,0,0.820320490265418,0,0,0,0.818998713803288,0,0.863766991990866,0,0,0,0,0,0.805293378015348,0,0.850081417488398,0,0.85026176817392,0.805611287469178,0.820275622524828,0,0.836263602892698,0.834249096567031,0.818828308889992,0,0,0,0,0,0,0,0.805611287469178,0.819861613512256,0.819011938089597,0,0,0,0,0.819350063461836,0.807518282771973,0.792170456585847,0,0,0,0,0,0,0.835422279398067,0.835334443316698,0,0,0,0,0,0,0,0,0.806626054854961,0,0,0.863331151689824,0.835838394671616,0.837232210493084,0.87910118440181,0,0,0,0.7598492196612,0,-0.0115710303829008,0,0,0.836104591886404,0.805424632256216,0,0,0,0.806702572244849,0,0,0,0,0,0,0,0,0,0,0,0,0.850029880857188,0.788420276499665,0.820091008677641,0.820235056229308,0,0.78841724378551,0.850130189418515,0,0.83469460950613,0.834934491641734,0.836554614813769,0.83559701337418,0.83617195758088,-0.0115710303829008,0.835177659497327,-0.0115710303829008,0.835078769110334,0.83586507434005,0.836794871718442,0.818637339000855,0,0,0,0,0,0,0.807318207796602,0.807318207796602,0.807318207796602,0,0,0.807160693827108,0.807132980407656,0.807132980407656,0,0.836736709587574,0,0,0,0,0,0,0.835947354156624,0,0.83596494806512,0,0,0,0,0,0,0,0.818542330133788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821482088920869,0,0,0.821385763669245,0,0,0,0.835736592892488,0,0,0.788420276499665,0.788435614386918,0.788435614386918,0.788435614386918,0.788435614386918,0.788435614386918,0.788435614386918,0.788435614386918,0.788435614386918,0.788429444003856,0.788426376518432,0.788420276499665,0.788384618258399,0.836160153998515,0.820378313504351,0.83638493218284,0.80745846820815,0,-0.0115710303829008,-0.0115710303829008,-0.0115710303829008,-0.0115710303829008,-0.0115710303829008,0.835577083578528,0.83556287728509,-0.0115710303829008,-0.0115710303829008,0,0.835514331217721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821061852822973,0,0,0,0,0,0,0,0,0.806733449607703,0.806616866089092,0.806523771859661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83740931846591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836547092554394,0,0,0,0,0.836140541904219,0,0,0,0.835545707251046,0,0,0,0,0,0.821085218499909,0,0,0,0,0,0,0,0,0.836547092554396,0,0,0,0,0,0,0.822220482611398,0.806634719619457,0,0,0.835897860164136,0.818205068166742,0.818878540571286,0,0.807267890182095,0,0.83642387623856,0,0.836621865248179,0.820082797327488,0,0,0,0,0,0,0,0,0,0,0,0
"RA biosynthesis pathway",0,0,0,0,0,0,0,0,0,0,0.75308385355552,0,0,0,0,0,0,0,0,0,0,0.807571191954593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808253141487687,0,0,0,0,0,0,0,0.807925579599981,0,0.810135799984066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862571342301414,0,0,0.810028524880436,0,0,0,0.858512444383901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809079594471465,0,0.811204667521604,0.808321860178356,0.861802130770816,0,0.815103310484653,0,0.757744221201063,0,0,0,0.814075016466765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814257312534694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758905186408224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817039847844817,0,0,0,0,0.808007822548842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interaction between L1 and Ankyrins",0.870828560715443,0.827651838111357,0.87651565287744,0.873719741702028,0.837728448239451,0.830307664521975,0.875502351878609,0.875978755956232,0.831421352266739,0.873599196862729,0.874164190351355,0.835810132358141,0.87752536328225,0.875579627081087,0.914433425210076,0.873909440642725,0.874632044084016,0.875973734094532,0.876883125572791,0,0,0,0.875241085203484,0.873894325733288,0.875190559325778,0.83685512355009,0.875760759270435,0.877443158299721,0.873995974044792,0.830563780568908,0.875195212172996,0.875937370520919,0.873135677002038,0.875776534367066,0.870049522031736,0.876879953904548,0.875434421779346,0,0.873522878058166,0.870774448181392,0.876032003807345,0.872304909222237,0.87231588808223,0.919723755452059,0.876075885426469,0.875244479246758,0.874608732487892,0.875542373738253,0.875011958430838,0.876129632171233,0.915145415021219,0.834458566658702,0.835846001391758,0.87615272712127,0.873039618493558,0.875307095994245,0.876689348499536,0.875948635354366,0.876414149617012,0,0,0.875292907650656,0.874585429068137,0.875749507474057,0.835021200305257,0.876613036295128,0.877622083753088,0.877126967664824,0.876572162873439,0.834182084723882,0.875973734094532,0.835938511469928,0.874831468093142,0.874904087683064,0.876787483507155,0.914300321609603,0.872137982634607,0.83317527256872,0.806725879897101,0.873861575421003,0.919583016301394,0.913388225637517,0.876697322889056,0.872999765661593,0.873149768032613,0.828945367554015,0.874992892962487,0.877074470964141,0.876998200190074,0.876473415499842,0.876473415499842,0.876473415499842,0.876473415499842,0.876654744381644,0.876435211723994,0.876416373352188,0.876169292582085,0,0.875569886691463,0.87557373309211,0,0,0.836179222253769,0.831719329545533,0.875749507474057,0.834670198459375,0.834656914549088,0.875522567358864,0,0.920329487228794,0.833312670696664,0.872847533609112,0.877433363061546,0.834751726354379,0,0.872838156521238,0.876261953622534,0.878016390749471,0.877992982878928,0,0.875643225917126,0.875639796076423,0,0.87464963505303,0,0.876492787708019,0.876024772619356,0.918922694549699,0.839194698812529,0,0,0.878058396474564,0.878058396474564,0.878058396474564,0.870572685351342,0.876830675354067,0.831656080041247,0.876024356441168,0.876492787708019,0.834404351341413,0,0.835121460153263,0.834081371065409,0.834071319684235,0.834031583575226,0.833037316257275,0.880137557247296,0,0,0.877936362064191,0.834041448089872,0.87689033768322,0.876613036295128,0.874444399784151,0,0,0.833807661048095,0.834114179715281,0.877534472289813,0.877445705039099,0.83638044361997,0.880472205943442,0.879100836836628,0.878600818761734,0.831957993837554,0.879531797231814,0.833312670696664,0,0,0,0,0,0.878339144312523,0,0,0.879270122782603,0.829533614050301,0.874471169846626,0.874956634124297,0,0,0.833803667862115,0.873653597260589,0.873908708365801,0,0.873863822734211,0.878752812011054,0.878752812011054,0.878752812011054,0.878752812011054,0.878752812011054,0.878752812011054,0.878752812011054,0.878752812011054,0.878752812011054,0.836115118690325,0.877366107028074,0,0,0,0,0,0,0,0,0,0,0,0.878058396474564,0,0,0.875748832366245,0.874572794251453,0,0,0,0,0.879531797231815,0.878339144312523,0.832593674228918,0.881887599873062,0.880797147974343,0.878292627555257,0.833807661048095,0.833807661048095,0.833807661048095,0,0,0.833386730344709,0.833312670696664,0.833312670696664,0,0,0.8731456811927,0,0.875966029080008,0,0.878114580093671,0.838462952742661,0,0.835159480502327,0,0.835864173211782,0.874922580282319,0.874889099311443,0.831535283296631,0.919433881187569,0.919433881187569,0,0,0,0.835268213575233,0.835268213575233,0.835250510767671,0.835232958827111,0.835232958827111,0.880726185528944,0.836966121780203,0.836492829260077,0,0,0.877489586658222,0,0.877603573253843,0.881252401455833,0,0,0.775170983128408,0.878656870215437,0,0,0.834674039106932,0.874582141257533,0,0.831535283296631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836181085875843,0,0.875966029080008,0,0,0.835814094997661,0.837621735861956,0,0.832440029536682,0.879752845544277,0.832270067658395,0.877126967664824,0,0.837443287055668,0.91729619726508,0,0.876959075815801,0,0,0,0,0,0,0,0,0,0,0,0.833235783589894,0,0,0.839404497008876,0.839404497008876,0.84400250505427,0.839911759371964,0.842912053155552,0.842256439073798,0.836603848260887,0,0,0,0,0.842256439073798,0,0.874991281326951,0.841241227770764,0.841241227770764,0.840869396500613,0.839869858663951,0.832216570145361,0.835063501956284,0,0,0,0,0,0.837668305284867,0.836120997989925,0,0,0,0,0,0,0.837621735861956,0,0,0.875966029080008,0.878959652996727,0,0,0,0,0,0,0,0,0.877264527486503,0.881816637427663,0,0,0.877975262622331,0,0,0,0,0,0.838712187760675,0.838712187760675,0.836492829260077,0,0,0,0,0,0,0,0,0,0.88133943809611,0,0.878145200739976,0,0,0,0,0,0,0.878428561519846,0,0.876912110715084,0.876491180011698,0,0,0,0.878610853691826,0.878060177166657,0
"Glucuronidation",0.780256691396488,0.814068899465829,0.817094832883849,0.779191531551853,0.817669996318808,0.815487783870113,0.782142851616536,0.812763523883565,0,0,0,0,0.783692869695029,0,0.815731411138678,0,0,0.816679618264162,0.782117622753058,0.815629428032367,0.816608604639254,0.813984002032433,0,0,0.781703464958119,0.816585646045973,0.78125767304827,0.818040628520664,0,0,0.81374867360301,0.816886903793598,0,0,0,0.817373957943161,0,0.81683237979953,0,0,0.782548667452953,0,0,0,0,0,0,0,0,0.81615153803966,0,0,0,0,0,0,0,0,0.782841465067706,0.781974409053552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816679618264162,0,0,0,0,0,0,0,0,0,0,0.785029692988909,0,0,0,0,0,0.906327303427264,0,0,0,0,0,0,0,0.813909531687639,0,0.814356930818582,0,0,0,0.818378213278293,0,0.781974409053552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816655579421634,0.81647573253923,0,0,0,0,0,0,0,0,0,0,0,0.905434907977163,0,0.820361464972666,0.905465775885266,0,0,0,0.661415256438376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784559822891251,0.7848547643627,0,0,0,0,0.815856551884636,0,0.815768872704777,0,0.81845633923556,0,0,0,0,0.817924848324389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817306483713964,0,0.817766708998757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818166398716248,0,0.818626638461159,0,0,0,0,0,0,0,0.816972545397404,0.816943457606311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82072409859959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81845633923556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81845633923556,0,0,0,0,0,0,0,0,0,0,0.817127017395106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cytosolic sulfonation of small molecules",0.761493862154216,0.7596693149791,0.766578899989685,0,0.767892260232566,0.762909274706308,0,0,0,0.8287618496175,0,0.763587910382636,0.903453134399195,0,0.763465586789388,0,0,0.765630775786002,0,0.763232712880629,0.765468619317095,0.834492906990763,0,0,0,0.765416194385648,0,0.768738582458673,0.827408927928301,0,0,0.766104103116528,0.830018582652973,0.829945607235477,0.758902542371968,0.767216269706554,0,0.765979599989695,0,0,0,0,0,0,0,0,0,0,0,0.83196996748584,0.831996752086687,0,0.830936155851347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831098008599331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765630775786002,0,0,0,0.833404442300222,0,0,0,0,0,0,0,0,0,0,0,0,0.767736491877958,0,0,0,0,0,0,0,0.834322857255016,0,0.835344473365439,0,0,0,0.769509442308801,0.827635776846904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765575884153219,0.76516521175856,0,0,0,0,0,0,0,0,0,0,0,0.835128539468254,0.835066445978152,0.774038109759994,0.835199024969971,0,0,0,0.834108275854662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901417898875089,0,0,0,0,0,0,0,0.838768791685815,0,0.838568580159914,0.83393788202244,0,0,0,0,0,0.836019243021618,0.840685439697969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839266464147731,0,0,0,0,0,0,0,0,0.768113099356035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834590477791009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769025773132799,0,0.770076710216801,0,0,0,0,0,0,0,0.766299661927709,0.766233241244382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765979599989695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774866167594317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836479117463704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837803830357992,0,0.838729516242757,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase 0 - rapid depolarisation",0.880193286843353,0.879140759031736,0.921677477576715,0.878790195756269,0.883884335241061,0.881009796877352,0.882677847829095,0.881070162352326,0.882311180870671,0.918733971452291,0.918451242943996,0.881401281917055,0.884719622649754,0.880667331559577,0.919796528481031,0.881070162352326,0.880372654634554,0.921130532500779,0.882644614888836,0.879681721678765,0.880971550596673,0,0.880635399223793,0.879540250046613,0.882099061924507,0.880941308189613,0,0.882857896533029,0.918281466432333,0.88010557657576,0.880853202199207,0.882852799788408,0.879768785336751,0.879351407953701,0.877860224329636,0.922045157493374,0.879381402276712,0.88126632037651,0.880680014402422,0.877385656134843,0.88321241227587,0.917427679302732,0.917438759991576,0.918979193829529,0.88174204369112,0.879189698028425,0.879997181441062,0.880629732692241,0.918645179168749,0.880744755638163,0.880909933328686,0.877513714706045,0.879922826430121,0.881245747098737,0.878986806368172,0.920457711336643,0.921852784224525,0.881039762382082,0.83753315537365,0.880941308189613,0.879811742376095,0.882202359529403,0.880237763360196,0.881412638585418,0.878081566775848,0.881710325637053,0.883677862999365,0.880714366511117,0.881669073114656,0.883405495094703,0.921130532500779,0.880016194538638,0.882000741601078,0.882074034737204,0.882548085743691,0.920179410489677,0.878142896880286,0.878149551693995,0.920179410489677,0.877333159160657,0.87776290219301,0.877752357479437,0.87836688136389,0.879631613419547,0.880922384264476,0.872240909212435,0.877749076943513,0.880661382903892,0.880584404718914,0.880054752654247,0.880054752654247,0.880054752654247,0.880054752654247,0.880237763360196,0.880016194538638,0.879997181441062,0.879747808998496,0.882579751118485,0.918800109372532,0.920726821491778,0,0.921262420718042,0.881773795118956,0.881950226988795,0.882927295791011,0.879283063009469,0.879269655891004,0.79695249990929,0.883957099033719,0.877499673675989,0.883558346368272,0.879477969415815,0.884626769127628,0.880880004280738,0,0.880279926692423,0.883444494874032,0.881987318991484,0.837941223872516,0.879618374500112,0.878208054525493,0.880992160099886,0,0.881817222060755,0,0.879065495996221,0.881116605819687,0.882437031759662,0.883302582996709,0,0.880941308189613,0.882029714319392,0.882029714319392,0.882029714319392,0.882150056429386,0.880790606093847,0.880723679022667,0.882684257258044,0.879065495996221,0.885144480439195,0.881338142582815,0.886045607232692,0.879064054248082,0.879053909640415,0.879013804979266,0.883764766113943,0,0.877298941922241,0.880316446796308,0.883707620141535,0.879023760987218,0.882254300471585,0.879391391180888,0.880714366511117,0.881033428538098,0.880796523665078,0.884719622649754,0.885028984275494,0,0,0.841523434646017,0.884005103236257,0.882621014690299,0.882116358951159,0.882852799788408,0.883055972240221,0.884220041266177,0,0.88263342566531,0,0,0.882705384060584,0.885540951493552,0.881999227739957,0,0.88496590757702,0,0.920806823453626,0.88274600902688,0,0.876500340106365,0.881236689140217,0.919098625928905,0.919356103187884,0.878921154985529,0.919310801242366,0.884179697273633,0.884179697273633,0.884179697273633,0.884179697273633,0.884179697273633,0.884179697273633,0.884179697273633,0.884179697273633,0.884179697273633,0.882256042071333,0.882780130611362,0,0,0.882560087817564,0,0.88126632037651,0,0,0,0,0,0,0,0,0,0,0,0.840205073326906,0,0.84100442954831,0.837828553946002,0.88523000905497,0.884026294287959,0.88349437611108,0.885433624934954,0.884333059102287,0.92347093368259,0.884719622649754,0.884719622649754,0.884719622649754,0,0.880743820106806,0.884294787816955,0.884220041266177,0.884220041266177,0.876531416584071,0,0.883869947758202,0.883752879291503,0.882625388911006,0,0,0.88407870719261,0,0.840291147103757,0,0.841002375833302,0.880392704879583,0.88035891337293,0,0.925555967919157,0.922435116623354,0.881007307998356,0,0.880144340921027,0.879886624711462,0.879886624711462,0.879868757710479,0.87985104297579,0.87985104297579,0.885861624302055,0,0.88742969577865,0,0,0.886166776539433,0,0.883413838726338,0.844586264452146,0,0.880921602305855,0.779972384787775,0,0.880971550596673,0.88019566843146,0,0.881719887896802,0,0,0.835954860082781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883629823233601,0,0,0,0,0,0,0,0,0,0,0,0.887146173065361,0,0,0,0,0.883405495094703,0.883752879291503,0,0.883535545759553,0,0.886744666260563,0.888569072981588,0,0.881999227739957,0.880955762257936,0.881827689466405,0,0,0.884161630326448,0.922770822648471,0,0,0.885588443627518,0.884161630326448,0.88349437611108,0.883726672776527,0,0.842504125869913,0,0,0,0,0.878499997368566,0.843312023317592,0,0,0.84457553610955,0.885028984275494,0.849216190648312,0.845087503327608,0.848115624815644,0.847453929917739,0.841748911363459,0,0,0,0,0.847453929917739,0.885605289057626,0.881641600379165,0.886290318575712,0.886290318575712,0.885539758570402,0.884906230029754,0.881773695764301,0.882564049987016,0,0,0,0.881929983296785,0,0.838931786048484,0,0,0,0,0,0,0,0.842504125869913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888530261611318,0,0.88496590757702,0.885144480439196,0.840508339187325,0,0,0.842452000976448,0.88088214696884,0,0,0,0,0,0,0.88321241227587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883726672776528,0.883170888730331,0.882844506543034
