"","EP300","MAP2K2","HLA-A","AKT1","NOS3","AP2A2","DYNC1I2","GNB3","ADCY6","PDGFRB","GNAI2","PRKCA","GNG12","IGF1R","GNAS","CTNNA1","IGF2R","GAB1","PPP2R5D","ADCY5","SPTBN4","BRAF","PF4","TLN1","MET","CAMK2G","GABBR2","HTT","NMUR2","LPAR5","NOS1","SH3GL1","TRIP10","NPSR1","MAPK8","RPS6KA2","ACTG1","MAPK10","KIF5B","A2M","DCTN1","DYNC2H1","CLASP1","HSPG2","ABL1","PSMB5","PLG","ITPR3","NCOR2","THPO","CACNA1F","CREB3L4","GRIA2","GRM5","PPP3CA","PLD2","CCR10","XCL2","XCL1","TRIO","TAS2R14","P2RY13","HTR1E","HTR5A","NPFFR1","TACR2","UTS2R","PROKR1","ARHGAP5","SH3KBP1","EPN2","RELN","FGFR3","RHOT1","GRIN2A","PLK1","VLDLR","SMG5","KIF5A","RPS6KA6","ITGA4","ITGA6","PELP1","RARA","POLR2D","PSMD4","ISLR","SERPINF2","ATM","GAS6","LEFTY2","AGRN","RPGRIP1L","B9D2","KCNJ5","ARHGEF1","MEF2C","SNAP91","KIAA0319","GBF1","PIP5K1C","CCP110","PIK3C3","ARFGAP1","RAPGEF1","EPS8","FES","GRIN2D","MYH10","CPD","SEC31A","TAB1","DMD","PSME4","CDC23","LAMB3","AXIN1","UGCG","PIM1","NCOA3","ANK2","IL12RB2","FBF1","TCTN3","AHI1","TCTN1","CEP192","NINL","SFI1","CDK5RAP2","PCNT","FAS","CDK9","OR8J1","OR7A5","OR5B3","OR9Q1","OR13A1","OR14A16","OR5AC2","OR6B2","OR4X1","OR2G2","OR4C3","OR5H1","OR2AT4","OR10H3","OR10H4","EPHA3","EPHA4","KLC1","SLC6A3","ARHGAP35","GRB14","PRKCH","ITGB6","PIK3AP1","GLI3","FLNB","PPP2R2B","UNC5B","NPHS1","GIT2","ARAP2","CHD9","DTNBP1","FLNA","TSC2","SPRY1","LAMA5","RPS3","IRS4","PPARGC1A","LAMB2","LAMA2","LAMB1","KCNU1","PICK1","IAPP","COL18A1","HTR7","HTR4","RASA2","PPP1R14A","SORBS1","PPP5C","PLXNA1","KIF26A","FARP2","CIITA","TH","DOCK2","CDON","JUP","BAX","USP8","NPAS2","MYH14","HDAC7","TNC","ANK3","ATP2B4","SOX9","GRIN3A","PC","MAPK8IP3","GATA4","TRPC5","PKD1L1","PKD2L1","EPHA8","EPHA10","PHKA2","USP7","COPS3","PTH1R","TRIM46","WNT1","TEP1","FGD1","BMPR2","PLXNB1","FBXW7","FBXW5","SH3D19","WIPF2","ETV5","MX2","SPRED3","ATF6","ADAM10","HDAC4","RYR1","PDE1B","NUDC","PLK3","SCN7A","TBC1D4","USP10","KAT6A","DGKE","PRKD3","RGS22","CBX2","PLXNB3","MAML1","RGL2","MED12","PLA2G2E","PLA2G3","XAB2","LRP6","STAG1","RYR3","GRIK2","PKLR","PIAS3","C8B","C8A","NRXN2","SYNE1","FZD8","KTN1","LPIN3","LPIN1","OBSL1","LIMK2","ACVRL1","DAB2IP","ARHGAP28","ARHGAP31","ARHGAP9","FAM13A","ARHGAP11A","SRGAP1","LRIG1","SHH","USP21","MYH6","EXOSC3","DUSP4","TBX3","CYLD","IFNA10","FURIN","PYGL","SCN4A","SAG","FBXO43","AKT1S1","EEF2K","PRR5","CPLX1","TUBA8","ASIP","COL4A5","COL4A2","UBA6","COL9A1","COL6A2","COL6A1","COL6A3","SCRIB","LRRK2","DLGAP2","EGR2","FZD10","NUMA1","MECOM","PDS5B","EMD","ERCC1","DDX17","SEC16A","TRAPPC9","TRAPPC10","TTN","MYH1","ATP6V0D2","MYBPC2","DES","TMOD1","PFKP","SMARCC2","SNX1","HIF3A","CCNA2","SRSF9","NCAPD3","KIF6","CPB2","E2F3","PDIA2","SLC9A3","GABRA5","GABRA2","TAF6L","TCL1A","MYOF","ZNF217","CUL2","FBXO10","HERC1","HERC3","FBXL20","HECW2","FBXO30","DZIP3","SPSB4","SPSB1","ASB2","BTBD6","ZBTB16","DET1","TRIP12","SNX4","STAMBP","NFYA","PPFIA3","PPFIA1","GAB4","SMG6","HNRNPK","SAMHD1","MAP3K4","ARHGEF10L","TMEM181","EFCAB3","CALML4","HPCAL4","WNT10B","GPR156","NDUFV3","ANXA6","RARB","NR0B1","BBS1","CDC42BPA","SLC32A1","USP34","SCNN1A","SKI","MSH2","EIF3D","UPF3A","NUP210","PCF11","ENTPD4","HNRNPL","SRRM2","SF3B4","CSTF3","PTPRG","PFDN2","COL11A1","SDK2","IQCA1","ACOX1","CPT1A","SUZ12","ABCA3","ROBO2","ZNRF3","RNF43","VANGL2","INSC","RNF31","XRCC5","LRFN2","G3BP1","UBXN7","POT1","INTS9","SYNE2","NCL","ADSSL1","STIP1","LRP1","COL5A1","GPC5","HCN4","SLC8A2","TAF3","CDX2","CHRNB3","WLS","PPP1R7","BOC","PTCH2","PNPLA7","LPCAT1","ZFPM1","SCNN1D","CSPG4","EIF3I","MYSM1","RUNX1","MCM7","TNR","TNXB","PPEF1","MYO3A","SART3","HDLBP","FLOT1","SRY","DPYSL5","CLVS2","SETD2","AP5Z1","AP5S1","SCAF4","LGI1","MYO1F","UPP1","MYH13","KAT8","TKTL2","DTL","GCC2","RXRB","ABCB4","GSC","PLEKHA7","TAP2","MAPRE3","LILRB3","STAB2","NDST2","HPSE2","HPSE","XYLT1","UFC1","SSR2","CPS1"
"Phase 0 - rapid depolarisation",0.937821901882722,0.916170700487134,0.91471957335018,0.914856501073584,0.941297662222376,0.914574030478198,0.914301515566178,0.939554347837921,0.93794481166637,0.915653435945989,0.938251381845875,0.915056659531327,0.937629010589534,0.915672059082897,0.915644224674504,0.915672059082897,0.914750746450898,0.915897081492285,0.938447988563302,0.93794481166637,0.939630532613338,0.941712866089872,0.914718348203684,0.91574937980845,0.915599133029117,0.939426953969761,0.914358672741556,0.918243386381024,0.913882881932147,0.913862620897576,0.93941654481182,0.915710136371654,0.915572817384121,0.913969399956305,0.915110313557729,0.916198699437461,0.91552174479802,0.915779622963554,0.915800190130651,0.915779622963554,0.914901146239346,0.914681631910607,0.914225730019808,0.91522166565448,0.915821094045546,0.915258319109064,0.914651823750538,0.915589048318145,0.915635078964301,0.915708689929083,0.939524671549615,0.940655647701005,0.940473505543941,0.940786519113884,0.939759580833922,0.915242815746407,0.914301515566178,0.914444276929775,0.914444276929775,0.915313996832542,0.914455627970763,0.914455627970763,0.914443109660347,0.914436895035269,0.914577275257041,0.914577275257041,0.914569062005492,0.914569062005492,0.917157141612923,0.915403368808508,0.915041468814127,0.915493408344745,0.916038954084201,0.915700510526901,0.94042610074227,0.91361673153248,0,0.914307222001199,0.915842346224408,0.916394898812019,0.915874904182324,0.915942631653598,0.915409882587823,0.915229003575751,0.913167792114817,0.915179015914291,0.915184728390629,0.915139285410431,0.915110313557729,0.91512449698812,0.915067027618034,0.915942631653598,0.915086293191443,0.914357976048077,0.916719592114677,0.917126584178188,0.939903389789085,0.915210330078675,0.915210330078675,0.915303982656846,0.916484764887614,0.915050015256112,0.940048666408609,0.915842346224408,0.917358846525098,0.918410881443379,0.91725376152904,0.940837039463805,0.91698440949957,0.916088728467644,0.914643637505133,0.916449551195409,0.916242135455137,0.915387118788897,0.913248581400514,0.916398533490135,0.91585310667629,0.916029986301152,0.917206432341221,0.914644932643394,0.93968058021683,0.915299634729835,0.915201825948951,0.915201825948951,0.915188453989258,0.915188453989258,0.915050015256112,0.915050015256112,0.915026394408456,0.915026394408456,0.915014746912871,0.916857150862772,0.913335134609451,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.917576971952672,0.91698440949957,0.916957871041878,0.91588594451449,0.942027236124548,0.91725376152904,0.917909340030606,0.918504856693398,0.91601417793217,0.916678969311407,0.915966034572586,0.940713136017264,0.940315043783962,0.918168001773894,0.916577478086529,0.917126584178188,0.917434414297324,0.915770804362066,0.916111759271329,0.940684050485846,0.916741913074645,0.916678969311407,0.916467033212111,0.913330851343106,0,0.914861980410087,0.916577440549901,0.916577440549901,0.916521007275525,0.916074714632017,0.917084268662871,0.914914461483681,0.916302366857646,0.914925221935564,0.914925221935564,0.916922965122934,0.91803057750639,0.916882418913069,0.917157141612923,0.917067695804677,0.913809228247833,0.918168001773894,0.915635619494699,0.917240117033168,0.918607326820377,0.917434414297324,0.917126584178188,0.917096781336096,0,0.916083656135709,0.917157141612923,0.916558342005851,0.917358846525098,0.939746065370847,0.917299447429971,0.917470014984122,0.939831644557704,0.914743750798176,0.918410881443379,0.916430961784372,0.938968439898069,0.939126171442083,0.939126171442083,0.917287775713615,0.917287775713615,0.915298012517239,0.916242135455137,0.915314673260424,0.914947019441598,0.916259884252107,0.916596838878429,0.917440607427838,0.917796607778424,0.915836224787035,0.917287775713615,0,0,0.916341306230064,0.917126584178188,0.917917447364336,0.915792226231435,0.915574868911385,0.917482996702653,0,0.916051526630108,0.917293242976362,0.917561401132827,0.91449306940911,0.918504856693398,0.829741658066857,0.917332590716619,0.917011540876436,0.917601686835303,0.915840232574861,0.917102692765663,0.918869946556047,0.916256923877448,0.918097248386584,0.916881561475822,0.918058607362202,0.915405721543744,0,0,0.914027611207735,0.916539533888629,0.913984233074435,0.917225428660736,0.917565904072401,0.914703455578529,0.916056524758843,0,0,0.916233912713664,0.914097566279659,0.889285798897528,0.918607326820377,0,0,0,0,0.918168001773894,0.91785084986366,0.917907732282986,0.917907732282986,0.917907732282986,0.917907732282986,0.91785084986366,0.917601686835303,0,0,0.889182086000875,0.915539294827861,0,0,0,0.916506529556598,0.915649555809175,0,0.916322258802641,0.861413634608277,0.918410150654138,0.941713603067753,0.916004014762709,0,0,0.916233912713664,0.916430961784372,0.918288505313158,0.915472713697362,0.915472713697362,0,0.915515085056757,0.915558937087676,0.915544148665366,0.915544148665366,0.917565904072401,0,0.917039648424665,0.915574868911385,0.889857930165211,0,0.918845332105063,0.914468293257078,0,0.914707194223574,0,0.915412630646906,0.915299522941634,0.915257046069307,0.916136123062023,0.916241208058081,0.916088728467644,0.916241208058081,0.916205145085729,0.916170137246598,0,0.915611649147903,0,0.916719592114677,0.915357374778072,0.91364933748938,0.914657032019591,0,0,0.916577440549901,0,0,0,0,0.915028865746931,0,0,0.917220684782636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916398794546324,0,0.917396032052871,0.916997129763774,0.916903700045532,0,0.914318074114762,0,0.914863506112002,0.918720035460498,0,0,0.918439975304517,0.918439975304517,0.918439975304517,0,0,0,0,0.915708689929083,0,0,0,0.917332590716619,0,0.941218041516472,0.917557604849825,0.916698689102793,0,0.914329019507233,0.915608025797218,0,0.915611649147903,0,0,0,0,0.916392695659965,0.916087347474028,0,0,0,0.916004014762709,0.916004014762709,0.916090013048434,0,0,0,0,0,0,0,0.916242135455137,0.917868853635912,0,0,0.914024314385852,0.914366713393161,0.914122995211853,0.916587220305824,0,0.917182362295502,0,0,0,0.918794264236722,0.891348372279847,0.916741913074645,0,0,0,0.918243386381024,0,0,0,0,0.918097248386584,0.916484692831299,0,0,0.915688662072154,0.918243386381024,0,0,0,0,0.9175659040724,0,0,0,0,0,0,0.917746996424735,0,0,0,0.942602846784098,0.917707064070266,0,0.892124844539544,0.917322783552746,0,0,0,0.917126584178188,0.917240117033168,0.890535651292213,0,0,0,0,0,0,0,0,0,0,0,0
"Initial triggering of complement",0.798092048307349,0.801266308915017,0.798128826243012,0.79914351703936,0.800618199252144,0.799814689460038,0.797569211134215,0.83903730173976,0.836437460137857,0.800430785056015,0.836932654915501,0.799466827751236,0.835927354933641,0.800460866521064,0.800415906330556,0.800460866521064,0.800100134140107,0.800824339322502,0.799103349716625,0.836437460137857,0.799208190004102,0.801288867179381,0.839953006473352,0.800585760662951,0.800343070977336,0.800770837089206,0.837613706628923,0.804614264127122,0.836845174202024,0.836812447083799,0,0.800522371767824,0.800300564005544,0.799209393757628,0.799553493694142,0,0.800218067795512,0.800634611638905,0,0.841667255783513,0.798537778847965,0.798183203104869,0,0.800860797589768,0.800701598790946,0.799792563182901,0.841650843396751,0.801454221179556,0.800401133504517,0.76446307104297,0.800842487531205,0,0.802375114219161,0.799792563182901,0,0.801266308915017,0.837521382141273,0.799976450089282,0.799976450089282,0.799882497950667,0.837770315870064,0.837770315870064,0.837750095371277,0.837740057050235,0.800191278802249,0.800191278802249,0.80017801215224,0.80017801215224,0,0.801832150290928,0.800569730355392,0,0.80105350240262,0.800506823393028,0.802298542485208,0,0.803015749035667,0,0,0,0.800788516894853,0.800897915304482,0.800037379698599,0,0.797914577616464,0,0.842511630297751,0.842438227442616,0,0.842414340091572,0.839233357670354,0,0,0,0.803651707085495,0.802810322793369,0,0.800842487531205,0.800842487531205,0.800993762086669,0.801773608911424,0,0,0.798930634749203,0.803185490076171,0.804884814512333,0,0.802962321033938,0,0,0.801094322715954,0,0.801381695946964,0,0.798351578654466,0.800979559376646,0,0,0,0.800300564005544,0.799289030586583,0.801358087130074,0,0,0,0,0,0,0,0,0,0,0,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0.805036610271178,0,0,0,0.804884814512333,0,0,0,0.801013482133473,0.80389259435765,0,0.801279869289741,0.80211915509057,0,0,0,0,0.80211915509057,0,0.802715201946737,0,0.80389259435765,0,0,0.803437890371302,0,0,0,0,0,0,0.800735926878573,0.801478986153144,0.800753307954534,0.800753307954534,0.803980210176582,0,0,0,0,0,0,0,0,0,0,0,0,0.803651707085495,0.802624496362623,0,0.80189245610251,0.803185490076171,0.799394807039905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800788516894853,0,0,0,0.80389259435765,0.802224826988757,0,0,0,0,0,0.805586571281881,0.802153757274827,0,0.803757374740738,0.802859681416974,0.801073810506574,0,0.801923305480261,0,0,0,0,0,0,0,0,0.806753770131158,0,0,0,0,0,0,0,0,0,0.800231592404677,0,0,0.800701598790946,0.802580671760517,0.805384182895168,0.80449249734659,0,0.840601657929574,0,0,0,0,0,0,0.80449249734659,0,0,0,0,0,0,0,0.807226447684731,0,0,0.802051708028207,0.80044577125099,0,0,0,0,0.803015749035667,0,0,0.806382421995188,0,0,0,0,0,0.803185490076171,0,0.801266308915017,0.801266308915017,0.79909540576824,0.801334750261556,0.801405583298008,0.801381695946964,0.801381695946964,0,0,0,0,0,0.802634970421357,0,0,0,0,0.805036610271178,0.802336457187299,0.802153757274827,0.802085145496014,0.803015749035667,0.803185490076171,0,0.803185490076171,0.803127238501918,0.80307069125671,0,0,0,0.803651707085495,0,0,0,0,0.806753770131158,0.801923305480261,0.806075917773382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805586571281881,0,0,0,0,0,0,0.802454779051887,0,0,0,0,0,0,0,0.807881209902754,0.801986472802116,0.806382421995188,0,0.806382421995188,0.803808855910215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808970244936814,0,0,0,0,0.806753770131158,0,0,0,0,0,0.802336457187299,0,0.802495853739723,0,0,0,0.80307069125671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803486824355527,0.80460646995633,0,0,0,0,0,0,0,0,0
"Activation of Matrix Metalloproteinases",0.926489270965318,0.907703081532674,0.907049601064176,0.906562784572514,0.90735493742731,0.906571599616711,0.883748348929494,0.905842308466513,0.90610461432635,0.907254264421827,0.906018899721311,0.90638473925906,0.905830601871149,0.907270423237746,0.907246272038963,0.92776172552822,0.906724931511707,0.907113951734314,0.906541207951396,0.90610461432635,0.907567270945801,0.907363481473515,0.926934215178401,0.907337512438515,0.907207147180411,0.907436929667625,0.90638473925906,0.887067972266742,0.90632362548487,0.906306045507363,0,0.907303461919832,0.906832596124947,0.906598171471459,0.906783011123475,0.908532477175328,0.907139999406822,0.907012035996203,0.90738159924555,0.927855055935213,0.884268633010267,0.884078166084783,0.883882068291,0.927976555906623,0.907399737033746,0.906559714077272,0.929453623123482,0,0.907238336541932,0.908107308553966,0,0.908456736886988,0.90829869683167,0.906911431725808,0.90767924276083,0.907703081532674,0.906335145451102,0.907010209982293,0.907010209982293,0.906959741851484,0.906468864812608,0.906468864812608,0.906458002997295,0.906452610727285,0.907125609203084,0.907125609203084,0.907118482776396,0.907118482776396,0.885937355305093,0.908007033704474,0.906977183813467,0.908456736886988,0.907237050925826,0.905610217208537,0.908257564907028,0.90629217016946,0.908642825684909,0,0.884479662831466,0,0.907094709054039,0.907505192083853,0.907042939450069,0.907691097068178,0.905902637007309,0.883904108217447,0.928308627339393,0.928269197636681,0.883844496953331,0.928256366103785,0.928206501412525,0.906899566935643,0.884790306721693,0.88399681476134,0,0.907926852027118,0.907804022084825,0.907123700380639,0.907123700380639,0,0.907975587118561,0,0,0,0.908734005227624,0.909295111163493,0.908642825684909,0.908262408196008,0,0,0.907258978312934,0.885006518935257,0.907413346164775,0.904302659270826,0.906137380206082,0.928392068647892,0.907427513568379,0,0.909571505461294,0.907184313773483,0.907005070813259,0.907752381900194,0,0,0,0,0,0,0,0,0,0.885360182661526,0.907063043794507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908409115870971,0.90838608913521,0.884517491944108,0.908841727136957,0.908642825684909,0.887801268782061,0.887106732945643,0.907215553297265,0,0.884586984023349,0.884549797819492,0.885222689476441,0.909436088382576,0.909025778064591,0.908532477175328,0,0.907809485998049,0,0.908129663602832,0.886182697352361,0.90876212173614,0.907354576652518,0.861604934899736,0.907759459990295,0.907372640526652,0.90745037425398,0.90745037425398,0.907401408556264,0,0,0.907066459353074,0.928269197636681,0,0,0,0.864341441874808,0.88471551871835,0.885782026849779,0.908481381251368,0.884597279346165,0.909436088382576,0.907844430694438,0.90908437073404,0.887195643633851,0.90879957343597,0.908532477175328,0.908506618017356,0.908632724677799,0.908432657067419,0,0.908039428087746,0.908128380079414,0,0,0.910045147778765,0,0.885790267734236,0.909646828812029,0.908734005227624,0,0,0,0.908672338916215,0.908672338916215,0,0.907765063813311,0.907930074863359,0,0.907780463987,0.908072830831899,0,0,0.907866249614708,0,0.883743063799198,0.883669881602383,0,0,0.909218688778964,0,0,0,0.908558991073888,0.907599677448411,0,0,0.884650254404217,0.887294843317891,0,0,0.885999131670872,0.908944711506045,0.886856238756615,0.887235041139501,0,0.862802488333505,0,0.908319877291476,0,0.907844430694438,0,0,0.906648679874041,0.907417483620966,0.884208750230903,0,0,0,0.908409115870971,0.909563356136293,0.90908437073404,0,0.885564526047479,0,0,0.886790026912881,0.886790026912881,0,0.886576983236922,0.90908437073404,0,0,0,0,0,0,0,0.910552962778113,0.886222531521599,0.885704311514765,0.907773255559697,0,0,0,0.885861059265826,0,0.932206076550522,0,0,0,0,0,0,0,0,0.88477718502976,0,0.907097456384464,0.907097456384464,0.883759976488327,0.928231148359654,0.907172270197996,0.907159438665101,0.907159438665101,0,0.908508214236466,0,0.90799119550589,0,0,0.865048383441334,0.884628756775657,0,0.907238336541932,0.885771548516574,0.907926213842722,0.907828073201992,0.907791217114635,0.908291108036373,0.908382287579088,0,0.908382287579088,0.908350996667432,0.908320621267679,0,0.907218007094104,0.909262146937673,0.908984442326335,0.9066456621283,0.886234428844143,0.863727307303266,0,0.910299055278439,0.908055999402191,0.886329831784484,0.910650772926975,0,0,0.863064021075044,0,0,0,0.905682234351921,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883807809220733,0.883803377688329,0.883794565525081,0.883785820348405,0,0.9096720728055,0.908766270151687,0,0,0,0,0,0,0,0,0,0,0,0,0.908456736886988,0,0.884133110700824,0.887674332176004,0.908107308553966,0.886494476202248,0,0,0,0,0,0.908906462703374,0.907555578498375,0.906019103600034,0,0.884276349035955,0,0,0,0,0,0,0,0,0.90738557035768,0.890311543028958,0.889374830048053,0.90836355430067,0.90836355430067,0.907633071121679,0.887884573209689,0,0,0,0,0,0.886175325214532,0.885331538416764,0,0,0,0.88550096726715,0.907960201800728,0.863388147287968,0.908869586719424,0,0,0.908320621267679,0.90738557035768,0.907484305750478,0,0,0.885765182576399,0,0,0,0,0,0,0,0,0.909374697491939,0,0.907803490722761,0.905984790097836,0.908089930898688,0.909501497663288,0,0.908300837555164,0.908300837555164,0,0,0,0.863465019492009,0,0.910650772926976,0.909262146937673,0,0.885860459204782,0,0,0.908609900346394,0,0,0,0,0.886686703695384,0,0,0,0.908532477175328,0.864460681369874,0.909817279402646,0.910451296400113,0,0,0,0.909540646197846,0.909041203663819,0.908895872515078,0.908895872515078,0.908508214236466,0,0,0
"Interaction between L1 and Ankyrins",0.920897895505503,0.921777281703954,0.922155487027239,0.921573328947319,0.921557844138404,0.922004470915072,0.946226171895633,0.918307407590035,0.920062648909398,0.92107269129865,0.920922925836295,0.921360413979163,0.920277149879166,0.921259888545442,0.921231007404905,0.922419556578643,0.920466866551987,0.921493373077894,0.921547526607965,0.920062648909398,0.950971732181479,0.921988662033999,0.89510219873536,0.921340116970263,0.922343888090263,0.947123136810566,0.893802134709148,0.925087580415096,0.894959549242766,0.894938526278001,0.922131905560017,0.921131523982969,0.9200798441527,0.895287864259081,0.921836686225165,0.922769112061165,0.892889535496694,0.922531165473296,0.947056970086907,0.921203623666132,0.946848352094258,0.946620582777632,0.921881615799598,0.920955494997348,0.922574196103959,0.921990257627443,0.892838709620672,0.947562123205667,0.893119873315291,0.922092801632951,0.921701920514309,0.922875427804712,0.923649214553104,0.921027479140417,0.921945663724436,0.921609407929991,0.895393925883635,0.895780599308999,0.895780599308999,0.920720487342989,0.895553833791595,0.895553833791595,0.895540844721473,0.895534396391129,0.895918599130186,0.895918599130186,0.895910077013641,0.895910077013641,0.922632944855367,0.922879829531286,0,0.922510664484573,0.921472707112617,0.922449077958843,0.922637248574112,0.921249715503693,0.922733198230137,0.921447744558583,0.947100711489675,0.922804815874699,0.921470361774881,0.921372762410508,0.920819978948298,0.921762950117084,0,0.921907972181279,0.893391654507678,0.893344502612835,0.921836686225165,0.893329158061693,0.893269527516268,0.921372762410508,0.922774541043447,0.922018835031065,0.923309593267138,0.923508179571472,0.922094880714646,0,0,0.947266337453361,0.921935282939085,0.922736898851311,0.922245620561749,0.947100711489675,0.922842235020025,0.923933832437746,0.922733198230137,0.923063640929988,0.894407204714189,0.921855164306232,0.922826470721621,0.893964974336973,0.921683529259286,0.922123900908161,0,0.922752750034638,0.89334610010992,0.922426180576919,0.923843757228735,0,0.844589377867646,0,0.922894418490066,0.922894418490066,0.922880543668596,0.922880543668596,0.922736898851311,0.922736898851311,0.92271238972537,0.92271238972537,0.922700304217672,0.923649214553104,0.921011894443848,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.924199215465888,0.923360658315905,0.92333312186119,0.947145949323557,0.924298595757886,0.922733198230137,0.923744241223994,0.924031341691924,0.921446999236282,0.923296458587518,0.922724587219587,0.922935078008796,0,0.923681819110603,0.924518692522222,0.922601238287202,0.922920644570498,0,0.921879061199191,0.922904898695887,0.923529643168393,0.923296458587518,0.922823825735953,0,0,0,0.922938385017908,0.922938385017908,0.922879829531286,0.923776278767277,0.923637917637143,0.896268465477677,0.923073567512436,0.896279630583782,0.896279630583782,0.923352740483819,0.895492714591194,0.922375067486827,0.922632944855367,0.922540135375748,0.947241362855306,0.923681819110603,0.923105981719473,0,0.896091152961329,0,0.894554725969756,0.923897856495821,0,0,0.894586432537921,0,0.922842235020025,0.949062401694966,0.924552494690476,0.925302269849784,0.923410541177739,0.921855164306232,0.925201861997302,0.894795722702579,0.920927881841302,0.921091544988929,0.921091544988929,0.923675432825878,0.923675432825878,0.922199317507601,0.92301107106645,0,0.896302247800079,0.923753722384084,0.894005059232256,0,0.89829621838668,0,0.894348046295678,0,0,0,0.922601238287202,0,0,0.921953948183491,0,0,0,0.923540408382965,0.921638019678856,0.922800248919782,0.925358883499089,0.832823628442516,0,0.923809410509825,0.92442174931492,0,0,0.900134155874982,0,0.895561892675868,0,0.924531089333558,0,0,0,0,0,0.922272277443434,0.923637917637143,0.897697637357237,0,0,0.923861188350342,0.923288395055822,0.895565780384521,0,0.897248348160175,0.925465207085939,0,0,0,0.923094207507755,0.895748048435903,0.923352740483819,0.89536524968835,0.89536524968835,0.89536524968835,0.89536524968835,0.895306228166373,0.895047695190309,0,0,0,0.893759554660579,0,0,0,0,0,0,0.922700783452974,0.865721756358344,0.899895612452859,0.923973168313453,0,0,0,0.920418815036454,0,0,0.922516349214261,0.922516349214261,0,0.922560313977879,0.922605815094697,0.922590470543556,0.922590470543556,0.897697637357237,0,0.89664035976535,0,0.897841994819186,0.924331911558224,0,0.922774541043447,0,0,0,0.921903416519467,0.921786055320847,0.92174198107641,0.894378827032545,0.894487863822432,0.921855164306232,0.894487863822432,0.894450444677106,0.894721979224162,0,0,0,0,0.922093038353274,0,0.91885973639137,0.923156176578834,0,0,0,0,0.923018337951015,0.922959316429038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922176890633875,0,0.924208360742408,0,0,0,0,0,0,0,0.898511683783144,0.897812118823275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948926213318915,0.895114697114078,0.923484793729237,0,0,0,0,0,0,0,0,0,0.949848569225841,0,0.893907435866045,0,0,0,0,0,0,0,0,0,0,0,0,0.92301107106645,0.897697637357237,0,0,0,0,0,0,0,0,0,0.893907435866045,0,0.923388809986932,0,0.923529643168393,0,0,0,0,0,0,0,0,0,0.923262749980207,0.894407204714189,0,0,0.895826267933231,0.92308221847961,0.923048467788778,0.923048467788778,0,0,0,0,0,0,0.923473811741671,0,0,0,0,0,0,0,0,0,0.924132357681863,0,0,0.922146711320966,0,0,0.896203894604075,0,0,0,0,0.925438030617828,0,0,0,0,0.922630030041237,0,0
