"","NCOA2","PHC2","CBX8","ERCC2","HERC2","NBN","APOB","CDK12","E2F4","RBL1","ATR","DDX54","IGFALS","HTT","GUCY2C","POLR3D","NPR1","GUCY2D","PTK2B","COL1A2","WRN","RELN","STAT5A","FN1","PELP1","RING1","EPHB4","SYNE2","XPO6","CTNND1","EPHB1","ADCY9","NCOR1","PRKD1","STAT4","PML","HNF1A","SMC1A","PRPF4","SPCS1","GNAS","NECAP2","MAPK10","RB1CC1","SP100","HIP1R","CHRM2","AP2A2","PRPF40A","CHERP","DHX15","WBP11","RASA1","PDGFRB","IGF1R","RANBP2","CDC5L","FGFR2","SRSF7","GNAI3","PPIE","IRF1","MEF2D","BCR","IRF7","NUF2","FYN","HSF1","NOS1","NRG1","FGF23","EPS15L1","CD40LG","USP34","POU4F2","PDIA2","CES1","TEX15","APAF1","PPP2R3B","MMS19","NOD2","MKS1","CEP250","HAUS8","TOPBP1","HUS1","USP9X","BMP2","MAMLD1","ENAH","AKAP9","CAMK2G","BRPF3","ING5","SCNN1B","TOP3A","PTCH1","USP15","BUB1","APC","IRAK1","CRY2","MTA2","FBXW7","CHD3","FBXW5","DTX4","MAP4K4","PSMC3","CSNK1A1","HERC1","KLHL25","KLHL22","HECTD3","ASB16","RNF213","KBTBD13","SPSB1","UBE2Q2","RNF123","LNX1","RCHY1","UBR4","HUWE1","FBXO17","RBBP6","JUP","MED16","ASH1L","SVIL","SYCE1","CYP4A11","RBMS1","NDUFA9","ISG20L2","NUPL2","RAB6A","KDM6B","NUP214","TRAM1","UPF3A","UPF2","BRAF","UPF1","EIF3G","HLA-A","LPL","PTPN1","EFNB3","KIF23","ITGB8","ITGB4","GOLGA2","EXOC4","F2RL3","TEK","ERBB3","IRS4","PROC","PIP5K1C","MYH9","RET","IRS1","ITGA7","LAMC3","LAMB1","MAK","PA2G4","PLXNA4","MAST4","CHD1","RYR2","RAB40AL","KAT7","TACC1","UGGT2","TTK","MPHOSPH8","CPSF4L","EEF1A2","UTRN","TSC1","IK","ERBB4","UBR5","SMPD1","LATS2","CHRD","KDM1B","MED12L","SLIT1","DOT1L","GTF3C1","KARS","REST","OTUD7A","BRD8","FEN1","COMMD4","ATXN3L","RNF44","AFF4","ARID4A","ARID2","NCAPH2","MLLT3","ZC3H13","RPRD1A","TELO2","SMARCA2","MYBBP1A","ARID4B","SNAPC2","EP400","BCL9L","BCL9","RARG","PBRM1","ARID1B","NHLRC1","TAF1B","CDC25A","LGR4","POLQ","USP5","CNOT8","SOX9","DLL1","CNTN6","CACNA1G","SNX1","DHX37","ECT2","CDH5","MYH14","TJP2","FASN","MYH13","MYH4","HMGCS2","MYH8","OAT","IGSF5","MYLK4","CDX2","NAT8L","CACNA2D1","CACNA2D4","PLXNA3","PLXNA2","ADSSL1","CSAD","MAP1B","NUMBL","DLL3","USP44","ZNF543","ZNF701","ZNF133","ZNF480","ZNF180","ZNF234","ZNF500","ZNF506","ZNF688","EDC4","LSM1","SHROOM1","HIVEP1","BRD3","NR4A2","FMN1","PTPRM","PTPRB","HFM1","MSL3","NOTCH4","PPAT","LARS","MGAT3","DARS","BAZ1A","EPB41L3","PHF20L1","ACTR6","ZFPM1","DACT1","FBXL6","KDM2A","KIF7","BCORL1","API5","FAM160A2","PPP6R2","CAND2","AMOTL2","EIF2AK1","SPATA5L1","DES","ALOX15","JMJD7-PLA2G4B"
"Resolution of D-loop Structures through Holliday Junction Intermediates",0.72407468691582,0.84168523792282,0.841180852812609,0.828030057763282,0.834668904358416,0.820271592167945,0.710529651765204,0.833309328983947,0.835156183142159,0.835156183142159,0.829374051301028,0.731122932940534,0.733659141382215,0.726104686881292,0.727016087039239,0.727024529744396,0.726670574445753,0.726587456213268,0.725963729697176,0.72581122050635,0.840087214514717,0.724357948306042,0.724899686701489,0.72345552732614,0.723421082575817,0.727882860687451,0.720847908996667,0.836202463765026,0.734223117521668,0.719983382626854,0.719983382626854,0.716750747056609,0.722833531906868,0.730863322068135,0.730135410080734,0.722451537926264,0.728445678603131,0.829728042499367,0.72136690802644,0.713182726819705,0.724472440421526,0.711988366864692,0.723261292210393,0.71910185146003,0.719307870381871,0.711249674552428,0.707103546902558,0.710277161142685,0.721602480298261,0.721568238196816,0.721568238196816,0.721433248288191,0.72453813987925,0.718140406556468,0.724597317365564,0.72160509143965,0.720070421708898,0.72359097126639,0.719786489162095,0.719592859350634,0.719563909399433,0.723035840897871,0.722925962465236,0.721950805475751,0.722120100845594,0.72607743497564,0.713924940035387,0.7195125810573,0.720157968022197,0.718081400745825,0.715638508762379,0.719019708882362,0.711988648221082,0.729238990135442,0.743388721289861,0.740193124079788,0.729550460006433,0.840848754967772,0.729734537756972,0.728746271176453,0.727578533182654,0.726881085138375,0.726356742156806,0.725969449230421,0.725969449230421,0.834277133730914,0.834116876709318,0.730003264003441,0.729170622491724,0.728135903933254,0.728805270325871,0.724390667233485,0.72363965844375,0.723431184379167,0.722475295510735,0.720729045446599,0.829619562193456,0.720934478869033,0.720340602874501,0.725657269847704,0.720157968022197,0.723762050550783,0.722774409314682,0.723399717343543,0.71889869811495,0.723399717343543,0.718520299958482,0.720934478869033,0.72181741272216,0.72086168485524,0.715782526794756,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.719210558997108,0.719210558997108,0.719210558997108,0.719164994550114,0.719119776465987,0.719097295629609,0.719052587075994,0.718920440449672,0.719414120804845,0.725552221547659,0.716405338913977,0.739225837379878,0.730485077120678,0.597904609113504,0.725206691766932,0.724275452301075,0.716399143543132,0.722820949722842,0.610545784227512,0.729874902119042,0.722179715987219,0.713081463970289,0.712981967165622,0.712884174322218,0.60609833508262,0.712646768288099,0.712646768288099,0.604191537363212,0.723478015614361,0.598369304819087,0.598165428364622,0.604373413123996,0.597131673239581,0.595843846539492,0.604909371655602,0.600147374254951,0.604122850511444,0.607633099505523,0.609827570795415,0.609439128223317,0.601933384607283,0.599187619627853,0.598509458117849,0.598369304819087,0.602760639528666,0.598876006615016,0.607860487673575,0.607607304104993,0.746413516457884,0.746413516457884,0.611047352047924,0.743388721289863,0.740257256950605,0.606766543894015,0.738374521802232,0.737648665292192,0.737015361759911,0.736603853610394,0.735947569256574,0.735702499698209,0.735066232099918,0.734634707194873,0.609686322734848,0.609450740653984,0.733717458829502,0.608598381074379,0.732253056955869,0.608404460031117,0.732808891880609,0.732808891880609,0.732077756725948,0.731898832141933,0.731898470696344,0.73073191934312,0.730685386944773,0.730578781453537,0.730542145612983,0.729550460006433,0.736705909991132,0.729726505826534,0.729534211476231,0.728519040435706,0.728519040435706,0.729441424256401,0.729200325879415,0.728805270325871,0.728703118186245,0.728430892762259,0.728043768368185,0.728008132699179,0.73202611553646,0.727856589221399,0.727678115871628,0.727353612781422,0.727221268526618,0.72684063978185,0.727097142623972,0.72696004903055,0.726927668898898,0.726492642566277,0.726308564815739,0.725240772312402,0.726037986943844,0.725458260721305,0.724359435155745,0.7241429568223,0.722952344438043,0.723225750956732,0.613020019066164,0.720531274990836,0.621523875073951,0.606122789693827,0.605839946080564,0.712884174322218,0.603242744254178,0.603109120030857,0.60220418637196,0.60220418637196,0.614195888127833,0.603448149060332,0.603109120030857,0.601675467673997,0.599690431014457,0.618668513183917,0.614379875469993,0.613097604617673,0.610691579733235,0.606421903497774,0.60683795744119,0.60683795744119,0.610461272148126,0.610324178554704,0.601675467673997,0.599376818012916,0.615696610717729,0.624132466732364,0.622249731583991,0.62127710484233,0.625836664433256,0.625836664433256,0.625836664433256,0.625836664433256,0.625836664433256,0.625836664433256,0.625836664433256,0.625836664433256,0.625836664433256,0.618544215314432,0.61511925902772,0.614332881127865,0.613716680018407,0.613020019066164,0.613020019066164,0.613020019066164,0.613020019066164,0.611988599495437,0.611328102651818,0.61096145559502,0.610802878680657,0.60977812387547,0.616229051036864,0.609215990064299,0.615677915339205,0.608518371662205,0.607439524941563,0.607439524941563,0.60707754043089,0.606421903497774,0.62743336434961,0.62743336434961,0.622589966904031,0.62127710484233,0.620245685271603,0.619046994415257,0.618015574844531,0.617117823554621,0.616328503012636,0.616086079991643,0.616086079991643,0.611897799772784,0.61120441204023,0,0
"Potassium Channels",0.895515828848713,0.896610690921584,0.896458618260451,0.896591594403517,0.865322291252443,0.895693624445829,0.895374575517751,0.896114436661046,0.85974254512421,0.85974254512421,0.863362736400961,0.897640882716485,0.899120030914739,0.89931770616553,0.897117142781172,0.896571377694777,0.897012970357199,0.896987910119403,0.896799855894166,0.896205563635496,0,0.897688975334374,0.895930735198629,0.897263867627224,0.895484934441228,0.897378475981965,0.896630694652306,0,0.899962451063563,0.898138587064588,0.896370039008403,0.928990729362882,0.857822078896575,0.898277088340637,0.897509311510897,0.895740926242596,0.898511642243709,0,0.895864201102541,0.896174480541822,0.930770517767405,0.895814379712054,0.930953665831309,0.896242867598255,0.896335855286885,0.895591663173816,0.929310198951377,0.895298449319534,0.866906225110761,0.866895901079809,0.866895901079809,0.866855201475052,0.896370039008403,0.895814379712054,0.89583957051389,0.857451702755187,0.866444307774226,0.896084466638038,0.866358701801527,0.929299318749742,0.866291593760196,0.896041164382283,0.897257230040732,0.896963219144273,0.89576506775723,0.858800119211683,0.894543411955866,0.897848384598769,0.897524763940222,0.897651436076172,0.896914901477384,0.860448628626449,0.896514063584735,0.860405085302411,0.864019490926172,0.863056014880174,0,0,0.898332587983297,0.897090484615373,0.898798596387712,0.898449703842668,0.89788191448894,0.897765145249006,0.897765145249006,0,0,0.860635514707618,0.861930533032624,0.868405871509861,0.861544139399637,0.897289140754101,0.897867693931327,0.898511642243709,0.898223440706774,0.901473365940417,0,0.898511642243709,0.897660207255952,0.85867343896711,0.896012888459684,0.861673106972311,0.869050473263797,0.858936924339038,0.894669741162487,0.85686806056259,0.894555653705389,0.862675437705123,0.862188883789525,0.866088616363796,0.896205563635496,0.865597708657558,0.865597708657558,0.865597708657558,0.865597708657558,0.865597708657558,0.865597708657558,0.865597708657558,0.865597708657558,0.865590800115795,0.865590800115795,0.865590800115795,0.865577062385305,0.865563429083597,0.865556651086897,0.865543171409195,0.865503329057155,0.860387697984041,0,0.857812395153654,0,0,0.862968977693963,0,0,0,0,0.863429890687683,0,0,0,0,0,0.898301502368697,0,0,0.895495319571038,0,0.896692163625805,0.896630694652306,0.896012888459684,0.896319016354032,0.895930735198629,0.86557005420736,0.897228253501017,0.930443208198689,0.896532954312511,0.898449703842668,0.898332587983297,0.897766737571209,0.896938886433625,0.896734419998323,0.896692163625805,0.896319016354032,0.859359226393404,0.897064245241614,0.896987910119403,0,0,0.860605735581402,0,0,0.89577701430906,0,0,0,0,0,0,0,0,0.89761473650501,0.897543708250553,0,0.897286720907175,0,0.897228253501017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900151964269467,0,0,0.899029847776444,0.898944570118396,0,0.898643241715206,0.899889771140611,0.897848384598769,0.867243958264307,0,0,0,0,0,0,0.899029847776444,0.897685836025943,0.900322876727121,0,0.896755951260725,0.896755951260725,0.86042903185206,0.860387697984041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863995759283323,0.897012970357199
"Resolution of D-Loop Structures",0.72407468691582,0.84168523792282,0.841180852812609,0.828030057763282,0.834668904358416,0.820240289190441,0.710529651765204,0.833309328983947,0.835156183142159,0.835156183142159,0.829374051301028,0.731122932940534,0.733659141382215,0.726104686881292,0.727016087039239,0.727024529744396,0.726670574445753,0.726587456213268,0.725963729697176,0.72581122050635,0.840037682908994,0.724357948306042,0.724899686701489,0.72345552732614,0.723421082575817,0.727882860687451,0.720847908996667,0.836202463765026,0.734223117521668,0.719983382626854,0.719983382626854,0.716750747056609,0.722833531906868,0.730863322068135,0.730135410080734,0.722451537926264,0.728445678603131,0.829728042499367,0.72136690802644,0.713182726819705,0.724472440421526,0.711988366864692,0.723261292210393,0.71910185146003,0.719307870381871,0.711249674552428,0.707103546902558,0.710277161142685,0.721602480298261,0.721568238196816,0.721568238196816,0.721433248288191,0.72453813987925,0.718140406556468,0.724597317365564,0.72160509143965,0.720070421708898,0.72359097126639,0.719786489162095,0.719592859350634,0.719563909399433,0.723035840897871,0.722925962465236,0.721950805475751,0.722120100845594,0.72607743497564,0.713924940035387,0.7195125810573,0.720157968022197,0.718081400745825,0.715638508762379,0.719019708882362,0.711962727998047,0.729238990135442,0.743388721289861,0.740193124079788,0.729550460006433,0.840848754967772,0.729734537756972,0.728746271176453,0.727578533182654,0.726881085138375,0.726356742156806,0.725969449230421,0.725969449230421,0.834277133730914,0.834116876709318,0.730003264003441,0.729170622491724,0.728135903933254,0.728805270325871,0.724390667233485,0.72363965844375,0.723431184379167,0.722475295510735,0.720729045446599,0.829583847874784,0.720934478869033,0.720340602874501,0.725657269847704,0.720157968022197,0.723762050550783,0.722774409314682,0.723399717343543,0.71889869811495,0.723399717343543,0.718520299958482,0.720934478869033,0.72181741272216,0.72086168485524,0.715782526794756,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.7192334728172,0.719210558997108,0.719210558997108,0.719210558997108,0.719164994550114,0.719119776465987,0.719097295629609,0.719052587075994,0.718920440449672,0.719414120804845,0.725552221547659,0.716405338913977,0.739225837379878,0.730485077120678,0.597877246020944,0.725206691766932,0.724275452301075,0.716399143543132,0.722820949722842,0.610503549592677,0.729874902119042,0.722179715987219,0.713081463970289,0.712981967165622,0.712884174322218,0.606072414859585,0.712646768288099,0.712646768288099,0.604157888789802,0.723478015614361,0.598341941726528,0.598138065272062,0.604347492900961,0.597104310147021,0.595816483446932,0.604883451432567,0.600120011162391,0.604089201938034,0.607599450932113,0.609793922222005,0.609405479649907,0.601906021514723,0.599160256535293,0.598482095025289,0.598341941726528,0.602726990955256,0.598848643522456,0.607834567450539,0.607581383881958,0.746413516457884,0.746413516457884,0.611021431824888,0.743388721289863,0.740257256950605,0.60674062367098,0.738374521802232,0.737648665292192,0.737015361759911,0.736603853610394,0.735947569256574,0.735702499698209,0.735066232099918,0.733603287624145,0.609660402511813,0.609424820430948,0.733717458829502,0.608572460851344,0.732253056955869,0.608378539808082,0.732808891880609,0.732808891880609,0.732077756725948,0.731898832141933,0.731898470696344,0.73073191934312,0.730685386944773,0.730578781453537,0.730542145612983,0.729550460006433,0.736705909991132,0.729726505826534,0.729534211476231,0.728519040435706,0.728519040435706,0.729441424256401,0.729200325879415,0.728805270325871,0.728703118186245,0.728430892762259,0.728043768368185,0.728008132699179,0.73202611553646,0.727856589221399,0.727678115871628,0.727353612781422,0.727221268526618,0.72684063978185,0.727097142623972,0.72696004903055,0.726927668898898,0.726492642566277,0.726308564815739,0.725240772312402,0.726037986943844,0.725458260721305,0.724359435155745,0.724100722187466,0.722952344438043,0.723225750956732,0.612992655973604,0.720531274990836,0.621481640439116,0.606095426601267,0.605812582988004,0.712884174322218,0.603201120092666,0.603081756938297,0.6021768232794,0.6021768232794,0.614162239554424,0.603420785967772,0.603081756938297,0.601648104581437,0.599663067921897,0.618642592960882,0.614353955246958,0.613071684394637,0.610665659510199,0.606394540405214,0.606812037218155,0.606812037218155,0.610435351925091,0.610298258331669,0.601648104581437,0.599349454920356,0.615670690494693,0.624090232097529,0.622207496949157,0.621251184619294,0.625803015859844,0.625803015859844,0.625803015859844,0.625803015859844,0.625803015859844,0.625803015859844,0.625803015859844,0.625803015859844,0.625803015859844,0.618486073002543,0.615061116715831,0.614305518035305,0.613674445383572,0.612992655973604,0.612992655973604,0.612992655973604,0.612992655973604,0.611961236402877,0.61126996033993,0.61093409250246,0.610760644045822,0.60975076078291,0.609078377615362,0.609188626971739,0.608527241917703,0.608494049610658,0.607412161849003,0.607412161849003,0.60705017733833,0.606394540405214,0.627407444126574,0.627407444126574,0.622564046680996,0.621251184619294,0.620219765048568,0.619021074192222,0.617989654621496,0.617091903331585,0.616302582789601,0.616060159768607,0.616060159768607,0.611871879549749,0.611178491817195,0,0
"Post-translational modification: synthesis of GPI-anchored proteins",0.781866905380866,0.723995075661795,0.723721858706356,0.721244499028206,0.720194445436989,0.722347454658955,0.781314585697935,0,0,0,0,0.77808787940536,0.733600747443533,0.78839889751608,0.782749057137591,0.781768524054404,0.7825618987601,0.782516875007492,0.783875274530423,0.782807556504416,0.724217369934767,0.785472685298833,0.78231379392915,0.781531517014718,0.777772266754222,0.725374494520288,0.783571355869863,0.72567135430447,0.664917479507422,0.783103056433827,0.783103056433827,0.777188494623315,0.781194592527238,0.661889521237105,0.660510117165954,0.72243243806625,0.662310925734179,0.722164268883785,0.72184491223924,0.779011119844811,0.657442581472079,0.782104747204027,0.657771629152585,0.726468178314044,0.72350130015475,0.781704609966672,0.779458722151141,0.781177815762096,0.721972517788234,0.721953969416137,0.721953969416137,0.721880847646475,0.661601141356161,0.714857913171768,0.66064809045308,0.720988825844752,0.721457863916898,0.661088076003013,0.720988825844752,0.657937259473379,0.720868258120079,0.65787241302093,0.660057222271582,0.662666861318852,0.657376371991979,0.658311980105571,0.716085886232818,0.661119303038347,0.657821611901077,0.663903326396883,0.662580052777835,0.661273726943943,0.658722033717776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783875274530423,0,0.664003328701573,0.725798965166858,0,0.726696592773181,0.72676168018014,0.780753398843153,0.722632542241256,0.784258160476626,0.661354110726923,0.722285196680444,0.778956267457505,0.778902371707022,0.77884939896378,0.783395753510681,0.778720800096502,0.778720800096502,0.779835255298191,0.658111931649386,0.783681792326149,0.783571355869863,0.782461392213402,0.783011388055162,0.78231379392915,0.78275171196171,0.727237846504162,0.659992395421357,0.661893838433014,0.662199645894456,0.665127098302164,0.660972614263887,0.662623144656887,0.662255795939988,0.662179877248482,0.661509472977495,0.662599678436461,0.784350282017119,0.784213136724019,0,0,0.786076553003571,0,0,0.725740619926388,0,0,0,0,0,0,0,0,0.66069952593742,0.660571915075032,0,0.663248071419867,0,0.663143027642874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787393457154859,0,0,0,0,0,0,0,0.662310925734179,0.729025820860777,0.728842174521177,0.659624891568105,0.659757643917982,0,0,0,0,0,0,0,0,0,0,0,0.663955198142546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726942484284713,0.659618380164301
"RA biosynthesis pathway",0.465357525399885,0,0,0,0,0,0.466155868720647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473476243248545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472443211372894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481542383976271,0,0,0,0.380959701323542,0,0,0,0,0.376757126007631,0.381860720724074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473382889861306,0.471721105773593
"Defective homologous recombination repair (HRR) due to BRCA1 loss of function",0.675464223006277,0.812207627899388,0.811575056028464,0.805839291774597,0.803408130927722,0.796639536132576,0.659999866772456,0.812460261358274,0.814776483559388,0.814776483559388,0.807524854035396,0.684303742818259,0.687484514983268,0.678010136535711,0.679153164137836,0.679163752511065,0.67871984137857,0.678615599094716,0.677833355842008,0.677642087261275,0.822036008032466,0.675819473754057,0.676498892046592,0.674687707339745,0.674644508641539,0.680240223642997,0.67141737684835,0.816088670770546,0.688191822622743,0.670333135755297,0.670333135755297,0.666278943255787,0.673907635132797,0.683978153240094,0.683065246339365,0.673428559438251,0.680946078702361,0.807968810191299,0.672068276687827,0.663327206570855,0.675963063424396,0.661829306462381,0.674444108414875,0.669227568187608,0.669485945709458,0.660902879475252,0.655703035801305,0.659683207017352,0.672363718384473,0.672320773837266,0.672320773837266,0.672151476969999,0.676045460045646,0.668021777237155,0.676119677171562,0.672366993133392,0.67044229535152,0.674857573628329,0.670086202876325,0.66984336309057,0.669807055665104,0.674161359864857,0.674023556420029,0.672800568530826,0.673012889407619,0.677975958704933,0.662734972591121,0.670581786115004,0.670552091089093,0.66947085210629,0.666407112275063,0.670647626204921,0.660742714983549,0.681941006090303,0.699686815251215,0.69567907421174,0.6823316343524,0.821915791872009,0.682562494472368,0.681323065260139,0.679858552941016,0.678983852230567,0.678326250302713,0.677840528963842,0.677840528963842,0.813674028472099,0.81347304299111,0.682899516047854,0.681855263177949,0.680557576467619,0.681397058725795,0.675860508020789,0.674918634389738,0.674657177763833,0.673458354884931,0.672791381455793,0.809379237440449,0.673049024676714,0.672304218294939,0.677449010871434,0.670552091089093,0.67507213179195,0.673833486852054,0.674617713550489,0.668972784513427,0.674617713550489,0.668498218502368,0.673049024676714,0.672633274726948,0.671434653767226,0.665064655026203,0.669392640404199,0.669392640404199,0.669392640404199,0.669392640404199,0.669392640404199,0.669392640404199,0.669392640404199,0.669392640404199,0.669363903160073,0.669363903160073,0.669363903160073,0.669306758754143,0.66925004873734,0.669221854517408,0.669165783525554,0.669000052545481,0.669619199105497,0.677317265111395,0.665845751492998,0.694465956803842,0.683503779375293,0.517473493158268,0.676883920796842,0.675716011833495,0.667361058290933,0.673891855254428,0.533464647114485,0.682738531681492,0.673087655416585,0.663200208313346,0.663075424931353,0.662952778563206,0.527940948756542,0.662655037063446,0.662655037063446,0.52541585070368,0.674715910905365,0.51805628877602,0.517800598218096,0.513873241091285,0.516504119792613,0.514888998868923,0.514545410598694,0.520286244987862,0.525329707458269,0.529732067338919,0.521905640319218,0.521418477158364,0.522526160257347,0.519082573888537,0.518232061281233,0.51805628877602,0.513042686511517,0.518691766105866,0.53015094294302,0.529833414133342,0.703480345829059,0.703480345829059,0.534147731743579,0.699686815251215,0.695759506106453,0.528778979240461,0.693398283954673,0.692487954919809,0.6916937007038,0.691177609973186,0.690354534483547,0.690047181816105,0.689249210232664,0.688708015595852,0.532440804156852,0.532145350158248,0.687557653495867,0.531076367979641,0.687244158457692,0.53083316294709,0.686418179147626,0.686418179147626,0.685501229929026,0.685276832625116,0.685276379320074,0.683813355219843,0.683754996862935,0.683621298159946,0.683575351517722,0.68385471104133,0.680548368865728,0.682552421270044,0.682311256345711,0.682561161738719,0.682561161738719,0.682194887753423,0.681892515521731,0.681397058725795,0.681268945169757,0.680927535119622,0.680442025144642,0.680397332862182,0.678741432845128,0.680207275425265,0.679983444034351,0.679576470230531,0.679410491395765,0.678933127904394,0.679254819563118,0.679082884370887,0.679042275003072,0.678496689069713,0.678265828949745,0.678449739418424,0.677926485168199,0.677199424646804,0.677344415167542,0.675931929643489,0.675579719918145,0.674399534542911,0.536430403185851,0.672543348703275,0.547232760655724,0.527780280095541,0.527425553300483,0.662952778563206,0.524814638891742,0.524000702509971,0.522865784832821,0.522865784832821,0.53796275336284,0.524425893942333,0.524000702509971,0.522202695123804,0.519713172082469,0.543705769958435,0.538327198054769,0.536719044967651,0.533701541810193,0.528155412062666,0.528868542156239,0.528868542156239,0.533412702792049,0.533240767599818,0.522202695123804,0.519319856024732,0.53997857447788,0.550504311842367,0.548143089690587,0.546977321145079,0.541983358929973,0.541983358929973,0.541983358929973,0.541983358929973,0.541983358929973,0.541983358929973,0.541983358929973,0.541983358929973,0.541983358929973,0.543887447025488,0.539592056534661,0.538076922073545,0.537441409002062,0.536430403185851,0.536430403185851,0.536430403185851,0.536430403185851,0.535136853883239,0.534837398173191,0.53384866688953,0.533787080738986,0.532364597783198,0.530290364078642,0.531659600689821,0.529599160210124,0.530916053354077,0.529431656518652,0.529431656518652,0.528977675593113,0.528155412062666,0.554698160867684,0.554698160867684,0.548623840032774,0.546977321145079,0.545683771842468,0.544180440157399,0.542886890854788,0.541760980907039,0.540771058798132,0.54046702527129,0.54046702527129,0.535214316179848,0.534344707687494,0,0
