"","RELA","FOS","TERT","NCOA2","TP53","GPC1","AR","APOB","AGT","CD36","HDAC2","FOXO1","HIST1H2AC","NOS3","ALB","FN1","ARNT","PLA2G4E","SMAD4","ACACB","CABIN1","MAPK12","GNAS","IRS1","HDAC5","RXRA","NCOR2","HDAC9","PTK2B","MAP3K1","HTT","FOSB","MAPK9","PELP1","PTGS2","GNG12","PRKCD","KDR","MTOR","ACTA1","VWF","PENK","PSMD1","DVL3","MAPK6","PKN1","TEK","MET","ADCY3","ADCY8","PSMB8","PRKAG2","PSMD5","ADCY7","HNF4A","SMURF1","SMARCE1","JUP","F8","PRKG1","ADCY5","ROCK1","HNF1A","TRIO","EDNRB","CXCR4","INCENP","PSME4","KAT6A","THRB","ATM","ALOX12B","GRM5","GRM1","BRAF","AGTR1","TLN1","FGFR2","P2RY6","CCKBR","TRH","CHRM3","GRP","MYF6","RPGRIP1L","ADCY1","CENPK","CEP76","CEP70","CEP72","PCNT","CEP164","EGR1","NCBP2","PLCG2","TIMP3","ITIH3","GTPBP2","F13A1","E2F4","DRD2","CTNND1","PLD2","GPSM1","RAB5A","TCF3","VLDLR","MKS1","AHI1","TTBK2","NPHP4","MARK4","MED12","NTF3","MPG","DSCAM","ARHGAP5","HGS","MAPK7","DDX17","SLC9A1","MAD1L1","CBX4","TCF7","BMP2","ERCC2","COL18A1","FOSL2","IFNGR1","EHHADH","STAG1","RAD21","ATP1A1","PPP2R3A","LPL","TIAM1","DGKA","PIK3C2A","FBXL3","NUP85","FLNA","ITGB6","VAMP4","TUB","EGR2","MYO1C","CXCR5","CCR9","TAS2R40","TAS2R38","P2RY13","NPBWR1","HCAR3","C3AR1","HTR1E","HTR1F","HTR1A","S1PR5","PDYN","STK3","RPA1","GLI3","WWP1","ITGA4","SMO","ACOX1","UGT1A6","SPTBN5","EPHB3","EFNB3","WNT5A","HLA-DPB1","ITPR2","ITPR3","ITPR1","DGKD","DGKZ","DGKI","SPTBN2","KNTC1","AHCTF1","NUDC","NUF2","CLASP2","ARPC5","GIT2","NRG1","PBX1","CYP1A2","IGF2R","CEP97","SMARCA2","ITSN1","FLNC","ETV5","CACNA1C","USP7","KIF5A","RYR2","DCTN1","DCC","ARTN","CDON","CALML6","RAPGEF1","GNS","SMG1","RARG","RHOBTB2","DAB2IP","SMPD1","KL","NOTCH2","FZD7","KLHL20","NOTCH4","BRD1","EXOSC4","ARID1A","CUX1","NUMB","PHF20","TBC1D4","ANK1","SEC23A","INTS1","ABLIM3","ABLIM2","CACNA2D4","TRIM68","TRIM35","GBP7","SH3BP2","CDK13","PYCARD","NCF1","XAB2","FCHO2","MYL12B","MYH11","LEMD3","EPHA5","CACNA2D3","KLC2","CACNA2D1","TNC","SYNJ2","SYNJ1","MYH9","CACNG4","COL4A1","HIST1H1E","CCNA1","STXBP1","RFC1","ITGA10","SF3A1","CITED2","GRIN3B","MEIS1","KIF23","MAP4K1","SEMA3A","PLXNA1","USP9X","SNX18","PACSIN1","AGFG1","LRRK2","SYT2","RB1CC1","ULK1","ASH1L","POLR1E","CACNA1H","COPB2","COPG1","ANK3","GPC5","NOP56","CACNA1A","KIF4B","GPC6","RASGRP2","MED14","SRSF9","WIPF1","WIPF3","NCKIPSD","MYLK3","DDX20","SF3B2","PIKFYVE","AKAP8","CAT","SYNGAP1","FGD3","DOCK8","MOS","PIK3R4","FOXM1","RBBP8","ADAM17","COL6A6","NFYB","NUP93","MYH14","CRHR1","FAT1","MTA1","SLC32A1","SYNE1","GOLGB1","COG7","COG4","ERCC6","ZNF830","LRP1","PDE3A","MAPK8IP3","POLD1","POLE","IFT122","WDR35","MED21","PKIA","COL6A5","COL6A1","OR5D16","OR9A4","OR2V2","OR2M4","OR13J1","OR56A1","OR7G3","OR56B1","OR5I1","OR5M11","OR13D1","OR2B2","OR5H1","OR2A14","OR6K6","OR4Q3","OR6N2","CBLC","TNNC1","CRTC1","ASAP2","CUL2","ARHGEF11","ARHGEF9","ARHGAP40","ARHGEF16","ARHGAP31","ARHGAP36","SYDE2","PLEKHG5","FAM13B","COL7A1","SRGAP1","ATP6V0A1","LHCGR","MATK","PNPLA6","LIG1","PMEL","MBP","KCNC2","GGT5","AKAP10","KCNMB3","PYGO2","AQP2","IHH","RGS22","CCNY","TFIP11","MYO10","HRH2","CTDP1","PPFIA2","POU2F1","HCST","INPP5E","NOXA1","SNX4","NUP88","IQGAP3","ALDH4A1","IQGAP2","ALDH1A3","ALDH3A1","TICAM1","TRPC6","PRDM15","PLXNB2","FGF5","DPYSL2","RPL19","RPL3L","APBA2","LEO1","PKD2L1","CASQ2","PGM1","AKAP6","CPLX2","PCSK1","CWC22","DHX16","TXNL4A","CSTF3","PRPF6","ARFGEF1","TAAR5","CALCR","VIPR1","LMAN2","LMAN1","PTPN12","ALDH3A2","CYP51A1","LIPC","THBS2","FDXR","ANKHD1","DTX4","ABCB4","PPP4R1","RNF34","DUSP16","RNF5","DUSP3","MFGE8","C4A","C2","GORASP2","STXBP4","BAZ1B","ZNF541","NRCAM","ADSSL1","SETDB1","GABRA5","GABRA1","SF1","SNRNP27","PRPF40A","PRPF31","PRPF3","STRA6","UGT1A5","SELP","TP53BP2","KIF21A","SSH1","PIK3C2B","INPP5J","C6","SULT2B1","TRAPPC9","SEC16B","TRAPPC1","PFKM","ACVR2A","DLD","REN","CPB2","DPYD","TAS1R2","LRCH1","TBX3","UBE4B","HUWE1","UBE2H","EP400","PHACTR2","MRVI1","DLGAP3","IBSP","CYP26A1","CNDP2","SCN3A","SMPD3","CEL","EOMES","DGAT1","RTKN","ALDH2","FMN1","LIMA1","NR5A1","ESRRA","ACLY","PLIN3","TRPV4","MAP3K12","MED12L","GBA","DNAJA1","UBA1","RBBP6","LAMA1","SOX7","STIM1","AMPD2","AMPD1","UNC13B","SLC18A2","CYP46A1","PDIA3","PKD1","PTPN2","WNT7A","APBB3","LEPR","IQSEC1","PPARGC1B","EPN3","PBRM1","APPBP2","BDP1","TEAD2","COL5A1","TNN","TNR","TNXB","FBXO40","MGRN1","KLHL25","KBTBD6","RNF213","FBXO21","RNF123","DET1","UBA7","BACE1","CETN1","DYSF","STX11","SYNE2","TTI1","DOLK","MAP3K4","RNF43","TEX10","GRK6","ARHGEF15","IBTK","GAB4","CUBN","ADAM8","LSS","PHLPP1","PFKP","TTN","KRT19","PHF10","GEMIN5","RBMS1","DICER1","HSPA14","MYH8","ZC3H11A","SETD1B","SETD1A","USP19","SDK2","IQCA1","TACC3","FOXG1","DRAP1","SH2D3C","ASXL1","AMT","CDX2","IL21R","OCA2","FBN1","EPX","SCAF4","BANF1","PPP4C","ADAM15","COL12A1","COL27A1","NDST1","NDST4","HS6ST3","XYLT2","B3GAT1","TTC37","ZCRB1","KANSL1","BCOR","AMN","SAMHD1","ABCA7","ZBP1","TAOK2","MBD6","FOXK1","MAN1A2","GCC2","VPS54","NALCN","CNOT1","CNTFR","NPNT","SCNN1A","SCNN1D","IDI1","PDIA5","SYVN1","BRF2","ZMAT5","PNPT1","INO80E","HPR","IDH1","INSC","IFT88","EPC1","BRD8","DCLRE1C","TAT","SCLY","BCAT2","MMP13","BMP1","GLS2","L3MBTL1","BANP","DGCR8","PPP1R13L","USP42","DROSHA","ZNF385A","USP24","RABGGTA","TP53RK","MIA3","PAIP1","PPP1R16B","TRPM8","RPAP3","ISL1","LIN54","MPHOSPH10","LRFN2","BEGAIN","SLC3A2","CHMP6","LATS1","GPT","ABCC3","MCM7","LTB","ACAP1","VPS37B","NCAPH2","SMC2","ALPP","MRPL2","ELF1","JARID2","PHF1","ATXN7L3","EVI5","TMEM87A","MYH4","ANKRD28","PELI3","MYO1A","HHIP","ATP2A2","DLG5","KIAA0753","TAX1BP1","PPP6R2","SCARF1","VPS37C","VPS37A","TNKS2","CHD7"
"Phase 0 - rapid depolarisation",0.922709194679114,0.923413317699422,0.923984338060207,0.922570013374092,0.942665040069374,0.923691556766647,0.924037261105485,0.92257229341707,0.922325046419742,0.923104002931903,0.943533116064968,0.924023786567304,0.922450578796964,0.944062253207716,0.922824912518516,0.923255696448011,0.923153326811216,0.923392254309292,0.92319075829145,0.922466523382268,0.945266881078428,0.923436638741557,0.923452461216974,0.923784314489594,0.945923739987915,0.923105693504568,0.923444521935433,0.944780488982198,0.944593974249345,0.923909488567287,0.925708762378909,0.92536800612738,0.924349551567789,0.923249031656919,0,0.942537190682066,0.923795121092085,0.923262400929395,0.922916130159285,0.924010477258905,0.922592550795762,0.922399023406895,0.923111562087618,0.923587852962336,0.924121829420977,0.924424619851544,0.923315697959299,0.923413317699422,0.944468048572399,0.942811333816299,0.922927290343956,0.924023786567304,0.92319075829145,0.944468048572399,0,0.922536485068974,0.923408100061257,0.924739279756265,0.92236870769202,0.923408100061257,0.942811333816299,0.9237525183453,0.925191460453563,0.923165794380643,0.922649782471658,0.922738538082131,0.922506415360115,0.923229270675584,0.925151710685283,0.924765806299545,0.922988979368142,0.923810373984397,0.943618535994312,0.94358934259966,0.944422686714535,0.921977879750981,0.923543745129902,0.923633789182123,0.922526255200507,0.922519125375161,0.922519125375161,0.922512040563175,0.922505000185066,0.924837836268531,0.922968127575726,0.921977879750981,0.922201781149792,0.922936635134361,0.922936635134361,0.922926334901613,0.922906019107804,0.92277340433556,0.92337934299422,0.920835053595524,0.943685540189416,0.923984338060207,0.923053577993735,0.923040268685336,0.922915429852947,0.9243678291638,0.922316382914966,0.923817058936563,0.923104002931903,0.922415208180406,0.923413317699422,0.924167698595237,0,0.923011573301179,0.923056812141305,0.923056812141305,0.923033959132305,0.923011573301179,0.923245419504367,0.924663811869371,0.926053100107036,0.925643321903915,0.924765806299545,0.924444243614835,0.924820967364475,0,0.922771644087503,0.922379651814559,0.923921611935652,0.924279414203315,0.924713408265826,0.922183493732758,0.924023786567304,0.92440632725863,0.944498403853257,0.923259237469909,0.922011442381306,0.921989776855782,0.922892230450968,0.944850626346672,0.922886071131263,0.924078719615261,0.923600067747183,0.92255988040429,0,0.921595379193667,0.945189234243078,0.92377361321111,0.922718697034193,0.925548357924725,0.923392254309292,0.923909488567287,0.922286871514086,0.922286871514086,0.922420654647571,0.922420654647571,0.922420654647571,0.922415208180406,0.922415208180406,0.922415208180406,0.92240978765216,0.92240978765216,0.92240978765216,0.922399023406895,0.922399023406895,0.923184614501486,0.922897651506572,0.923731820536997,0.921338614610181,0.923652711336166,0.924464236379805,0.923764790685368,0.923361245822951,0.944274687989993,0.923997329074374,0.923984338060207,0.923082518238811,0.922541512724052,0.923431347129132,0.923404563282552,0.923391415098021,0.923622613328791,0.923622613328791,0.923622613328791,0.943922112183835,0.922464071188566,0.922464071188566,0.922453157111975,0.922421051190844,0.922410554365191,0.923324611010546,0.924739279756265,0.924639412043239,0.924092899470462,0,0.922676843467208,0.923116126300268,0.923576179657536,0.923398036431146,0.945164578125577,0.925425818620454,0.943953535995857,0.923971500407837,0.923624448162661,0.944551979918635,0.922807403723069,0.924663503346694,0.924133365779913,0.925006503397543,0.944485412839091,0.924940903919122,0.92454579670893,0.922201781149792,0.923473928567931,0.923578889970944,0.92536800612738,0.923562343528416,0,0.923408100061257,0.924570276320752,0.922786213502316,0.923473928567931,0.925151710685283,0,0.923580939596766,0.924427330269824,0.924151555528919,0.924849680892054,0.924918111566097,0.944307109947559,0.922738304944904,0.922277432149741,0.925854162837396,0.925854162837396,0.944565797884176,0.923986907926008,0.923986907926008,0.923673500226962,0.924808594990701,0.92459282190236,0.924331581446823,0.925232815905209,0.92204909841953,0.923178400513241,0.924484612677044,0.924444243614835,0,0.924663503346694,0.944945318393719,0.923624448162661,0.944565797884176,0.924940903919122,0.922733002289237,0.922704571844097,0.924050905139752,0.879345105770158,0.923303574590934,0.925320919222538,0.923229270675584,0.945441978698006,0.922695836656237,0.924107267669722,0.9213180458164,0.924135418283738,0.944449270861316,0.923526095811438,0.921705254978968,0.925417385074637,0.925076550070968,0.924688159464194,0,0.923085642790295,0.923085642790295,0.92307580251264,0,0.923046797359813,0.923287413835078,0.923259237469909,0.923129130508589,0.922989635456701,0.943541183912223,0.922830724765205,0.922815123428599,0.944374980593703,0,0,0.945006462699519,0.921789365210082,0,0.945266881078428,0.923331104517771,0.921720723533075,0.924615859619781,0.924739279756265,0.924739279756265,0.92416525995423,0.924296522425281,0,0.923764790685368,0.924593777646816,0,0.924663811869371,0.925320919222538,0.92711261433289,0.925048677202011,0.923933794120881,0.924167698595237,0.923624448162661,0,0.923315697959299,0.924879208198488,0.921014085027848,0.924765806299545,0.922791403392349,0.90405376020064,0.924279414203315,0.924918111566097,0.922109825580009,0.923623754451336,0.923157101194601,0.923136206793393,0.923255696448011,0.923331104517771,0,0.944730743206572,0.925854162837396,0.922505000185066,0.922417274303144,0.922623065799978,0.922705400666739,0.923408100061257,0.924673113330347,0.923378424083855,0.923365586431485,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0.925130255991542,0,0.923879472318485,0.924973317928886,0.925708762378909,0,0.925006503397543,0.925113443641411,0.925417385074637,0.925417385074637,0.925417385074637,0.925417385074637,0.925417385074637,0.925417385074637,0.925417385074637,0.922293385784673,0.925151710685283,0.924215053388122,0.922782367326952,0,0,0.923473928567931,0,0,0.924743506678732,0,0.924410126440981,0.923826164395542,0.924765806299545,0.924203516902593,0,0.926252671766068,0.922818234228382,0,0.924879208198488,0.922818962527277,0,0.924585546477211,0.923068420179435,0.92473855380534,0.923769071182696,0.926122535738663,0.924107494289473,0.921046419817671,0.926231304255838,0,0.926353843560109,0,0,0.924879208198488,0.92314352554628,0,0.925469297504755,0,0,0.921679158176649,0.921673737648403,0.925888377168851,0.923933871565165,0.943836858095117,0.945496508133192,0.902154971091354,0.943836858095117,0.923434372120565,0.926252671766068,0,0,0,0,0,0.92568880550982,0.922847225700781,0.922847225700781,0.922847225700781,0.923012800066157,0.922996472964756,0,0,0,0,0,0.926353843560109,0.92359723573367,0,0.924837836268531,0.923136125094535,0.922786213502316,0,0,0,0,0,0,0,0.926252671766068,0.923699902285251,0.923581878054084,0.945380282977372,0,0.925854162837396,0,0,0,0,0,0,0,0.925630345383631,0,0,0.925417385074637,0,0.92473855380534,0.923693294773125,0.92426260733164,0,0,0.923153229769217,0.923272192457703,0.923116356104856,0,0.924820967364475,0,0,0,0,0.926053100107036,0,0,0,0,0,0.924262574746545,0,0.904074705418477,0.924663811869371,0,0,0,0.843600398303006,0,0,0.924837836268531,0,0,0,0,0,0,0.925048677202011,0,0,0,0,0,0,0,0,0,0,0,0.903440386052539,0.923638757979451,0.923638757979451,0.92454579670893,0.924507529665058,0,0,0.902884988839844,0.924903276743524,0,0,0.923361245822951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925120648097176,0,0.925357289156666,0.922131900131627,0,0,0.926122535738663,0,0,0,0,0.924808594990701,0,0,0,0,0,0,0.923879472318485,0,0,0,0,0,0.92200586742571,0.923473928567931,0,0,0,0,0,0,0,0.926353843560109,0.926353843560109,0,0.92459282190236,0,0,0.923473928567931,0.926707810060623,0,0.926276301050722,0,0.92468273073734,0.923747356127396,0,0,0,0,0,0,0,0,0,0,0,0.925317050103279,0,0.922774728779123,0,0,0.926659014083388,0,0,0,0,0,0.927263937115551,0.925006503397543,0.923424182792304,0,0.945652785464166,0.92418206156234,0,0,0.901079268560657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928049774040733,0.928049774040733,0.928049774040733,0.927464499718772,0.92711261433289,0.92711261433289,0.92685858574242,0.92685858574242,0.92685858574242,0.926659014083388,0.926494291145204,0,0,0.925148878174595,0.925102848402557,0.924166597210345,0,0,0,0.92538363498654,0.925524082571635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923970695345553,0,0,0.924914038558786,0,0,0,0.925691026728761,0,0.924711833206296,0,0,0,0,0.92711261433289
"Interaction between L1 and Ankyrins",0.92636392827267,0.928168988023603,0.928784592408056,0,0.938188451516564,0.927271577622199,0.927795687227454,0,0.92594978655551,0.927506525062254,0.927757942379949,0.927781160626737,0.900273696024312,0.927460017200066,0.901809057710547,0.927619700219935,0.902364889557724,0.905268364136006,0.901536867410217,0.925950896304483,0.929627075982171,0.928194129921817,0.927165227439821,0.927371577665734,0.927677612914557,0,0.901810444365749,0.928234331256458,0.928033253860284,0.927506525062254,0.930643656014456,0,0.929178320989327,0.926794501117599,0,0.926304897487583,0.92858060179198,0.928006288001509,0.927303983593533,0.927615398730532,0.926955139859434,0.903982430153561,0.927843671992133,0.904610858509003,0.902438947434887,0.928213290099096,0.928716968764579,0.928168988023603,0.926108264289983,0.926111428752373,0.927645012712851,0.928827120968501,0.927929051662735,0.926108264289983,0.904946919474046,0.900831509962311,0,0.903104606944931,0.926536555654353,0,0.926111428752373,0.927337298947881,0,0.926704764856434,0.904252767938884,0.90369523097636,0.928237237070487,0.92797057100978,0.930043110940212,0,0.927711518281425,0,0.926981655514936,0.926950182763738,0.927848592568546,0.903528404520028,0.927263638601467,0.928406673438553,0.904334749706624,0.904327063200073,0.904327063200073,0.904319425221428,0.90431183514596,0,0.928557414622594,0.92622873628823,0.928309598943232,0.928523463320132,0.928523463320132,0.928512358867687,0.928490456861032,0.928347487816768,0,0,0.927542907618493,0.928784592408056,0.902055576887068,0.902041228416914,0.902184315163004,0.929198025660148,0.903893337272363,0.928604252495481,0.927506525062254,0.926193948875007,0.928133203385778,0,0.928520125552014,0.928604252495481,0.928653023485523,0.928653023485523,0.928628386163451,0.928604252495481,0,0.930006134416584,0,0.904079234730633,0.928429702214356,0.928083032616951,0,0,0.929061225511833,0.928501357361348,0,0,0,0.926665557939661,0.928827120968501,0,0.927930221536226,0,0.928104398939066,0.928081041816589,0.92852462648256,0,0,0.950988097028345,0,0.926349916790423,0,0.927655850445686,0.928674990455327,0.927360040854779,0.926521133476213,0.907592811616598,0,0.928703898830068,0.903861521685703,0.903861521685703,0.904005750314304,0.904005750314304,0.904005750314304,0.903999878598868,0.903999878598868,0.903999878598868,0.903994034847606,0.903994034847606,0.903994034847606,0.903982430153561,0.903982430153561,0.9028752984189,0.927613059739723,0.928512358867687,0.925932296644655,0.927381112651326,0.929301960141195,0,0,0.950411352902611,0.928798597732259,0.928784592408056,0.904066068353026,0.949984090795,0.950943401528599,0.950914526457726,0.950900351691639,0,0,0,0.883919239825281,0.928592368015854,0.928592368015854,0.92858060179198,0.92854598911059,0.928534672715696,0.90157948395069,0.928401104536465,0.928293439370341,0,0,0.926476012074052,0.928716968764579,0,0.926600291793422,0.928648409241978,0,0.927404496131416,0.928770752419804,0.950498357052055,0.927987980703873,0.950270741982983,0.928319411670196,0.928552517962515,0,0.928405232579142,0.928618471073966,0.928490889106386,0,0,0.928347487816768,0.929078920490605,0.928000651892334,0,0.928652379370756,0.905669987339362,0.90099904953993,0.927550485618665,0.930043110940212,0,0,0,0.902470994492468,0.929717499319829,0,0.945053017564786,0.928770752419804,0,0.929603035255629,0.929603035255629,0.92800287754601,0.929440585340748,0.929440585340748,0.929102707452491,0.930719165862724,0.929440585340748,0.929158947800531,0.90363667731937,0,0.927016729599722,0.902830056015908,0.902786535025417,0.9037862714702,0.929137425609096,0.928412030188733,0.950498357052055,0.92800287754601,0.928618471073966,0,0,0.925109107158632,0.928096489655784,0.928324539001154,0.930225530910803,0.92797057100978,0.929436485012866,0.901769992462966,0.927719746325405,0.900184538144675,0,0.9291310537148,0,0.945091208904458,0.930329528606122,0.928764708181336,0.928345992883546,0,0,0,0,0,0,0.92734940822249,0.927319031908216,0,0,0.928000651892334,0.950295883881197,0.950279064426275,0.904404403246836,0,0,0.927794102870705,0.950549581952759,0,0.929247716153256,0,0,0.928268048025056,0.928401104536465,0.928401104536465,0.9291310537148,0,0.92582624986657,0.902644735367895,0.929842396965071,0,0.929188120477684,0.906479238800837,0.905663246306115,0.929603035255629,0.928046256470453,0,0.928396603092676,0,0.928337608935665,0.929749332053914,0,0.903133204622822,0.904620600090668,0,0,0,0,0.951150831594641,0.950647743069969,0.950625217279511,0,0,0,0.928180701439228,0.930746732066706,0,0,0.929280406384766,0.929369169778249,0,0.930444556810848,0.928405232579142,0.92839139259089,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.929842396965071,0.928373213056509,0.902945955238396,0,0.929446282246642,0,0.903392694824974,0.903507984729713,0.903835657246773,0.903835657246773,0.903835657246773,0.903835657246773,0.903835657246773,0.903835657246773,0.903835657246773,0.926738873108635,0.903549239580864,0.928134322068849,0.904610858509003,0,0,0,0.932536477494378,0.931883255077002,0.929754448681679,0,0.930161036479061,0.929460930026984,0,0.929938295318786,0,0.908136962967036,0.928444852796391,0,0.928197110220088,0.90465031098271,0,0,0,0,0,0.90459586453584,0.928018364990498,0,0.928032301284767,0,0.904845232367215,0,0,0,0,0,0.90389162288615,0,0.928804482321247,0,0,0,0,0.92703943958321,0.92703943958321,0,0.92703943958321,0.927292686911557,0.930331033243175,0,0,0,0,0,0.929938295318786,0.904680780883125,0.904680780883125,0.904680780883125,0.927514457687284,0.927496855801435,0,0,0,0,0.92788717943987,0.931339103726564,0,0.929706604454742,0,0,0.927492920899278,0,0,0,0,0.928578326844892,0.928578326844892,0,0,0,0,0.951204461411871,0,0,0.928777306772295,0.928777306772295,0,0,0,0,0,0.929938295318786,0,0,0.930329528606122,0.928886343068965,0,0,0,0.92889227349512,0,0.927665851835108,0.927794102870705,0.927626099155501,0,0.903294359650158,0,0,0,0,0.908136962967036,0.930115879464519,0,0,0,0,0.929084553207684,0,0.931288741469431,0.904985740316878,0.928726309623931,0,0,0.841774027002658,0,0,0,0,0.905174229938997,0,0,0,0,0,0,0.903317222607333,0,0,0,0,0,0.900411290705196,0,0.929086061963956,0,0.930604895831636,0,0,0,0,0,0,0.928833272411672,0,0,0,0,0.930331033243175,0,0,0,0,0,0,0.902520784886623,0.928804482321247,0.928804482321247,0.928804482321247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905663246306115,0,0,0,0.904306537664095,0,0,0,0.902945955238396,0,0,0,0,0,0,0.902331163371059,0,0,0,0,0,0,0,0.904946919474046,0.904946919474046,0,0,0,0,0,0,0.904306537664095,0,0,0,0,0.905663246306115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92853374244983,0.927991144817534,0.927938591304329,0.930127530539835,0.929886566184323,0,0.906042606135029,0.952144864899592,0.928997753729758,0,0,0,0,0,0,0,0,0,0,0.929516785438011,0,0,0,0,0,0,0,0,0.933167448758189,0.933167448758189,0.933167448758189,0.932536477494378,0.932157117665464,0.932157117665464,0.931883255077002,0.931883255077002,0.931883255077002,0.931668101298346,0.931490517152613,0,0,0,0,0,0,0,0,0.905939349797944,0.906090763223992,0,0,0,0,0,0.928834923691628,0,0,0,0.903104697404894,0.902741093760023,0.929432033826724,0,0,0,0,0,0,0,0.903044300760348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
