"","RELA","AR","PRKCA","TERT","GNAI2","ESR1","NCOA2","PRKCG","PPP2R1B","ADCY6","ADCY3","PLCB2","APP","CCND1","ABL1","NOTCH1","NCOR2","PLA2G4A","ADCY5","JMJD7-PLA2G4B","CSK","FOXA1","VWF","FN1","TGFBR2","NCOA6","STAT1","MAPK13","CREB3L2","MAPK12","PELP1","ACACB","BCAR1","CSF2RA","ACTN4","MMP2","TYK2","FLT1","SERPINA1","CASR","PLG","EDNRB","MEF2A","TRIO","CTSW","ATM","SPTBN1","LIPE","PTEN","NCOR1","CSF1R","FGFR2","AKAP9","THBS1","F8","SP100","CCNK","HTR2B","HGS","TNRC6B","PSMC4","CBX4","IRS1","ATP1A1","PLIN1","B9D2","CBLB","RASGRF1","ERCC2","HDAC9","CHEK2","HMOX1","MAP2K3","ABCB1","SPTAN1","HNF1A","PAK1","SPTBN5","SPTB","EPHB3","EPHB2","IGF2R","TGOLN2","GRM2","TAS2R19","HRH4","PSMD12","PSMC5","DGKD","MYO1C","DAPK1","PER1","CEP72","CEP41","CEP164","ITPR2","EGR1","EHMT2","GTF2A1","PRKG1","RBL1","BRAF","TLN1","ITGB4","FLT4","RELN","ITGA1","ITSN2","ROCK2","TIAM1","ARHGEF7","LAMA3","PSME4","UBQLN2","AHI1","SCLT1","MARK4","CACNA1D","CACNA1F","LAMA5","CACNA1C","BDNF","ARHGEF1","NUP43","IRS2","IL12RB2","RBL2","ELK1","JUP","NCF2","INSRR","PDCD1","KLC3","FCGR1B","RPS6","ATP1A3","TUBGCP6","COL18A1","VCAM1","ERBB4","MAMLD1","MAML3","POLR1E","MTA2","DMD","GH1","CACNA1A","PAX6","MEAF6","GRIN1","ITGB8","NRG3","KIF26A","RYR2","HLA-B","GAPVD1","LDLRAP1","ELAVL1","GRIN2A","RPS9","ANPEP","MTMR4","PIP5K1C","GATM","RPL13","ULK1","ZWINT","ADM","BMPR2","DOCK1","CBX8","COPS3","CYBB","MLC1","TNC","PDX1","POLR3E","GIT2","CD2AP","ARFGEF2","AXL","GRIN2D","DUSP10","AKAP13","COPG1","CSNK2A2","FLNB","NME4","ARHGAP10","MYO18A","FLNA","AXIN2","PREX1","EGLN1","XIAP","HIST3H2A","BMP2","LMNB1","MAP4K4","RAPGEF1","TRIM45","TRIM35","TRIM29","RGS7","TPM3","ASAP1","PHKA2","GNS","ADAM17","LIFR","PTPRF","CACNA1H","FURIN","CD101","PHF21A","CTSC","CACNA2D3","CACNB1","CACNA2D1","ACTR1B","RANBP9","NDC80","UNC5A","PLXNA4","ARHGAP35","TEP1","MAPK8IP3","OR1E2","OR13J1","OR2T12","OR10G7","OR5I1","OR51A2","OR4C46","OR13C4","OR10A5","OR5D18","OR2AT4","OR6K2","OR10K1","OR2B11","MYO9B","USP10","USP7","IHH","GRIN3A","NFKBIB","PHKB","USP18","HCLS1","C7","CDK14","DRD5","EPS15L1","DUSP9","XPO6","DUSP4","IRAK4","MECOM","RDX","CYP4F3","ATP2B2","ATP2B4","USP9X","COL3A1","KCNMB4","NCBP1","SSH1","MTMR7","MTMR2","KLKB1","SYNE1","MYH14","INSL3","TSHB","SCT","KCNJ12","ARHGAP32","ZFYVE28","PCYT1A","NOD2","CDC25B","CARD11","SCN8A","SCN10A","TLE1","ADK","CATSPERB","STRADA","ABCC8","PDPN","PLXNB3","RIN2","ASH2L","RASSF1","RAPGEF2","DOK6","TESPA1","ARHGAP40","MCF2","ARHGEF19","SYDE1","ARHGAP12","ARAP3","NOXO1","TIPRL","KCNQ2","PCK1","RGS20","MED12","ITPKC","TBP","DOCK3","EIF4H","EOMES","CNGB1","EXOSC8","NEFH","GAD1","C2","PDE11A","NUP214","TTC8","TAS1R3","ALS2","GORASP1","UBQLN4","SERPINA5","DNAJA1","MEN1","MYO6","KIF26B","KIF1B","GRK7","GRK1","PKD1","ELL","POLD3","POLD1","NR0B1","FKBP9","ACE","KIF13A","KDM4C","GMPS","ALAS1","CFP","DLGAP2","PIAS3","PYGB","ETV3","LRRK2","GOLGB1","COG1","PTPN23","ERCC4","RARB","WNT9A","CUL4B","USP33","CASK","APPBP2","RTN4R","FARP1","DAAM2","TLE4","SALL4","RALGAPB","ARID1A","ENO3","FGF17","ANGPT4","GABRA6","GABRA1","CDC42BPA","HOXA1","GZMM","SUPT16H","DYSF","ZNRF3","RNF43","HNRNPK","CLP1","EVC","HERC2","PNPLA7","BOC","NUP93","BCOR","TAF2","RPL35","RPL10","SDK2","GPR50","PPEF1","ATG4B","PRCC","DHX16","HNRNPL","SRRM2","SF3B4","FANCD2","POU2F1","MED25","FAT1","HIF3A","DPYSL2","RPL39","DKK2","SNRNP70","CARD6","UBR4","UBR1","PHAX","COL6A5","APOA5","GGCT","TP73","BAZ1B","CEL","LRP1","INTS7","SNAPC3","ALDH1B1","XRCC5","ABAT","ACSL1","PPP4R4","SMG9","LDHAL6A","CRTC1","TYMP","ACP1","ACVR2B","ALPL","FBXL14","FBXO41","FBXO40","UBE2J2","UBE3D","TRIM71","ASB18","FBXW12","UBAC1","KBTBD7","TRIP12","DPF2","CHL1","SUPT7L","TCIRG1","PPFIA3","NRP2","TKT","PLD3","BAZ2A","DBT","GSC","SLC18A2","COL7A1","RBPJL","SETDB1","CSPG4","TSR1","GTF3C5","HSD3B7","MYH6","SOX13","SOX4","TMEM173","EP400","ARFIP1","RNGTT","TEX10","PTPRM","ZMAT5","CHRNE","MAT2A","TGFBR3","TMEM87A","IL22RA1","TNFRSF21","KRT14","TRAPPC5","HPSE2","XYLT2","TNR","ANKHD1","TTN","MCRS1","GDF1","KRT17","ACAT1","PREB","IL13RA2","FBN2","ARID1B","MAP1B","GRPEL1","HIVEP1","LHFPL2","PLOD2","ESD","SUN2","CRMP1","CD109","SCNN1A","NEB","SIPA1L1","TCEA3","NDUFB10","ZSCAN10","SAMHD1","MTTP","RNF168","BRCA2","IFT57","ALPP","COL5A1","FBN1","FBN3","COL17A1","PRDX6","ADAM8","SETD1A","CTDSP1","COL11A1","THADA"
"Post-translational modification: synthesis of GPI-anchored proteins",0.831736816086277,0.832951259612777,0.871638030650829,0.831877897309478,0.831615372560017,0.832540300643131,0.872034073119169,0.872149131573664,0.830693091783102,0.870505894969242,0.870503210815704,0.871463319625877,0.83120090098958,0.832017099792825,0.831531927464257,0.831413620732624,0.872097190779509,0.832951259612777,0.870505894969242,0.832102238404716,0.872388435283875,0,0.872054682348729,0.871924520281796,0.83165539094897,0.872211932500678,0.831428621790264,0.851568906846507,0.873211882073885,0.851430629778513,0.870696581050739,0.831514906564532,0.872149131573664,0.832653373379414,0.872020560605517,0.891639299337761,0.832431169329986,0.83264421145626,0.871739865626098,0.831569144367193,0.850238043754213,0.832236561823598,0.832354368679747,0.831129384243365,0.831831748482135,0.852232084455679,0.871957100066909,0.873355874236667,0.832845504823062,0.871814465678508,0.831798487216336,0.83258230678352,0,0.851776135789485,0.85086000445079,0.852969256617133,0,0.832280265759042,0.832298455583167,0,0,0.853084925519743,0.832719953878275,0.873257517371019,0.872924790481212,0,0.83157238057852,0,0.852232084455679,0,0.831944182499074,0.833518837078501,0.832147728173888,0,0.871874084739801,0.832981744185805,0.832346114660971,0.872076346822436,0.872076346822436,0.8726027024301,0.872448038353984,0.871949266070269,0.87187092465827,0.830967696662793,0.831002069964793,0.831002069964793,0,0,0,0.872127785930165,0.833662348284318,0,0,0,0,0.832951259612777,0.832211864926809,0,0.831490941156687,0.891547559785793,0,0.851874111026438,0.872187924920369,0.872180046901791,0.832891125080369,0.873211882073885,0.832581647751758,0.872270265241718,0.831735112799581,0.832989171134231,0.831901800165552,0.832037958986147,0,0.872511412770738,0,0,0,0.872180046901791,0.872314092121469,0.852492850514857,0.872156772748672,0.833694172716375,0.833593216964453,0.852184866002794,0.833042090550554,0.853513534535153,0,0.83301956146628,0,0.873436922143686,0.834260777947307,0.873178412095224,0.872305173270424,0.832914743971902,0.870191635652509,0.873436922143686,0,0.872626896348701,0.831685201052892,0.833287857871494,0,0,0.871863719453192,0,0.831866157984165,0.832963736329876,0.854013347671759,0,0,0,0.872407912336473,0.833694172716375,0.872369328505943,0.872651694788074,0.871521640545701,0.872332169914458,0.872305173270424,0.852328162725516,0,0.870199151712352,0,0.832134441259612,0.833083728846921,0,0.870533877589744,0.87226973935661,0,0,0,0.833379335775951,0.853041300902428,0,0.873771899784362,0.833338781211811,0.873465549603419,0,0.872036747938422,0.832568249868248,0.833901632072491,0.874167713830478,0.834213306892057,0,0.833833161200964,0,0.871753935686301,0,0.873257517371019,0.871914645377088,0.873658320768643,0.833970362310445,0.873234428733972,0,0.833523923615688,0,0,0,0,0.853241558526715,0,0.832752624049016,0,0,0,0,0.832163372699647,0.873465549603419,0,0.873658320768643,0,0.833028592674781,0.833518837078501,0,0,0,0,0.872355349807571,0,0,0,0,0.833454788276075,0,0.833518837078501,0.873409132268375,0.873075287209707,0,0.833587748978984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83330547782976,0,0,0,0,0,0,0.833518837078501,0.834543804174705,0.833338781211811,0,0,0.832642948682265,0.833833161200964,0.833833161200964,0.833518837078501,0,0,0.874051706766214,0,0.875036666623904,0.874645549567577,0,0.833411341390664,0.874051706766214,0.869706724288995,0,0.832208607511652,0.832208607511652,0.874231762632903,0.853657907376624,0,0,0,0,0,0,0.834506238348683,0.833587748978984,0,0,0,0,0,0,0.873126631098557,0,0,0,0.835069646547164,0.833338781211811,0,0.831745400381886,0,0,0.833743690981342,0,0,0,0,0,0,0,0,0,0,0,0,0.872651694788074,0,0,0,0.871014677437894,0.834419913665834,0,0.870889918246727,0,0,0,0,0.852572022844001,0,0,0,0.871974552744979,0,0.83339494656963,0,0,0.873211882073885,0.872690096288231,0.872690096288231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832455388957968,0.873557020188237,0,0.833100127092569,0.87249338417426,0.872066655499016,0,0,0,0,0.85267800852551,0,0,0,0,0,0,0,0,0.875056867844562,0.832245583859908,0,0.833235810851102,0.833143185471,0,0,0,0,0,0,0,0,0,0.852388142929404,0.852344179594274,0,0.851889089999332,0,0,0.852655913053245,0,0,0.870430190935611,0.870458777570141,0,0,0,0,0.852463829208553,0.852457805906765,0.852445863898249,0.852410845663693,0.85239943196103,0,0,0.872845254973485,0.833743690981342,0,0,0.870570872708736,0,0.852445863898249,0,0,0,0,0.87259082286388,0,0,0,0,0,0.851443309311499,0,0,0,0,0,0,0,0.871065723861298,0,0.833518837078501,0,0.855703658442971,0,0.853362195564948,0,0,0,0,0,0,0,0,0,0,0,0.833188339795852,0.892789304977689,0,0,0,0,0,0,0,0,0,0,0.871850449711449,0,0,0.832455388957968,0,0,0,0.872513766597212,0,0,0.854802164463012,0,0,0,0.8707920259635,0,0,0.833454788276075,0,0,0.876308439927991,0,0,0,0.872586578011478,0.855113767268087,0.854717953221972,0.873623327666802,0.873813052646971,0,0,0,0.834738533489284,0.872516250085741,0.87314376981856,0,0.873677687707445,0,0.833518837078501,0.853907336475151,0,0.893047777130912,0.833397843514891,0,0.853657907376624,0,0.842926147053019,0,0,0,0,0.872481707054925,0,0,0,0.853581125657354,0,0,0.873902541610286,0.833467259503632,0.833587748978984,0.833587748978984,0.833467259503632,0.833534558671251,0.833587748978984,0,0,0.833467259503632,0
"Collagen biosynthesis and modifying enzymes",0.933393839193897,0.917248065233846,0.93357187172175,0.917207663478405,0.915896097253152,0.93786557094514,0.933902499730399,0.933998553943593,0.933378180120731,0.91569592680155,0.915693685990501,0.933157386455945,0.932946441363133,0.916567915234506,0.93407846504726,0.933979699075889,0.916558834946721,0,0.91569592680155,0,0.934198331784341,0.938874598730713,0.933919704926998,0.933811041769806,0.934082741309292,0.933588423826772,0.933723591088023,0.932541463171429,0.917825856490214,0.932426025370467,0.933343395635301,0.932939951221933,0.93372992262752,0.932635859648116,0.933891219082899,0.937957287599478,0.933704874576772,0.933882728467703,0.949576155633261,0.915860499223762,0.934044248461067,0.932065322224927,0.9174365189536,0.932219261236341,0.934328764532837,0.933144870230768,0.934106871657587,0,0.932979065534949,0.933256606725265,0.93403236572475,0.934099679925402,0.933949174151538,0.937709155372069,0.949525209989719,0.934222841628151,0.916789546686165,0.916454164470522,0,0.917432926293643,0.933302698115305,0.916923048181445,0.933945960489931,0,0,0.933723764166526,0,0.932874257378637,0,0.932977038003047,0.934226136722272,0.918408651738825,0,0.91892301032292,0.9340375679983,0.917892457802492,0.933439941535531,0.934206422388808,0.934206422388808,0.933762296017533,0.933633177855761,0.933831700288575,0.933766298552361,0,0,0,0.933329102628935,0.933324645590629,0,0,0,0.935122181765647,0.93417451762237,0.934159008429187,0.93405776955361,0,0.917317552590583,0.950122890370152,0.934044248461067,0.917482386783012,0.934292624209555,0.933951979425597,0.932507790999889,0.953475959705068,0.953809087334406,0.933362620826669,0.95324246491187,0.916677899946752,0.932724941415447,0.932916193581619,0.933924687562691,0.949998442279592,0.933423442148047,0.916879217062173,0.934274124693373,0.934265356101099,0.934239589104092,0.933656936941246,0.933768841869615,0.934043972912179,0.933637506987355,0.935027898610649,0.933420468971114,0.933568009059541,0,0.934079173228292,0.934278670988227,0.916636293524249,0.933051422279037,0.934458727397316,0.935500917476474,0.935320386070903,0.934128822183972,0.934377208358291,0.933384410422987,0,0.934397406159708,0.951061404095917,0.934206422388808,0.93468869491714,0.917435453708791,0.917418242282849,0,0.933802797906231,0.933894932411671,0,0,0.934143056078642,0.91748646955881,0.93457969842141,0.953666188533871,0.935027898610649,0.934182380878959,0.934050682597055,0.933937264001947,0.916729579805126,0.916707042205322,0.916356118583722,0.934733648065577,0.93339068505285,0.918227561793366,0.917862112602051,0,0,0.933302698115305,0,0.934114125206017,0.916677899946752,0.917643491463803,0.933241914606128,0,0,0.934738376675189,0.934063731409083,0.933574390010161,0.919012796636681,0.934367290943778,0.934481059557317,0.934871675393304,0.917843840863101,0,0.935005978539477,0.918939690162691,0,0.933937264001947,0.917846351074104,0.933400718527349,0,0,0,0.933381443447782,0.916969147378262,0,0.918435223608359,0.934506531107047,0,0.917863954190894,0,0.917890812459879,0.933757198864629,0.934831810988897,0.934831810988897,0.934814599562956,0.917661032008633,0.933042835246391,0,0,0.935258469882158,0.950635283291068,0,0,0.933319710318907,0.937488517676685,0.936176184993996,0,0.953890939090557,0.934350959438502,0.934019819721604,0.934061231310977,0.934632378531063,0,0.934182380878959,0.934214047391353,0,0,0.934624018554571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917707750703528,0.917197863141166,0.934418108633011,0.934339699951242,0.917279714897317,0,0,0,0.935586880190154,0,0,0,0,0,0,0.934617219519887,0,0,0,0,0,0.917701181511125,0.951092141688477,0,0.932612165986718,0,0,0,0.93499653339858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917307047301222,0,0,0,0,0,0.917214681389713,0,0.933794120380734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915780531478467,0,0,0,0.933674469394712,0,0,0,0,0,0,0,0.91811909079782,0,0.916559700249348,0.917547759179388,0,0,0.949772079406529,0,0.935633768698067,0,0.934481059557317,0.93488576960774,0.934450167345247,0.934450167345247,0,0,0,0.916558834946721,0,0,0.918980895135341,0.918159717812375,0,0.918085025417212,0,0,0,0.936465823430714,0,0.934580766798059,0.934326019887091,0,0.917965864668579,0.934554577549399,0.934198331784341,0,0.916488793687876,0.934156328606839,0,0,0.917114097282902,0.933380838725067,0,0,0,0,0,0.917862112602051,0,0.934674246590442,0.916123480061934,0.935232286160401,0.93515495974361,0.935461287230426,0.935461287230426,0,0.934240846386461,0,0.917217580892918,0,0,0,0.916406191838373,0.916369489941204,0,0.932858528277202,0,0.918577823301566,0.916629734286212,0,0.917420070956037,0.933216137418613,0.93324000238968,0,0,0,0,0.91646937699087,0.916464348559741,0.916454379016548,0.916425144754863,0.916415616257077,0.916750382196264,0.917223073218543,0,0.918596366451454,0.917867035103948,0,0.933333582738799,0,0.916454379016548,0,0.931992297434317,0,0.916747422749703,0.95484740524272,0.917931509037296,0.918390850923836,0.918383069708076,0,0,0.934587881730384,0.917098588435631,0.916970933663672,0,0.933894932411671,0,0,0.934833665803379,0.933746699170062,0,0.918677283054898,0,0,0.916426116107886,0.95123751792538,0,0,0,0,0,0,0,0,0,0,0,0.933790509988828,0.934362131857935,0.917567510986927,0,0,0.93565627956898,0,0,0.933305093123056,0,0.918528553604946,0,0.8952373717204,0,0.955246322600387,0.934386839919265,0.934114125206017,0.93517390115064,0,0,0,0,0.93515495974361,0.917420070956037,0,0,0.93342307588165,0,0,0.918355181897343,0.918398368592413,0.917185580903665,0,0,0,0,0.950283016266289,0.935221168136074,0.934890730821079,0.933706107820939,0.934690802165245,0,0.934104483557117,0.918340838892317,0.919426890507873,0,0.954549135519099,0,0.934214047391353,0,0,0.916258536676279,0.935022960284838,0.934271577091449,0.91517946568875,0,0,0,0.934271577091449,0,0,0,0,0.915916847963979,0.918460646306903,0,0.938438970666004,0.934271089870708,0.916846946029666,0.917121713916103,0,0.951076632495294,0.934271577091449,0.934271577091449,0.911250136852293,0,0.934271577091449,0.955085365425934,0.918779827713889,0.857664703257229,0.935753221342264
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0.871479313799267,0.829008436480416,0.871220949212166,0.871824272357556,0.870424122809164,0.82803005788165,0.872929883636573,0.872437737849585,0.824371962561836,0.823548120190202,0.823541729969837,0.820158099887276,0.818790470548078,0.826784462694286,0.826368996180616,0.827787908061149,0.827718020791536,0.919002183400645,0.823548120190202,0.919421061449829,0.828411392663489,0.876269675596992,0.821565969467649,0.821256089917463,0.827428996127978,0.873353317179361,0.827823621392254,0.82803005788165,0.830371789627843,0.82770085877902,0.827292431029356,0,0.826141110138106,0.826598685319116,0,0.823559857464576,0.873132375062811,0,0.82763339719053,0,0,0.821256089917463,0.830027566339174,0,0,0.825025720131933,0,0,0.827056096658202,0.827044931241035,0.82265331711864,0,0.826000291592559,0,0,0.82848128847336,0,0,0,0.829535612972773,0.825204512316491,0.822705813229395,0.826757194902778,0.824429583917205,0.829688304679457,0.825357479929728,0.824025143189778,0,0.826726287318393,0.829535612972773,0.823000176919983,0.826748989951819,0.823484762357505,0.833784951761234,0,0.831521172304375,0.825867188073376,0,0,0,0,0.825159449196869,0.824972940161762,0,0,0,0.825279811240411,0.825267100906375,0,0.873297512529223,0.833141500690907,0,0.82664291357395,0.826598685319116,0.826309977922462,0,0.829688304679457,0.829192544915637,0.827971986408959,0.823341451197928,0.828027528513801,0.822705813229395,0.821883182839702,0.826214710905208,0,0.828671222441383,0,0,0.82685272375039,0,0,0,0,0,0.826926967481044,0.826901961697117,0.826828480807655,0,0,0,0,0,0,0,0.827524112403828,0.827137083583628,0.827987737492996,0.825560354078261,0,0.824856696604989,0,0.876207265218547,0,0.828921502931836,0.824389729791416,0.824856696604989,0.827278534712493,0,0.828434464999484,0,0.830217913438638,0.830168830851066,0.82848128847336,0.828602528883578,0,0.822987289446027,0,0.829572858221863,0.829688304679457,0,0,0.829076538029737,0,0,0.827666894076601,0,0,0,0,0.824407623431998,0.87726764731924,0,0,0,0.825204512316491,0.827367655110703,0,0,0,0.828326999152713,0.822601955192186,0,0.825654184867587,0,0,0,0,0,0,0,0,0,0.827497307952417,0,0,0,0,0,0,0,0,0,0,0,0,0.828109727022856,0,0,0,0,0.830217913438638,0.830217913438638,0.830168830851066,0,0,0,0,0,0,0.827491977729176,0.826748989951819,0,0,0,0.827249559842545,0,0,0,0,0,0,0,0,0.829140820097463,0,0.832351157294925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828865272943664,0.827337572874833,0,0,0,0.826748989951819,0,0,0,0,0,0.827497307952417,0.827497307952417,0.826748989951819,0,0,0,0.920708341696179,0,0,0,0,0,0.823235291184639,0,0,0,0,0,0,0,0,0,0,0,0,0.826913049951996,0.825383784933636,0.825560354078261,0,0,0,0.829851731184721,0,0,0,0,0,0,0,0.828577782798822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828979101898954,0,0.829038140061294,0,0.826917471026636,0,0,0.830804324659652,0,0,0.828665241687446,0.87497283645658,0,0,0.821484735121213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827718020791536,0.827878198012985,0.827426219077749,0,0,0,0,0,0,0.830777105216198,0,0,0,0,0,0,0,0,0,0.827735304909031,0.829610708079844,0,0.827787908061149,0,0,0,0,0,0,0.830480434532472,0,0,0.829768580047446,0.875510920150023,0,0,0,0,0,0.829851731184721,0,0,0,0,0,0,0,0,0.824209146068899,0.875503607745274,0,0,0,0,0.824957663334295,0.825025720131933,0,0,0,0,0,0,0,0,0,0.826780721286899,0,0.829498952835723,0.878697283324668,0.831521172304375,0,0.825292587368634,0,0,0,0.824546049914963,0.824527145896846,0,0,0.831705035482854,0.877733306182908,0,0.830027566339174,0.87538969471591,0,0,0,0.875130708424183,0.827164705757203,0.876139233592934,0.830268067424569,0,0.826470689838713,0,0.826748989951819,0.877867020222849,0,0,0,0.824593943355215,0.824593943355215,0.824593943355215,0.824593943355215,0.824593943355215,0.824593943355215,0.824593943355215,0.824593943355215,0.824574675977144,0.82455555565038,0.824546049914963,0,0,0.8288939398558,0,0,0,0,0.874168918746882,0,0,0,0,0,0.831803008962029,0,0,0,0,0.882013636019277,0,0,0,0,0.827798385649263,0.882166546429957,0,0,0,0,0.826596507630716,0.826913049951996,0,0,0.827623241565286,0.832504891846113,0.835150567385316,0,0,0,0,0,0,0,0,0.829652746660982,0,0,0.827910140893383,0,0,0,0,0,0,0,0.881831793504701,0,0,0,0,0,0.831440933504446,0,0,0,0.830120773713673,0,0,0.827056096658202,0,0,0,0,0,0,0.880078220679449,0,0,0,0,0
