"","IGF2R","STXBP3","NR1D1","PTCH1","LRRFIP2","GCNT4","KDM1B","GGA1","FHOD1","FUBP3","BRIP1","PATL1","EPB41L5","ZNF207","LAMB1","KCNA5","BHMT","ACACB","ZDHHC9","LHPP","NUP188","BCL9","BCL3","CSNK1G1","ZNF416","NOTCH1","RAPGEF6","USP9X","HPCA","H6PD","PBLD","GPC1","SIPA1","MYH7B","CDH23","FLRT1","PDHA2","PDHA1","CALCOCO1","RGS6","FAT1","SMARCC2","NCOA6","RIF1","NID1","OR4D5","FANCL","WWP2","WWP1","CTSE","CTSS","UBA1","CDH17","NRP2","RNF207","HS6ST3","INTS10","DOCK8","DOCK9","DOCK1","RUSC1","PPIE","COL9A3","GLB1L2","GLB1L3","SLC17A6","PLCL1","IGSF5","ITGB4","AICDA","USP34","RUNX2","CEL","BAIAP2L1","SCN9A","RAD54L","ABCB4","GOLGB1","KCNV1","HERC1","CD58","MAP2","ZNF337","KIF16B","RNF125","RNF123","CHKB","NFATC1","CHERP","AEBP2","CARS2","MAPK8","BCOR","NEDD4","APBB1IP","PHF8","INPP4B","ATRX","SNAPC1","HSD17B8","CBX8","ERCC3","MRPS10","PFKP","CTTNBP2NL","RASA1","DOCK10","SLC12A7","CDH10","CDH18","ITSN1","ITSN2","NEGR1","CPA3","ATAD5","EEA1","WDHD1","AHCTF1","COX10","HSPG2","PLIN4","HPX","PRR5","ACO1","CAMK2D","KIF21B","MAP3K13","SUPT16H","HSPA1L","TTI1","TNKS1BP1","ESYT2","PRSS8","ARR3","GATAD2A","DNA2","KLHL5","SYNE1","CAMKMT","OTC","KCNMA1","FLNA","HDAC9","XRCC2","STARD8","CTNNA1","COL18A1","OR56A4","PREX2","UTP3","MADD","PLAU","OR10J1","DHX9","OR6P1","MECOM","CLIC2","ASAP2","SCML2","KCNK5","CUX1","UBFD1","ACOX1","KRT1","SPTBN5","PCDHGB6","PHC2","POLDIP3","REV3L","NSD1","RXFP3","SVIL","OR9Q1","ACD","CLPS","NDUFA13","ALDH1L2","MTOR","CYBB","RORC","SOGA1","WWC1","KIF4B","WDR75","PRPF6","DMBT1","AGRN","GNPAT","IL1RAP","MAPK12","PPCS","CSF3R","WDFY3","MECR","TULP3","SUN2","IDH3G","GRM3","ZNF217","IPO4","PIK3C2B","CHRM3","MMP8","TNRC18","REV1","KCNJ10","NOS3","XYLT2","CHAD","COL5A1","LAMP1","SLC8A1","GALNT10","PPL","PTBP2","SEC31A","ABCD4","KCNH7","WSB2","PSMA2","FOXO1","UBR4","TNXB","DLG2","EIF3B","MYCBPAP","GRIK3","PADI1","INPP5F","CASR","ADAM22","ZNF544","PYGB","PFAS","ESF1","BRAF","MMP14","MMP13","MMP19","RIOK1","DNAH1","DNAH7","DNAH5","DNAH8","NUP62CL","HMMR","KLHL25","POLE","POLN","DCT","LPL","PSEN2","NLRP9","KIF1B","SMTN","TRIM71","TRAK1","CLASP2","SESN1","MYO18B","PCBD2","PLA2R1","ACAD8","ADAMTS15","DSPP","POLR1A","GRM6","HOXB2","MAP3K2","TACC2","NLRX1","MAST4","SLC27A1","ZNF568","COL2A1","EXOC3","ANK3","CENPF","MIF4GD","RAVER1","MELK","TIE1","SPAG9","GOPC","RXRG","RXRB","ABCA1","NMUR2","TRA2B","FTSJ3","FBN3","ITIH3","TNFSF9","RNF31","KCTD15","STK35","CHRNB1","CSNK2A2","WIZ","BRPF1","OVCH1","CYP27B1","ZC3H15","DPYSL3","PPP6R2","DNAJA4","CTPS2","BMP1","CHD4","CHD8","ACOT12","DBN1","CDK12","MMP20","DDX24","OR2G2","RFX5","SCAF4","BRWD1","WRN","SEC24C","LGI1","DRG2","BRCA1","ZNF3","CX3CR1","SMC1A","TRIM45","LATS2","LATS1","RTN4R","F9","STAT3","ZNF398","CRNKL1","CPB2","CD63","PKN2","USP13","PDE10A","OXCT2","CUBN","ZNF451","RPS6KA2","RPS6KA6","GLRA1","RNF38","TDRD6","EIF4G1","CACNB4","MKI67","BUB1B","PTGER3","HERPUD1","SARDH","HEXA","LY6G6F","RGL2","ZNF790","TRPV5","IARS","ALDH16A1","HAUS3","ACTBL2","FBXO5","DZANK1","KDM6B","ROCK1","CCT7","ASPN","RPL27A","TIMELESS","GABRA4","DOCK2","GRIA1","MED13","MED14","ADH1B","ZNF711","RPP38","HP1BP3","LILRB4","GFAP","CACNA1A","CACNA1E","CACNA1G","PQBP1","OGG1","CRMP1","MUC5B","NCOR1","HADHA","ALS2","LMO7","IFT172","SLIT3","ZNF560","OR2AG1","EPB41","PACS2","NF1","PPP1R10","ATXN2","KPTN","MYBPC2","TRPC1","CCNB1","LAMC1","PKD1L1","KCNB1","CNTNAP2","BLZF1","ZDHHC5","CAPNS1","HGS","ELMO2","DCBLD2","PRODH2","NDST3","DCAF4L2","MUC6","MUC4","ZEB2","PRMT8","PRICKLE1","ANKRD28","ZNF585B","CD1E","HEATR1","FUCA1","RAI1","SMARCAL1","COBL","OR5C1","TRMT61A","FBXL6","TRAF3","HTT","BYSL","AJUBA","PTPN21","ARHGEF1","CDH8","CDH1","CDH2","CDH7","DOPEY1","MERTK","ZBTB2","MED24","SEPT6","BAHD1","PLEC","YTHDC1","ATP6V1H","BAZ1B","RYR1","RYR3","RYR2","ENPP1","DNM2","ELF1","COL7A1","COL4A2","PLCZ1","LHCGR","IFT140","ZNF584","ZNF326","EIF2AK3","PIGG","SAP18","ATG2A","AKAP8","AKAP9","SYCP2","SCARA5","KBTBD12","SHC3","DPF1","VPS45","DNMT3A","PTEN","E2F3","ZNF331","LIPE","GPR161","OR4N2","OR4N5","RBBP6","PPP2R5D","PPP2R5C","CAPN11","PCDHA2","PEX6","RPS13","PTPRN","PTPRM","IFT27","BRCC3","LTBP1","MBD6","SLC25A14","CCDC14","VIP","IRF2","CRLF2","KIT","TNFRSF1A","DIS3L2","GAPDHS","MAX","ERI1","MAK","RAB11FIP1","CLIP3","TBL1X","ARID2","WBP1","CUL1","ARHGAP5","IDO2","PTP4A3","GRB7","POLR2B","SIN3A","HCN2","HCN4","RNF43","ING1","CCT8L2","UBE4B","MTMR1","TEK","MGAT4B","SETDB1","UBXN7","SMCHD1","ZCCHC12","ATAD2B","PGR","BBS12","RANBP2","VGLL1","MC1R","SLC9A1","COG1","SEMA3C","INSRR","SLC12A6","STK24","PSME4","CDK5R1","SORL1","GLI3","THOC1","CEP135","MON1B","PPM1F","SEPT11","ITPR2","ITPR3","ITPR1","CDKN2AIP","CHSY1","SETX","DDX17","DDX18","GTF2E1","MYOCD","RBMS2","CNTRL","FOXK1","MPDZ","HCFC1","NCAPD3","SMC2","PDGFRA","CNTN3","UBE2E3","CDKL5","IQGAP1","IQGAP2","BMPR2","MYB","PARVG","PRPF38B","DPCD","LAMA1","LAMA2","LAMA3","ATP4A","CSK","CD74","MAGI1","HPS1","TNIK","THBS1","PDCD6IP","TTN","SHROOM4","OR1C1","PRPF40B","PAPOLG","USP43","WNT11","ACSL1","TRIM35","SLC2A8","CEACAM6","SF3B2","ADD1","FMOD","KRT85","OR2T4","TRPA1","MINK1","BZW2","LDB1","MGAM","MYH2","CNNM1","A4GNT","CAPN5","CAPN9","PRRC2B","PRRC2A","POMGNT1","FLAD1","ST6GALNAC5","ARID1A","MKL2","MYO5B","FAM13B","NOM1"
"Extracellular matrix organization",0.849936956415166,0.850086631413914,0.844427699548731,0.844052562268977,0,0.837424819487434,0.844077182735689,0.844029460547755,0,0,0.843696920196741,0,0.850535265427525,0,0.861495745612723,0,0.844166383493735,0.849220634959036,0,0.836810073701363,0.843792251051834,0.844132345693038,0.837934824866793,0.844473212115272,0,0.850084953057586,0.844490541764448,0.843979520167776,0.837645975316613,0,0,0.855598446562947,0.844670794995322,0.843778789781022,0,0.850918881069344,0.836937242375533,0.836816646176741,0.844612615976571,0.837555908570123,0.844353645275693,0.844183631621688,0.843968113280018,0.837236403168896,0.850117116855853,0.844221514762512,0.843829013324295,0.844691006395358,0.843297379553883,0.844180571560824,0.843867645841138,0.843420826801881,0.8443350841012,0.844295466256942,0.838789321590073,0.844011123111946,0.843993135825242,0.844612615976571,0.844338843488617,0.844380612928354,0.83768943274383,0.843577604929198,0.849791151297363,0,0,0.83788871893532,0,0.850820826519265,0.8572804963234,0.844943995270757,0.843936409968047,0.844377986190153,0.837792735229998,0.844595844167947,0.844240066572302,0,0.831275713409355,0.843971273327533,0,0.843329466678494,0,0,0,0.84386454367557,0,0.843328174184531,0,0.843790489402532,0.843719189747188,0.830950160989618,0,0.844994223981229,0,0.84330572170014,0.843766943693821,0.831977240994354,0.843880455868273,0,0.84393547734526,0,0.843777490932725,0.843839332769028,0.836147001719596,0.836956650693312,0.844065942924019,0.843730528608657,0.844338843488617,0,0.843851263847582,0.843851263847582,0.850161220468215,0.850185713090736,0.84477337642679,0.844670794995322,0,0.844353645275693,0.843934755051526,0.843780917154279,0,0.86945679270156,0,0.844316521958799,0.843099349238779,0,0.850033865611973,0.84386454367557,0,0.843939264478465,0.844053916063532,0.844213050222677,0.843975655046406,0,0.838840029353396,0.843808215675137,0.843787377083503,0.8437281766803,0.843329466678494,0.843865039855997,0.843904025585463,0.837357348156929,0.844401198216993,0.850117116855853,0.843918916346484,0.843767492765138,0.844270123910703,0.850217930562155,0.850240707045514,0.844221514762512,0.844424497225547,0.843733450385436,0.844311997458947,0.845372243760711,0.844221514762512,0.843700474582807,0.844221514762512,0.83808647116093,0,0.843991001246071,0,0.844626234267267,0.850275894797817,0.836775081369787,0.844003708308763,0.844134821064314,0.849330965998874,0.837505992944699,0.84380594165406,0.84393547734526,0.844029818851403,0.844068899760981,0.843476465288332,0.844148988847639,0.844221514762512,0.837451869671941,0,0.843686219596525,0,0.84383510689368,0.843615863709229,0.837409998799551,0,0.844408171733016,0.843946995429761,0.84372260283872,0.843657864320703,0,0.864299464539382,0.836947279116324,0.837434369404536,0.844259632598922,0,0.837424931549486,0.84422990368842,0,0.844175764266001,0.836803638540385,0.837327098590817,0.850158498943554,0.844116474420534,0.831697854491122,0.84389865250759,0.849844510751768,0.850457029509002,0,0.844040974438694,0.837104982178123,0.843812118085491,0.850772279599947,0.850799125629617,0.836465611987849,0,0.844343399604924,0,0,0.837015358049147,0.849863174115796,0.837268808422237,0,0.837905150318209,0.844006995917182,0.843918450193619,0.84332305343762,0.835822853480625,0.850235199191131,0.843422510834403,0.844433932395554,0.844367215006128,0.831977240994354,0.837207958118696,0.849613717565768,0,0,0.843823764004097,0.837036589623532,0,0.843716773952669,0.839541473091042,0.856524117538398,0.844228710634975,0.843800702767196,0.837110493233172,0.83719545834021,0.837110493233172,0.837110493233172,0,0.844041179380077,0.843329466678494,0.84378751678895,0.844019063658321,0,0.843747544474357,0.844019063658321,0,0.84386454367557,0,0.843329466678494,0,0.843765315959772,0.844206503116169,0.844715197408039,0,0,0,0.850147686578685,0.843540633850834,0.84392131154661,0.850158498943554,0.844191497407038,0.843730357222116,0,0.844480382684781,0,0.831257808236082,0,0.850250133265413,0.849657178871981,0.843867561609016,0.843774585154025,0,0.8380542542946,0.844505200074962,0.844505200074962,0.8439644066403,0.837297153847254,0.843955629480929,0.844052976096042,0.844016598248094,0.849614749250187,0.843749429591154,0,0.849951240562107,0.849439618985813,0.831697854491122,0.844042282078032,0,0,0.850309281931867,0.844347006392427,0.838033520853276,0.844184795560765,0,0,0.836954100871731,0.843752802004408,0.844362129211215,0.837830161045652,0.844119578158147,0.850109929118229,0.843787377083503,0.844097951963501,0.84402532001561,0.844892256277856,0.843943097429888,0.844449101439465,0,0.844221514762512,0.844538561703533,0.843789088405881,0.837392512589368,0.84372006821991,0.849818057511534,0,0,0.843679871492158,0,0.843556464768985,0.843638507291722,0.849605503849374,0.844353238411786,0.844384326181496,0.844830510544833,0.844530792223509,0.849922111399993,0,0.843681046180422,0.844596740722284,0,0.843841406841532,0.837166235096319,0.83675105641906,0,0.838448214076866,0.837324675787248,0.844052976096042,0.843785477480499,0,0.844480382684781,0,0.843687979412966,0.849919559317268,0,0.843546786067874,0.843471769360255,0.837824414936395,0,0,0.844197732959279,0.84420650311617,0,0,0.843407920983955,0,0.844041502000319,0,0.843730622009242,0,0.843796533013899,0.844768063329054,0.843661857659002,0.843547727780671,0.843643774607592,0.837445566063216,0.844438180561045,0.84391911233752,0.855914990809642,0.843877280359025,0.843877280359025,0,0,0.843736220276125,0,0.844223784205086,0.844847430699829,0.844694227279848,0.84404727245793,0.850360788068877,0.843702298916465,0,0.843856540324213,0.837093186879343,0.843255001597914,0,0.844253878381579,0.843382505335719,0.837370115201989,0.832313416675818,0,0.844221514762512,0.856682067724227,0,0.843599519933972,0.838145865657958,0,0,0.84343554745104,0.837184351582752,0.843357826044852,0.861972833461621,0.844133467230848,0.844197732959279,0.845120630975265,0.844281744750028,0,0.869916239415432,0.849913777351676,0.844489588807297,0,0.84425367916468,0.844011123111946,0,0.837093186879343,0.837093186879343,0.845120630975265,0,0.844298542663029,0.844487930246149,0,0.844726517654589,0.843714699912901,0,0.837500069475845,0.843909785014037,0.837286129915129,0.844221514762512,0,0,0.843697411250251,0.844915452694092,0.843774585154025,0.849942003842906,0.844335599129576,0.844503358438232,0.843851263847582,0.863727085073103,0.850317398623346,0.843851263847582,0,0.844231999799526,0,0.843868732285006,0,0.837584930942553,0.843801890820432,0.838048842579892,0.843876057868898,0.844161427783053,0.837191527665772,0.837215309469005,0.843778247238661,0.85007001285791,0.856282893916765,0.844199303086465,0.836919484154131,0.849732289853859,0.843677608022916,0.8373443655726,0.843810716308187,0,0,0.837652620266091,0.844371805616287,0.843637692264352,0,0.844221514762512,0.843952448049809,0.836810073701363,0,0.844796853111234,0.844115998456371,0.83678282268444,0.843837463153435,0.843791670434022,0.843917191460408,0.844148995785975,0,0.843896536391162,0.844136268727924,0.844221514762512,0.844221514762512,0.843311809542158,0.84358237994037,0.843606132087629,0.851206040209557,0,0,0.8436602550153,0,0.844281963223838,0.837377138285338,0.843539078259974,0.851382282955662,0.844104028765359,0,0.844378556158915,0.837363273049571,0.850003223497714,0.837419863209124,0.849713967269286,0.844065572835025,0,0.837474913667892,0.849839584822662,0,0,0,0.844203365837786,0.843759282146237,0.831240936200585,0,0.843423383235826,0.843716111215641,0,0.84399976939853,0.844162052143192,0.849637783579086,0.849796356118003,0,0,0.844118423688528,0,0.83748558393412,0.836970166590164,0.844016598248094,0.84976963565044,0.844626234267267,0.843834269974564,0.84403670554369,0.844412768437593,0.844458598928344,0,0.844064618187179,0.83758873489265,0.843692741360159,0,0.837357756873776,0.845828277371709,0.843835234830353,0.837513742024823,0.844009539473858,0,0.84372941821764,0.844132719452263,0.850556317029449,0,0.843627048854448,0.843910161892236,0.844015437412099,0.844950012131297,0.844222535308907,0.837016553498243,0.850231531258526,0.850223723246507,0.850219890295084,0,0.849996991058617,0,0.844269534701596,0.843865180822702,0.843983671644413,0.838122358541891,0.838642179430548,0.844041502000319,0.844052562268977,0.850759715051437,0.843845520450535,0.843976833934186,0.83695706452038,0.849667133600016,0,0.843329466678494,0,0.857883344119122,0.844015065624587,0.843672619456399,0.855928482524846,0.850219957042574,0,0,0.856126005987033,0.855083845053896,0.862395352793095,0.837984198605469,0.848860708348742,0.843585728502467,0.850940849762622,0,0.844353645275693,0.855697592267549,0.837495286437099,0.844187741605052,0.844564596037487,0.844221514762512,0,0.837940468651082,0.844008680431936,0.843988648566972,0.837824939878129,0.850089324102991,0.850199684832509,0.850564104932746,0.843681046180422,0.843922496742106,0.843665520976728,0,0.844221514762512,0.844837796312922,0,0,0.843892912978543,0,0.844384469416778,0.844401995998389,0,0.851206040209557,0.815817971620143,0,0,0.84417761476115,0,0.837990505437235,0.844229329277911,0,0,0.844270123910703,0
"Drug ADME",0.902964858914014,0.901959140059454,0.902340146455143,0,0,0,0,0,0,0.875431516725717,0.90125301938842,0,0,0,0.903216555257967,0,0.902282057000028,0.916832834439275,0,0,0,0.900179023083252,0.902865068826362,0.901982714848522,0,0.900711943206271,0.886981580643823,0.901320999133712,0,0.901795824112456,0,0.917100923148711,0.887376685767847,0.902145378880203,0,0,0.915014454908254,0.914750114702815,0.902872998244313,0.902210103514532,0.902564999285829,0.901193134505781,0.930638023497351,0.872513227806857,0.888443155460181,0.886624670566555,0.90154256022656,0,0.900428127430646,0.88711668823831,0.886456655254537,0.900642929253455,0.901695402613441,0.902050298384738,0,0.888783895204023,0.901387606780632,0.902640215995675,0.902865068826363,0.91669664563683,0.903859013861248,0.900189348569488,0.904106249669153,0,0,0,0,0.886586439078462,0.903843533087929,0,0.914602310135796,0.888559042373334,0.887487564113532,0,0.902007167279575,0,0.90209645131999,0.901417987336467,0,0.884839825283296,0.902933563002034,0,0,0.901330592723288,0,0.884836992207932,0,0.916374026039551,0.886495179458704,0,0,0.929817049574769,0.888034570776489,0.90044641295438,0.904099457562824,0,0.901245875593558,0,0.901261222577841,0.914827168727379,0.90119065697901,0.900438450441469,0,0.902032567163388,0,0.917083790710952,0.902865068826363,0.903307550082209,0.901695402613441,0.901695402613441,0.900661726223381,0.900812370937616,0,0,0,0,0.873180814766124,0.900527330053838,0,0.917100923148711,0,0.902745473049294,0.902321304150677,0.902697021647137,0.916602416568744,0.901330592723288,0.903859013861248,0.901269523764608,0.916808330507208,0.875079471914225,0.902058993070061,0,0,0.916668740305231,0.901161447816531,0.901321531873623,0.884839825283296,0,0,0,0,0.904580312558699,0.901224921783438,0.901407710559579,0.901662230855453,0.930975957109477,0.917827917069387,0.886624670566555,0.918019595417386,0,0.886950431953299,0.917859925801971,0.886624670566555,0.886454156852297,0.886624670566555,0.902472168816451,0,0.902908926621397,0,0.90277532359016,0.901544292168969,0,0.901635633911127,0.90277532359016,0.900611869654481,0.888219138083088,0.90125301938842,0.886969269924914,0.901982714848522,0,0.88475878103062,0.902970325879982,0.886624670566555,0,0,0.901102039068883,0,0.917120130702674,0.915186608155023,0.902388147884087,0,0,0.885402981400218,0,0.886659456603235,0,0.917628370697352,0,0,0.917998539196866,0.902508158749094,0.885813180844306,0.902034114051544,-0.0106050726738177,0.886473508946849,0,0.901407710559579,0.884966558483564,0.901795824112456,0,0.90118050456805,0.900320432556134,0.902865068826362,0,0.902007167279575,0.886398568817489,0.916567906444891,0.888414398720063,0.905014730845972,0.887725450064817,0,0,0,0,0,0.900767156429666,0.887624837920092,0,0,0.900961969211492,0.917603064238698,0.884825767813598,0.904852066814291,0.901872462912752,0.9007731326852,0,0.886099226665983,0,0,0.899814546642543,0,0,0.887165451430028,0,0,0.903350939162435,0.902058993070061,0.888310579702316,0.902865068826362,0,0.901959140059454,0.871823508390706,0.901959140059454,0.901959140059454,0,0.885671957371438,0.884839825283296,0.900549725506387,0,0,0.901074136937826,0.901571964353381,0,0.901330592723288,0,0.884839825283296,0,0.900493133097362,0.902564999285829,0.902970325879982,0,0,0,0,0.906129525916157,0.900652104915586,0.884966558483564,0.901486107762244,0.901699358160196,0,0,0,0.902057204169341,0,0.904052591472111,0.902100906069911,0.90119065697901,0.900513450659092,0,0,0,0,0.901662230855453,0.901806603249585,0.917846882057907,0.901518773348366,0.901834140239374,0.899816808037795,0.886905549143284,0,0.905100529485312,0.90077172905632,0.888124072037416,0.886979188693418,0,0,0.901662230855453,0.901795824112456,0,0.901807714332702,0,0,0,0.903238571888599,0,0,0.886899951349815,0.902145378880203,0.901161447816531,0.901893089854669,0.902245074430312,0,0.901277925382376,0.902865068826362,0.871982217942686,0.886624670566555,0,0.902180298460709,0.902970325879982,0.901303758576398,0.90066826332558,0,0,0.917017582950023,0,0.885935535227663,0.900835133457225,0.901262864707988,0.902176931756544,0.902245074430312,0.905129974654838,0,0.916698277080838,0,0.886662038914537,0,0,0.901848419354016,0,0.901119095582644,0,0,0,0.902014449402417,0.902123281879605,0,0,0,0.900718720783226,0.901277925382376,0,0.900065006705788,0.884973340646389,0,0.88861124780621,0,0.902180298460709,0.886891835407621,0,0,0.901756835273868,0,0.88506602909024,0,0.901377770958403,0,0.887442496224287,0.91685766447591,0.901833898849232,0,0,0.901607711231688,0,0.902050298384738,0.900578643590699,0.914233732287854,0.914233732287854,0.914549848902878,0,0,0,0.902020700482146,0.903260173950386,0.901079469678422,0.901506271288717,0.902245074430312,0.88645815569089,0.874062441164313,0.903465960554609,0,0.913593942241294,-0.0106050726738177,0.916585101069828,0.884828557894805,0.872206346582837,0.903260173950386,0,0.886624670566555,0.902282057000028,0,0.885314665870965,0,0,0,0.888699656382287,0.886797394998379,0.901102747430388,0.904256958746401,0.873731929084993,0.886521663108859,0,0.889363185973491,0,0.904066178834827,0.917596002095391,0.915993621241945,0,0.902245110871651,0.888783895204023,0,0,0,0,0,0.90149459200516,0,0,0.903100396288658,0,0,0,0.902407876188219,0.902560239153913,0.886624670566555,0,0,0.916928503935768,0.903245972015233,0,0.91679275927558,0.902745473049294,0.902289432545342,0.901695402613441,0.903490047035619,0.918199168369379,0.901695402613441,0,0,0,0.91421499538184,0,0,0.887895739824525,0.888530695882741,0,0.901144464918138,0.88768510117942,0.887737229578285,0.886532829405589,0.900404741450644,0.903431631246714,0.902309845941064,0.887296583340218,0.904082746128354,0.900853372721689,0.885349235424073,0.885673343990318,0,0,0.887991444580374,0,0.90109334449179,0,0.886573791507724,0.887846230442998,0,0,0,0.90149459200516,0.901136844869939,0,0.901184974784563,0.917375452334346,0.901439014293651,0,0.902402943983062,0.886386936909307,0.886624670566555,0.886624670566555,0.884801121815911,0.902600407481631,0.916566102178609,0.903485026781074,0,0,0,0,0.902583150173908,0.872221740793549,0.900926102423779,0,0,0,0,0.885165826738365,0.916841272637654,0.885802071322233,0.918089084754941,0.917348318084507,0,0,0.917853622539394,0,0.903859013861248,0,0.887227018342138,0.913139432287515,0.902245074430312,0,0.900847618568765,0.901373400788577,0.902321304150677,0.905988312320869,0.901595539142449,0.900048259994159,0.901007870775923,0,0,0.902176931756544,0,0,0.901520092222936,0.901544292168969,0.91715059950366,0,0.902231177519543,0.914307451595706,0,0.903485026781074,0.902351787271985,0.918085779280945,0,0.899946877878301,0,0.885153735585763,0.903283810859853,0.901119798466067,0.902970325879982,0.901695402613441,0.903307550082209,0,0.916805524873211,0.918980383332936,0,0.886188764700912,0.886913779850434,0.885008896952796,0,0,0,0.91733594250514,0.917318827774146,0.918370933423758,0,0,0,0.902120983043021,0.872422433684992,0.900979686113029,0.873542985766443,0,0.88506602909024,0,0,0.901339773923773,0.872654725870169,0.87254589339298,0.903865814062388,0,0.884839825283296,0,0.90448534561474,0.903321129956449,0.90154256022656,0.918951073182279,0.904805732566607,0,0.874287293995001,0.904534113354848,0.90430836625942,0.905174771083962,0.889192933680155,0.917049257041281,0.885896464351772,0.902456030350229,0,0.903455683583746,0.916903732249949,0,0.888641365368556,0.903260173950386,0.886624670566555,0,0,0.901936380600838,0.903803621875977,0.901439908558392,0.901262864707988,0.900842996223715,0.889200863098104,0.887254985100532,0.90198133763885,0,0,0.886624670566555,0,0.903260173950386,0,0.902245074430312,0,0.903507569192392,0,0,0.903485026781074,0.903485026781074,0,0,0.903859013861248,0,0,0.901293301243665,0,0,0.902722738122834,0
