"","TCOF1","ITGA1","ITGA3","CHST3","IGF2R","ABCE1","ITGA2B","PTCH1","PTPN13","COL14A1","UBE2L3","STS","OBSCN","BCLAF1","PLA2G6","EPB41L3","PCNT","SAFB","U2AF1L4","PCSK5","MGA","ADCY1","KCNA5","ZDHHC8","NPEPL1","PHF21A","HIRA","RIN2","UBXN6","SIPA1L1","NOTCH4","RAPGEF5","GRK5","POMT1","GPC6","FYCO1","TRIM2","PAM","RGS1","MRPS7","FAT1","FAT4","RPS6","HIST1H1B","SOS1","SMARCC2","YBX1","HAND1","NOBOX","NID2","PDPR","GNE","SDS","USP12","KLC3","NUMBL","YWHAE","DOCK3","EPHA7","EPHA3","ITGB4","ABCB1","KCNV2","TEAD4","CDCA4","RELT","RELN","FBXL20","CNTD2","KIF16B","FBXO40","SFRP2","SFRP4","COL6A5","DDX27","ZNF141","NUP153","BCOR","WNT4","ZNF423","BUB1","BUB3","HCLS1","TECPR1","PHF2","INPP4B","GLG1","WDR4","DIAPH1","ZNF219","CEP192","PGK2","DOCK11","CDH18","ITSN1","SLAIN2","SHANK2","PINK1","OTUB2","NPTN","HOXD1","HSPG2","PLIN4","SLC6A11","OR2AK2","DVL3","ADAM8","RIMS1","KIF21B","EXOC3L2","SUPT16H","NUP214","DUOX2","ZNF782","RPP40","SLC8A2","SCFD1","TNKS1BP1","SYNE1","TNR","TNN","TUBAL3","PLCG2","PLCG1","DKK4","DKK2","HDAC4","SRCAP","ACSF3","DNAH10","RGS11","PLAT","ZC3H18","MECOM","AP2A2","BRD1","BRD3","PKD2","GNA15","CUX1","MYF5","KRT4","RECK","SPTBN4","TFAP2D","YTHDF2","CABP2","UNC79","ALAS1","PTPRZ1","AXL","MRPS24","KCNC3","CMTM3","DAP3","LMF2","FNIP1","FNIP2","HDLBP","ARFGEF1","ARFGEF2","PRNP","SCLY","ACTR10","GIF","PDGFRB","AGRN","ACSM3","TRIM21","UBR2","FAM120A","FZD2","PTGDR","PRAME","SLC27A5","MDC1","EXOSC9","BCKDK","OR9A2","CARD9","SCN3A","HLA-B","NR2E1","TYK2","TSN","TANK","MST1","OR1J1","GNPTAB","USP38","CTNND1","PIN1","CARD10","PUM1","ZC3H3","COL22A1","NCAPG","NONO","TFDP3","PABPC1L","CACNA2D1","TAS1R2","NCAM1","CGN","FER","LIG3","SEC31A","RCC2","SPTLC3","ABCD4","DSEL","KCNH7","CELSR2","MFN1","TNXB","ADRA1B","TGM2","SMG5","SMG7","DBF4B","GRIK1","GRIK3","INPP5E","VPS37B","TTF2","SASS6","PUS7","COL12A1","BRAF","UAP1L1","ANGPTL3","MMP11","DNAH1","TP53BP2","GPR17","OR5I1","SETD1A","USP35","DCC","POLE","POLM","GALNT6","GALNT3","NLRP4","NLRP2","LOXL2","LOXL3","SLC25A24","TAS2R42","SMTN","TMEM87A","STAG1","IQSEC1","IQSEC2","XPO4","GIT1","SLIT1","TCF3","AMPD2","AXIN2","PLA2R1","SEC16A","ADAMTS12","ALDH1A3","RCN1","DSPP","GRM6","GRM2","HOXB4","FAM189B","FBRS","FLT4","TACC2","ZNF566","TOP2B","NPY","UBE2E2","SSH2","SSH1","DHX30","GAD1","DSCAM","SPTSSB","NBEAL2","TRAF3IP3","DPEP2","MYL3","PPRC1","PLXNA4","MAP2K3","BDNF","KDM5D","GYS2","ETV5","PRPS2","NRXN2","PPP6R2","LARP4B","UTRN","BCR","LGALS9","TRNT1","BMP1","CHD1","CDC73","FN1","TBC1D4","PARD6B","GNAS","PLEKHM2","ACTR5","COL15A1","LGR6","PELP1","ZNF692","DLL1","BRCA2","KIF25","PCGF3","MAD1L1","FAM126A","ASPSCR1","USP15","SREBF1","PARP14","RPS6KA4","TELO2","FBXW5","IGF2BP1","KAT7","EIF4G1","OR13C5","GFPT1","GFPT2","ADAMTSL4","ZNF791","BIRC8","CRIM1","HAUS8","TNFAIP2","OR13D1","ARHGEF19","REN","OR51D1","CAD","CA9","SEMA5A","CCDC85A","WASF3","PAPPA2","SSTR2","WNK4","STK39","NOL6","FAM90A1","ARHGAP31","CACNA1E","CACNA1G","CACNA1S","KCNJ2","NCOR2","TUBB4A","OR4K1","ZNF75A","MCM5","NRAP","P4HA3","ATXN1","RBMX","NDUFS1","LAMC1","CASP2","GABBR2","TNNT3","MCCC2","HGF","ATXN7L3","OR4C3","USP48","DIS3L","PDIA2","CD163","TTC21B","CRB1","MUC6","CYP2A13","HTR5A","TRIM33","MOCS3","SMARCAL1","LRRTM4","COBL","SCN2A","ZNF208","HERC2","HTT","BNIP2","PTPN23","CHRNG","ADAMTS9","ADAMTS8","TERF2IP","ZBTB2","RNF213","MED24","CLEC12A","MVD","ALK","RAB43","SOX2","CRTC1","RYR2","IFNA2","COL4A2","PAPLN","SUGP1","SRSF4","SRSF7","SF3B4","ZNF326","PIGB","PIGK","PIGR","NTRK2","ATG2A","ZNF419","AKAP4","AKAP1","AKAP9","PCLO","CDK5RAP2","ANGPT4","SAC3D1","AHNAK","DNMT3A","DDX47","LSM14A","E2F7","EEF2","GPR161","RALGDS","FAM170A","PCDHA2","ZEB1","PTPRU","PTPRB","GAPVD1","DMPK","WDR37","MBD5","MBD6","IRF5","ARAP1","CRLF2","KIT","CHRD","DGKB","CTH","ZNF43","NSDHL","OR8D4","UGT2A3","ACVR2A","FCGR2A","CUL3","ARHGAP9","ARHGAP5","IDO1","TARSL2","RBMX2","CTU2","MIB2","RNF43","ING4","IL17RB","UBE4B","STXBP1","S1PR1","FRS3","PRKCD","PRKCQ","PPIL4","CCDC97","SETDB1","TOP3A","NSF","TLR2","CYP11A1","MYH11","MYH14","MYH15","ATAD2B","VGLL1","A2M","PCBP2","SCN7A","SEMA3D","IWS1","ZC3HAV1","TAF8","LEPROTL1","PIWIL1","SPDYC","KDM4B","KDM4A","GMPS","EPHB3","PTPRN2","GLIPR1L2","RGS22","MRPL32","NUP88","MTMR14","C3","RING1","MSH2","MSH6","PRPF8","PNPLA2","RBPMS","HCFC2","NCAPD2","SRGAP3","CNTN6","COASY","OR10C1","BMPR2","KL","LAMA2","F8","TEP1","KCND2","MAGI1","STAT5A","OR51M1","TSPAN7","ZNF445","HSPA2","LIFR","TTN","SRPK3","ASB2","PRPF40A","HSCB","CYP51A1","SLC25A3","VDAC2","RPL22","KLB","FMO2","FMO5","IKBIP","DUSP9","KCNQ5","CNNM2","PHF14","POMGNT1","CLDN16","ZNF521","BCL11A","NFASC","RCAN2","ALDH9A1","KIF13A","ARID1B","ARID1A","USP2","ZNF777","MTR","CPS1"
"Drug ADME",0,0.871771472039477,0.890360757789235,0,0.870825613004929,0,0.890224845478342,0,0.869293148579159,0.855836365575614,0.889501989940233,0.874712368488049,0.86878724775719,0,0.872867681561117,0.870054531785447,0.846019571606344,0,0.853799996383467,0.871545728108486,0.875331503439739,0.845168794250632,0,0,0.869738914302643,0.852034455131155,0.875869985598863,0.849556788649194,0,0.84820442248327,0.874181780221715,0.848574282771409,0.846121514879715,0.871545728108486,0.87479599575209,0,0.868469389540264,0,0.86974324781404,0,0.876261688020993,0,0.867328176189009,0.875818787305567,0.889461765321853,0.874362492375291,0.853930772509672,0.875818837754584,0,0.870193361942561,0.837226150964424,0,0.874866650173985,0.869179669531174,0.86747823722587,0,0.889866868651902,0.870297179308194,0.8872035272719,0.887161380797164,0.872042040592661,0.847207957564853,0,0,0,0.870969204903404,0.891656500203925,0.845733500830118,0,0.868563151515658,0.845733500830118,0.869232613607156,0.869371341540378,0.872439417863871,0,0,0.832758015365753,0.856145910608781,0.868253373206738,0,0.867341148367554,0.86691243614126,0.869518529676645,0,0,0.868445869983075,0,0,0.868573070712877,0,0.84604665507931,0.855300319268946,0.870687464622732,0.869068190616422,0.867637179537473,0,0.86953495778944,0,0.892750542022683,0.870193361942561,0.853010158498358,0.890395436527139,0,0,0.84820442248327,0.870407696723761,0.856871983752073,0.874533171222592,0.868563151515658,0.870859584530256,0.874468244888115,0.846237799260849,0,0,0,0,0,0.875561178163417,0,0.873438244423756,0.873438244423756,0.874766332869304,0.888379460441876,0.889021517019183,0.869992572126944,0.870121195917468,0.873987738979508,0.829772317698179,0.876133174463535,0,0.86969113318258,0.847945742878068,0,0.876133174463535,0.871060514661725,0.875489431066285,0.829164570946914,0.869780737307911,0.889555584680494,0.868858994854322,0.869992572126944,0,0,0.867568158610674,0.875871714588762,0,0,0,0.874910966253356,0,0.887870424243643,0,0,0.849810264573405,0,0,0,0,0,0.869974917931243,0.869280025435455,0.868978586491091,0.875021704112373,0,0,0.868003682200638,0.891125629547823,-0.0146815547256378,0.866705395538022,0.845733500830118,0,0.890287663384892,0.846176408678175,0,0.876110271343117,0.851806260161121,0.833299800508526,0,0.84820442248327,0.869480815251073,0.869433306053718,0.867432808464094,0.877517106526563,0.890217668956104,0.874822754103454,0.870440267399309,0.847477003292588,0.84820442248327,0,0.869888793532045,0.886454747731369,0.875302947711185,0,0.855448099103602,0,0.855884881348046,0,0,0,0,0.868538226209858,0,0.867604555131105,0.868422404138595,0.869344346872455,0.874604676309234,0.867783136042528,0.867451122847554,0,0.855578680610543,0,0,0,0,0.873438244423756,0.86709241664822,0.857314010065306,0.868157014518779,0,0,0,0.847477003292588,0.871025118689954,0.874675833886602,0.869089728924959,0,0,0.855884881348046,0.871360098573299,0.836844430541558,0.871234444137079,0.85789525322301,0.869433306053718,0.87572445128121,0.86646748339659,0.84820442248327,0,0.869985012066116,0.868756633720454,0.87378304747325,0,0,0,0,0,0,0,0,0.845630917125513,0,0,0.867908982968036,0.871009725999683,0,0,0.868929940643078,0.869646056591776,0.891217902642708,0.892999202892998,0.874109929226581,0,0,0,0.893072037757243,0.875498247175259,0.875206745808955,0.845908948983329,0.845908948983329,0.874768081571159,0,0,0.871805493509074,0,0,0.829228435038012,0.845602348659484,0.845729578749405,0.834955498682042,0.848003632667653,0,0.892883906052495,0.891810718157935,0,0,0.869227948321046,0.875330190068912,0.856681383280519,0.837117750551058,0.868546187287755,0.890604181533486,0.891419933399139,0,0.87343632194719,0.856548456831988,0.8553700632242,0,0,0,0.891213091009108,0.868344611262765,0.857803476863509,0,0.86969113318258,0,0.86843344108325,0.890009866860403,0.869829150687961,0.868936932590905,0.853570694777086,0.871009725999683,0.869134950830084,0.855746211535103,0,0.890716517761036,0,0.828733614536092,0.874401264181923,0.868550607767557,0,0.870196380075241,0,0.86953495778944,0.852926627645949,0.875799548563669,0,0.856152585925344,0.829851007159004,0.845611429455579,0.870358603283265,0.8705632222307,0.867716082226328,0.84820442248327,0.875123945258797,0.875252569049321,0,0,0,0.870454821817335,0.84604665507931,0.870859584530256,0.84820442248327,0.869022267972115,0,0.84820442248327,0.874180365678041,0.876677101240338,0.869158416674564,0,0.890586817733647,0,0.845621303991167,0,0.849332070511797,0,0,0.869022267972115,0.868806359134484,0.869829150687961,0.846201844458067,0.847822138960793,0.889865621220184,0.873556379703621,0.84820442248327,0,0.874829188558033,0,0.874168732571298,0,0.853985993396974,0.83497979127962,0.872614382868525,0.854267984714003,0.853265205100949,0.857066648355624,0.836784124651191,0.890848329992351,0.838376398970211,0.84820442248327,0.856269815243926,0.835097926028109,0,0.869600296746022,0.846832266734425,0,0,0.893091166095872,0.845616531619833,0,0,0.876044168403053,0,0.870265461525188,0.869285617404366,0,0.845577142320617,0.875982208744551,0.869116603996472,0.848070980299736,0.869341985093958,0,0,0,0,0.845733500830118,0.87425421452241,0,0,0.870120634725509,0,0.891705731196801,0.85711660359146,0.854066915131923,0.847006484241204,0.872373204692342,0,0.854349701976568,0.853762953030601,0.853709817001389,0.854299241606662,0,0,0,0,0.86860076440209,0,0,0.867872081725105,0.869742275125846,0.85504468359434,0,0.846028516019458,0.86969113318258,0.856652232815127,0,0.874351196140248,0,0,0.876822818034604,0.854453301333262,0.847875306426606,0.891656773128486,0,0,0.870833181416998,0.850074532558467,0.870833181416998,0.867905616013413,0,0,0,0,0.890512615664135,0.868629320130644,0.847065624457622,0.8902952819298,0,0.891192711441048,0.874790409127686,0,0.875234371816716,0.84820442248327,0.774955291970263,0.834165413825323,0.886750649271666,0.845486815627709,0.869022267972115,0.868622414565762,0.875211772263478,0,0.856543320298193,0,0.845710191843711,0.869734814663604,0,0,0.874815129312826,0.847635655605693,0.870454285255339,0.868658794848889,0.89088831406219,0.890866041996901,0,0,0.85649603422207,0.874224344095074,0.867883510096651,0.887506951120417,0.875282785196765,0.868337954586551,0.868622414565762,0.870121195917468,0.875966519478005,0,0.889575357575658,0.853947020881101,0.869571541545811,0.871009725999683,0.853158828121246,0,0.874468244888115,0,0,0.872063472017758,0.828920822577751,0.828920822577751,0.894336681615717,0.886614217850547,0,0,0.871009725999683,0,0,0.868858994854322,0.845495532580465,0.868891642645178,0.87479599575209,0.875101701074418,0.854156219250373,0.875101701074418,0,0,0.847512165635057,0.86878724775719,0,0.85528593539223,0.84820442248327,0.86885659717087,0.893625040646324,0.872685550906586,0.873173254701767,0.8705632222307,0,0.870121195917468,0.88994577474136,0.84820442248327,0,0,0.873555595394162,0.867876196764756,0.856985950869201,0,0.845733500830118,0.854020654032598,0.836162723182401,0.875924318954966,0.874603797790526,0.868822411097951,0,0.872751531819802,0.87632900105171,0.87632900105171,0,0.876036955929465,0,0.871545728108486,0,0.872063472017758,0,0,0,0.869313311093578,0,0.892948055739679,0,0.875080150736939,0.874501162188234,0.854645039850759,0,0.874893533599106,0.874822506314433
"Biological oxidations",0,0.889089158956156,0.889411959864769,0,0.889061607924835,0.892514741279989,0.888948502383918,0.877783270634488,0.87547705372291,0,0.903210866114573,0.904268945292392,0.891097195740346,0,0.917438827562356,0,0.888970726862349,0.891160985555056,0.889832495269879,0.89150808666157,0.890186822555164,0.888682879328334,0,0.89187647322339,0,0.889444415324484,0.865192943425934,0,0.891111471844844,0.890656225743149,0.903595843728964,0,0.889089158956156,0,0.889558963359847,0,0.890032443494426,0,0.878152959344625,0,0.904755951357038,0,0.888839066564836,0.865156514676313,0.902510666874116,0.903626116101247,0.889925545456734,0.891278790365588,0,0,0.89166611602027,0,0.904372626104232,0.890158862512549,0.874311318519052,0,0.889089076208283,0.876317059896359,0.890208413132437,0.890178424957506,0.888985327621289,0.903882613846657,0,0.890983214416034,0,0,0.889695554509473,0.888898108813084,0,0,0.888898108813084,0,0,0,0,0,0.889410707717543,0,0.874862845391355,0.891101939518156,0.889678855579622,0.889373817084284,0.875637417497578,0,0.891754919962912,0.890630172567912,0,0,0,0.890227486124172,0.888989997369078,0.891212967494653,0.876698437582226,0,0.889993388508776,0,0,0.904395437470684,0.890968903456762,0,0.890275105399917,0.889465846612139,0.892511054780133,0,0.878251740157572,0.89007329340499,0,0.904075162710579,0,0,0.890817128747001,0.889476813644246,0,0,0,0,0,0.864973219915196,0.889919327772041,0,0,0.904687765898022,0.902707799217864,0.902327387069464,0.890784358557173,0,0.903359470540517,0,0.90447483188301,0,0.904978355938414,0.890608624271296,0.891666831395985,0.890978715336131,0.889026267863754,0.89000284464022,0,0,0.902650887370434,0.890435954360973,0.890784358557173,0,0,0.87437529962861,0.904638378386537,0,0.891533434340536,0,0.904016367734477,0,0.890682925489045,0,0,0,0,0,0,0,0.863614705930366,0.878603305447426,0.905192836600232,0.875378851130146,0.90404050881407,0,0,0.89012257495738,0.889145856056698,0.852416814991239,0.888777321659251,0.888898108813084,0,0.876983995641562,0.889712660740977,0,0.918756832384862,0.889368416002639,0.876678741163715,0.891983813602702,0.878251740157572,0.875610843191038,0,0.889294892493132,0.905969004220058,0.903720088004586,0.86391028187992,0.889098587773868,0.889978758388364,0.878251740157572,0,0,0.889593672239733,0.889758916530128,0,0.889930684555939,0,0,0,0,0,0,0.88877931319301,0.878832601743406,0.889417094151193,0.88965290166773,0.89070450923774,0.890557569710799,0,0.889757104922297,0.891258091919191,0,0,0,0,0.891447818261223,0,0.889093280787508,0.878514904160973,0.902332702389778,0.889452831574052,0,0,0.877734164866279,0,0.904472246388863,0.890416254189259,0,0,0,0.874468453794515,0,0.891286601039195,0.891247926792906,0,0.865089392450351,0.888648626571762,0.878251740157572,0.890608624271296,0,0.87493541914034,0.889972962115115,0,0,0,0,0,0,0,0,0.889324531100072,0,0,0.88947220882515,0,0,0,0.890275105399917,0.891044798046235,0.904032520250491,0.890821063108743,0.904069592358001,0,0,0,0.917561563661498,0.905057412140461,0,0.889300871465301,0.889300871465301,0.903914702034758,0,0,0.889772848861378,0,0,0.890491408832386,0.889304203987018,0.888895318163492,0.875853771281026,0.890428328550274,0,0.91742770367659,0.891563880920455,0,0,0.904627896859489,0.919844718114045,0.889892379645573,0.89073188203479,0.889705709151819,0.889457466918182,0.890243630793473,0.892123306524731,0.917679159085174,0.891737148962651,0.905285483730323,0,0,0,0.890720346972614,0.89049674226405,0,0,0,0,0.890784991266438,0.889554055489386,0.890237189092043,0.875349213433205,0.902876482602754,0,0.890039597122801,0,0,0.902947294716333,0,0.874947020260345,0.889609966849515,0,0.890207794487273,0.890087180577287,0,0.890667616111355,0.890116111043332,0.890826363598051,0.89161914735903,0.890987898641772,0.890933700705825,0.903269244008201,0.891044798046235,0.890968903456762,0.889115070529032,0.878251740157572,0.904557095498177,0.904648614249264,0,0,0,0.89073188203479,0.888989997369078,0,0.878251740157572,0.891264417966207,0.89138247117743,0.878251740157572,0.903390977068373,0.904989943676391,0,0,0.889372329781143,0,0.889317691136441,0,0,0,0,0.891264417966207,0.888970095864606,0.890668080488119,0.888532100103156,0.877758251118134,0.903200386580267,0.903826856713605,0.878251740157572,0,0.889914444771535,0,0.903773759143408,0,0.889964836373439,0.904209456336936,0.889688909173729,0.889116660799295,0.902646957692436,0,0.90488208514554,0.889643647899354,0.890964508593686,0.878251740157572,0.890541008730882,0.875171003743489,0.891187491615551,0.891394431405198,0,0,0,0.91988300491194,0.889314295485741,0.890920072090731,0,0.890778930552578,0,0,0,0,0.888786856178925,0.904495511867976,0.890668080488119,0,0.875637417497578,0,0,0.889892379645573,0,0.888898108813084,0.903549073947338,0,0.892032147163717,0,0,0.890321366939688,0.891577948988923,0.904358264236944,0.889803865450033,0.903887875359301,0,0.889884690418162,0.889806138082172,0.889768330589396,0.88994100234947,0,0,0,0.89161914735903,0.890301048889636,0,0,0.889575483369089,0.890978715336131,0.903971629324081,0,0.888977091015621,0.890435333510832,0,0,0.903859881566164,0,0,0.905492881249627,0.890050619347334,0,0.890202741871509,0,0,0,0,0.891382471177429,0.889386383075459,0,0,0.890466413877634,0.890435333510832,0.903183591424751,0.890984826643738,0.889845945058506,0.903090547090798,0,0.903672534462922,0.904172391591779,0,0.90474793965157,0.878251740157572,0.833438336266499,0.889704317928451,0.889669668528146,0.888722586683437,0.891264417966207,0.890854297693193,0.918264470408551,0,0.890670675778849,0,0.888881523939349,0,0,0,0.90457135825136,0.877625563971474,0.88858408239519,0,0.903092161453729,0.874594475778168,0,0,0.890741332923736,0.889484084185626,0,0.889960961185931,0.904680287967554,0.874797411481822,0.874999811223934,0,0.90539059852955,0,0.890101626034599,0.889937106542396,0,0.876317059896359,0.890380887216452,0,0.890100829472877,0,0,0,0.890186822555164,0.890186822555164,0.903804289813703,0.889789106081804,0,0,0.878832601743406,0.874003978337306,0.889554908813693,0,0.889267863459897,0.88986647781788,0.890689845771848,0,0.889839238691505,0.90374843459073,0,0,0,0.891097195740346,0,0.905514815921927,0.878251740157572,0.890479552095649,0.917955037789028,0.874683064470057,0.889606436161701,0.890919389746551,0,0.89087587730826,0.903127372328169,0.878251740157572,0,0,0.902990406925004,0.889735988833168,0,0.891353140266495,0.888898108813084,0.88998949820366,0.889917813965905,0.918199996809479,0.90432759799967,0.904026113767226,0.889096407012231,0,0.918887294688144,0.904993592363668,0,0,0,0,0,0,0,0.891101939518156,0,0,0,0.917473347637398,0.905391692459093,0.90413674634078,0.903724782825671,0.891015379640172,0,0.904386530892974,0.90434261483636
"Phase II - Conjugation of compounds",0,0,0,0,0,0.804906462596564,0,0,0,0,0.841699455594536,0.842254186229863,0.823334320474023,0,0.843895247783973,0,0,0,-0.0165279675777311,0,0,0,0,0,0,0.819522387413823,0,0,0,0,0.843391990520828,0,0,0,0.802893155168799,0,0,0,0,0,0.845130064156225,0,0.8018462189457,0,0.820918497785869,0.843342450163053,-0.0165279675777311,0,0,0,0,0,0.844858524629433,0,0,0,0.82050499381138,0,0,0,0,0.82483479457461,0,0,0,0,0,0.776259842782285,0,0,0.776259842782285,0,0,0,0,0,0.820665976064142,0,0,0,0.821090236918133,0.820607608074745,0,0,0,0.822984948589972,0,0,0,0,0,0,0,0,0.821587887759337,0,0,0.823705097911843,0,0,0,0.80221967533887,0,0,0,0.819049376517286,0,0.843272693362119,0,0,0,0.820770568197377,0,0,0,0,0,0,0,0,0,0.843797079302566,0.82141013761517,0.820808253334991,0,0,0.842920566235166,0,0.866050973403766,0,0,0,0,0,0,0,0,0,0.81854676562116,0,0,0,0,0,0.845041478384382,0,0,0,0.843959902377298,0,0,0,0,0,0,0,0,0,0.779050808671614,0,0,0,0.843012107940402,0,0,0,0.802239540943181,-0.0165279675777311,0.776068734560728,0.776259842782285,0,0,0,0,0.845310037019697,0,0,0,0,0,0,0,0.847146781212813,0.842505141354078,0.779518465970109,0.819371150553547,0,0,0,0,0,0.820415916079079,0,0,0,0,0,0,0,0,0,0,0,0.820248180428651,0,0,0,0.821214042242146,0.823837641339178,0,0,0,0,0.823889071904754,0,0,0,0.843099463840063,0.802817311778367,0,0,0,0,0.843695198794686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819454892400135,0,0,0,0,0,0,0,0,0,0,0,0.820763282498855,0,0,0,0,0,0.844082895727025,0.820671332139571,0.820638475935525,0,0,0,0.864404985108824,0.84462104216921,0,0,0,0.843799047928376,0,0,0,0,0,0,0,0.776255427444531,0,0,0,0.864193193185249,0,0,0,0,0.844509339346279,0,0,0,0.819938965530946,0,0,0.864591043406987,0.821681912068151,0.844981894747842,0,0,0,0.823226020679162,0.822384289015034,0,0,0,0,0,0,0,0,0.818903700131763,0,0,0,0,0.842365862787344,0,0,0,0,0,0.821985037175144,0,0,0,0,0,0.820496455736243,0,0.776122419208402,0,0,0.80228290964555,0,0.843937765576788,0.844082565625505,0,0,0,0,0,0,0,0.82359889780013,0,0,0.843997151727509,0.84559772145472,0,0,0,0,0,0,0,0,0,0.82359889780013,0,0,0,0,0.842560545817555,0.842434957438316,0,0,0,0,0.842590059290824,0,-0.0165279675777311,0.8432794150141,0,0.819399745512845,0,0,0,0,0.823124384203344,0,0.821653334503451,0,0,0,0,0,0,0.88693077414734,0,0,0,0,0,0,0,0,0.776083819981987,0.844815436413727,0,0,0,0,0,0,0,0.776259842782285,0.843220554840982,0,0,0,0,0,0.821231279911518,0.843514857378801,0,0.842770612821377,0,0.820843945295867,-0.0165279675777311,-0.0165279675777311,-0.0165279675777311,0,0,0,0,0,0,0,0,0,0.842903127503194,0,0,0,0,0,0.844960951745129,0,0,0.803056890894444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842739729065938,0.823156531218052,0,0.842592515255334,0,0.802388815512376,0.824457248521924,0,0.844323980757657,0,0.73150323813702,0.820329530719917,0,0.775982133431775,0.82359889780013,0.822950009623588,0.842335822726005,0,0,0,0.776233602361648,0,0,0,0.843852012588006,0,0,0,0.819244945043406,0,0,0,0,0,0,0,0.842943233362013,0,0,0,0.845148206327363,0,0.821759140085512,-0.0165279675777311,0,0,0,0,0.822610044264509,0,0,0,0,0,0.824211501697236,0,0,0,0,0,0.820894129590055,0,0.820688721861578,0,0.819826131921945,0,-0.0165279675777311,0.80250890393222,0,0,0,0.823334320474023,0,0.845344741837887,0,0.822605843450349,0.865027535921182,0,0,0,0,0,0.842650779776015,0,0,0,0.842434074490866,0,0,0,0.776259842782285,-0.0165279675777311,0,0.841741913863168,0.843614103142174,0.84379032471265,0.802253380416732,0,0.844631462420815,0.844631462420815,0,0,0,0,0,0,0,0,0,0,0,0.842721761936005,0,0.844150364199058,0.843498559663386,0.823453624409215,0,0.845111504246267,0.843598416427994
"Glucuronidation",0,0,0,0,0,0,0,0,0,0,0,0.867925211468338,0,0,0.86682002227432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870630896032385,0,0,0,0.787849391032908,0,0,0,0,0,0.87415312199904,0,0,0,0.819435523138694,0.870530501934574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786484576506823,0,0,0,0.821175126462058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819141307294327,0,0,0.869675549362108,0,0.870653934905082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873973601926066,0,0,0,0.871781775861001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786524834379632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87824002202413,0.820934278026782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872031023281428,0,0.870115002862168,0,0,0,0.867213554210153,0,0,0,0,0.871455802492954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912880862435892,0.826509989661501,0.873142699918116,0,0,0,0.823249791086697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868551436523662,0,0,0,0,0,0,0,0,0,0,0,0.8241076489381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870115002862168,0.87510083482703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868945963895986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912547452071315,0,0,0,0,0,0,0,0,0,0.873515525304696,0,0,0,0,0,0,0,0,0.870283479679665,0,0,0,0,0,0.825596778476902,0,0,0.869884333132955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870665422873867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869309080784357,0,0,0.869010750324818,0,0,0,0,0.87191987875912,0,0.643176913178214,0,0,0,0,0,0.869467302331632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869226545193351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822749230113545,0,0,0,0,0,0,0,0,0.87510083482703,0,0,0.913765419474465,0,0,0,0,0,0.869128824037862,0,0,0,0.868689668315735,0,0,0,0,0,0,0.866687290865146,0.870481303707131,0,0,0,0.872432544826481,0.872432544826481,0,0,0,0,0,0,0,0,0,0,0,0.86693070488564,0,0.872167748906446,0.870846859610405,0,0,0,0
