"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Neuronal System",0.878137736104509,0.872371615655325,0.86692766927268,0.86701829136407,0.871858478735174,0,0.877750295302649,0.875634943271386,0.866469222277241,0,0.866301086926748,0.866536353702143,0.866947582696526,0.872902223096955,0.866536353702143,0.873065722974981,0.866469222277241,0.873000137620964,0.87262580339093,0.872440631858024,0.866536353702143,0.866469222277241,0,0.867420027211734,0.872669131068245,0.866661406005561,0.877441563550504,0.872505239840478,0,0.872514868156713,0.865795300304643,0.866787884285838,0.871738100911349,0.872759351261457,0.869986519798092,0,0.877257899653089,0.872244514671033,0,0.87189093892069,0.87448907245214,0.866678355088745,0.872719839569742,0.867586432667144,0.867274743236158,0.867586432667144,0,0,0,0.873115086532293,0.877583293578064,0.867632890647071,0.873120337527061,0.87237613679728,0.87280281999722,0.866789792014482,0.877793448467708,0.872729512124035,0.87230188092165,0.869849813865548,0.872736262493147,0.872863928150755,0.87191367016756,0.87761170170582,0.872180352838005,0.873220391782611,0.872188526864288,0.871946768915362,0.878052150753543,0.866521778814246,0.872021936071932,0.872576426677679,0.872548245099601,0.877936090520381,0.872786515841735,0.877462469517682,0.871987651207465,0.865775962811076,0.872140414222547,0.871605871688455,0.872606049932265,0.866568414239111,0.872615608092218,0.867104820106567,0,0.871535628934928,0.866900562874456,0.872972731208532,0.872685229735457,0.872630153816222,0.872903119765784,0,0.87214158588973,0.872203456435054,0.878069136810434,0,0.871958661395498,0,0,0,0.866547703537481,0.87782513699235,0.877239459587038,0,0.877919443402652,0.872362109528053,0.866383531589227,0.877935541445099,0,0.872367165539196,0,0.872335612905242,0.865858061932594,0.872381278013046,0.883220949093802,0.872998997607277,0.877273222777239,0.872235871023832,0.872150074654077,0.878506992034847,0.867956887364184,0,0.866653545418683,0.87287636692401,0.866926796189681,0.87280281999722,0,0.877405989579926,0.872511445710564,0.867056967899043,0.872418573546685,0.866929685508343,0.87214158588973,0.871842565994964,0.872879222930346,0,0,0.872568679025302,0,0,0.872493779520331,0,0.872687727402752,0.866539139119902,0.87181105597767,0.880436777144036,0,0,0.872473117818671,0.872440462789995,0.86781262384157,0.872398472640912,0,0.872138247018304,0.867198115398733,0.866521778814246,0.870070010353307,0.872902223096955,0.867073567647095,0,0.866692406640356,0.877345611914946,0,0.872283576737134,0.872399895160528,0.872367139020928,0.866580086656589,0.877274655245073,0.877781990600397,0.872618589551722,0,0.872701555125453,0.86726945020761,0,0.871866706506072,0.873122058863431,0.867203358548619,0.87213808434621,0.877750295302649,0.867069640125109,0.8728800931444,0.873083221836682,0.872694936037149,0,0.866973025042839,0.877898363811299,0.87214158588973,0.872207585173383,0.880517857237683,0.872802290281085,0.872562886810526,0.867504859156512,0,0.87213924705314,0.878094614075687,0,0.873022094765844,0.866192315147362,0,0,0.866734886909498,0.86655767542234,0.87214158588973,0.878309114407895,0,0.872337048153144,0.872554069646243,0.872367165539196,0.878297724436593,0.878928120403198,0.872715820391432,0.872555326423806,0.872582577166042,0.878044893578158,0.872533204181661,0.872656170436251,0.872558261264135,0.877880154622826,0.877880154622826,0.877880154622826,0.877441563550504,0.877880154622826,0,0,0.873006303848258,0.872043616275237,0,0.872646851272913,0.872022031654563
"Extracellular matrix organization",0.809124910069993,0.79327425563094,0.802079123028766,0,0.801371000404961,0,0.792582563251862,0.793379269957028,0,0.793108465647145,0.78632454636262,0,0.794045962694336,0,0,0.794358756504999,0,0.801405558714329,0.801767473205318,0.801203444989546,0,0,0.793635398564015,0.794574415036912,0.792299481382496,0.794267483723768,0.792406848999025,0.79312762065905,0,0.801275362549966,0.793408504753274,0,0.801855848230929,0,0.809906500986959,0,0.800893135157307,0.801376017421571,0,0.801256860560042,0.800884410444831,0.802152892016691,0.801906824176723,0.802054003506259,0,0.802054003506259,0,0,0,0,0.801364853629871,0.80263519356551,0,0.793280559570639,0.801717491087756,0.801281658994766,0.801657877773973,0.810312022221704,0.801315820119935,0.793505206933429,0.79300861562935,0.802062017118317,0.801274081007862,0.81015364130078,0.801156576613435,0.794574415036912,0.802003594454079,0.792396370349252,0.801844688988531,0.817552385859092,0.809258868267275,0.802062017118317,0.801863722879259,0.802367783711396,0.801370642478494,0.801044138775403,0.80909946259967,0.793381542009218,0.800756403073485,0.801810565133314,0.792391202810089,0.79413782301105,0,0.801384521956444,0,0.808853827563545,0.80154737203858,0.794229095792281,0.793812232325364,0.792515664786357,0.801600333181894,0.785903208994731,0.800758036757925,0.792321580499762,0.792415593481543,0,0.801643197770369,0.794244459625918,0.786496164090416,0,0,0.801269921917798,0.800867423718564,0,0.802318365181297,0.801399798350808,0,0.80142386156834,0,0.801118386718941,0,0.793414862952922,0.792477488756558,0.793252807648358,0.801519210144807,0.801687464536069,0.800914500567109,0.801677207976368,0.801160276588391,0.793828225399883,0,0,0.792731282814592,0,0,0,0,0.792102489293644,0.793920124692359,0.79369486018888,0.801652359341364,0.793731248743207,0.800758036757925,0.792251077648167,0.793750074683674,0.802674690527179,0,0.801350392370774,0,0,0.792931494519633,0.793464776667479,0.801557014645626,0.793476459745073,0.801383173624095,0.824838852261404,0,0,0.809784749352844,0.800941037819949,0,0.802110959495247,0,0.801069278702989,0.801590296502863,0.791027969267794,0.80980061951168,0,0.802152892016691,0,0.785928415564584,0.801644986572644,0.794183763460567,0.817404065564334,0.793208572163248,0.80210597475871,0,0.800916497892329,0.793535442770879,0.785129965752614,0,0.793417340975658,0,0,0.801939475438042,0,0.801960400505361,0.800753154469464,0.793166125043822,0.809558646659046,0.801615276112731,0.802517710509656,0,0,0.802213723904368,0.801754349031537,0.800758036757925,0.801664145254547,0.801386386720112,0.800972030202705,0.801976314045992,0.794158494419827,0.801912190531544,0.800754775660403,0.792719080424542,0,0.802647371222374,0.801490814495212,0,0.785164752827585,0.793749395714365,0.793215545960512,0.800758036757925,0,0,0.800857670317338,0.801675687085249,0.794272258581815,0.809926915700147,0.794021749140049,0.8020833430066,0.801331774509292,0.801232794399269,0.793475373181568,0.809248602216651,0.800676626172112,0.801802958265361,0.792406848999025,0.792406848999025,0.792406848999025,0.792406848999025,0.792406848999025,0,0,0.793104644517708,0.801133061476086,0.793047569504386,0.801987177664182,0.801824418514495
"Interaction between L1 and Ankyrins",0.904956733934807,0,0.908119702550236,0,0.906263853226025,0,0,0,0,0,0,0,0,0,0,0.912407412228179,0,0,0.87365965484087,0.87438628894481,0,0,0,0,0,0,0.875255087817167,0,0,0.872406969865803,0,0,0.90450101826003,0,0,0,0.874255772358239,0.904870041573269,0,0,0.906878245287714,0,0,0,0,0,0,0,0,0,0.873639866560517,0,0.90894210642687,0,0,0,0.874783319536013,0.877093235404061,0,0,0.906852353763555,0,0.905236278461695,0.906457205290997,0.872874154173179,0.9132489653731,0.874149734037024,0.903500556827812,0,0,0.906714426747225,0,0,0.879622754260589,0,0.907040274483478,0.907601059726474,0,0,0.904324312368213,0,0,0.881762513783516,0,0,0.871136451512201,0,0.911901443929163,0,0,0,0,0,0,0,0,0.90709383637209,0,0,0,0,0.905232132423793,0.87415543993947,0,0.907221730639914,0.905468808963567,0,0.905832843167267,0,0.906206446155956,0,0,0,0.906495889994628,0.906104037568907,0,0.87433914549285,0.906199987369209,0.906098431384642,0.910337148111902,0,0,0,0,0,0,0,0,0,0,0.906206446155956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93495531473727,0,0,0.907873952516359,0,0,0.874568699089081,0,0.906034077205965,0,0,0,0,0,0,0,0.87473301486722,0,0.906842659292446,0,0,0,0.874346939551843,0.907383747345419,0,0,0.908733775055715,0,0,0.907068794674228,0,0.878512423087115,0,0,0,0.906309656699098,0,0,0,0,0,0,0.905994387926873,0.905662188792381,0.907873952516359,0,0,0,0,0.908257079838442,0,0,0,0,0,0,0,0,0,0,0,0,0.907297466052348,0.874669409777391,0.911233466321811,0,0,0,0.908814202723817,0,0.873986566672849,0.906536070765807,0.875255087817167,0.875255087817167,0.875255087817167,0.875255087817167,0.875255087817167,0,0,0,0,0,0.909325204722558,0.906760497451213
"Transmission across Chemical Synapses",0.928978307321514,0.920836140031924,0.912568676258109,0.912703165299559,0.920722887132639,0,0.92967395989863,0.920959508209117,0.911868998571275,0,0.911613560924912,0.911970987196057,0.912646674614675,0.921642259123684,0.911970987196057,0.921890654383226,0.911868998571275,0.921791014608386,0.921156177988107,0.92227364070105,0.911970987196057,0.911868998571275,0,0.913313497743545,0.921288136810769,0.912160971431755,0.929204922828828,0.921039146997753,0,0.921053774703531,0.910845150570197,0.912353122065962,0.920643589512945,0.921425202774238,0.912898874302996,0,0.928925893620871,0.920746628330058,0,0.92081741077638,0.920507637202818,0.912186721126294,0.92140054724819,0.911269406598483,0.912676512327201,0.911269406598483,0,0,0,0.921965649384923,0.92875392019108,0.913636888004785,0.921973626896736,0.920843008723466,0.921491242137887,0.911715526809927,0.929073195526249,0.921379870016965,0.92073019636102,0.912691185428821,0.921390125435549,0.92158407997875,0.921473060373707,0.929463403212774,0.920545566254606,0.922125633143319,0.92055798454754,0.920190696637639,0.930132550228933,0.911952031970752,0.920914830187408,0.921147296759797,0.92110448222999,0.929956227089818,0.921466472242141,0.929236683972664,0.920919130886258,0.910815772311378,0.920484889984555,0.920384325749087,0.921192301539616,0.912019694788364,0,0.912834623070107,0,0.920232401384924,0.912524307681526,0.921749377739835,0.921312594520882,0.921228921080765,0.921643621377219,0,0.92048667002609,0.920580666121681,0.929492031786376,0,0.920875088456658,0,0,0,0.91199088000586,0.929121337943222,0.928897878768212,0,0.929978831831815,0.920821697960287,0.911738814005107,0.929289068604712,0,0.92082937924553,0,0.920812765845236,0.910940500432546,0.920850819454824,0.937985186088613,0.921834491546147,0.928949173096343,0.920629911603019,0.920499566481115,0.930157238167092,0,0,0.911549271176304,0.921602977438177,0.912564162335991,0.921491242137887,0,0.929150877493986,0.921071811605957,0.912761924168733,0.920655636254696,0.912568551899257,0.92048667002609,0.920032387580962,0.921607316392085,0,0,0.921135526230387,0,0,0.921021736041661,0,0.921316389072435,0.912026151532652,0.920754425636203,0.929048508074566,0,0,0.920990345995333,0.920940735228514,0.913909945538739,0.920876942190223,0,0.920481597485094,0.912916983328047,0.911952031970752,0.913025716343383,0.921642259123685,0.912790330641077,0,0.911805886264603,0.929059149439236,0,0.92070238794478,0.920879103336358,0.92086066152432,0.912040077677276,0.92895134935619,0.929722112605564,0.921211352208445,0,0.921337396676907,0.913084735407624,0,0.920735387076442,0.921976242016697,0.91294213338662,0.920481350347434,0.92967395989863,0.912762065838189,0.921653847344614,0.921917239322286,0.921327340705142,0,0.911830758731698,0.929898911232417,0.92048667002609,0.920645314736617,0.929423532049001,0.921238593373573,0.921126726476463,0.913442377674191,0,0.920483116776212,0.92982270725253,0,0.921824372741532,0.911448310683153,0,0,0.912323539051152,0.911337055658795,0.92048667002609,0.929856614918333,0,0.92078362376231,0.921148703248862,0.92082937924553,0.921504255871001,0.930797032469198,0.921359069013844,0.921115240448194,0.921156640816634,0.930121524850902,0.921081631492972,0.921268446523615,0.921119699169716,0.929204922828828,0.929204922828828,0.929204922828828,0.929204922828828,0.929204922828828,0,0,0.921800382576404,0.920337830845825,0,0.92125428849473,0.921020560646058
"Peptide hormone metabolism",0.790149254536577,0.773558498917797,0.774667733768066,0,0.773316136266735,0,0.773721458181228,0.753672863807655,0,0,0.753786469979207,0,0.75522741150945,0.756131598410863,0,0.739307887887287,0,0.774661887798124,0.753874588043433,0.774593496756881,0,0,0.754402535731984,0.756429130518671,0.754767395772454,0.755345112919235,0.790634214616812,0.754993075388712,0,0.773398248693739,0,0,0.772287185905875,0.753253372511747,0.774786570083504,0,0.790037088547714,0.753911998684302,0,0.772448105577766,0.773380923271301,0,0.756315258973318,0,0,0,0,0,0,0,0.789669063211328,0.757326515248621,0.77494089199627,0.773573198005432,0.774126839410524,0,0.790352316506727,0.793767710001784,0.752935322786488,0.75396651488,0.773692191416204,0.753980224978691,0.771928104428256,0.773649927873199,0.772103080941082,0.739810745435295,0.774092362843162,0.771689375077504,0.77448459038596,0.73666325966621,0.754286865737236,0.773935788107447,0.755611428112789,0.775038478826444,0.737086650245388,0.791091909338661,0.753518245783435,0,0.752552243307757,0.772181597932003,0.772955850151495,0.755042779097837,0,0.736497279150721,0.755253194090888,0.79019578707841,0.75477328079036,0.739005554065889,0.754682415310162,0,0,0,0.752556052619379,0.754542734999002,0.773332129697216,0,0.774186479216031,0,0.738634809007511,0,0,0.772710308646564,0.789977136405188,0.75441797463538,0.773367910868039,0.791000233542671,0,0.773069254404594,0,0.773544030748558,0.756805924467479,0.774325513575798,0.773487093371422,0.773697448759845,0.77375189336138,0.753906286359374,0.790086906922576,0.754117306416773,0.752651534770821,0.755586602211574,0,0,0.773999782581244,0,0.737135635133659,0.774126839410524,0,0.772602055153901,0.754221074966616,0,0.773372562239951,0,0.752556052619379,0.753317131869887,0.774677573618535,0,0,0.773573198005432,0,0,0.755350286904102,0.753159326148933,0.753358363987326,0.753899484187912,0.772524376625368,0.790762625595608,0,0,0.773888501649181,0.773251081414179,0,0.774124452210385,0,0.771966186957245,0.774911495636002,0.73666325966621,0.7750580136701,0.754192120738933,0.736838845549405,0,0,0.790322257701106,0,0.773272267742879,0.753281644749586,0.755805549118465,0,0.790091564146446,0.773606248629382,0.755123666523845,0,0.754191245989362,0,0,0.774342113239938,0.755488008447407,0.775082419088246,0.752544668439107,0.773721458181228,0.774493798221349,0.772160225295564,0.756821759558105,0,0,0.754092199747667,0.753199621519857,0.752556052619379,0.772866531108092,0.753472649265129,0.773444640735806,0.773896758380487,0.775992735337739,0,0.752548448619253,0.752067985346599,0,0.755623939149264,0.754741906309176,0,0.754963706005433,0.754535897276065,0.755198093484259,0.752556052619379,0,0,0.753254065674399,0.774543469712854,0.773544030748558,0.754477952066886,0.775735122359019,0.755116872370549,0.773529786172426,0,0.792595754651908,0,0.754273708837686,0.774413517470978,0.790634214616812,0.790634214616812,0.790634214616812,0.790634214616812,0.790634214616812,0,0,0,0.771052976098295,0.755182460972306,0.774453341969257,0.77377149769584
"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",0.80650983130608,0,0,0,0.808598052580663,0,0,0.808705709747374,0,0,0,0,0.812861962197914,0,0,0.768357513523211,0,0,0,0.8114296811235,0,0,0,0,0,0.815170697738088,0.807806424855163,0.807136894080317,0,0.760612548769679,0,0,0.854332292714583,0,0,0,0.806209943328668,0.854921835183048,0,0.854178995235923,0.809579590059892,0,0.815170697738088,0,0,0,0,0,0,0,0.805225987542397,0,0,0,0,0,0.80705273958099,0,0.806411188843186,0.809490817845136,0,0.809876371127143,0.807657437495368,0.809285335113173,0.806163139532035,0.769701957900035,0.8110517668854,0.806631812877372,0.811893925916856,0,0.810018890438165,0,0,0,0,0.807988148050974,0.812917181047104,0,0.805815976792542,0.854049991776087,0,0.814362375365853,0,0.815754231471235,0,0.807596162935341,0,0.767549191150976,0.811404855551258,0,0,0,0.805826161401702,0.762144846088677,0.80777167361454,0,0.810302401096769,0,0,0,0,0,0.806049654751482,0,0.811932786249729,0,0,0,0,0,0,0.812105055031655,0,0,0.810525575675693,0.811161899818169,0.806343138175224,0.806645726253235,0.758278442617498,0.765050111053779,0,0,0,0,0,0,0,0,0,0,0.809207353277868,0,0.805826161401702,0.805726038581151,0,0,0,0.761080294792915,0,0,0,0,0,0.80931160399539,0.854966447914838,0.807295579918826,0,0,0,0.808424121352923,0,0.811721095033865,0,0.806793268729718,0.811013123642639,0,0,0,0,0,0,0.806972374093088,0,0,0.807641556676549,0.812379092891048,0,0.806355589770051,0,0,0,0.762488602131436,0,0,0,0,0,0.805795724556889,0,0.80989636414968,0.814161470154239,0,0,0,0.813050815598712,0.810995333051414,0.805826161401702,0.809624668166378,0.807636848443491,0.810128333716872,0,0,0,0.80580583127988,0.811341113667915,0,0,0,0,0,0.811013123642639,0.807685032269349,0.805826161401702,0,0,0.806258437049257,0.813729757933153,0.809207353277868,0,0,0,0.760964228533189,0,0.813050815598712,0,0,0.810490047199446,0.807806424855163,0.807806424855163,0.807806424855163,0.807806424855163,0.807806424855163,0,0,0,0.804166247171208,0,0.763433455459681,0.808773537464409
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",0.910395680260781,0.878793467232639,0,0,0.878331812784528,0,0.913231379025157,0.878735127649297,0,0,0.842322764483099,0,0,0,0,0,0,0,0,0.877574826534529,0,0,0,0.845695771948302,0.879048125845662,0,0.911319436364353,0.878033165032846,0,0.878488221236925,0,0,0.876371859347417,0,0,0,0.910182025527023,0.87679187798313,0,0.876262642791717,0.877712867222946,0,0.842222187872149,0.841526593883601,0,0.841526593883601,0,0,0,0.883014483838291,0.909481007722441,0,0.881842399098886,0.878821466180332,0.878884421291164,0,0.910782474436167,0.880286102487429,0.876773785038207,0,0.87946386356703,0.880254483305375,0.877661672996491,0.912373083730129,0.876021174637777,0,0.876935838739728,0.875939342529038,0.880557494172272,0,0.877526410602424,0.879838745584008,0.87966422009059,0.882188433650933,0,0.911448904779039,0.877543941603978,0,0.875358101350252,0.876170734472807,0.875802282905726,0,0.88293951815715,0.843476190951524,0,0.875800342074929,0.841279961597121,0,0.880658129975302,0,0,0,0.87536535735957,0,0.912489782802997,0,0.878554447527645,0,0,0,0.841195592497961,0.910978718073891,0.910067828173802,0,0.912973676804204,0.837672718825084,0.842833335443988,0.911662441020057,0,0.877774282373246,0,0.878634141996638,0,0.879058140078745,0.911971111769312,0.879582533806868,0.910276919993032,0.876364992813895,0.87583366508898,0.879832079787944,0,0,0.839679997516277,0.881073867696669,0,0,0,0.911099130576274,0.880255709808587,0,0.878190020094613,0,0.87536535735957,0.875294025008228,0,0,0,0.878821466180332,0,0,0.8791667960855,0,0.87817166518566,0,0.876823662256094,0.909669906201053,0,0,0.878430433487373,0.877216269978619,0,0.877968163899651,0,0.876752043574988,0.840773780823697,0,0,0,0,0,0,0.910725218166445,0,0.87725662587851,0.877976973411213,0.878829379853099,0.84139613768479,0.910285791112843,0.913427664607995,0.878735127649297,0,0,0,0,0,0.881853059150592,0.840504050329654,0.875343672675739,0.878361521028373,0.839978147220111,0.879422059254407,0.845267022434013,0.880170212509713,0,0,0.879048125845662,0.87536535735957,0.878071597731359,0.876655378590737,0.878430433487373,0.880033983440468,0.84584291047968,0,0.875350873195174,0.879294476720396,0,0.881612545605266,0,0,0,0,0,0.87536535735957,0,0,0.876991571934717,0.880400066003331,0.877774282373246,0.841979150565523,0.917809376153935,0.879933464515196,0.87873877494998,0.878512106803461,0.915055794579538,0.878206345201448,0.879294476720396,0.878688135708326,0.911319436364353,0.911319436364353,0.911319436364353,0.911319436364353,0.911319436364353,0,0,0,0.876492620202698,0,0,0.879199189124586
"Cardiac conduction",0.941019815880875,0.92671447041029,0,0,0.941858957664529,0,0.927440099296736,0.926981723830434,0,0,0.926437843279355,0,0.913751644063715,0,0,0.94401230610919,0,0,0.912971752901592,0.928041033758034,0,0,0,0,0.928476735436805,0.914282459273268,0.941146797386669,0.926872552203514,0,0.941790420809546,0,0,0.941469041654683,0.92883323430806,0,0,0.941173853857113,0.941638170344855,0,0.941682178656634,0.940788597498529,0,0.92943558710828,0,0,0,0,0,0,0.900013365876416,0.940891575374694,0.930290428907833,0.928406414545258,0.926725744732301,0.928241682819037,0.927811861522517,0.941175566094525,0.927107219720421,0.926496956069206,0.928262482763056,0.927448650853775,0.927767009301238,0.941589112817309,0.94205612614809,0.94055227225108,0.944398002015125,0.927932617242674,0.927448065919312,0.942821843889993,0,0.92762818111213,0.925828446814627,0.912933410275906,0.928730053103051,0.926249528915071,0.941552469713571,0.941809485653251,0,0.941060832238161,0.941388054803835,0.940738860627155,0.914050566727156,0.929638526693048,0,0,0.927262594968815,0.928397311684199,0.943780413563078,0.928328842942968,0,0.927239783121085,0,0.941063754011738,0,0.927141481123573,0,0.942096077487881,0,0,0,0,0.941162032430965,0.94112787006704,0,0.941689812181847,0,0.926875327174309,0.941437346801553,0,0.924997150464756,0,0.925828446814627,0.91279588151737,0.927285278383338,0.941344729935818,0.942462959640982,0.941212064963421,0.941167354047685,0.942214519217202,0.943063474299014,0,0.928470177665718,0.928074380727271,0.928096950396857,0,0.928410816607202,0,0.939867317155541,0.94303294974226,0,0.942033754620392,0,0.941063754011738,0.927188216241798,0,0,0,0.927004359194655,0,0.929341944139052,0.91273311280506,0,0.927555380238278,0.91273311280506,0.941650968901866,0.940967639028891,0,0,0.925261362499775,0.94013323312881,0,0.928124634949796,0,0.94109131503446,0.926046007364064,0,0,0,0,0,0.929333925139769,0.94115251074155,0,0.941825310143243,0.927017330448417,0.929096852890163,0,0.941215637092718,0.956983957570357,0.925384053542809,0,0.94232862537451,0,0,0,0.928542224789718,0,0.941055022251142,0.927592118511129,0.925725629986037,0.94174843228792,0.929273543013101,0.928624158453421,0,0,0.942214067314474,0.941063754011738,0.941820849235927,0.941250580995699,0.927989027330319,0.942812149531643,0,0,0.941057921680636,0.956555400701362,0,0.929972884770001,0.925937257165817,0,0.912436602052621,0.91322124691691,0.927773522832863,0.941063754011738,0.926510959517263,0,0.941833513917622,0.943331147796782,0.927171596984371,0.913434538106977,0.942814843859126,0.92826480307721,0.926971061959034,0.928210643314586,0.942651314846656,0.928087522445995,0.927114401646841,0.942069110269177,0.941146797386669,0.941146797386669,0.941146797386669,0.941146797386669,0.941146797386669,0,0,0,0.941233303835068,0.913003686367474,0.942599686094236,0.942107490991505
"Transport of small molecules",0.900257207717084,0.896515268802599,0.892448392729369,0,0.896462268517628,0,0.900582760396621,0.896465737070821,0,0.891842711477833,0.896881332305024,0,0.896217621125178,0.892506866719083,0,0.896652774525135,0,0.896870403492154,0,0.896873833694572,0,0,0,0,0.896901729770868,0.892805802419172,0.90036325962871,0.896667630068804,0,0.896648777117578,0.892238842008218,0.896896745371695,0.896053735636966,0.892486996319977,0,0,0.900544506650646,0.896101955918341,0,0.89607753097615,0.896474104715809,0.892113585995088,0.896702499109208,0.892937861756021,0.891891824387995,0.892937861756021,0,0.892765440915852,0.897050281567316,0.896975412095195,0.900152198645071,0.897050281567316,0.896931416614203,0.896518483224582,0.896521696103124,0.892191683594829,0.900301613660976,0.896772192300293,0.896651732525227,0.900652371437001,0.896658348605183,0.896796844593693,0.900378366107382,0.903815468695466,0.896310839169789,0.896762740286061,0.896842923061545,0.896098566793792,0.897143459373082,0.896295381604187,0.896795475521462,0.896992496948802,0.896526201733844,0.89665428100895,0.892252824697739,0.900491966958084,0.896599504278368,0.892225093520549,0.900200455469934,0.896030645475672,0.896237880159757,0.892739687534638,0,0.896651023619179,0.892533109983453,0.90063745307053,0.892603769156825,0.896586659640601,0.897037154492141,0.892722138122994,0.896491649787363,0.892170805457597,0.900201288496808,0.896432164845596,0.900497621368354,0,0.89644499407143,0,0,0.892498301807234,0.892458011806704,0.900437987126492,0.900531396212117,0.891841179590868,0.896701278067478,0.892226940656152,0.892189159140129,0.900402638312427,0.901015722441782,0.89693777615995,0.897050281567316,0.903361939242619,0.896404818939681,0.896611769479634,0.900863746570284,0.896603526133004,0.900243573432698,0.895806881578524,0.896403155812444,0.896725326905554,0.892967026316326,0.89278657286081,0.896395731980031,0.896393316844111,0.888888640684395,0.892501258142122,0,0.900649794987317,0.892706207072105,0,0.897051619855059,0.892590883731044,0.900201288496808,0.896024481051438,0.892457459567273,0.900839275976001,0.897050281567316,0.89668703533655,0,0.892734176928778,0.896533677918885,0.8917040746805,0.896462891677507,0.896577137779739,0.896105604914969,0.907692177858651,0.89696370739962,0,0.896749006878054,0.896309747574598,0.892475690086145,0.896897669230612,0,0.896280902955927,0.89271133692357,0.8959835540176,0,0.892389268906119,0.888625151316332,0,0,0.900295040349219,0,0.896992190249539,0.896440540068919,0.896771530084705,0.892023880761577,0.900244591882493,0.900963216528023,0.896504556431675,0.89200113337812,0.89674751620589,0,0,0.892282913316489,0.896923031509828,0.892529673133553,0.900198798984517,0.896499161517204,0.892619994128337,0.896587434372367,0.897290973011367,0.896748350515735,0.891907294475401,0.896439881089142,0.900624089100251,0.900201288496808,0.896218347716401,0.896545221523565,0.896635163182943,0.89659813916088,0.897357087895901,0,0.900199625640869,0.89652995319673,0,0.897095320656257,0.896571699352624,0,0.891839451967371,0.896066399593023,0.896070948668204,0.900201288496808,0.892327361177533,0,0.896616214930511,0.89658464072486,0.896673677383939,0.89289072566482,0.901108337813698,0.89662169536444,0.8966775419616,0.89647895250122,0.900792212606348,0.896443849509998,0.896903623754353,0.896730863596664,0.90036325962871,0.90036325962871,0.90036325962871,0.90036325962871,0.90036325962871,0,0,0.891896067517008,0.896468112642211,0.89200113337812,0.896824798328524,0.900847486256127
