,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
TCGA.AD.6901.01,0.0,0.16666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.16666666666666669,0.0,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,0.0,0.0
TCGA.G4.6302.01,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-0.08333333333333334,-0.08333333333333334,0.0,0.0,0.0,0.08333333333333331,0.0,0.0,0.0,0.0,0.0
TCGA.D5.6540.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045454545454545456,-0.045454545454545456,-0.0909090909090909,-0.0909090909090909,-0.04545454545454544,-0.04545454545454544,-0.04545454545454544,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,-0.04545454545454547,-0.04545454545454547
TCGA.D5.5541.01,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0
TCGA.D5.5537.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AD.6548.01,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.33333333333333337,0.16666666666666669,0.0,0.0,-0.16666666666666674,0.0,0.16666666666666663,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CK.5914.01,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.D5.6927.01,0.0,0.06666666666666667,0.0,0.0,-0.06666666666666668,-0.06666666666666668,-0.13333333333333333,-0.13333333333333333,-0.13333333333333333,-0.13333333333333333,-0.13333333333333333,-0.13333333333333333,-0.13333333333333333,-0.06666666666666665,-0.06666666666666665,-0.06666666666666665,-0.06666666666666665,-0.1333333333333333,-0.2,-0.2
TCGA.A6.2675.01,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6323.01,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.DM.A1DA.01,0.0,0.0,0.0,-0.0625,0.0,0.0,0.0,-0.0625,-0.125,-0.1875,-0.125,-0.125,-0.0625,-0.0625,-0.125,-0.1875,-0.1875,-0.1875,-0.125,-0.0625
TCGA.AY.6196.01,0.0,0.0,0.0,-0.16666666666666666,-0.16666666666666666,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.3333333333333333,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337
TCGA.DM.A282.01,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AA.3492.01,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,-0.038461538461538464,-0.038461538461538464,-0.038461538461538464,-0.07692307692307693,-0.07692307692307693,-0.07692307692307693,-0.07692307692307693,-0.11538461538461539,-0.11538461538461539,-0.15384615384615385,-0.11538461538461539,-0.11538461538461539,-0.11538461538461539,-0.15384615384615383,-0.15384615384615383
TCGA.A6.6781.01,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,-0.04545454545454544,-0.09090909090909091,-0.09090909090909091,-0.13636363636363635,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,-0.04545454545454544,-0.04545454545454544
TCGA.AA.3511.01,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AZ.4615.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043478260869565216,-0.043478260869565216,-0.08695652173913043,-0.08695652173913043,-0.08695652173913043,-0.08695652173913043,-0.08695652173913043,-0.08695652173913043,-0.08695652173913043,-0.08695652173913043
TCGA.D5.6541.01,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CM.6677.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.6653.01,0.0,0.0,0.0,0.0,-0.07142857142857142,-0.07142857142857142,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285
TCGA.D5.6928.01,0.0,0.0,-0.037037037037037035,-0.037037037037037035,-0.07407407407407407,-0.1111111111111111,-0.1111111111111111,-0.07407407407407407,-0.07407407407407407,-0.07407407407407407,-0.07407407407407407,-0.037037037037037035,-0.037037037037037035,0.0,0.0,0.0,-0.037037037037037035,-0.07407407407407407,-0.1111111111111111,-0.14814814814814814
TCGA.F4.6460.01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0
TCGA.G4.6314.01,0.0,0.0,0.16666666666666669,0.16666666666666663,0.16666666666666663,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.16666666666666663,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.5662.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6304.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
TCGA.F4.6459.01,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337
TCGA.D5.6533.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CA.6717.01,0.013513513513513514,0.02702702702702703,0.04054054054054054,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406
TCGA.DM.A1D4.01,0.0,0.0,0.0,0.20000000000000007,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CK.4947.01,0.25,0.25,0.25,0.25,0.25,0.0,-0.25,-0.25,0.0,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6317.01,0.25,0.25,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0
TCGA.CM.5863.01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AY.5543.01,0.0,0.25,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.DM.A285.01,0.0,0.0,0.0,0.0,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.20000000000000007,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.20000000000000007
TCGA.D5.5538.01,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6322.01,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AD.6963.01,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.6140.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AD.6964.01,0.0,0.0,-0.05555555555555555,-0.05555555555555555,-0.1111111111111111,-0.1111111111111111,-0.16666666666666669,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2777777777777778,-0.2777777777777778,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333
TCGA.G4.6299.01,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.6648.01,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337
TCGA.DM.A28C.01,0.0,0.0,-0.25,-0.5,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AY.6386.01,0.0,0.0,0.16666666666666669,0.3333333333333333,0.5,0.5,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.16666666666666674,0.16666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AA.3489.01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.F4.6703.01,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.16666666666666669,-0.3333333333333333,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,0.0,0.0,0.0,0.0,-0.16666666666666674,-0.16666666666666663
TCGA.G4.6625.01,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.F4.6805.01,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CK.4948.01,0.0,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.DM.A0XD.01,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.22222222222222227,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.11111111111111116
TCGA.DM.A1D8.01,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CK.4950.01,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,-0.2857142857142857,-0.2857142857142857,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428
TCGA.A6.6780.01,0.05,0.05,0.0,0.0,0.0,0.0,0.0,-0.04999999999999999,-0.04999999999999999,-0.1,-0.1,-0.1,-0.15,-0.15,-0.15,-0.19999999999999998,-0.24999999999999997,-0.19999999999999998,-0.19999999999999998,-0.14999999999999997
TCGA.A6.5664.01,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AA.3663.01,0.041666666666666664,0.041666666666666664,0.0,0.04166666666666667,0.0,0.0,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.0,0.0,0.0,0.0
TCGA.CK.5916.01,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,-0.05555555555555555,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111
TCGA.CM.6676.01,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.D5.6930.01,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216,-0.043478260869565216
TCGA.DM.A28H.01,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AZ.6605.01,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.D5.6926.01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.F4.6461.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AD.6899.01,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6298.01,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,-0.125,-0.125,-0.125,-0.125,-0.125,-0.25,-0.125
TCGA.CM.6162.01,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
TCGA.D5.6536.01,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.D5.6534.01,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.0
TCGA.AM.5821.01,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AA.3502.01,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428
TCGA.D5.6531.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AD.5900.01,0.0,0.0,0.0,0.0,0.0,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555,0.0,0.0,0.0,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558
TCGA.DM.A1D6.01,0.0,0.0,0.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CK.5913.01,0.0,0.0,0.0,-0.07142857142857142,-0.07142857142857142,-0.14285714285714285,-0.14285714285714285,-0.07142857142857142,-0.07142857142857142,-0.07142857142857142,-0.07142857142857142,-0.14285714285714285,-0.2142857142857143,-0.2142857142857143,-0.14285714285714288,-0.14285714285714288,-0.14285714285714288,-0.07142857142857145,-0.07142857142857145,-0.14285714285714285
TCGA.G4.6295.01,0.2,0.4,0.39999999999999997,0.39999999999999997,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.6654.01,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.0,0.20000000000000007,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6310.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AZ.5407.01,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.25,0.125,0.125,0.125,0.125
TCGA.AZ.6598.01,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.055555555555555566,0.055555555555555566,0.055555555555555566,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.05555555555555555
TCGA.A6.6650.01,0.0,0.0,0.19999999999999996,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
TCGA.CM.5862.01,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.D5.6931.01,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,-0.11111111111111116,0.0,0.0,0.0,0.11111111111111105,0.11111111111111116,0.11111111111111105,0.0,-0.11111111111111116,0.0,0.0,0.0,0.0
TCGA.AU.3779.01,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6303.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.6137.01,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.25
TCGA.CK.5915.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CA.5797.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.DM.A1D9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AZ.5403.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.G4.6586.01,0.0,0.04,0.039999999999999994,0.0,0.0,0.0,-0.04000000000000001,-0.08000000000000002,-0.12,-0.12,-0.16000000000000003,-0.2,-0.2,-0.24,-0.24,-0.24,-0.28,-0.28,-0.32,-0.32
TCGA.CK.5912.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.CM.4744.01,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.DM.A0XF.01,0.2,0.2,0.2,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996
TCGA.A6.4105.01,0.0,0.2,0.19999999999999996,0.19999999999999996,0.0,0.20000000000000007,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.AA.3655.01,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA.A6.6652.01,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0
TCGA.CM.4743.01,0.0,0.0,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.6
